0:(0,0);(0,0);(0,0);(0,0)
39:(0.000669573,-0.000392838),(-0.000682364,-0.000425198),(-9.74962e-05,0.000815788),(0.000816216,-0.00021756).
40:(0.000682063,-0.000432826),(-0.00062706,-0.000396917),(-0.000119712,0.000786138),(0.00077639,-0.000247747).
41:(0.000696143,-0.000380576),(-0.000656961,-0.000417824),(-0.000118863,0.000764768),(0.000752045,-0.000240183).
42:(0.000682447,-0.000444367),(-0.000652044,-0.000442065),(-0.000122099,0.000775942),(0.00079923,-0.000219662).
43:(0.000731293,-0.000383368),(-0.000679762,-0.000455586),(-0.000108578,0.000800398),(0.000776602,-0.000177113).
44:(0.000730734,-0.000380336),(-0.000688368,-0.000401298),(-0.000111631,0.00075847),(0.00078581,-0.000272492).
45:(0.000695488,-0.000370427),(-0.000678758,-0.000478162),(-9.86947e-05,0.000797695),(0.00078434,-0.000204526).
46:(0.000720356,-0.000396765),(-0.000617721,-0.000439185),(-0.000148465,0.000794132),(0.000764562,-0.000229815).
47:(0.000720417,-0.000433198),(-0.000648443,-0.000406461),(-0.000111422,0.000763845),(0.000771811,-0.000255726).
48:(0.000636487,-0.000418004),(-0.000650163,-0.000473292),(-5.04568e-05,0.000727709),(0.000745245,-0.00022466).
49:(0.000711615,-0.000366402),(-0.000608466,-0.000426932),(-0.000126307,0.000761673),(0.000752951,-0.000248152).
50:(0.000745959,-0.000406878),(-0.000666661,-0.000424423),(-7.89113e-05,0.000775854),(0.000740643,-0.000264099).
51:(0.000712104,-0.000401194),(-0.000677152,-0.000427414),(-8.53703e-05,0.00078),(0.000756979,-0.000251276).
52:(0.000727771,-0.000415979),(-0.000583238,-0.000434653),(-0.000146934,0.000797422),(0.000803555,-0.000246874).
53:(0.000698559,-0.000409577),(-0.00075253,-0.000422122),(-0.000137483,0.0008425),(0.000755973,-0.00024084).
54:(0.000700062,-0.000321936),(-0.000619467,-0.000455136),(-0.000126315,0.000826405),(0.000754051,-0.000256317).
55:(0.000674955,-0.000396332),(-0.000632709,-0.0004466),(-9.65917e-05,0.000771033),(0.000753236,-0.000245698).
56:(0.000665364,-0.000404526),(-0.000608604,-0.00044117),(-0.00017672,0.00081616),(0.000775758,-0.00028786).
57:(0.000665452,-0.000382048),(-0.000711085,-0.000478848),(-0.000124942,0.000837427),(0.000798111,-0.000258646).
58:(0.000682557,-0.000403634),(-0.000627066,-0.000380956),(-0.000109914,0.000779127),(0.000770954,-0.000270404).
59:(0.000700916,-0.000377951),(-0.000696857,-0.000399029),(-0.000162679,0.000829942),(0.000759004,-0.000184634).
60:(0.000692824,-0.000359308),(-0.000661497,-0.000412951),(-0.00011939,0.00078189),(0.000751128,-0.000248137).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(-0.000362315,0.000681975),(0.000781126,1.02728e-05),(-0.000314612,-0.000724391),(-0.000531292,0.000600719).
5:(-0.000348889,0.000697),(0.000803465,2.4477e-05),(-0.000365319,-0.000767548),(-0.000490163,0.00058936).
6:(-0.000376914,0.000679969),(0.000820326,5.76825e-05),(-0.000355701,-0.000794095),(-0.000521995,0.000563878).
7:(-0.000304337,0.00073045),(0.000784566,1.75079e-05),(-0.000313394,-0.000760539),(-0.000520807,0.000612438).
8:(-0.000384705,0.000687154),(0.000781762,7.29621e-06),(-0.000359881,-0.000752026),(-0.000471186,0.000629073).
9:(-0.000347247,0.000676994),(0.000770456,8.03375e-05),(-0.000261472,-0.000742972),(-0.00050354,0.000632055).
10:(-0.000411786,0.00067459),(0.000782153,5.33983e-05),(-0.000351269,-0.000723518),(-0.000511325,0.000626706).
11:(-0.000364698,0.00068992),(0.000814763,-3.58794e-05),(-0.000316915,-0.0006898),(-0.000569964,0.000609972).
12:(-0.000308891,0.000690723),(0.000827409,1.33347e-05),(-0.000348209,-0.000738803),(-0.000502984,0.000598406).
13:(-0.000319385,0.000670644),(0.000783159,3.63946e-05),(-0.000287415,-0.000776342),(-0.000501402,0.000627736).
14:(-0.000392638,0.000666198),(0.000813454,4.18659e-05),(-0.000338006,-0.00071338),(-0.000492489,0.000601624).
15:(-0.00034801,0.00069638),(0.000764492,-2.69167e-06),(-0.000285256,-0.000667776),(-0.00052376,0.000638537).
16:(-0.000382967,0.000692949),(0.000739857,1.45771e-05),(-0.000302537,-0.000745994),(-0.000512076,0.000563592).
17:(-0.00033578,0.000729171),(0.000791106,3.22123e-05),(-0.000313505,-0.000765066),(-0.000504366,0.000563228).
18:(-0.000375539,0.00072882),(0.000736922,5.48069e-05),(-0.000285886,-0.00075868),(-0.000537331,0.000599859).
19:(-0.000366,0.000749746),(0.000753604,-7.99238e-06),(-0.000352742,-0.000712811),(-0.000506095,0.000609626).
20:(-0.000338684,0.000676576),(0.000795255,-1.08536e-05),(-0.000365625,-0.000624286),(-0.000536583,0.00059534).
21:(-0.000364546,0.000650878),(0.000745502,3.93279e-05),(-0.000355987,-0.000687827),(-0.000500247,0.000613019).
22:(-0.000397831,0.000711808),(0.000803318,3.2241e-05),(-0.000288179,-0.000736895),(-0.0005575,0.000594489).
23:(-0.000375861,0.000695248),(0.000756147,-1.09933e-05),(-0.000337968,-0.000706421),(-0.000508507,0.000633484).
24:(-0.000392572,0.00070652),(0.000828947,8.79866e-05),(-0.00032975,-0.000704648),(-0.000483008,0.000683931).
25:(-0.000358931,0.000707503),(0.000836721,2.02375e-05),(-0.000294172,-0.000735841),(-0.000536505,0.00062161).
26:(-0.000378797,0.000754961),(0.00080893,-1.66095e-05),(-0.000329328,-0.000768353),(-0.000559383,0.000599742).
27:(-0.000381416,0.000736273),(0.000829383,5.86635e-05),(-0.000272383,-0.000728766),(-0.000499585,0.000556493).
28:(-0.000379929,0.000655181),(0.000815855,-1.11976e-05),(-0.000313002,-0.000742803),(-0.000513961,0.000617599).
29:(-0.000385617,0.000679914),(0.000795794,1.28709e-05),(-0.000341851,-0.000666362),(-0.000579652,0.000586384).
30:(-0.000373571,0.000711794),(0.000792584,7.49269e-05),(-0.0003154,-0.000737172),(-0.000508431,0.000589141).
31:(-0.000359825,0.000738296),(0.000778836,3.37689e-05),(-0.00033176,-0.000721952),(-0.00055749,0.000600738).
32:(0,0),(0,0),(0,0),(0,0).
33:(-0.000350048,0.000708775),(0.000745346,1.93802e-07),(-0.000323398,-0.000756359),(-0.000492363,0.000582434).
34:(-0.000380501,0.00067574),(0.000763612,3.36785e-05),(-0.000283622,-0.000747331),(-0.000535036,0.000581984).
35:(-0.000414825,0.000716786),(0.000790939,1.96233e-05),(-0.000310425,-0.000740638),(-0.000560465,0.000593804).
36:(-0.000398606,0.00069093),(0.000786116,8.96453e-06),(-0.000341816,-0.000749454),(-0.000528847,0.000580399).
37:(-0.000340489,0.000624492),(0.000784983,-8.89876e-06),(-0.000325387,-0.000704819),(-0.000531302,0.000592536).
38:(-0.000325322,0.000762656),(0.000804902,3.56452e-06),(-0.000294247,-0.000735424),(-0.000494916,0.00058504).
39:(-0.0003868,0.000654744),(0.000748164,1.30479e-05),(-0.000297443,-0.000717828),(-0.000492367,0.000568953).
40:(-0.000370608,0.000705059),(0.000784724,8.1223e-06),(-0.000304169,-0.000768137),(-0.000554341,0.000597008).
41:(-0.000404869,0.000672992),(0.000798162,4.34862e-05),(-0.000305906,-0.000754294),(-0.000567945,0.000598794).
42:(-0.000355367,0.000725309),(0.000785917,4.32116e-05),(-0.000321897,-0.000743949),(-0.000498955,0.000555018).
43:(-0.000397072,0.000724577),(0.000797199,2.13234e-05),(-0.000281369,-0.000730751),(-0.000518705,0.000605363).
44:(-0.000367284,0.000694328),(0.000808467,9.3184e-05),(-0.000319898,-0.000713852),(-0.000539777,0.000584545).
45:(-0.000323246,0.000721015),(0.000790552,4.59905e-05),(-0.000322716,-0.000751557),(-0.000545218,0.000557274).
46:(-0.000390129,0.000651449),(0.000778489,4.42998e-05),(-0.000306398,-0.000755831),(-0.000524615,0.000587022).
47:(-0.000398495,0.000680999),(0.00082802,7.40198e-05),(-0.000312315,-0.000755083),(-0.000515006,0.000635672).
48:(-0.000372259,0.000742982),(0.000770578,4.26944e-05),(-0.000335361,-0.000736051),(-0.000534765,0.00059431).
49:(-0.000355231,0.000699007),(0.000855326,1.47592e-05),(-0.000306934,-0.00072164),(-0.000509531,0.000604264).
50:(-0.000386451,0.000746786),(0.000836275,2.09076e-05),(-0.000353201,-0.000698422),(-0.000567902,0.000564702).
51:(-0.000342931,0.000687901),(0.000840437,-1.50438e-07),(-0.000315611,-0.000742494),(-0.000516495,0.000599327).
52:(-0.000394778,0.000657825),(0.000820417,4.44324e-05),(-0.000336148,-0.000758379),(-0.000524945,0.000551237).
53:(-0.000362812,0.000678452),(0.000747005,-1.48173e-06),(-0.000324964,-0.000707026),(-0.000518095,0.000589963).
54:(-0.000383458,0.000654206),(0.000748878,2.93329e-05),(-0.000278954,-0.000758836),(-0.000579734,0.000594785).
55:(-0.00036388,0.000771545),(0.000812253,5.61212e-05),(-0.000324669,-0.000713899),(-0.000561722,0.000602412).
56:(-0.000393184,0.000695268),(0.000761027,3.98936e-05),(-0.000308185,-0.000694513),(-0.000546571,0.000592849).
57:(-0.000432567,0.000696916),(0.000796597,4.27464e-05),(-0.000328793,-0.000727893),(-0.000556791,0.000639859).
58:(-0.00041727,0.000714098),(0.000810479,4.63279e-05),(-0.000376581,-0.000771691),(-0.00052149,0.000618498).
59:(-0.000340303,0.000665271),(0.000805501,2.41584e-05),(-0.000310914,-0.000753026),(-0.000500626,0.000577605).
60:(-0.00035069,0.000686502),(0.000750735,-7.08795e-07),(-0.000339489,-0.000740983),(-0.000509245,0.000587846).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(-3.84288e-05,-0.00075871),(-0.000689234,0.000475087),(0.000699246,0.000504933),(0.000156153,-0.000761167).
5:(-8.21717e-05,-0.000795145),(-0.000682854,0.000372059),(0.000655251,0.000443155),(0.000137533,-0.000764283).
6:(-7.2638e-05,-0.000818815),(-0.000687143,0.000415054),(0.000588937,0.000465526),(0.000128559,-0.000785699).
7:(-8.2205e-05,-0.000805545),(-0.000738502,0.000406298),(0.000697416,0.000404162),(0.000122428,-0.000817396).
8:(-8.3996e-06,-0.000758536),(-0.000677967,0.000373741),(0.000609855,0.000376448),(0.000134404,-0.000788919).
9:(-0.000100095,-0.000821632),(-0.000717647,0.000418441),(0.00067988,0.000422523),(0.000127678,-0.000756017).
10:(-0.000106542,-0.000752601),(-0.000629914,0.000422826),(0.000682136,0.000448187),(0.000115688,-0.00079222).
11:(-7.04407e-05,-0.000787032),(-0.000722417,0.000410001),(0.000685197,0.000430556),(0.000118496,-0.000797399).
12:(-5.68573e-05,-0.000801448),(-0.000735346,0.00037428),(0.000687779,0.000480674),(0.000130089,-0.000785311).
13:(-7.1915e-05,-0.000750203),(-0.000725403,0.000396253),(0.000687259,0.000439471),(0.000180826,-0.000729325).
14:(-4.60264e-05,-0.000813799),(-0.000670807,0.000404534),(0.000639286,0.000417336),(0.000173618,-0.000839148).
15:(-4.20312e-05,-0.000778926),(-0.000692707,0.000352488),(0.00060497,0.000441233),(0.000127455,-0.000772559).
16:(-6.29978e-05,-0.000795344),(-0.00066292,0.000419342),(0.000657184,0.000441404),(0.000132896,-0.000777429).
17:(-8.65106e-06,-0.000758845),(-0.000703178,0.000396256),(0.000639278,0.000492956),(8.96893e-05,-0.000777341).
18:(-0.000114222,-0.000789486),(-0.000673168,0.000428951),(0.0006917,0.00043012),(6.4951e-05,-0.000812321).
19:(-9.79289e-05,-0.000816133),(-0.000673815,0.000401268),(0.000708551,0.000441179),(0.000105865,-0.000845784).
20:(-2.93528e-05,-0.000780498),(-0.000718166,0.00044825),(0.00064239,0.000421859),(0.000101813,-0.00077932).
21:(-0.000108318,-0.000800313),(-0.000705467,0.000422677),(0.000640073,0.000464914),(0.000126187,-0.000773157).
22:(-8.47182e-05,-0.000769744),(-0.000768368,0.000437195),(0.000634485,0.000435983),(0.000112502,-0.000805728).
23:(-5.86103e-05,-0.000824948),(-0.00071074,0.000408383),(0.000707557,0.000478245),(0.00012795,-0.000817942).
24:(-4.17852e-05,-0.000792234),(-0.000683093,0.000478917),(0.000702154,0.00046594),(8.63496e-05,-0.000783248).
25:(-6.30268e-05,-0.000818573),(-0.000726114,0.0004095),(0.000694586,0.000477782),(0.000118519,-0.000787016).
26:(-4.24998e-05,-0.000793847),(-0.000732151,0.000420542),(0.000608754,0.000477282),(0.000138576,-0.000792977).
27:(-5.93405e-05,-0.000782494),(-0.00064325,0.000401925),(0.000664365,0.000404602),(6.01397e-05,-0.000751473).
28:(-9.77794e-05,-0.000787749),(-0.000691229,0.000376379),(0.000678162,0.00041884),(7.51476e-05,-0.000780135).
29:(-1.73426e-05,-0.000822959),(-0.000682526,0.000411871),(0.000653726,0.000478246),(0.00010184,-0.000742131).
30:(-1.29074e-05,-0.00079212),(-0.000657084,0.000402113),(0.000645828,0.000405145),(0.000106732,-0.000775748).
31:(-0.000102117,-0.000763763),(-0.000689228,0.000407098),(0.000624442,0.000405618),(0.000106392,-0.000797196).
32:(0,0),(0,0),(0,0),(0,0).
33:(-9.08561e-05,-0.000760608),(-0.000663874,0.000392249),(0.000590321,0.000441736),(8.30256e-05,-0.000804829).
34:(-6.90383e-05,-0.000760389),(-0.000697761,0.000438455),(0.000615678,0.000448419),(0.000107277,-0.000807918).
35:(-1.3766e-05,-0.000791252),(-0.000743593,0.000403069),(0.000689892,0.000463493),(0.000104617,-0.000806592).
36:(-7.35013e-05,-0.000771877),(-0.000743796,0.000382147),(0.000663193,0.000437442),(0.000103258,-0.000824697).
37:(-2.9423e-05,-0.000813865),(-0.000713484,0.000406977),(0.000637827,0.000491057),(8.15705e-05,-0.000793086).
38:(-0.000133111,-0.000798797),(-0.000702844,0.00043045),(0.000647409,0.000415504),(5.44981e-05,-0.000767719).
39:(-3.2635e-05,-0.000788275),(-0.000712342,0.000415377),(0.000687619,0.000414623),(7.75982e-05,-0.000790101).
40:(-4.25598e-05,-0.000775971),(-0.000754163,0.000395026),(0.000628327,0.000457097),(9.88083e-05,-0.000790457).
41:(-5.92968e-05,-0.000799391),(-0.000703515,0.000447623),(0.000645681,0.000470938),(0.00017721,-0.000783087).
42:(-8.60685e-05,-0.000741202),(-0.000701888,0.000399053),(0.000652602,0.000472172),(0.000140879,-0.000748646).
43:(-4.10299e-05,-0.000772803),(-0.000667568,0.000420286),(0.000624268,0.000487542),(0.000107291,-0.000780961).
44:(-9.44319e-05,-0.000780449),(-0.000718627,0.000433912),(0.000651434,0.000448259),(8.38943e-05,-0.00076612).
45:(-7.29529e-05,-0.000811486),(-0.000660463,0.000406378),(0.000694866,0.000441979),(0.000144873,-0.000785595).
46:(-6.353e-05,-0.000784574),(-0.000661991,0.000395939),(0.000678129,0.000464459),(0.000142264,-0.000753266).
47:(3.95562e-06,-0.000758267),(-0.000678341,0.000397759),(0.000666087,0.000472186),(0.000106698,-0.000764073).
48:(-7.77858e-05,-0.00084367),(-0.000697969,0.000403646),(0.000668592,0.000437784),(0.000136152,-0.000794293).
49:(-0.000103186,-0.00078718),(-0.000746324,0.000371955),(0.000667763,0.000473105),(0.000113926,-0.000753335).
50:(-5.81509e-05,-0.000802994),(-0.000755284,0.000432357),(0.000627532,0.000426836),(0.000103972,-0.000823311).
51:(-7.24835e-05,-0.000815387),(-0.000692122,0.000359506),(0.000665938,0.000465359),(0.000116785,-0.000769586).
52:(-6.43003e-05,-0.000822818),(-0.000660876,0.000432693),(0.000642841,0.00043761),(0.000104546,-0.000745428).
53:(-3.5366e-05,-0.000706166),(-0.000719394,0.000394068),(0.000668925,0.000415537),(0.000169981,-0.000753939).
54:(-3.75333e-05,-0.000790876),(-0.000652768,0.000410021),(0.000636786,0.000458687),(0.000163214,-0.000766542).
55:(-5.37163e-05,-0.000799854),(-0.00067252,0.000431715),(0.000680946,0.000439971),(0.000148876,-0.000756376).
56:(-5.11197e-05,-0.000796835),(-0.000657694,0.000429783),(0.00062768,0.000458485),(0.000115537,-0.00079766).
57:(-8.72093e-05,-0.000818594),(-0.000697234,0.00041027),(0.000638617,0.000437959),(0.00010765,-0.000794816).
58:(-7.34272e-05,-0.000781348),(-0.000664752,0.000372907),(0.000618372,0.00044321),(0.000154585,-0.000770337).
59:(-3.5243e-05,-0.000792899),(-0.000734363,0.000367064),(0.000653422,0.000467285),(0.000119978,-0.000792233).
60:(-7.55256e-05,-0.00080436),(-0.000712759,0.000463706),(0.000617812,0.000458569),(0.000124583,-0.000809045).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(0.000222661,0.000718157),(0.000699621,-0.000425214),(-0.000602866,-0.000560159),(-0.000308734,0.000708362).
5:(0.000225606,0.000726403),(0.000645998,-0.000425146),(-0.00059395,-0.000487533),(-0.000337796,0.000690459).
6:(0.000221096,0.000778421),(0.000627874,-0.000436226),(-0.000620315,-0.000556849),(-0.000325058,0.000718407).
7:(0.000269992,0.00075945),(0.000653638,-0.000427543),(-0.000579227,-0.000504325),(-0.000335652,0.000735431).
8:(0.000264091,0.000748281),(0.000662252,-0.000463669),(-0.00061863,-0.000521777),(-0.000306275,0.000792415).
9:(0.000203984,0.000662118),(0.00064,-0.000407901),(-0.000589079,-0.00050804),(-0.000354367,0.000745657).
10:(0.000248121,0.000803591),(0.000618108,-0.000445485),(-0.000541939,-0.00050873),(-0.000377637,0.000711189).
11:(0.000225738,0.000710905),(0.000617958,-0.00044619),(-0.000628393,-0.000484281),(-0.000340345,0.00074171).
12:(0.000230237,0.000748076),(0.00069496,-0.000412116),(-0.000591482,-0.000484013),(-0.000365693,0.000798718).
13:(0.000246514,0.000785318),(0.000621845,-0.000455026),(-0.00058067,-0.000530904),(-0.000320577,0.000781987).
14:(0.000257946,0.000754072),(0.000586299,-0.000450388),(-0.000573468,-0.000529926),(-0.000348867,0.000765141).
15:(0.000240174,0.000739864),(0.00065623,-0.000428042),(-0.000586264,-0.000512435),(-0.000344342,0.000750704).
16:(0.000229834,0.000767631),(0.000616584,-0.000379805),(-0.000609632,-0.000543867),(-0.000350521,0.000771265).
17:(0.000224355,0.000756245),(0.000661272,-0.000413793),(-0.000609425,-0.000497774),(-0.000322103,0.000754144).
18:(0.000216619,0.000798568),(0.000619385,-0.000434162),(-0.000601707,-0.000508917),(-0.000363551,0.000729212).
19:(0.000238223,0.000760274),(0.000620575,-0.000399374),(-0.000608274,-0.000523602),(-0.000361438,0.000740664).
20:(0.00022972,0.00073516),(0.000640548,-0.000421961),(-0.000611475,-0.000534459),(-0.000342273,0.000778816).
21:(0.000250768,0.000788921),(0.000652473,-0.000448065),(-0.000594354,-0.000555782),(-0.000353908,0.000740064).
22:(0.000240183,0.000772684),(0.000669623,-0.000426618),(-0.000625997,-0.000485577),(-0.000370849,0.000735885).
23:(0.000229873,0.000733755),(0.000686865,-0.000465969),(-0.000592901,-0.000529032),(-0.000358336,0.000767102).
24:(0.000212912,0.000790333),(0.00064212,-0.000470194),(-0.000589448,-0.000516225),(-0.000327216,0.000734402).
25:(0.000210816,0.000780185),(0.000634685,-0.00047505),(-0.000634757,-0.000598102),(-0.000346953,0.000770858).
26:(0.000209018,0.000767977),(0.000661562,-0.000440362),(-0.000622172,-0.000525536),(-0.000388807,0.000710912).
27:(0.000189226,0.000758009),(0.000648295,-0.000445815),(-0.000624434,-0.000549557),(-0.000307243,0.000733176).
28:(0.000246369,0.000757104),(0.000658096,-0.000453753),(-0.000627696,-0.000497898),(-0.000375443,0.000714873).
29:(0.000226247,0.000789061),(0.000607337,-0.000404343),(-0.000644412,-0.000510836),(-0.000286237,0.000767826).
30:(0.000210646,0.000773425),(0.000653144,-0.000461325),(-0.000627412,-0.000487891),(-0.000363636,0.000722545).
31:(0.000219327,0.000727613),(0.00066786,-0.000398119),(-0.000642857,-0.000543192),(-0.000345645,0.000711195).
32:(0,0),(0,0),(0,0),(0,0).
33:(0.000209164,0.000745375),(0.000646237,-0.000451733),(-0.000628538,-0.000533671),(-0.000308697,0.000698333).
34:(0.000219273,0.000760595),(0.000597499,-0.000421547),(-0.000556363,-0.000524725),(-0.000411972,0.000748628).
35:(0.000252871,0.00074378),(0.0006603,-0.000450705),(-0.000572053,-0.000583968),(-0.000312834,0.000729625).
36:(0.00027484,0.000778201),(0.000661517,-0.000488285),(-0.000624673,-0.000508894),(-0.000336921,0.00076825).
37:(0.00020086,0.000723454),(0.000638769,-0.000395452),(-0.000580225,-0.000561554),(-0.000338877,0.000702429).
38:(0.000248227,0.000824955),(0.000639341,-0.000427635),(-0.000649291,-0.000570536),(-0.000356398,0.000751032).
39:(0.000174372,0.000768792),(0.000649125,-0.000452234),(-0.000587244,-0.000534603),(-0.000350999,0.000733325).
40:(0.000217337,0.00067263),(0.000634403,-0.000450553),(-0.000640829,-0.000573714),(-0.000368766,0.00075462).
41:(0.00022004,0.000660282),(0.000635302,-0.000386285),(-0.000588131,-0.000512803),(-0.000311736,0.000725669).
42:(0.000234697,0.000741549),(0.00067752,-0.000432507),(-0.000605235,-0.0005721),(-0.000311414,0.000744643).
43:(0.000257164,0.000772055),(0.000598848,-0.000409725),(-0.000590799,-0.000533018),(-0.000317373,0.00076356).
44:(0.000246294,0.00075071),(0.000667941,-0.000401243),(-0.000626107,-0.000538903),(-0.000370662,0.000689242).
45:(0.000233068,0.000740123),(0.000651801,-0.00040671),(-0.000585294,-0.000533109),(-0.000345139,0.000695283).
46:(0.000227392,0.000737797),(0.00063844,-0.000419111),(-0.000588685,-0.000483872),(-0.000332087,0.000768812).
47:(0.000158498,0.000772161),(0.000662957,-0.000394989),(-0.000622253,-0.000523307),(-0.000317779,0.000753645).
48:(0.000251062,0.000764803),(0.000666601,-0.000416368),(-0.000581922,-0.000514307),(-0.000333186,0.000761319).
49:(0.000264207,0.000735353),(0.000640909,-0.000450046),(-0.000582776,-0.000529562),(-0.000336992,0.000731295).
50:(0.000200659,0.00070649),(0.000609677,-0.000409952),(-0.000647034,-0.000530553),(-0.000358374,0.000718709).
51:(0.000138232,0.000740762),(0.000639287,-0.000408639),(-0.000586948,-0.000480175),(-0.000343461,0.000722688).
52:(0.000210296,0.00077066),(0.000637939,-0.00037917),(-0.000585964,-0.000523093),(-0.000373404,0.000733638).
53:(0.000256576,0.000783263),(0.000585574,-0.000497165),(-0.000671393,-0.000561428),(-0.00029684,0.000769143).
54:(0.000201825,0.000757688),(0.000646532,-0.000415355),(-0.00061186,-0.000525647),(-0.000382056,0.000774894).
55:(0.000229546,0.000781354),(0.000639929,-0.000403045),(-0.000590276,-0.000551732),(-0.000345256,0.000665771).
56:(0.000190125,0.000806363),(0.000643015,-0.000403179),(-0.000602796,-0.000527759),(-0.000355806,0.000719057).
57:(0.000202758,0.000697738),(0.000637231,-0.000428603),(-0.000599221,-0.000479909),(-0.000348378,0.000738701).
58:(0.000212677,0.000719083),(0.000657215,-0.000433164),(-0.000594658,-0.000500258),(-0.000349664,0.000701185).
59:(0.000254778,0.000771541),(0.000629195,-0.000429494),(-0.000600724,-0.000571604),(-0.000341441,0.000738219).
60:(0.000217271,0.000733644),(0.000676868,-0.000538395),(-0.000613469,-0.000529664),(-0.000362785,0.000723457).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(-0.000572515,-0.000435613),(-0.000358527,0.000714004),(0.000800416,7.69811e-05),(-0.000123843,-0.000789873).
5:(-0.000605379,-0.000463314),(-0.00028937,0.000705576),(0.000797825,0.000136649),(-0.000142443,-0.000812871).
6:(-0.000654523,-0.000498233),(-0.000299752,0.000758651),(0.000834363,8.08009e-05),(-0.000162253,-0.000747895).
7:(-0.000641569,-0.000526356),(-0.000282114,0.000731364),(0.000796038,6.59188e-05),(-6.25773e-05,-0.00080451).
8:(-0.000638948,-0.000477813),(-0.000318544,0.000738391),(0.000808892,3.86215e-05),(-9.1596e-05,-0.00078172).
9:(-0.000628659,-0.000531851),(-0.000276335,0.000731549),(0.00078226,6.58136e-05),(-8.05338e-05,-0.000764752).
10:(-0.000632294,-0.000490301),(-0.000339425,0.000705802),(0.000802528,4.78534e-05),(-0.000126922,-0.00073198).
11:(-0.000631738,-0.000446913),(-0.000282035,0.000753126),(0.000779884,7.8006e-05),(-0.000146405,-0.00079478).
12:(-0.000604498,-0.000509268),(-0.000353247,0.000744757),(0.000782875,0.000112418),(-0.000160052,-0.000814189).
13:(-0.000598028,-0.000452749),(-0.000291445,0.000727321),(0.000725038,8.21712e-05),(-0.000140948,-0.000758836).
14:(-0.000622647,-0.000493924),(-0.000332464,0.000721805),(0.000776954,8.56377e-05),(-0.000124994,-0.000827605).
15:(-0.000635973,-0.000472101),(-0.000302351,0.000687287),(0.000803034,0.000118524),(-0.000181069,-0.000775171).
16:(-0.000654566,-0.000502852),(-0.000263757,0.000733206),(0.000789291,6.66854e-05),(-0.00010747,-0.000806722).
17:(-0.000626923,-0.000541808),(-0.00033749,0.00075411),(0.000821137,7.42238e-05),(-0.000160172,-0.000799036).
18:(-0.000605753,-0.000496496),(-0.000297069,0.000730041),(0.000787659,0.000116536),(-0.000132699,-0.000801296).
19:(-0.000633069,-0.00049605),(-0.00032023,0.000722887),(0.000780976,7.13158e-05),(-0.000109354,-0.000809575).
20:(-0.00064128,-0.000470862),(-0.000315909,0.00071233),(0.000810439,6.70961e-05),(-0.000150727,-0.000791673).
21:(-0.000604389,-0.000458072),(-0.000282506,0.000745095),(0.000760116,0.00010619),(-7.9369e-05,-0.000815084).
22:(-0.000623529,-0.000461253),(-0.000319573,0.000748281),(0.000775658,8.34351e-05),(-0.00014599,-0.000818426).
23:(-0.000646675,-0.000478837),(-0.000290848,0.000715962),(0.000776562,0.000154455),(-0.000107407,-0.000821619).
24:(-0.000707494,-0.000510455),(-0.000239539,0.000696578),(0.000749833,7.29461e-05),(-0.000100021,-0.000821604).
25:(-0.000642248,-0.000506131),(-0.00033963,0.000772389),(0.000829949,0.000116273),(-0.000104234,-0.000789972).
26:(-0.00063582,-0.000470627),(-0.000284927,0.000752365),(0.000780296,7.52805e-05),(-0.000141246,-0.000766783).
27:(-0.000609963,-0.000476439),(-0.000258898,0.000720005),(0.000793447,0.000119914),(-0.000138048,-0.000814826).
28:(-0.000680621,-0.000461514),(-0.000293024,0.0007449),(0.000809884,7.93952e-05),(-0.000126937,-0.000755335).
29:(-0.000604438,-0.000499882),(-0.000272474,0.000768853),(0.000791693,5.59507e-05),(-0.000124905,-0.00077753).
30:(-0.000619596,-0.000493231),(-0.000333221,0.000755251),(0.000771176,6.44059e-05),(-0.000152482,-0.000806094).
31:(-0.000662016,-0.000462558),(-0.000284234,0.000774288),(0.000772165,6.01633e-05),(-0.000155445,-0.000794215).
32:(0,0),(0,0),(0,0),(0,0).
