0:(0,0);(0,0);(0,0);(0,0)
53:(0.000820853,-6.24731e-06),(0.000333112,0.000706111),(-0.000470713,0.000601759),(-0.000747246,-0.000100209).
54:(0.000815459,5.56795e-05),(0.000333602,0.000741569),(-0.00047737,0.000625126),(-0.000770856,-0.000149873).
55:(0.000775876,4.81639e-05),(0.000336845,0.000696966),(-0.000462683,0.000593776),(-0.000750642,-9.33804e-05).
56:(0.000788286,-4.32934e-05),(0.000324767,0.000689819),(-0.000487624,0.000655681),(-0.000788964,-4.70243e-05).
57:(0.000810394,8.23236e-05),(0.000324804,0.00071472),(-0.000422238,0.00067666),(-0.000778101,-0.000124451).
58:(0.000820164,1.68547e-05),(0.000372114,0.000743247),(-0.000455584,0.000653373),(-0.000822934,-0.000142586).
59:(0.000775904,6.04235e-05),(0.000340642,0.000742021),(-0.000419706,0.000647989),(-0.000862573,-0.000121984).
60:(0.000769595,5.65351e-05),(0.000335258,0.00070959),(-0.000489914,0.000602496),(-0.000807324,-0.000114567).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(-0.000738963,0.000376587),(-0.000627871,-0.000472724),(0.000109363,-0.000784977),(0.000749032,-0.000219889).
5:(-0.000699005,0.000282369),(-0.000607389,-0.000501229),(0.000143316,-0.000784711),(0.000775228,-0.000260054).
6:(-0.000728391,0.000333901),(-0.000628237,-0.000454919),(0.000117264,-0.000807513),(0.000746791,-0.000264565).
7:(-0.000706313,0.000282264),(-0.000635789,-0.000475473),(0.000152174,-0.000819178),(0.000742217,-0.000218408).
8:(-0.000719974,0.000261278),(-0.000638951,-0.000515907),(0.000135777,-0.00075302),(0.000774053,-0.000250446).
9:(-0.00076071,0.000297531),(-0.00068243,-0.000488898),(0.000138063,-0.000762052),(0.000730359,-0.000275984).
10:(-0.00075092,0.000370411),(-0.000629622,-0.000496232),(0.000141157,-0.000776266),(0.000750834,-0.000237661).
11:(-0.000741411,0.000275161),(-0.000638268,-0.0005113),(0.000125966,-0.00075851),(0.000752381,-0.000211697).
12:(-0.00068323,0.000342031),(-0.000597584,-0.000478433),(0.000143613,-0.000741279),(0.000769318,-0.000270573).
13:(-0.000749183,0.000321612),(-0.000611659,-0.000493069),(9.87574e-05,-0.000797264),(0.000712477,-0.000239387).
14:(-0.00070352,0.00030248),(-0.000633942,-0.000470292),(0.000149306,-0.000724561),(0.000733604,-0.000266086).
15:(-0.000766466,0.000311784),(-0.000626685,-0.00049356),(0.000116528,-0.000804011),(0.000711453,-0.000252223).
16:(-0.000696777,0.000309213),(-0.000619363,-0.000450332),(0.00013576,-0.000780937),(0.000828777,-0.000251112).
17:(-0.000697329,0.000357063),(-0.000622851,-0.000497999),(8.62e-05,-0.000870076),(0.00076214,-0.000279173).
18:(-0.000712494,0.00030891),(-0.000647425,-0.000445143),(8.04097e-05,-0.000798924),(0.000759114,-0.000275105).
19:(-0.00073844,0.000293516),(-0.00058472,-0.000458255),(0.000165772,-0.000833573),(0.00076829,-0.000285891).
20:(-0.000675102,0.000318853),(-0.000636171,-0.000483331),(0.000187517,-0.000813067),(0.000728716,-0.000268999).
21:(-0.000761583,0.000289091),(-0.000633751,-0.000505349),(0.000156451,-0.00075192),(0.000785889,-0.000232866).
22:(-0.000726348,0.000363205),(-0.000662072,-0.000458534),(6.0499e-05,-0.000711572),(0.000748956,-0.000276509).
23:(-0.000725455,0.000374803),(-0.000623249,-0.000479439),(0.000119658,-0.000814841),(0.000752189,-0.000326471).
24:(-0.000749713,0.000325715),(-0.000580428,-0.000523795),(9.02434e-05,-0.000800213),(0.000715894,-0.000236583).
25:(-0.000776512,0.000331851),(-0.000600558,-0.000463872),(0.00012951,-0.000806852),(0.000704919,-0.000259321).
26:(-0.000751801,0.000317583),(-0.000625489,-0.000536686),(0.000187648,-0.000742997),(0.000795893,-0.000260656).
27:(-0.000752186,0.000382594),(-0.000569457,-0.000471839),(0.000145955,-0.000741691),(0.000780559,-0.000272198).
28:(-0.000745271,0.000302908),(-0.000647503,-0.000505498),(0.000149879,-0.000800696),(0.000730497,-0.000238232).
29:(-0.000715149,0.000339072),(-0.000620923,-0.00045702),(0.000149914,-0.000829879),(0.000755051,-0.00020823).
30:(-0.000688672,0.000344234),(-0.000655063,-0.000489269),(0.000121626,-0.000789487),(0.00080829,-0.000225073).
31:(-0.000756076,0.000324465),(-0.000654858,-0.000465078),(9.68417e-05,-0.000762896),(0.000782631,-0.000247152).
32:(0,0),(0,0),(0,0),(0,0).
33:(-0.000746755,0.000349452),(-0.00060587,-0.000493991),(0.000132264,-0.000730564),(0.000756402,-0.000316433).
34:(-0.000734827,0.000348431),(-0.000659167,-0.000509483),(0.000155579,-0.000753585),(0.000709205,-0.000233904).
35:(-0.000678465,0.000317789),(-0.000593927,-0.000525188),(0.000123288,-0.000791651),(0.00075775,-0.000286793).
36:(-0.000771738,0.000299234),(-0.000655243,-0.000508715),(0.000124721,-0.000823076),(0.000760986,-0.000211638).
37:(-0.000684782,0.000344598),(-0.000643834,-0.000503292),(0.00013578,-0.000772279),(0.000735241,-0.000267926).
38:(-0.00075904,0.000298377),(-0.000563059,-0.00051498),(0.000131629,-0.000777035),(0.00073519,-0.000253662).
39:(-0.000741006,0.00035256),(-0.000672015,-0.000533947),(0.000111699,-0.000793341),(0.000781317,-0.000293232).
40:(-0.000699647,0.000369296),(-0.000654937,-0.000485224),(0.000139465,-0.000781422),(0.000777438,-0.000260372).
41:(-0.00069137,0.000319893),(-0.000605655,-0.000483827),(0.000111983,-0.000792527),(0.000715498,-0.000244414).
42:(-0.000650988,0.000380154),(-0.000593663,-0.000480886),(0.000161925,-0.00076059),(0.000720502,-0.000267609).
43:(-0.000724559,0.000309248),(-0.000675781,-0.00047323),(6.93242e-05,-0.000804989),(0.000759807,-0.000254022).
44:(-0.000729917,0.000335336),(-0.0006408,-0.000492253),(0.000107374,-0.000781221),(0.000738672,-0.000304971).
45:(-0.000715434,0.000367738),(-0.000625866,-0.000532914),(9.66664e-05,-0.000790448),(0.000729879,-0.000235883).
46:(-0.00071401,0.000312163),(-0.000658193,-0.000515211),(7.86146e-05,-0.000803637),(0.000789033,-0.000225031).
47:(-0.000700881,0.00026308),(-0.000664093,-0.000486583),(4.53727e-05,-0.000819687),(0.000758261,-0.000251157).
48:(-0.00069764,0.000297443),(-0.000605407,-0.000492119),(0.000135812,-0.00082593),(0.000778353,-0.000275685).
49:(-0.000697783,0.000308187),(-0.00069285,-0.000517193),(0.000129391,-0.000767002),(0.000747876,-0.000279167).
50:(-0.000739714,0.000314531),(-0.000609963,-0.000460616),(0.000121693,-0.000772863),(0.000742465,-0.0002706).
51:(-0.000774365,0.000360821),(-0.000651965,-0.00048124),(0.000129269,-0.000747153),(0.000736867,-0.000270197).
52:(-0.000699355,0.000377687),(-0.000655249,-0.000490942),(0.000142519,-0.000787178),(0.000761035,-0.000243414).
53:(-0.000737499,0.000263685),(-0.000663415,-0.000518768),(0.000100652,-0.000792553),(0.000721339,-0.000234943).
54:(-0.000737763,0.000338174),(-0.00064893,-0.000467407),(0.000122592,-0.000749591),(0.000750543,-0.000248176).
55:(-0.000740004,0.000307936),(-0.000646434,-0.000464725),(0.000126437,-0.000787986),(0.000726854,-0.000272947).
56:(-0.000735506,0.000323364),(-0.000623675,-0.000471426),(8.23708e-05,-0.000793508),(0.000760813,-0.000263086).
57:(-0.000729633,0.000276618),(-0.000613452,-0.000452869),(0.000135219,-0.00083006),(0.000742985,-0.000284349).
58:(-0.000685437,0.000339854),(-0.000604222,-0.000465414),(0.000179748,-0.00076778),(0.000737055,-0.000302205).
59:(-0.00066653,0.000318128),(-0.000572199,-0.000487844),(0.000115074,-0.000813641),(0.000742054,-0.000276783).
60:(-0.000716855,0.000325493),(-0.000601473,-0.000497442),(0.000114147,-0.000795331),(0.000749299,-0.000231211).
61:(0,0),(0,0),(0,0),(0,0).
62:(0,0),(0,0),(0,0),(0,0).
63:(0,0),(0,0),(0,0),(0,0).
0:(0,0),(0,0),(0,0),(0,0).
1:(0,0),(0,0),(0,0),(0,0).
2:(0,0),(0,0),(0,0),(0,0).
3:(0,0),(0,0),(0,0),(0,0).
4:(0.000506109,-0.00060718),(0.000809147,7.75133e-05),(0.000315298,0.000762296),(-0.000521448,0.000598817).
5:(0.000406387,-0.000609383),(0.000786661,0.000140316),(0.000303427,0.000776044),(-0.0004912,0.000573349).
6:(0.000462285,-0.000628209),(0.000828244,5.84074e-05),(0.00030354,0.00074956),(-0.000545293,0.000616359).
7:(0.000454224,-0.00064129),(0.000800837,4.52339e-05),(0.000313016,0.000738611),(-0.000500786,0.000621642).
8:(0.000420772,-0.000545712),(0.000730036,0.000123026),(0.000285734,0.000780041),(-0.000489047,0.00055666).
9:(0.000426601,-0.000631695),(0.00080358,0.000111874),(0.000268562,0.000735236),(-0.00056628,0.000618538).
10:(0.000494407,-0.000662601),(0.000749986,9.08981e-05),(0.000347129,0.000766267),(-0.000530095,0.000620884).
11:(0.000553218,-0.000635057),(0.000793344,0.000101719),(0.000320855,0.00073237),(-0.000514969,0.000589693).
12:(0.000428939,-0.000686624),(0.000777553,2.75716e-05),(0.00030304,0.000742399),(-0.00054916,0.000600401).
13:(0.000463002,-0.000669473),(0.000796276,9.56939e-05),(0.000302507,0.000713881),(-0.000543458,0.000610813).
14:(0.000458831,-0.00070809),(0.00077513,9.13898e-05),(0.000309358,0.000768678),(-0.000482248,0.000635126).
15:(0.000499004,-0.000614326),(0.000731496,0.000106979),(0.000268025,0.000771519),(-0.000522691,0.000613832).
16:(0.00046138,-0.000616228),(0.000812241,9.5425e-05),(0.000291558,0.000765594),(-0.000508978,0.000616231).
17:(0.00042217,-0.00065881),(0.000784084,7.46804e-05),(0.000263551,0.000751189),(-0.000531491,0.000573212).
18:(0.000467259,-0.000645436),(0.000786997,0.00015438),(0.000321913,0.000741364),(-0.000533303,0.000600729).
19:(0.000474691,-0.000641828),(0.000770691,9.88945e-05),(0.000298019,0.000775622),(-0.000545151,0.000664759).
