0:(0,0);(0,0);(0,0);(0,0)
17:21:45.560, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-1.51016,1.10954),(-0.611335,-5.76503),(-0.174865,-2.39364),(-2.64976,-0.470975),(-2.99313,-0.00934398),(-4.89253,0.218068),(-0.798684,-1.5626),(-0.18303,6.49047),(-2.21632,2.99538),(-3.64227,4.61152),(-3.96703,4.40402),(0.0524445,-0.601047),(-4.37657,6.96048),(-5.63462,1.49876),(-2.65294,3.90726),(-1.31516,1.53425),(0.60693,6.39367),(0.316182,-0.313097),(-1.94194,-2.05175),(-3.41395,-1.06822),(1.08724,2.72815),(-4.33355,-2.80681),(0.166158,0.90972),(-1.22606,0.738299),(-2.87347,3.00628),(0.783622,6.24535),(-2.50315,5.37589),(-4.70337,4.23546),(0,0),(5.57853,9.12949),(3.29511,3.76019),(-0.487824,5.24976),(-0.0290087,8.5441),(4.71185,-1.08144),(4.37282,8.11903),(4.07652,5.14315),(7.27732,3.13389),(5.42454,3.28745),(10.637,3.70001),(10.0098,-5.54274),(3.7035,-0.435202),(5.17519,1.11353),(3.35492,0.571828),(10.037,2.12568),(-0.790948,-3.30052),(3.69939,-1.26191),(3.49254,-3.10517),(2.1347,-1.89625),(0.937451,-1.19504),(2.87043,0.822508),(1.25609,-0.973658),(-0.349733,-0.39108),(5.86976,1.81343),(0.17205,2.51425),(-0.664357,0.343855),(1.83346,3.12434),(-2.07201,5.85166),(0,0),(0,0),(0,0).

17:21:58.061, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(6.32242,3.6099),(3.1346,3.89173),(6.4933,-1.12213),(5.1176,-0.854088),(6.39885,-1.9522),(4.63087,-5.71544),(4.91107,-1.32354),(-2.6953,-2.23818),(0.592632,0.374854),(1.2599,-1.81303),(2.24771,-1.25035),(0.913285,-3.9749),(0.724144,1.73156),(-0.327021,-0.419897),(-0.406271,-1.21217),(0.717202,-0.053299),(-0.13925,0.780609),(-0.731807,-0.828426),(1.27576,3.78857),(-1.48698,0.173472),(5.25817,2.04579),(2.11347,1.0969),(0.152486,-0.989348),(-0.159439,2.11975),(1.98272,-0.141693),(1.19594,-6.47862),(2.54197,-1.94406),(-0.271483,-0.427481),(0,0),(2.52439,-5.38365),(3.13912,-6.03552),(3.99454,-3.0345),(3.419,-7.78625),(-1.72205,-8.33852),(-5.25339,-8.25508),(-3.62232,-5.33487),(-4.85223,-4.71023),(-7.74856,-4.89755),(-9.67813,-0.45938),(-3.80155,2.13039),(-4.11811,3.55721),(-1.97187,3.10408),(-1.38126,2.47607),(2.33717,4.30235),(-0.382519,3.46123),(5.68015,2.01895),(-0.147601,1.33119),(0.163458,-1.17119),(1.42406,-1.34246),(4.23347,-2.26426),(-0.572541,-4.72993),(1.28868,-4.04269),(3.34347,-5.32775),(-1.86919,-1.6685),(-1.41643,-7.53671),(-0.356089,-5.89203),(-1.83175,-5.51399),(0,0),(0,0),(0,0).

17:21:58.161, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(0.258817,3.11192),(-3.95188,2.9283),(-1.64538,3.19504),(-2.9306,3.55325),(0.58177,6.53435),(3.13535,5.92085),(1.86023,4.39785),(1.69672,-0.339307),(1.50966,1.50821),(1.5303,0.532572),(0.570892,-1.35408),(-1.94465,1.1479),(-1.44859,3.44636),(-2.26225,-1.1847),(0.782649,2.35412),(-0.778381,1.73545),(0.734303,3.3928),(-2.5035,2.65064),(-3.21543,1.28483),(-3.71834,2.0293),(1.28214,0.833549),(-0.00287926,2.43689),(-1.65849,1.7486),(-0.0123153,-1.04828),(0.18224,2.97518),(3.36785,0.400605),(1.21637,1.65372),(1.63895,0.227268),(0,0),(5.65933,2.65294),(0.00048393,3.19933),(6.23855,4.95199),(10.949,4.242),(6.73353,0.284989),(9.6934,-2.58423),(3.72545,-4.33862),(5.6791,-3.13092),(3.20779,-5.22994),(0.264578,-6.56132),(-1.3848,-9.2892),(-0.513221,-5.1566),(-2.62271,-2.77053),(-4.42512,-5.09752),(-3.61258,0.0859287),(-2.61068,3.6625),(1.49313,2.83875),(-4.02727,-0.232088),(-1.83459,1.88939),(-2.22118,4.51009),(1.17642,5.36985),(-0.396847,1.54169),(1.53123,-0.336698),(5.56798,-1.40437),(2.45592,1.70272),(1.8511,-0.359074),(5.22403,-0.274315),(4.08609,-1.39121),(0,0),(0,0),(0,0).

17:21:58.907, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-2.42765,-6.74078),(-0.879329,-5.1468),(-1.48134,-4.33355),(-4.99225,-5.50882),(-6.95332,-5.28484),(-4.29003,0.943317),(-0.458596,-2.03952),(-4.53114,0.837407),(-2.36626,2.17804),(-3.0421,0.0321506),(-0.147299,-0.103844),(-1.26197,0.035517),(-0.0782192,-3.11127),(1.65947,-1.30482),(-2.3469,-1.24972),(-1.07865,-0.663177),(1.74642,-2.8336),(0.813113,-3.39706),(-2.14961,-1.381),(-0.517462,-2.72546),(-1.31157,-3.29297),(-4.81532,-2.28025),(-2.13589,-2.04715),(-1.23284,0.0520625),(-3.59123,-2.86986),(-2.6756,1.85948),(-1.83583,1.28218),(-0.694485,0.953241),(0,0),(-6.9101,1.39043),(-4.35514,1.00034),(-6.06834,0.0466529),(-6.53082,3.32944),(-4.60588,5.03947),(-1.95082,8.44083),(-0.440909,5.12444),(0.758671,8.61349),(1.49398,8.36944),(7.47152,6.25567),(6.57198,6.32617),(2.6868,0.188782),(4.03415,0.286768),(2.84939,-1.09415),(1.49983,-2.71037),(3.35829,-1.83883),(0.736653,-2.14184),(-3.5622,-2.99055),(-3.7545,-0.459212),(-1.49264,-0.0733607),(-3.66029,-0.136717),(-2.7007,1.35497),(-4.50126,1.62713),(-4.2179,3.33234),(-3.72733,3.71453),(-2.81026,5.16365),(-1.52325,4.15027),(-1.31013,1.75499),(0,0),(0,0),(0,0).

17:21:58.998, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-4.16085,5.72999),(-2.69481,3.45092),(-0.374156,4.00815),(0.918616,3.64853),(2.52718,2.63147),(4.97831,5.65052),(1.70262,5.12466),(2.30911,-0.526467),(0.436895,1.23773),(2.60874,-1.28902),(2.29774,-0.19003),(-1.54373,3.35418),(-0.550859,2.0351),(-0.0600582,1.51673),(1.75083,1.87804),(0.274818,1.49698),(-0.460731,0.684865),(-2.36253,1.64129),(-1.50456,0.461619),(-0.770117,2.61589),(-0.193701,1.82292),(-1.99131,3.2785),(1.84358,1.87354),(-1.03379,0.164223),(0.764008,4.24959),(1.35316,-0.146628),(1.34647,2.05437),(3.44765,0.611272),(0,0),(5.41937,1.63592),(3.03186,3.64646),(3.86641,3.46831),(9.54927,3.89246),(9.7786,-0.121513),(10.6006,-5.99499),(5.2749,-4.83386),(5.91504,-6.62628),(0.740228,-7.55725),(-2.93086,-8.86656),(-1.72263,-7.44856),(-1.92644,-4.98306),(-2.69083,-2.51683),(-3.52964,-4.82294),(-1.72228,0.441691),(-1.62328,1.78484),(0.144993,2.71186),(-1.65401,0.886596),(1.80463,0.985994),(2.49439,3.95068),(2.42473,2.25913),(1.19607,1.10956),(2.59334,-0.836513),(3.65908,-3.27078),(3.33292,-1.35761),(2.92095,-2.86424),(3.66893,-1.10287),(3.34917,-4.50252),(0,0),(0,0),(0,0).

17:21:59.648, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-1.99885,5.13644),(-1.62045,6.49219),(-1.71683,5.24103),(3.15626,4.11544),(3.08259,2.59093),(3.97245,3.66504),(2.71081,5.95988),(3.8754,-1.54708),(1.83175,1.80037),(2.59128,0.635239),(1.15637,0.0301151),(1.52736,0.807995),(-1.1016,1.35664),(-0.477717,0.228852),(2.17944,0.364284),(1.03637,1.81111),(0.0624179,2.16674),(0.0591927,2.36235),(-1.64425,1.03049),(0.685403,2.07323),(-2.95784,4.12464),(-0.54957,3.18735),(2.22899,0.283839),(-1.38583,-0.192767),(-0.477485,1.94174),(1.62736,0.813867),(2.49171,-2.82808),(0.676141,-1.38456),(0,0),(5.71903,1.22165),(2.66283,3.4775),(5.5835,4.58677),(5.47295,0.922969),(8.6258,-2.88676),(9.08551,-8.00082),(5.16937,-5.44371),(5.41731,-7.63295),(-0.0292929,-9.32495),(1.46054,-9.91967),(-2.04294,-7.28809),(-0.868248,-2.62716),(-3.81005,-1.81834),(-3.67249,-4.57574),(-0.475482,1.08673),(-3.2653,3.25159),(0.153089,5.1771),(-1.57852,1.33026),(0.187995,0.682157),(0.0653456,1.61632),(1.72091,3.14951),(1.32644,-0.042238),(4.20044,0.850094),(5.8466,0.54286),(4.29001,0.413537),(3.97961,-2.06711),(6.24033,-1.99423),(4.6101,-4.3457),(0,0),(0,0),(0,0).

17:21:59.730, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(3.51885,-1.70273),(2.95707,-5.81392),(3.65362,-9.16983),(-0.121715,-1.97576),(0.996622,-4.05867),(-3.17635,-7.04738),(-4.60972,-2.83273),(2.24881,0.853833),(-1.70278,-3.64926),(-0.990417,-0.66505),(0.872728,-3.60568),(-1.32084,-3.46074),(-0.964416,-0.350566),(0.574983,-3.00302),(-2.93658,-0.740451),(-2.38931,-2.98631),(2.07111,-4.66886),(-0.512097,-1.29955),(2.13914,-1.00947),(1.17485,-0.0776639),(-0.34516,-1.66249),(1.76621,-1.9129),(-0.387925,0.722617),(0.619803,-0.974903),(1.46252,0.499675),(-3.82523,-2.56445),(-2.08895,-0.533428),(-2.27985,-2.47081),(0,0),(-3.91731,-3.05598),(-1.10148,-3.75387),(-3.03802,-3.19914),(-9.0291,-5.42314),(-7.95852,0.291684),(-12.3772,3.78635),(-6.01488,3.43979),(-5.7829,5.5946),(-3.65495,6.75148),(-3.4075,8.00253),(0.652879,6.50527),(-0.661531,3.94456),(5.63932,3.35791),(2.48076,4.71905),(2.68046,-1.52727),(3.45692,-2.24363),(3.24676,-2.06833),(3.65834,-1.34767),(0.384419,-4.60724),(1.64207,-1.07345),(2.64611,-2.50164),(-2.03884,-0.735378),(-2.90555,-2.35269),(-1.15855,-2.86035),(-5.71627,-2.601),(-4.48861,-0.650229),(-4.08763,-1.92028),(-3.99323,1.70858),(0,0),(0,0),(0,0).

17:22:08.260, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(6.10355,-1.15549),(3.46649,-3.58792),(4.2704,-2.42291),(3.47956,-0.692554),(2.86517,-5.26771),(-1.04248,-8.24844),(-1.54239,-6.67136),(-2.79771,-1.90052),(-1.77581,-3.7743),(-2.7815,-0.965226),(-3.46164,-3.86612),(-0.386764,-2.81858),(-4.72509,-1.48701),(-3.47263,2.54462),(-5.60279,6.6664),(-0.815488,5.6478),(0.556029,3.73847),(-0.251867,3.67611),(5.15461,3.30485),(1.17855,0.0240837),(2.25011,-2.55233),(2.51622,0.0357595),(3.71843,0.597862),(1.4519,-0.60965),(3.65887,-3.53315),(-2.83407,-6.2612),(-0.0446302,-1.9445),(-2.37139,-4.6201),(0,0),(-5.84033,-3.25752),(-4.05933,-0.366612),(-6.56907,-3.09734),(-9.11173,2.74852),(-7.57861,4.43313),(-10.5693,8.30182),(-4.21582,7.00598),(-1.92465,5.91544),(1.2959,7.89439),(3.94155,8.96112),(4.6409,1.1494),(4.9213,1.51722),(6.66816,0.142351),(4.33268,-1.55609),(0.489747,-3.32755),(2.46648,-4.26786),(-1.41145,-3.8037),(-1.73812,-4.92074),(-2.59669,-2.08845),(-1.81651,-0.359463),(-3.85514,0.157033),(-1.80826,-1.92583),(-4.17441,0.442921),(-5.72964,1.83576),(-4.55981,1.88732),(-5.62447,2.24242),(-1.61709,1.93695),(-3.24003,2.02884),(0,0),(0,0),(0,0).

17:22:08.359, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(0.0752962,3.04538),(3.59043,3.23456),(1.18803,3.98203),(2.50867,-0.845336),(1.78684,1.67064),(5.29896,-2.36354),(2.82198,0.0538402),(3.71857,-4.79041),(-1.35879,-1.74636),(-0.544854,-3.91524),(1.54062,-2.67396),(2.30117,0.358713),(-4.21162,-4.00006),(-3.00821,-3.99581),(-2.78224,-0.478174),(-5.69738,-3.23558),(-4.63478,-1.03073),(-2.67256,0.52387),(-0.726013,1.60344),(-1.07259,1.98931),(5.13736,3.85105),(1.01499,1.35107),(1.28464,-2.19172),(1.23975,1.14207),(2.87851,0.99202),(4.39259,-2.45383),(3.76216,-0.612351),(2.51666,-0.886736),(0,0),(1.91925,-7.57482),(1.81467,-6.6036),(2.11455,-6.3007),(-2.07937,-7.00187),(-5.17418,-3.50477),(-10.0935,-3.34242),(-4.59015,0.253897),(-4.68482,1.02561),(-6.63842,-0.191804),(-5.78755,4.79009),(-0.713382,7.61425),(-1.24019,5.16141),(3.4801,5.76898),(2.80874,2.27863),(1.54367,-1.60499),(7.73418,-0.865627),(6.73437,-5.06264),(4.52676,-0.182625),(1.86316,-2.30282),(1.98263,-6.40217),(-0.618122,-3.98812),(-0.989958,-1.91419),(-0.542377,-4.3414),(-4.15937,-7.58554),(-3.67027,-2.7487),(-4.18533,-1.16819),(-3.13987,-3.43524),(-6.55498,0.0283428),(0,0),(0,0),(0,0).

17:22:09.147, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(0.328687,-4.65914),(-5.57007,-2.03735),(-4.71701,-1.1027),(-3.71272,-3.58406),(-2.81615,0.583333),(-5.48129,1.74762),(-1.85734,-0.667328),(-2.53068,4.55039),(0.0348332,5.56336),(-0.535007,4.00744),(-3.15884,2.96725),(-0.654435,1.3454),(0.0547194,4.72073),(2.94039,2.17744),(6.15303,2.3005),(2.03144,0.705015),(2.49947,0.897466),(2.00497,-2.46875),(4.15947,-2.55133),(0.713638,-4.31396),(-0.739565,-2.42492),(-0.902739,-3.47234),(-2.62767,-2.22554),(-2.8217,-4.9506),(-5.13702,-0.674615),(-2.87062,0.0505638),(-4.97046,2.38772),(-5.083,2.54105),(0,0),(-3.05858,6.95907),(3.47912,7.10061),(-2.70346,5.26919),(3.30669,8.88948),(4.11631,6.70765),(10.9432,3.68134),(6.98125,0.864209),(6.07168,-0.541279),(6.17888,-4.79097),(6.74181,-7.74665),(1.31605,-8.23664),(1.61733,-4.90779),(-0.423776,-5.54919),(-3.97102,-3.21925),(-2.37341,-0.879471),(-6.96747,-1.70861),(-7.7943,1.1311),(-4.51709,4.49196),(-0.469964,3.08231),(-1.76725,2.72709),(-1.48757,5.18865),(-2.97965,2.56549),(2.78407,3.5823),(3.12776,5.52773),(4.57697,2.85422),(3.86672,1.62426),(4.36456,1.92963),(6.15409,0.185006),(0,0),(0,0),(0,0).

17:22:09.247, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-3.3828,0.277462),(-4.70159,2.96948),(-3.93174,2.35195),(-0.440722,4.19391),(0.471881,2.64504),(-2.30335,4.98402),(1.61356,6.70911),(0.822609,2.32128),(1.36105,-0.577781),(1.31402,3.24284),(5.25038,2.14962),(1.79394,1.24241),(3.04953,-0.705161),(3.40278,-4.66758),(2.60349,-5.00333),(0.791837,-4.70669),(0.57257,-3.53277),(0.195943,-1.6138),(-4.52952,-1.59394),(-2.07923,-2.54244),(-3.33563,3.4048),(-5.32414,1.37964),(-0.91024,1.25362),(-1.91648,1.39223),(-1.22701,5.96332),(2.05496,5.44176),(1.64697,5.46388),(0.945488,5.33822),(0,0),(7.06491,2.12606),(8.29925,-0.78774),(5.94197,2.06268),(7.74253,-2.8953),(6.36314,-3.7035),(5.90223,-7.0698),(2.77071,-5.32742),(2.13879,-8.13288),(-2.55737,-11.0244),(-5.373,-6.85475),(-6.54255,-1.90253),(-6.50164,-0.106243),(-5.45849,3.23182),(-5.0855,4.20181),(-2.94781,1.06286),(0.43025,4.55287),(0.866863,4.61979),(1.68463,2.49378),(3.75536,-0.183831),(3.16699,0.799802),(2.30847,1.21803),(1.32327,1.95905),(2.27429,-2.01034),(2.88213,0.0177952),(1.84349,-2.26898),(1.08142,-5.26332),(1.32067,-2.7938),(1.33062,-5.95094),(0,0),(0,0),(0,0).

17:22:10.087, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(-3.22227,0.931322),(-6.12153,-1.99458),(-6.56299,-0.525183),(-5.64213,0.680414),(-5.47458,6.21548),(-1.73077,1.90687),(-0.273552,4.98362),(3.42481,-0.140481),(-0.286297,7.05184),(-0.0710166,1.98625),(1.23848,2.38345),(-1.09879,3.80046),(4.80606,3.52031),(4.02172,1.43626),(3.50208,-4.45654),(1.26618,-0.663246),(1.67528,-3.49891),(-2.37553,-5.07655),(-1.0971,-2.21994),(-1.82756,-5.45114),(-4.56259,-1.7406),(-0.547611,-0.908291),(-0.0762985,-0.298496),(-0.965994,1.52514),(-4.64284,-0.857542),(0.387538,3.81053),(-2.63021,3.34455),(-0.159169,4.04635),(0,0),(2.60461,4.56457),(5.275,3.16708),(2.84167,7.05706),(7.02362,5.09848),(3.7442,2.06855),(6.88812,-1.07101),(7.17082,-2.94666),(6.30646,-4.89494),(3.38108,-5.45401),(3.09503,-8.35388),(-4.58894,-7.35737),(-1.6136,-5.40701),(-5.70028,-0.171722),(-3.52989,-1.85241),(-5.51244,2.19609),(-1.35533,1.46232),(-0.96178,5.69013),(-2.1721,5.72638),(-0.566185,6.13917),(0.787895,2.38648),(7.21613,5.30271),(2.34261,4.98406),(3.15947,0.619044),(5.89008,3.32652),(4.4989,-2.12082),(5.71521,-0.0380322),(2.5397,-2.01823),(1.41454,-0.272199),(0,0),(0,0),(0,0).

17:22:10.185, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(1.72866,5.80098),(3.54464,-2.32231),(3.44992,0.498165),(5.41766,0.43175),(4.24594,-8.08636),(-0.479946,-2.08475),(0.529026,-4.26211),(0.960105,-3.05659),(0.213172,-6.3829),(-3.22926,-4.53559),(-3.77747,-5.32331),(-0.99685,-3.53671),(-2.00592,-1.90619),(-7.08638,-1.03568),(-5.14196,2.24918),(-4.04603,4.13321),(0.159883,2.52605),(0.114452,2.21378),(2.04985,3.82985),(1.32713,2.68035),(1.54097,1.37483),(1.98125,-4.24259),(2.88937,-0.84501),(0.599569,0.928004),(3.66815,-2.97795),(-0.238637,-2.68494),(-1.43153,-5.56973),(3.04608,-3.3998),(0,0),(0.478337,-6.38865),(-0.615274,-4.03346),(-5.26424,-4.49761),(-7.35471,-2.47814),(-6.09398,-1.46825),(-10.3961,1.09894),(-5.90911,-0.424167),(-5.56745,4.00768),(-2.29911,7.41567),(-1.35465,4.62456),(2.35041,9.03732),(1.30218,2.9275),(6.75631,3.82266),(4.00872,-1.28798),(1.86074,-2.79286),(4.94613,-4.20539),(1.25162,-6.81923),(-2.34375,-5.88207),(-4.00244,-4.5436),(-2.16822,1.12658),(-3.55483,-1.87695),(-2.15058,-3.39788),(-4.26653,-2.3835),(-4.75499,-4.39329),(-6.26754,-1.30713),(-5.47242,1.39021),(-4.82263,0.117243),(2.40574,2.70287),(0,0),(0,0),(0,0).

17:22:19.447, 1, 1, 64.(0,0),(0,0),(0,0),(0,0),(4.17608,-6.22866),(6.19897,-6.12195),(0.845384,-5.74019),(-0.388057,-4.81934),(-0.402139,-7.76505),(-2.29976,-8.12159),(-3.53921,-3.71774),(-5.15714,-4.99853),(-5.5457,-3.40461),(-5.27946,-3.10728),(-5.28447,1.15222),(-4.89657,-0.818936),(-3.11386,1.72558),(-3.07614,5.18283),(-3.22377,6.14209),(-0.0313024,5.13285),(-1.94394,5.70108),(0.842666,4.75553),(4.52461,4.57348),(1.62368,1.34868),(3.50186,1.24723),(1.40788,4.31839),(5.89393,0.812801),(3.7088,0.624971),(5.5485,-1.33185),(3.36651,-0.235083),(2.90729,0.531185),(4.49694,-1.3851),(0,0),(0.953116,-4.56183),(-0.9218,-2.70573),(0.421457,-3.33026),(-0.471746,-4.29273),(0.343168,-1.12216),(-2.90003,-3.56056),(-2.03488,-0.506078),(-0.551686,-2.28018),(0.417778,0.147939),(-4.96593,-3.73601),(-4.23492,-1.76628),(-3.91059,-1.32236),(-4.44171,1.19868),(-5.34551,1.00571),(-2.84204,2.91842),(-4.93973,5.37004),(-0.517552,3.13428),(-2.73926,5.26465),(-0.714249,8.69261),(1.99868,4.62382),(2.17068,5.09554),(4.35481,3.89185),(2.81843,2.57755),(2.49948,2.75424),(2.80268,1.74769),(3.10593,2.7496),(-0.259435,0.348921),(4.69368,0.600112),(0,0),(0,0),(0,0).

