2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	56.7136, 	-60, 	26.1534, 	1, 	1.52
2, 	56.7136, 	-59, 	0, 	0, 	1.52
2, 	55.1161, 	-58, 	22.3986, 	1, 	1.216
2, 	55.1161, 	-57, 	22.6425, 	1, 	1.216
2, 	55.1161, 	-56, 	21.7194, 	1, 	1.52
2, 	55.1161, 	-55, 	20.6282, 	1, 	1.824
2, 	53.5801, 	-54, 	21.472, 	1, 	2.128
2, 	53.5801, 	-53, 	20.1778, 	1, 	2.128
2, 	53.5801, 	-52, 	19.856, 	0, 	2.128
2, 	53.5801, 	-51, 	18.8326, 	0, 	1.824
2, 	53.5801, 	-50, 	18.4882, 	0, 	1.824
2, 	53.5801, 	-49, 	20.276, 	0, 	1.824
2, 	53.5801, 	-48, 	19.3973, 	0, 	1.824
2, 	53.5801, 	-47, 	18.8971, 	0, 	1.52
2, 	53.5801, 	-46, 	0, 	0, 	1.52
2, 	53.5801, 	-45, 	15.6563, 	0, 	1.216
2, 	49.2717, 	-44, 	17.7224, 	0, 	0.912
2, 	49.2717, 	-43, 	16.8704, 	0, 	0.608
2, 	50.6636, 	-42, 	16.5319, 	0, 	0.304
2, 	50.6636, 	-41, 	14.1695, 	0, 	-7.10543e-17
2, 	50.6636, 	-40, 	14.4683, 	0, 	-7.10543e-17
2, 	50.6636, 	-39, 	12.2915, 	0, 	-7.10543e-17
2, 	50.6636, 	-38, 	0, 	0, 	-7.10543e-17
2, 	52.098, 	-37, 	14.7019, 	0, 	-7.10543e-17
2, 	52.098, 	-36, 	11.6647, 	0, 	-7.10543e-17
2, 	52.098, 	-35, 	12.9, 	0, 	-7.10543e-17
2, 	52.098, 	-34, 	12.1359, 	0, 	-7.10543e-17
2, 	52.098, 	-33, 	15.1605, 	0, 	-7.10543e-17
2, 	52.098, 	-32, 	12.9313, 	0, 	-7.10543e-17
2, 	52.098, 	-31, 	13.904, 	0, 	-7.10543e-17
2, 	49.2717, 	-30, 	14.6693, 	1, 	0.304
2, 	49.2717, 	-29, 	13.1717, 	0, 	0.304
2, 	50.6636, 	-28, 	14.0173, 	1, 	0.608
2, 	50.6636, 	-27, 	17.6821, 	1, 	0.912
2, 	52.098, 	-26, 	16.7561, 	1, 	1.216
2, 	52.098, 	-25, 	15.2356, 	0, 	1.216
2, 	49.2717, 	-24, 	15.1861, 	1, 	1.52
2, 	49.2717, 	-23, 	16.493, 	1, 	1.824
2, 	50.6636, 	-22, 	17.5998, 	1, 	2.128
2, 	50.6636, 	-21, 	15.1545, 	1, 	2.432
2, 	47.9181, 	-20, 	14.8108, 	0, 	2.432
2, 	47.9181, 	-19, 	17.3211, 	0, 	2.128
2, 	49.2717, 	-18, 	15.1928, 	0, 	2.128
2, 	49.2717, 	-17, 	17.2629, 	0, 	1.824
2, 	49.2717, 	-16, 	14.6479, 	1, 	1.52
2, 	49.2717, 	-15, 	15.7871, 	0, 	1.52
2, 	49.2717, 	-14, 	14.8231, 	0, 	1.52
2, 	49.2717, 	-13, 	14.9224, 	1, 	1.216
2, 	47.9181, 	-12, 	12.867, 	0, 	1.216
2, 	47.9181, 	-11, 	10.4911, 	0, 	0.912
2, 	47.9181, 	-10, 	9.67945, 	0, 	0.608
2, 	47.9181, 	-9, 	7.82126, 	0, 	0.608
2, 	46.599, 	-8, 	4.68414, 	0, 	0.608
2, 	46.599, 	-7, 	3.90165, 	0, 	0.608
2, 	45.3112, 	-6, 	13.7232, 	1, 	0.608
2, 	45.3112, 	-5, 	0, 	0, 	0.608
2, 	46.599, 	-4, 	0, 	0, 	0.608
2, 	46.599, 	-3, 	0, 	0, 	0.608
2, 	44.0521, 	-2, 	0.876169, 	0, 	0.608
2, 	44.0521, 	-1, 	0, 	0, 	0.608
2, 	46.599, 	0, 	0, 	0, 	0.608
2, 	46.599, 	1, 	0, 	0, 	0.608
2, 	45.3112, 	2, 	0, 	0, 	0.608
2, 	45.3112, 	3, 	0, 	0, 	0.608
2, 	44.0521, 	4, 	0, 	0, 	0.608
2, 	44.0521, 	5, 	1.20751, 	0, 	0.608
2, 	42.8192, 	6, 	1.29594, 	0, 	0.608
2, 	42.8192, 	7, 	-0.092834, 	0, 	0.304
2, 	44.0521, 	8, 	0, 	0, 	0.304
2, 	44.0521, 	9, 	0, 	0, 	0.304
2, 	41.6104, 	10, 	0, 	0, 	0.304
2, 	41.6104, 	11, 	0, 	0, 	0.304
2, 	44.0521, 	12, 	0, 	0, 	0.304
2, 	44.0521, 	13, 	0, 	0, 	0.304
