(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
19:13:51.844, 	1, 	2, 	28.1724, 	25.9191, 	1, 	-1.249e-14, 	1.824, 	(0.446828,-0.26212);
19:13:51.857, 	1, 	1, 	24.5589, 	22.395, 	0, 	-1.249e-14, 	1.52, 	(-0.201507,1.20623);(1.54004,0.85507);(0.602239,-2.30584);(-2.28526,0.481279);
19:13:51.884, 	1, 	2, 	28.7077, 	26.7644, 	1, 	-1.249e-14, 	1.824, 	(-0.579358,0.566705);
19:13:51.905, 	1, 	2, 	28.8321, 	25.1251, 	1, 	-1.249e-14, 	2.128, 	(0.426891,-0.572929);
19:13:51.917, 	1, 	1, 	29.275, 	18.8064, 	0, 	-1.249e-14, 	1.824, 	(0.119123,1.35403);(1.57341,0.0915968);(-0.268968,-0.727967);(-0.531229,0.524561);
19:13:51.945, 	1, 	2, 	19.0611, 	22.9763, 	1, 	-1.249e-14, 	2.128, 	(0.742257,-0.0385932);
19:13:51.965, 	1, 	2, 	30.1921, 	25.8165, 	1, 	-1.249e-14, 	2.128, 	(0.371594,-0.580998);
19:13:51.977, 	1, 	1, 	29.3823, 	19.4992, 	0, 	-1.249e-14, 	1.824, 	(-1.21979,0.963841);(0.855478,1.50802);(0.692767,-0.889781);(-1.10413,-0.161031);
19:13:52.005, 	1, 	2, 	28.5484, 	25.5084, 	1, 	-1.249e-14, 	2.128, 	(-0.402326,-0.452707);
19:13:52.026, 	1, 	2, 	20.5456, 	23.2387, 	1, 	-1.249e-14, 	2.128, 	(0.532755,-0.742104);
19:13:52.038, 	1, 	1, 	29.1326, 	19.0211, 	0, 	-1.249e-14, 	1.824, 	(-1.16562,1.27578);(1.30805,1.33839);(0.562683,-1.2818);(-1.40327,0.2015);
19:13:52.066, 	1, 	2, 	28.4171, 	25.6356, 	1, 	-1.249e-14, 	2.128, 	(-0.600283,0.295609);
19:13:52.080, 	1, 	1, 	29.1722, 	19.0933, 	0, 	-1.249e-14, 	1.824, 	(0.168898,-1.65186);(-1.87602,-0.140773);(0.541631,1.62259);(1.09558,-1.36496);
19:13:52.102, 	1, 	1, 	24.7323, 	20.5694, 	0, 	-1.249e-14, 	1.52, 	(-0.338127,-1.20008);(-1.7295,0.213824);(1.12877,1.96172);(0.980675,-2.04145);
19:13:52.126, 	1, 	2, 	28.0292, 	22.4101, 	1, 	-1.249e-14, 	1.824, 	(-0.0799626,0.200489);
19:13:52.141, 	1, 	1, 	28.6814, 	21.1366, 	0, 	-1.249e-14, 	1.52, 	(-1.25721,0.688782);(0.938189,1.63968);(1.18158,-1.52889);(-1.94417,-0.062959);
19:13:52.159, 	1, 	1, 	23.3761, 	17.9999, 	0, 	-1.249e-14, 	1.216, 	(-0.513365,0.797445);(1.03408,1.14067);(0.997404,-2.06209);(-2.18138,0.476918);
19:13:52.191, 	1, 	2, 	27.9445, 	21.6279, 	1, 	-1.249e-14, 	1.52, 	(0.0146638,-0.0921172);
19:13:52.205, 	1, 	1, 	24.8523, 	19.7224, 	0, 	-1.249e-14, 	1.216, 	(0.970693,-0.779095);(-0.643607,-1.66532);(-1.4789,1.64825);(2.2336,0.137434);
19:13:52.218, 	1, 	1, 	28.9864, 	19.686, 	0, 	-1.249e-14, 	0.912, 	(-0.415867,1.47965);(1.83498,0.831602);(-0.15676,-1.98476);(-1.5176,1.3471);
19:13:52.247, 	1, 	2, 	19.3253, 	22.1264, 	1, 	-1.249e-14, 	1.216, 	(-0.128321,-0.80033);
19:13:52.261, 	1, 	1, 	28.522, 	18.2905, 	0, 	-1.249e-14, 	0.912, 	(1.50529,0.345759);(0.331536,-1.73989);(-1.14855,0.469174);(1.11501,0.699294);
19:13:52.288, 	1, 	2, 	28.4236, 	25.0473, 	1, 	-1.249e-14, 	1.216, 	(0.358739,-0.324132);
19:13:52.308, 	1, 	2, 	27.8774, 	24.2388, 	1, 	-1.249e-14, 	1.52, 	(0.401504,-0.0220089);
19:13:52.319, 	1, 	1, 	27.815, 	19.6855, 	0, 	-1.249e-14, 	1.216, 	(-1.42848,0.578393);(0.809283,1.74967);(0.983286,-1.57166);(-1.86573,0.24406);
19:13:52.348, 	1, 	2, 	28.8541, 	25.2946, 	1, 	-1.249e-14, 	1.52, 	(-0.662357,-0.450928);
19:13:52.368, 	1, 	2, 	23.7155, 	25.3258, 	1, 	-1.249e-14, 	1.824, 	(0.72839,0.558073);
19:13:52.380, 	1, 	1, 	27.4714, 	20.1935, 	0, 	-1.249e-14, 	1.52, 	(-1.46363,-0.0430984);(0.0592864,1.8239);(1.65459,-1.24235);(-2.07925,-0.417366);
19:13:52.408, 	1, 	2, 	20.1558, 	23.0199, 	1, 	-1.249e-14, 	1.824, 	(0.0306669,0.872339);
19:13:52.429, 	1, 	2, 	22.4232, 	24.8688, 	1, 	-1.249e-14, 	2.128, 	(-0.759913,-0.493618);
19:13:52.439, 	1, 	1, 	26.861, 	17.3227, 	0, 	-1.249e-14, 	1.824, 	(1.39222,-0.303219);(-0.737828,-1.45291);(-0.559063,1.17855);(1.24823,-0.357704);
19:13:52.469, 	1, 	2, 	26.0716, 	26.2579, 	1, 	-1.249e-14, 	2.128, 	(-0.557324,-0.665656);
19:13:52.489, 	1, 	2, 	26.9882, 	25.5689, 	1, 	-1.249e-14, 	2.128, 	(-0.295531,-0.751131);
19:13:52.500, 	1, 	1, 	27.6419, 	19.4339, 	0, 	-1.249e-14, 	1.824, 	(0.991647,-0.861972);(-1.42477,-1.09132);(-0.0361094,1.55389);(1.09086,-1.07357);
19:13:52.529, 	1, 	2, 	26.0123, 	26.2786, 	1, 	-1.249e-14, 	2.128, 	(-0.356072,-0.790141);
19:13:52.543, 	1, 	1, 	25.4677, 	19.1917, 	0, 	-1.249e-14, 	1.824, 	(-0.942054,-0.313367);(-0.62409,1.39885);(2.18756,-0.438521);(-2.00056,-1.06231);
19:13:52.560, 	1, 	1, 	24.2978, 	17.9283, 	0, 	-1.249e-14, 	1.52, 	(-0.980585,0.158107);(-0.0672847,1.52643);(1.831,-1.24433);(-2.21601,-0.219884);
19:13:52.590, 	1, 	2, 	22.5263, 	17.9283, 	1, 	-1.249e-14, 	1.824, 	(-0.980585,0.158107);(-0.0672847,1.52643);(1.831,-1.24433);(-2.21601,-0.219884);
19:13:52.604, 	1, 	1, 	22.2999, 	21.5886, 	0, 	-1.249e-14, 	1.52, 	(-0.750187,0.391954);(0.397459,1.35439);(1.37843,-1.64577);(-2.07278,0.523853);
19:13:52.621, 	1, 	1, 	27.2634, 	18.2265, 	0, 	-1.249e-14, 	1.216, 	(-1.07259,-0.852703);(-1.10069,1.42034);(1.85588,-0.00169986);(-1.51616,-1.14614);
19:13:52.650, 	1, 	2, 	20.2859, 	24.6927, 	1, 	-1.249e-14, 	1.52, 	(0.587987,0.57013);
19:13:52.664, 	1, 	1, 	28.0087, 	18.1269, 	0, 	-1.249e-14, 	1.216, 	(1.47869,-0.179518);(-0.363967,-1.73017);(-1.14281,1.46763);(1.90071,-0.552464);
19:13:52.681, 	1, 	1, 	27.2205, 	18.1269, 	0, 	-1.249e-14, 	0.912, 	(1.47869,-0.179518);(-0.363967,-1.73017);(-1.14281,1.46763);(1.90071,-0.552464);
19:13:52.711, 	1, 	2, 	18.7734, 	22.4876, 	1, 	-1.249e-14, 	1.216, 	(-0.301598,-0.712645);
19:13:52.725, 	1, 	1, 	25.3398, 	18.1281, 	0, 	-1.249e-14, 	0.912, 	(1.1929,0.383281);(0.179706,-1.64253);(-1.60028,1.22833);(2.12231,-0.0201525);
19:13:52.751, 	0, 	2, 	25.2368, 	22.2137, 	0, 	-1.249e-14, 	0.912, 	(-0.0677209,-0.193442);
19:13:52.771, 	1, 	2, 	26.2743, 	21.5328, 	1, 	4, 	1.216, 	(-0.200718,-0.231944);
19:13:52.782, 	1, 	1, 	25.4274, 	18.6605, 	0, 	4, 	0.912, 	(1.25385,0.188093);(-0.255602,-1.68894);(-1.07866,1.49064);(1.75464,-0.578969);
19:13:52.812, 	1, 	2, 	23.1374, 	24.8645, 	1, 	4, 	1.216, 	(0.598486,-0.546435);
19:13:52.832, 	1, 	2, 	24.97, 	25.0684, 	1, 	4, 	1.52, 	(-0.0733301,-0.589403);
19:13:52.842, 	1, 	1, 	26.6394, 	16.7248, 	0, 	4, 	1.216, 	(-0.591562,-1.00995);(-1.30344,1.12371);(2.01434,0.0573027);(-1.64336,-1.10774);
19:13:52.872, 	1, 	2, 	20.3941, 	23.1604, 	1, 	4, 	1.52, 	(0.703555,-0.00879188);
19:13:52.892, 	1, 	2, 	22.5978, 	24.4958, 	1, 	4, 	1.824, 	(-0.110769,0.722911);
19:13:52.902, 	1, 	1, 	25.1562, 	17.9416, 	0, 	4, 	1.52, 	(0.593673,-0.969663);(-1.45401,-0.749548);(0.717234,2.03173);(0.317317,-2.08155);
19:13:52.932, 	1, 	2, 	27.0129, 	24.7137, 	1, 	4, 	1.824, 	(0.340352,0.272662);
19:13:52.952, 	1, 	2, 	26.9924, 	25.6323, 	1, 	4, 	2.128, 	(-0.56157,0.360977);
19:13:52.965, 	1, 	1, 	26.6407, 	18.7593, 	0, 	4, 	1.824, 	(0.883008,-1.09653);(-1.54999,-0.653489);(0.568163,1.03273);(0.00322127,-1.21742);
19:13:52.983, 	1, 	2, 	24.4506, 	25.747, 	1, 	4, 	2.128, 	(0.801444,0.170283);
19:13:53.005, 	1, 	1, 	26.8175, 	19.5813, 	0, 	4, 	1.824, 	(-1.00734,-0.957511);(-0.488894,1.37052);(0.779408,-0.482843);(-0.961087,0.0842233);
19:13:53.023, 	1, 	1, 	25.7589, 	18.296, 	0, 	4, 	1.52, 	(-1.14229,-0.789904);(-0.429308,1.66243);(1.34492,-0.976444);(-1.69787,0.345541);
19:13:53.043, 	1, 	2, 	20.8079, 	21.2997, 	1, 	4, 	1.824, 	(0.335043,-0.145144);
19:13:53.063, 	1, 	1, 	25.489, 	16.9804, 	0, 	4, 	1.52, 	(-0.358759,1.1965);(1.51414,-0.274361);(-1.00572,-0.500624);(0.738425,0.957935);
19:13:53.083, 	1, 	1, 	21.0771, 	18.4192, 	0, 	4, 	1.216, 	(-0.625391,0.169552);(0.34593,1.12382);(0.825282,-1.67814);(-1.51756,1.29629);
19:13:53.104, 	1, 	2, 	25.4682, 	25.279, 	1, 	4, 	1.52, 	(0.234141,-0.582217);
19:13:53.124, 	1, 	1, 	24.0996, 	18.4262, 	0, 	4, 	1.216, 	(1.05123,0.0420698);(-0.575178,-1.52831);(-0.336658,1.25506);(0.939357,-1.09453);
19:13:53.143, 	1, 	1, 	25.8881, 	18.1838, 	0, 	4, 	0.912, 	(0.184836,-1.06138);(-1.42805,0.315499);(1.00609,0.418002);(-0.792946,-0.865752);
19:13:53.164, 	1, 	2, 	25.6609, 	21.7955, 	1, 	4, 	1.216, 	(-0.476328,-0.280036);
19:13:53.184, 	1, 	1, 	27.0108, 	21.7955, 	0, 	4, 	0.912, 	(-0.476328,-0.280036);
19:13:53.204, 	1, 	1, 	25.4325, 	19.0167, 	0, 	4, 	0.912, 	(-0.939231,0.465192);(0.7998,1.32616);(0.18564,-1.94611);(-0.963282,1.87835);
19:13:53.225, 	1, 	2, 	24.7485, 	25.4413, 	1, 	4, 	1.216, 	(-0.730057,-0.37118);
19:13:53.244, 	1, 	1, 	26.376, 	17.7376, 	0, 	-1.249e-14, 	0.912, 	(1.03889,0.863835);(0.770608,-1.51774);(-1.55133,0.915332);(1.88696,-0.284884);
19:13:53.265, 	1, 	2, 	27.2946, 	25.891, 	1, 	-1.249e-14, 	1.216, 	(-0.130807,-0.74462);
19:13:53.285, 	1, 	2, 	21.6768, 	25.5694, 	1, 	-1.249e-14, 	1.52, 	(-0.718963,0.424329);
19:13:53.304, 	1, 	1, 	24.6492, 	18.3315, 	0, 	-1.249e-14, 	1.216, 	(-0.714666,1.29482);(1.46168,0.0566702);(-0.935882,-0.562987);(0.647726,0.869694);
19:13:53.326, 	1, 	2, 	23.8062, 	25.6032, 	1, 	-1.249e-14, 	1.52, 	(0.144415,-0.749596);
19:13:53.346, 	1, 	2, 	21.6577, 	23.9159, 	1, 	-1.249e-14, 	1.824, 	(-0.704101,-0.0974142);
19:13:53.365, 	1, 	1, 	23.0322, 	16.3963, 	0, 	-1.249e-14, 	1.52, 	(1.2599,0.578901);(-0.181789,-1.49049);(-0.462095,1.2721);(0.831626,-1.01431);
19:13:53.386, 	1, 	2, 	24.3133, 	25.0492, 	1, 	-1.249e-14, 	1.824, 	(-0.300756,-0.600411);
19:13:53.408, 	1, 	2, 	22.1433, 	25.1982, 	1, 	-1.249e-14, 	2.128, 	(0.356174,-0.606414);
19:13:53.426, 	1, 	1, 	22.7612, 	15.4662, 	0, 	-1.249e-14, 	1.824, 	(-1.05219,-0.477307);(0.273874,1.51921);(0.546432,-1.5393);(-0.898886,1.24643);
19:13:53.446, 	1, 	2, 	22.3108, 	24.8332, 	1, 	-1.249e-14, 	2.128, 	(-0.561778,0.458565);
19:13:53.467, 	1, 	2, 	24.2507, 	24.9471, 	1, 	-1.249e-14, 	2.128, 	(-0.680465,-0.0363012);
19:13:53.485, 	1, 	1, 	23.6282, 	14.1113, 	0, 	-1.249e-14, 	1.824, 	(0.891876,0.607229);(0.241762,-1.53481);(-1.12934,1.41559);(1.345,-1.06483);
19:13:53.507, 	1, 	2, 	20.8882, 	24.6276, 	1, 	-1.249e-14, 	2.128, 	(-0.323582,0.617479);
19:13:53.525, 	1, 	1, 	24.9915, 	17.6753, 	0, 	-1.249e-14, 	1.824, 	(0.667653,0.98223);(0.831932,-1.25041);(-1.17799,0.630179);(1.21133,-0.34947);
19:13:53.545, 	1, 	1, 	25.6619, 	15.7798, 	0, 	-1.249e-14, 	1.52, 	(1.0116,-0.679605);(-1.14665,-0.726197);(0.516354,0.893928);(-0.301747,-0.931566);
19:13:53.567, 	1, 	2, 	19.5289, 	22.779, 	1, 	-1.249e-14, 	1.824, 	(-0.688703,-0.276715);
19:13:53.586, 	1, 	1, 	24.7479, 	20.6436, 	0, 	-1.249e-14, 	1.52, 	(0.925472,-0.90306);(-1.4662,-0.500555);(1.05202,1.03277);(-0.829315,-1.24013);
19:13:53.606, 	1, 	1, 	23.752, 	17.3448, 	0, 	-1.249e-14, 	1.216, 	(0.974017,0.549113);(0.152624,-1.41483);(-1.08197,1.6176);(1.3052,-1.42869);
19:13:53.628, 	1, 	2, 	23.3083, 	25.7115, 	1, 	-1.249e-14, 	1.52, 	(-0.313992,-0.641436);
19:13:53.646, 	1, 	1, 	23.4235, 	17.4934, 	0, 	-1.249e-14, 	1.216, 	(-1.14348,-0.730111);(-0.0508293,1.50128);(0.748963,-1.49215);(-0.977604,1.3326);
19:13:53.666, 	1, 	1, 	21.5811, 	16.6271, 	0, 	-1.249e-14, 	0.912, 	(0.910972,0.423639);(0.00850686,-1.25215);(-0.856107,1.78428);(1.06765,-1.60038);
19:13:53.689, 	1, 	2, 	23.0577, 	24.7515, 	1, 	-1.249e-14, 	1.216, 	(-0.508523,0.471712);
19:13:53.711, 	1, 	1, 	22.566, 	14.6546, 	0, 	-1.249e-14, 	0.912, 	(0.650275,-1.04368);(-1.20111,0.139051);(0.869952,0.206496);(-0.793556,-0.317561);
