(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
19:13:45.009, 	1, 	1, 	24.1651, 	22.8773, 	0, 	-1.249e-14, 	1.52, 	(-0.880495,0.958679);(-0.402488,-1.41528);(0.490571,-0.133277);(0.106349,0.495044);
19:13:45.031, 	1, 	2, 	18.9372, 	24.8248, 	1, 	-1.249e-14, 	1.824, 	(-0.811024,-0.206692);
19:13:45.051, 	1, 	2, 	25.5112, 	25.6112, 	1, 	-1.249e-14, 	2.128, 	(0.0051697,-0.691653);
19:13:45.062, 	1, 	1, 	24.8447, 	18.2378, 	0, 	-1.249e-14, 	1.824, 	(1.04914,1.16977);(-2.04747,0.217912);(-0.103705,-1.80144);(1.63161,-0.115436);
19:13:45.091, 	1, 	2, 	25.1215, 	25.5211, 	1, 	-1.249e-14, 	2.128, 	(0.422107,-0.122604);
19:13:45.115, 	1, 	2, 	23.5346, 	25.9137, 	1, 	-1.249e-14, 	2.128, 	(-0.826634,-0.0435107);
19:13:45.122, 	1, 	1, 	25.4699, 	21.6196, 	0, 	-1.249e-14, 	1.824, 	(1.28789,-0.98648);(0.155111,1.81433);(-1.10301,0.141386);(-0.0983376,-1.0466);
19:13:45.152, 	1, 	2, 	24.8562, 	26.224, 	1, 	-1.249e-14, 	2.128, 	(-0.429197,0.365177);
19:13:45.165, 	1, 	1, 	22.5914, 	17.3251, 	0, 	-1.249e-14, 	1.824, 	(0.680574,1.28405);(-1.77341,-0.41532);(0.522409,-1.9596);(1.80785,0.366286);
19:13:45.183, 	1, 	1, 	25.3173, 	21.3004, 	0, 	-1.249e-14, 	1.52, 	(-1.57216,0.502524);(0.603352,-1.79701);(1.39015,0.357479);(-0.327504,1.24989);
19:13:45.212, 	1, 	2, 	22.528, 	26.1464, 	1, 	-1.249e-14, 	1.824, 	(-0.754567,-0.273944);
19:13:45.226, 	1, 	1, 	26.3611, 	21.4449, 	0, 	-1.249e-14, 	1.52, 	(1.55883,0.537276);(-1.62006,1.19999);(-0.993157,-1.17131);(1.04929,-0.895617);
19:13:45.243, 	1, 	1, 	24.976, 	19.9471, 	0, 	-1.249e-14, 	1.216, 	(0.279529,-1.2665);(1.07456,0.883161);(-0.222123,0.419052);(-0.37166,-0.252794);
19:13:45.273, 	1, 	2, 	21.2485, 	24.6091, 	1, 	-1.249e-14, 	1.52, 	(-0.722141,0.302654);
19:13:45.286, 	1, 	1, 	25.441, 	22.0238, 	0, 	-1.249e-14, 	1.216, 	(0.658587,1.27682);(-1.56891,0.0563939);(-0.108671,-0.601922);(0.593942,-0.0802321);
19:13:45.303, 	1, 	1, 	26.8621, 	21.7432, 	0, 	-1.249e-14, 	0.912, 	(0.683718,1.34425);(-1.64983,0.019276);(-0.140523,-0.770948);(0.756616,-0.0802919);
19:13:45.333, 	0, 	2, 	18.9595, 	17.4698, 	0, 	-1.249e-14, 	0.912, 	(-0.0727836,-0.183567);
19:13:45.349, 	1, 	1, 	26.9895, 	20.9856, 	0, 	4, 	0.608, 	(-1.48794,0.644949);(0.0700707,-1.73296);(0.939154,-0.0876858);(0.070733,0.915641);
19:13:45.363, 	1, 	1, 	27.0367, 	18.8036, 	0, 	4, 	0.608, 	(-1.42582,-0.944049);(1.56511,-0.960521);(0.605827,0.817116);(-0.781192,0.615475);
19:13:45.394, 	1, 	2, 	26.2343, 	26.6204, 	1, 	4, 	0.912, 	(-0.509447,0.732623);
19:13:45.408, 	1, 	1, 	25.7965, 	22.8631, 	0, 	4, 	0.608, 	(-0.424669,-1.59819);(1.78766,0.647979);(-0.595286,1.97173);(-1.96791,-0.326003);
19:13:45.434, 	0, 	2, 	25.6738, 	19.5005, 	0, 	4, 	0.608, 	(0.0123668,-0.196374);
19:13:45.454, 	0, 	2, 	24.3922, 	18.0965, 	0, 	8, 	0.608, 	(-0.108609,0.0469154);
19:13:45.464, 	1, 	1, 	26.5201, 	22.8918, 	0, 	12, 	0.304, 	(1.56466,0.841939);(-1.76262,1.02786);(-1.06595,-1.48212);(1.27032,-1.2696);
19:13:45.494, 	1, 	2, 	19.1798, 	23.775, 	1, 	12, 	0.608, 	(-0.896055,0.201918);
19:13:45.514, 	1, 	2, 	22.5182, 	26.2379, 	1, 	12, 	0.912, 	(0.0682269,0.931567);
19:13:45.524, 	1, 	1, 	27.0778, 	19.6127, 	0, 	12, 	0.912, 	(-1.16361,1.26346);(-0.761873,-1.63218);(0.774622,-0.489053);(0.696262,0.683888);
19:13:45.555, 	1, 	2, 	25.369, 	25.9375, 	1, 	12, 	1.216, 	(0.217007,0.413898);
19:13:45.576, 	1, 	2, 	20.664, 	24.669, 	1, 	12, 	1.52, 	(-0.50032,-0.716382);
19:13:45.584, 	1, 	1, 	24.1101, 	22.1593, 	0, 	12, 	1.216, 	(0.0895504,-1.58478);(1.66767,0.990422);(-0.976385,1.87722);(-1.99,-0.374288);
19:13:45.615, 	1, 	2, 	25.8471, 	26.6022, 	1, 	12, 	1.52, 	(-0.0253556,0.955711);
19:13:45.629, 	1, 	2, 	27.1553, 	26.1736, 	1, 	12, 	1.824, 	(0.0960886,0.794625);
19:13:45.646, 	1, 	1, 	27.6571, 	20.8872, 	0, 	12, 	1.824, 	(1.86344,0.251886);(-1.07825,1.67741);(-1.43051,-0.644539);(0.222686,-1.49259);
19:13:45.665, 	1, 	2, 	26.9121, 	25.7548, 	1, 	12, 	2.128, 	(-0.242705,-0.719242);
19:13:45.685, 	1, 	1, 	27.1528, 	20.0661, 	0, 	12, 	1.824, 	(1.53018,0.881657);(-1.73272,1.00723);(-1.21699,-1.56727);(1.00678,-1.52097);
19:13:45.705, 	1, 	1, 	27.4127, 	23.4738, 	0, 	12, 	1.52, 	(-1.71093,0.717202);(0.203192,-2.05693);(1.83692,-0.0949081);(0.602242,1.57189);
19:13:45.727, 	1, 	2, 	27.9686, 	26.1737, 	1, 	12, 	1.824, 	(0.143729,-0.731502);
19:13:45.745, 	1, 	1, 	24.4221, 	22.3139, 	0, 	12, 	1.52, 	(-1.44049,0.619175);(0.327578,-1.91884);(2.1606,0.073144);(0.59617,1.81124);
19:13:45.766, 	1, 	1, 	26.1698, 	22.053, 	0, 	12, 	1.216, 	(1.55175,0.765004);(-1.71404,1.18476);(-1.38969,-1.47505);(0.826363,-1.59714);
19:13:45.787, 	1, 	2, 	25.6069, 	26.1751, 	1, 	12, 	1.52, 	(0.339793,0.340317);
19:13:45.806, 	1, 	1, 	24.0524, 	18.2038, 	0, 	12, 	1.216, 	(0.0276733,1.34207);(-1.55702,-0.948138);(0.898989,-2.08213);(1.97435,0.141339);
19:13:45.826, 	1, 	1, 	24.6622, 	16.455, 	0, 	8, 	0.912, 	(0.288611,1.55656);(-1.97049,-0.598892);(0.338952,-2.13955);(1.87616,-0.348364);
19:13:45.847, 	1, 	2, 	26.3083, 	25.9781, 	1, 	8, 	1.216, 	(0.201067,-0.869662);
19:13:45.866, 	1, 	1, 	27.3415, 	21.8267, 	0, 	8, 	0.912, 	(0.276905,1.49073);(-1.58279,-0.191011);(-0.113124,-0.634281);(0.559391,-0.236905);
19:13:45.886, 	1, 	1, 	24.1665, 	20.2892, 	0, 	8, 	0.912, 	(-0.110463,-1.38044);(1.65966,0.731886);(-0.62021,2.18054);(-2.00208,0.106592);
19:13:45.908, 	1, 	2, 	26.5808, 	25.2381, 	1, 	8, 	1.216, 	(0.202172,0.631187);
19:13:45.926, 	1, 	1, 	27.7805, 	21.4352, 	0, 	4, 	0.912, 	(1.41599,0.973544);(-1.76699,1.11722);(-1.38565,-1.4744);(0.867068,-1.60625);
19:13:45.948, 	1, 	2, 	27.1714, 	26.1315, 	1, 	-1.249e-14, 	1.216, 	(-0.415571,-0.203791);
19:13:45.968, 	1, 	2, 	26.966, 	25.4871, 	1, 	-1.249e-14, 	1.52, 	(0.686143,-0.367568);
19:13:45.987, 	1, 	1, 	28.5557, 	21.3797, 	0, 	-1.249e-14, 	1.216, 	(-0.962598,-1.4903);(1.92829,-0.462922);(0.637219,1.08181);(-0.840081,0.847471);
19:13:46.008, 	1, 	2, 	26.8868, 	25.9524, 	1, 	-1.249e-14, 	1.52, 	(-0.132217,-0.911886);
19:13:46.029, 	1, 	2, 	19.3816, 	23.4739, 	1, 	-1.249e-14, 	1.824, 	(-0.540344,0.754428);
19:13:46.047, 	1, 	1, 	28.1241, 	24.2938, 	0, 	-1.249e-14, 	1.52, 	(1.34013,1.27575);(-1.92765,0.976607);(-1.01342,-1.10221);(0.680197,-1.27475);
19:13:46.069, 	1, 	2, 	25.4956, 	25.8866, 	1, 	-1.249e-14, 	1.824, 	(-0.497288,-0.813303);
19:13:46.089, 	1, 	2, 	26.9502, 	26.3137, 	1, 	-1.249e-14, 	2.128, 	(0.212673,0.459394);
19:13:46.108, 	1, 	1, 	27.7849, 	24.0797, 	0, 	-1.249e-14, 	1.824, 	(0.666141,-1.21545);(1.11436,1.0135);(-0.166075,0.527155);(-0.587248,-0.0625061);
19:13:46.132, 	1, 	2, 	26.6284, 	25.5884, 	1, 	-1.249e-14, 	2.128, 	(0.52255,0.687611);
19:13:46.149, 	1, 	2, 	27.5245, 	24.8817, 	1, 	-1.249e-14, 	2.128, 	(-0.609881,-0.220707);
19:13:46.167, 	1, 	1, 	27.7363, 	23.251, 	0, 	-1.249e-14, 	1.824, 	(-1.50715,-0.711327);(1.45904,-1.54721);(1.73138,0.891768);(-0.0979014,1.91381);
19:13:46.190, 	1, 	2, 	20.5492, 	24.9631, 	1, 	-1.249e-14, 	2.128, 	(0.473443,0.796465);
19:13:46.208, 	1, 	1, 	25.1625, 	21.7322, 	0, 	-1.249e-14, 	1.824, 	(-1.16229,0.753759);(-0.441981,-1.8207);(1.87863,-1.0738);(1.80063,1.13998);
19:13:46.228, 	1, 	1, 	28.0475, 	24.435, 	0, 	-1.249e-14, 	1.52, 	(-0.920797,-1.37734);(1.7996,-0.710222);(0.796451,0.799557);(-0.423041,1.08632);
19:13:46.250, 	1, 	2, 	27.7494, 	26.2848, 	1, 	-1.249e-14, 	1.824, 	(0.167573,-0.892707);
19:13:46.268, 	1, 	1, 	29.5675, 	23.6516, 	0, 	-1.249e-14, 	1.52, 	(1.34822,-1.22224);(1.03203,1.93928);(-1.13126,1.26566);(-1.66227,-0.401266);
19:13:46.288, 	1, 	1, 	25.6976, 	19.35, 	0, 	-1.249e-14, 	1.216, 	(1.41229,-0.637178);(0.230702,1.99638);(-1.95803,0.814057);(-1.70555,-1.19572);
19:13:46.311, 	1, 	2, 	28.1174, 	25.7541, 	1, 	-1.249e-14, 	1.52, 	(-0.649976,-0.650056);
19:13:46.329, 	1, 	1, 	28.7384, 	22.049, 	0, 	-1.249e-14, 	1.216, 	(-0.259069,-0.798282);(1.16096,0.249409);(-1.16096,-0.249409);(-0.259069,-0.798282);
19:13:46.348, 	1, 	1, 	28.3652, 	25.4461, 	0, 	-1.249e-14, 	0.912, 	(-0.49196,-1.71037);(2.14267,-0.085126);(0.646764,1.5936);(-1.0048,1.31474);
19:13:46.371, 	1, 	2, 	25.049, 	26.2094, 	1, 	-1.249e-14, 	1.216, 	(-0.799656,-0.45666);
19:13:46.389, 	1, 	1, 	27.6309, 	21.4766, 	0, 	-1.249e-14, 	0.912, 	(-1.2657,0.992984);(-0.782432,-1.88948);(1.57713,-1.39251);(1.9428,0.505249);
19:13:46.409, 	1, 	1, 	28.533, 	24.4051, 	0, 	-1.249e-14, 	0.912, 	(-1.42635,0.947043);(-0.732633,-2.00078);(1.42001,-1.26744);(1.7373,0.435755);
19:13:46.432, 	1, 	2, 	28.1738, 	24.9133, 	1, 	-1.249e-14, 	1.216, 	(-0.494731,-0.588818);
19:13:46.449, 	1, 	1, 	25.3144, 	20.0935, 	0, 	-1.249e-14, 	0.912, 	(0.387714,-1.40492);(1.66869,1.02454);(-0.360815,2.22906);(-1.88996,0.859835);
19:13:46.472, 	1, 	2, 	28.0502, 	21.3708, 	1, 	-1.249e-14, 	1.216, 	(-0.601902,0.143267);
19:13:46.492, 	1, 	2, 	20.5241, 	24.1513, 	1, 	-1.249e-14, 	1.52, 	(-0.439092,-0.811209);
19:13:46.509, 	1, 	1, 	28.2402, 	24.1057, 	0, 	-1.249e-14, 	1.216, 	(-0.564122,-0.265435);(0.765895,-0.71289);(-0.765895,0.71289);(-0.564122,-0.265435);
19:13:46.532, 	1, 	2, 	24.875, 	26.1461, 	1, 	-1.249e-14, 	1.52, 	(0.75649,-0.533485);
19:13:46.553, 	1, 	2, 	27.8645, 	25.0861, 	1, 	-1.249e-14, 	1.824, 	(0.632944,-0.600269);
19:13:46.570, 	1, 	1, 	28.5804, 	27.9982, 	0, 	-1.249e-14, 	1.52, 	(-0.792957,1.26115);(-1.24001,-0.980024);(0.040853,-0.617607);(0.604159,-0.283249);
19:13:46.594, 	1, 	2, 	24.0178, 	26.9408, 	1, 	-1.249e-14, 	1.824, 	(-0.266131,-0.893242);
19:13:46.614, 	1, 	2, 	26.2583, 	26.4336, 	1, 	-1.249e-14, 	2.128, 	(0.569564,-0.0652445);
19:13:46.630, 	1, 	1, 	27.1046, 	21.2166, 	0, 	-1.249e-14, 	1.824, 	(-0.316993,1.62703);(-1.89475,-0.835778);(-0.115125,-1.99769);(1.5039,-1.24634);
19:13:46.653, 	1, 	2, 	27.4829, 	25.9555, 	1, 	-1.249e-14, 	2.128, 	(0.389999,-0.582841);
19:13:46.674, 	1, 	2, 	23.5397, 	26.4582, 	1, 	-1.249e-14, 	2.128, 	(0.919398,-0.0121096);
19:13:46.690, 	1, 	1, 	25.8629, 	17.87, 	0, 	-1.249e-14, 	1.824, 	(-1.12652,0.852899);(-0.852888,-1.71595);(1.18043,-1.90176);(2.13506,-0.198376);
19:13:46.714, 	1, 	2, 	18.4678, 	20.7008, 	1, 	-1.249e-14, 	2.128, 	(-0.639947,0.0159015);
19:13:46.730, 	1, 	1, 	28.7957, 	21.6042, 	0, 	-1.249e-14, 	1.824, 	(0.620731,1.33045);(-1.44015,0.623247);(-0.667189,-0.294853);(-0.0834704,-0.744664);
19:13:46.751, 	1, 	1, 	29.4835, 	26.5297, 	0, 	-1.249e-14, 	1.52, 	(-1.81522,-0.139203);(0.312266,-2.06333);(1.36994,-0.747431);(1.49376,0.672875);
19:13:46.776, 	1, 	2, 	27.5702, 	26.4638, 	1, 	-1.249e-14, 	1.824, 	(-0.511559,0.0897164);
19:13:46.791, 	1, 	1, 	28.2618, 	20.6557, 	0, 	-1.249e-14, 	1.52, 	(1.73275,-0.135037);(-0.120106,2.05155);(-1.65924,1.09979);(-1.92153,-0.622978);
19:13:46.811, 	1, 	1, 	29.5786, 	23.4887, 	0, 	-1.249e-14, 	1.216, 	(-1.65986,-0.601728);(0.94445,-1.83825);(1.68435,-0.351513);(1.373,1.11755);
19:13:46.835, 	1, 	2, 	27.0903, 	24.8532, 	1, 	-1.249e-14, 	1.52, 	(-0.410781,0.458293);
19:13:46.851, 	1, 	1, 	29.3173, 	24.7765, 	0, 	-1.249e-14, 	1.216, 	(-1.3684,0.999225);(-1.03203,-1.65696);(0.349372,-1.15425);(1.18073,-0.486297);
19:13:46.871, 	1, 	1, 	27.5816, 	23.1464, 	0, 	-1.249e-14, 	0.912, 	(-0.927737,1.44326);(-1.57459,-1.38527);(0.121461,-1.88572);(1.54062,-1.2546);
19:13:46.897, 	1, 	2, 	21.7441, 	25.43, 	1, 	-1.249e-14, 	1.216, 	(0.854416,-0.354397);
19:13:46.911, 	1, 	1, 	23.8183, 	24.8071, 	0, 	-1.249e-14, 	0.912, 	(-1.35771,0.00805725);(0.289726,-1.81146);(1.89204,-0.92102);(2.07403,0.699668);
19:13:46.932, 	1, 	1, 	26.3902, 	24.204, 	0, 	-1.249e-14, 	0.912, 	(-1.49952,-0.19631);(0.432201,-1.97618);(1.83157,-0.828194);(2.00157,0.747816);
19:13:46.956, 	1, 	2, 	29.356, 	25.5321, 	1, 	-1.249e-14, 	1.216, 	(0.791418,0.157471);
19:13:46.972, 	1, 	1, 	28.1389, 	22.3508, 	0, 	-1.249e-14, 	0.912, 	(-0.542565,1.24954);(-1.45006,-0.422241);(-0.339106,-0.496496);(0.210648,-0.56221);
19:13:46.996, 	1, 	2, 	27.6182, 	26.2374, 	1, 	-1.249e-14, 	1.216, 	(0.885477,0.196525);
19:13:47.016, 	1, 	2, 	26.7612, 	26.2428, 	1, 	-1.249e-14, 	1.52, 	(-0.231737,-0.44563);
19:13:47.032, 	1, 	1, 	28.5969, 	23.7785, 	0, 	-1.249e-14, 	1.216, 	(1.46475,-0.969201);(1.28943,1.71185);(-0.354507,1.81138);(-1.56228,1.14184);
19:13:47.057, 	1, 	2, 	23.9445, 	25.8146, 	1, 	-1.249e-14, 	1.52, 	(-0.193832,-0.91892);
19:13:47.077, 	1, 	2, 	28.0858, 	25.4749, 	1, 	-1.249e-14, 	1.824, 	(-0.488275,-0.365304);
19:13:47.092, 	1, 	1, 	27.7087, 	24.7221, 	0, 	-1.249e-14, 	1.52, 	(0.0275519,1.71928);(-2.09666,0.112601);(-1.37863,-1.4621);(-0.100065,-2.03397);
19:13:47.117, 	1, 	2, 	22.138, 	24.9311, 	1, 	-1.249e-14, 	1.824, 	(0.748049,0.565124);
19:13:47.141, 	1, 	2, 	29.618, 	26.8147, 	1, 	-1.249e-14, 	2.128, 	(0.196262,0.875518);
19:13:47.153, 	1, 	1, 	29.6659, 	26.7008, 	0, 	-1.249e-14, 	1.824, 	(1.69697,-0.521146);(0.910983,1.93129);(-0.476803,1.20756);(-1.30929,0.694517);
19:13:47.177, 	1, 	2, 	29.2129, 	25.6097, 	1, 	-1.249e-14, 	2.128, 	(-0.107212,-0.776897);
19:13:47.198, 	1, 	2, 	28.8516, 	25.9752, 	1, 	-1.249e-14, 	2.128, 	(0.661147,0.274534);
19:13:47.213, 	1, 	1, 	29.8859, 	24.3845, 	0, 	-1.249e-14, 	1.824, 	(-0.166174,1.32079);(-1.51415,0.235482);(-0.418921,-0.239753);(-0.139513,-0.566441);
19:13:47.238, 	1, 	2, 	27.3598, 	25.7224, 	1, 	-1.249e-14, 	2.128, 	(-0.479639,-0.317401);
19:13:47.253, 	1, 	1, 	29.064, 	26.8419, 	0, 	-1.249e-14, 	1.824, 	(-0.0196644,1.60967);(-1.90923,0.434386);(-0.912352,-0.561522);(-0.411214,-1.14881);
19:13:47.273, 	1, 	1, 	28.6351, 	29.1571, 	0, 	-1.249e-14, 	1.52, 	(1.12037,0.986937);(-0.765627,1.59312);(-0.68038,0.290053);(-0.872058,-0.268502);
19:13:47.298, 	1, 	2, 	28.1147, 	24.9474, 	1, 	-1.249e-14, 	1.824, 	(0.492279,-0.478833);
19:13:47.313, 	1, 	1, 	26.0827, 	23.6793, 	0, 	-1.249e-14, 	1.52, 	(-1.24008,0.742601);(-1.29228,-1.58257);(0.349708,-2.16915);(1.5176,-1.74883);
19:13:47.333, 	1, 	1, 	30.6284, 	24.9051, 	0, 	-1.249e-14, 	1.216, 	(1.00048,1.27281);(-1.15401,1.64846);(-1.00893,0.215607);(-1.15837,-0.514);
19:13:47.359, 	1, 	2, 	22.8001, 	25.7059, 	1, 	-1.249e-14, 	1.52, 	(-0.520703,0.834358);
19:13:47.374, 	1, 	1, 	30.8278, 	26.3834, 	0, 	-1.249e-14, 	1.216, 	(1.74416,0.0971717);(0.521387,2.20939);(-0.917244,1.43434);(-1.61082,0.73133);
19:13:47.394, 	1, 	1, 	26.8973, 	24.9869, 	0, 	-1.249e-14, 	0.912, 	(0.671486,1.38238);(-1.66255,1.31502);(-2.16404,-0.356579);(-1.80815,-1.50717);
19:13:47.419, 	1, 	2, 	20.9795, 	24.4847, 	1, 	-1.249e-14, 	1.216, 	(0.77885,-0.522031);
19:13:47.434, 	1, 	1, 	30.3528, 	27.9957, 	0, 	-1.249e-14, 	0.912, 	(1.47003,-0.332337);(1.04943,1.4676);(-0.0282709,0.739567);(-0.587365,0.752814);
19:13:47.454, 	1, 	1, 	31.3455, 	27.361, 	0, 	-1.249e-14, 	0.912, 	(-1.06219,1.43846);(-2.17184,-0.692865);(-0.772781,-1.44884);(0.0996826,-1.8199);
19:13:47.481, 	1, 	2, 	28.4058, 	26.5362, 	1, 	-1.249e-14, 	1.216, 	(-0.39318,-0.352848);
19:13:47.494, 	1, 	1, 	30.8669, 	24.013, 	0, 	-1.249e-14, 	0.912, 	(-1.59023,-0.392963);(-0.329755,-1.96255);(0.555277,-0.939428);(1.0669,-0.569847);
19:13:47.515, 	1, 	1, 	29.804, 	28.6825, 	0, 	-1.249e-14, 	0.912, 	(1.49819,0.0820284);(0.664761,1.60019);(-0.197901,0.761822);(-0.619364,0.560153);
19:13:47.540, 	1, 	2, 	28.2305, 	25.6462, 	1, 	-1.249e-14, 	1.216, 	(0.345149,0.817753);
19:13:47.554, 	1, 	1, 	31.1453, 	24.6709, 	0, 	-1.249e-14, 	0.912, 	(-0.866888,-0.58265);(1.28485,-0.592385);(1.22612,0.742706);(1.64408,-0.432329);
19:13:47.580, 	1, 	2, 	21.8735, 	24.7104, 	1, 	-1.249e-14, 	1.216, 	(-0.51139,0.699359);
19:13:47.601, 	1, 	2, 	25.0865, 	25.6104, 	1, 	-1.249e-14, 	1.52, 	(-0.424609,0.770375);
19:13:47.615, 	1, 	1, 	24.8444, 	22.326, 	0, 	-1.249e-14, 	1.216, 	(-1.37081,0.487359);(-1.11253,-1.59309);(0.193107,-2.45238);(1.19943,-2.11954);
19:13:47.641, 	1, 	2, 	30.0538, 	26.539, 	1, 	-1.249e-14, 	1.52, 	(-0.892895,0.264013);
19:13:47.661, 	1, 	2, 	22.343, 	25.9276, 	1, 	-1.249e-14, 	1.824, 	(-0.218106,-0.969713);
19:13:47.675, 	1, 	1, 	30.1603, 	24.9139, 	0, 	-1.249e-14, 	1.52, 	(1.44276,-0.284251);(1.05301,1.33092);(0.174934,0.656012);(-0.294407,0.820965);
19:13:47.702, 	1, 	2, 	28.9701, 	26.0174, 	1, 	-1.249e-14, 	1.824, 	(0.569682,-0.0341105);
19:13:47.722, 	1, 	2, 	20.7798, 	24.0332, 	1, 	-1.249e-14, 	2.128, 	(-0.9641,-0.11155);
19:13:47.736, 	1, 	1, 	30.6061, 	26.4387, 	0, 	-1.249e-14, 	1.824, 	(0.471103,-1.60858);(1.9267,-0.367717);(0.978061,0.282099);(0.783368,0.779448);
19:13:47.762, 	1, 	2, 	29.1677, 	25.8963, 	1, 	-1.249e-14, 	2.128, 	(-0.0140344,-0.733192);
19:13:47.782, 	1, 	2, 	30.539, 	26.4919, 	1, 	-1.249e-14, 	2.128, 	(0.919733,0.38498);
19:13:47.796, 	1, 	1, 	31.3676, 	24.6616, 	0, 	-1.249e-14, 	1.824, 	(-1.48835,0.940547);(-1.8584,-1.06859);(-0.738961,-0.980681);(-0.170072,-1.44335);
19:13:47.822, 	1, 	2, 	30.1374, 	25.5264, 	1, 	-1.249e-14, 	2.128, 	(-0.790355,0.0528676);
19:13:47.836, 	1, 	1, 	30.5435, 	24.6879, 	0, 	-1.249e-14, 	1.824, 	(1.84411,-0.269963);(1.33855,1.92758);(0.262381,1.70344);(-0.665517,1.99382);
19:13:47.856, 	1, 	1, 	30.8632, 	27.904, 	0, 	-1.249e-14, 	1.52, 	(-0.0370264,1.91728);(-2.05912,1.02713);(-1.46639,0.0696082);(-1.61637,-0.754215);
19:13:47.883, 	1, 	2, 	32.6981, 	20.7969, 	1, 	-1.249e-14, 	1.824, 	(0.0963415,-0.109132);
19:13:47.896, 	1, 	1, 	32.5948, 	27.2191, 	0, 	-1.249e-14, 	1.52, 	(-1.24313,1.27459);(-1.91283,-0.489364);(-0.753939,-0.491987);(-0.492466,-0.968126);
19:13:47.917, 	1, 	1, 	31.8704, 	28.218, 	0, 	-1.249e-14, 	1.216, 	(-1.69683,-1.13312);(0.332535,-2.36369);(0.967412,-1.50677);(1.66546,-1.16375);
19:13:47.943, 	1, 	2, 	27.7606, 	25.6033, 	1, 	-1.249e-14, 	1.52, 	(0.0726425,-0.563168);
19:13:47.957, 	1, 	1, 	29.6187, 	26.3445, 	0, 	-1.249e-14, 	1.216, 	(1.83586,0.430008);(0.306635,2.23864);(-0.585799,1.9649);(-1.59732,1.97259);
19:13:47.977, 	1, 	1, 	30.8427, 	23.5476, 	0, 	-1.249e-14, 	0.912, 	(-1.88104,0.52634);(-1.44092,-1.85459);(-0.531746,-1.83148);(0.313694,-2.41324);
19:13:48.004, 	1, 	2, 	27.4504, 	24.0231, 	1, 	-1.249e-14, 	1.216, 	(-0.417215,0.233615);
19:13:48.017, 	1, 	1, 	31.95, 	29.7895, 	0, 	-1.249e-14, 	0.912, 	(-0.175105,1.97792);(-2.14606,0.837147);(-1.41151,0.0273017);(-1.66067,-0.587844);
19:13:48.037, 	1, 	1, 	28.9384, 	24.8243, 	0, 	-1.249e-14, 	0.912, 	(-0.293411,-1.82885);(2.01258,-1.13165);(2.11195,-0.194565);(2.5003,0.481829);
19:13:48.064, 	1, 	2, 	25.1747, 	26.3029, 	1, 	-1.249e-14, 	1.216, 	(0.906608,-0.494693);
19:13:48.079, 	1, 	1, 	31.9798, 	24.6282, 	0, 	-1.249e-14, 	0.912, 	(-1.69414,-1.07182);(0.274216,-2.38513);(0.730744,-1.39836);(1.47102,-1.49093);
19:13:48.105, 	1, 	2, 	31.5845, 	20.136, 	1, 	-1.249e-14, 	1.216, 	(0.00728734,0.195831);
19:13:48.124, 	0, 	2, 	31.0872, 	20.5592, 	1, 	-1.249e-14, 	1.216, 	(-0.126729,-0.187091);
19:13:48.138, 	1, 	1, 	30.3648, 	24.4816, 	0, 	4, 	0.912, 	(-0.195275,1.73402);(-1.74478,0.853282);(-0.790627,0.116362);(-1.03985,-0.134037);
19:13:48.165, 	1, 	2, 	28.8603, 	25.5196, 	1, 	4, 	1.216, 	(0.502692,0.398125);
19:13:48.185, 	1, 	2, 	19.8498, 	24.6717, 	1, 	4, 	1.52, 	(-0.964798,0.324585);
19:13:48.198, 	1, 	1, 	29.0873, 	21.7882, 	0, 	4, 	1.216, 	(-1.44234,-1.15781);(0.434389,-2.33702);(1.18809,-1.83243);(1.71895,-2.04986);
19:13:48.226, 	1, 	2, 	26.6464, 	26.0322, 	1, 	4, 	1.52, 	(-0.460362,-0.84626);
19:13:48.246, 	1, 	2, 	30.3803, 	25.8702, 	1, 	4, 	1.824, 	(-0.633692,-0.694461);
19:13:48.258, 	1, 	1, 	32.0532, 	26.1775, 	0, 	4, 	1.52, 	(1.86674,-0.778544);(1.92941,1.22053);(0.907065,1.14287);(0.984769,1.51249);
19:13:48.287, 	1, 	2, 	30.3809, 	26.2368, 	1, 	4, 	1.824, 	(-0.808345,-0.203336);
19:13:48.306, 	1, 	2, 	29.0569, 	26.1114, 	1, 	4, 	1.824, 	(-0.181157,0.682192);
19:13:48.319, 	1, 	1, 	31.8372, 	24.5018, 	0, 	4, 	1.824, 	(-1.94114,-0.69604);(-0.633691,-2.2331);(0.0596537,-1.75846);(0.198255,-2.1382);
19:13:48.347, 	1, 	2, 	30.5977, 	20.4706, 	1, 	4, 	2.128, 	(-0.0233078,-0.585541);
19:13:48.360, 	1, 	1, 	31.6135, 	29.2156, 	0, 	4, 	1.824, 	(0.737767,1.90163);(-1.28227,1.89415);(-1.67693,1.30601);(-1.87492,1.55542);
19:13:48.379, 	1, 	1, 	31.494, 	23.2841, 	0, 	4, 	1.52, 	(-1.42253,1.14754);(-1.81722,-0.325821);(-0.780003,-0.298471);(-0.939667,-0.444967);
19:13:48.407, 	1, 	2, 	32.1086, 	22.3922, 	1, 	4, 	1.824, 	(-0.0702994,-0.22188);
