2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	24.4603, 	-60, 	26.1534, 	1, 	1.52
2, 	-0.447628, 	-59, 	4.89701, 	0, 	2.432
2, 	-0.447628, 	-58, 	8.01482, 	0, 	2.128
2, 	-0.447628, 	-57, 	6.37083, 	0, 	1.824
2, 	-0.447628, 	-56, 	5.70342, 	0, 	1.52
2, 	-0.447628, 	-55, 	5.05184, 	0, 	1.216
2, 	-1.34299, 	-54, 	7.0328, 	0, 	0.912
2, 	-1.34299, 	-53, 	5.72685, 	0, 	0.608
2, 	-0.447628, 	-52, 	6.05736, 	0, 	0.304
2, 	-0.447628, 	-51, 	6.26456, 	0, 	-7.10543e-17
2, 	-1.34299, 	-50, 	7.10128, 	0, 	-7.10543e-17
2, 	-1.34299, 	-49, 	7.64219, 	0, 	-7.10543e-17
2, 	-1.34299, 	-48, 	2.35923, 	0, 	-7.10543e-17
2, 	-1.34299, 	-47, 	5.05428, 	0, 	-7.10543e-17
2, 	-2.23869, 	-46, 	2.78389, 	0, 	-7.10543e-17
2, 	-1.34299, 	-45, 	-1.52718, 	0, 	-7.10543e-17
2, 	-1.34299, 	-44, 	2.64745, 	0, 	-7.10543e-17
2, 	-1.34299, 	-43, 	4.10859, 	0, 	-7.10543e-17
2, 	-1.34299, 	-42, 	1.4368, 	0, 	-7.10543e-17
2, 	-1.34299, 	-41, 	1.29185, 	0, 	-7.10543e-17
2, 	32.6198, 	-40, 	3.56809, 	0, 	-7.10543e-17
2, 	-1.34299, 	-39, 	5.78228, 	0, 	-7.10543e-17
2, 	-1.34299, 	-38, 	3.03914, 	0, 	-7.10543e-17
2, 	0.447628, 	-37, 	0.450946, 	0, 	-7.10543e-17
2, 	13.0948, 	-36, 	4.2551, 	0, 	-7.10543e-17
2, 	13.0948, 	-35, 	4.08793, 	0, 	-7.10543e-17
2, 	-0.447628, 	-34, 	-1.44862, 	0, 	-7.10543e-17
2, 	-0.447628, 	-33, 	0.941664, 	0, 	-7.10543e-17
2, 	-30.5182, 	-32, 	2.42907, 	0, 	-7.10543e-17
2, 	-0.447628, 	-31, 	1.94332, 	0, 	-7.10543e-17
2, 	-1.34299, 	-30, 	0.606781, 	0, 	-7.10543e-17
2, 	-1.34299, 	-29, 	3.31927, 	0, 	-7.10543e-17
2, 	4.03194, 	-28, 	3.46366, 	0, 	-7.10543e-17
2, 	4.03194, 	-27, 	5.81831, 	0, 	-7.10543e-17
2, 	3.13493, 	-26, 	2.89981, 	0, 	-7.10543e-17
2, 	4.03194, 	-25, 	4.49263, 	0, 	-7.10543e-17
2, 	4.03194, 	-24, 	3.3057, 	0, 	-7.10543e-17
2, 	-0.447628, 	-23, 	5.59518, 	0, 	-7.10543e-17
2, 	-0.447628, 	-22, 	6.26004, 	0, 	-7.10543e-17
2, 	-1.34299, 	-21, 	2.84194, 	0, 	-7.10543e-17
2, 	-1.34299, 	-20, 	5.57302, 	0, 	-7.10543e-17
2, 	-28.4611, 	-19, 	6.8312, 	0, 	-7.10543e-17
2, 	-28.4611, 	-18, 	6.86816, 	0, 	-7.10543e-17
2, 	-1.34299, 	-17, 	4.70988, 	0, 	-7.10543e-17
2, 	-1.34299, 	-16, 	10.6182, 	0, 	-7.10543e-17
2, 	-1.34299, 	-15, 	12.8526, 	0, 	-7.10543e-17
2, 	0.447628, 	-14, 	13.333, 	0, 	-7.10543e-17
2, 	0.447628, 	-13, 	12.4777, 	0, 	-7.10543e-17
2, 	-0.447628, 	-12, 	11.7767, 	0, 	-7.10543e-17
2, 	-0.447628, 	-11, 	11.5549, 	0, 	-7.10543e-17
2, 	-0.447628, 	-10, 	12.8341, 	0, 	-7.10543e-17
