(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:31:21.857, 	1, 	2, 	24.078, 	26.294, 	1, 	-1.249e-14, 	3.04, 	(0.395879,-0.731764);
17:31:21.877, 	1, 	2, 	26.0979, 	25.9735, 	1, 	-1.249e-14, 	3.04, 	(0.721407,-0.011163);
17:31:21.898, 	1, 	2, 	26.0058, 	25.6065, 	1, 	-1.249e-14, 	3.04, 	(-0.687033,-0.0283218);
17:31:21.922, 	1, 	2, 	25.8394, 	26.718, 	1, 	-1.249e-14, 	3.04, 	(-0.632029,0.408722);
17:31:21.938, 	1, 	2, 	26.4614, 	25.91, 	1, 	-1.249e-14, 	3.04, 	(0.698983,-0.291445);
17:31:21.958, 	1, 	2, 	21.534, 	24.7464, 	1, 	-1.249e-14, 	3.04, 	(-0.531118,-0.591139);
17:31:21.978, 	1, 	2, 	23.8803, 	25.4874, 	1, 	-1.249e-14, 	3.04, 	(0.27448,0.757296);
17:31:21.998, 	1, 	2, 	26.5732, 	26.0711, 	1, 	-1.249e-14, 	3.04, 	(-0.661729,-0.357771);
17:31:22.018, 	1, 	2, 	24.7737, 	26.6544, 	1, 	-1.249e-14, 	3.04, 	(0.746314,0.0267305);
17:31:22.039, 	1, 	2, 	24.0899, 	25.0936, 	1, 	-1.249e-14, 	3.04, 	(0.246849,-0.804888);
17:31:22.059, 	1, 	2, 	25.3301, 	26.0222, 	1, 	-1.249e-14, 	3.04, 	(-0.204091,0.487268);
17:31:22.079, 	1, 	2, 	27.1186, 	25.8839, 	1, 	-1.249e-14, 	3.04, 	(-0.273556,0.709361);
17:31:22.099, 	1, 	2, 	25.9972, 	25.6466, 	1, 	-1.249e-14, 	3.04, 	(0.614843,0.23984);
17:31:22.119, 	1, 	2, 	27.5522, 	25.2735, 	1, 	-1.249e-14, 	3.04, 	(0.346076,-0.414041);
17:31:22.140, 	1, 	2, 	26.7987, 	25.2735, 	1, 	-1.249e-14, 	3.04, 	(0.346076,-0.414041);
17:31:22.160, 	1, 	2, 	22.8432, 	25.0281, 	1, 	-1.249e-14, 	3.04, 	(-0.593867,0.434152);
17:31:22.180, 	1, 	2, 	26.2141, 	25.2973, 	1, 	-1.249e-14, 	3.04, 	(0.675635,0.31449);
17:31:22.200, 	1, 	2, 	19.7641, 	22.4159, 	1, 	-1.249e-14, 	3.04, 	(0.393239,-0.57604);
17:31:22.220, 	1, 	2, 	27.4952, 	25.7612, 	1, 	-1.249e-14, 	3.04, 	(0.440673,0.57525);
17:31:22.240, 	1, 	2, 	25.4479, 	25.7575, 	1, 	-1.249e-14, 	3.04, 	(0.309544,0.796019);
17:31:22.260, 	1, 	2, 	19.1667, 	24.0171, 	1, 	-1.249e-14, 	3.04, 	(-0.236777,0.752622);
17:31:22.280, 	1, 	2, 	22.1903, 	24.6451, 	1, 	-1.249e-14, 	3.04, 	(-0.771969,0.416955);
17:31:22.301, 	1, 	2, 	24.7091, 	26.3244, 	1, 	-1.249e-14, 	3.04, 	(0.35244,-0.67529);
17:31:22.321, 	1, 	2, 	26.5209, 	25.4107, 	1, 	-1.249e-14, 	3.04, 	(-0.536333,0.497551);
17:31:22.341, 	1, 	2, 	21.0104, 	23.8204, 	1, 	-1.249e-14, 	3.04, 	(0.482785,-0.575938);
17:31:22.361, 	1, 	2, 	24.8349, 	25.1807, 	1, 	-1.249e-14, 	3.04, 	(0.864248,-0.0115582);
17:31:22.382, 	1, 	2, 	26.8187, 	25.802, 	1, 	-1.249e-14, 	3.04, 	(0.749382,0.390335);
17:31:22.401, 	1, 	2, 	19.9183, 	24.2088, 	1, 	-1.249e-14, 	3.04, 	(-0.792798,0.362557);
17:31:22.422, 	1, 	2, 	23.4296, 	25.6457, 	1, 	-1.249e-14, 	3.04, 	(-0.945039,0.0746763);
17:31:22.442, 	1, 	2, 	27.1999, 	25.8514, 	1, 	-1.249e-14, 	3.04, 	(-0.817542,-0.430258);
17:31:22.462, 	1, 	2, 	28.4544, 	25.63, 	1, 	-1.249e-14, 	3.04, 	(-0.131054,-0.600205);
17:31:22.482, 	1, 	2, 	24.0992, 	26.114, 	1, 	-1.249e-14, 	3.04, 	(0.7431,0.272639);
17:31:22.502, 	1, 	2, 	27.1811, 	25.6302, 	1, 	-1.249e-14, 	3.04, 	(0.402021,0.660016);
17:31:22.522, 	1, 	2, 	19.9366, 	22.7344, 	1, 	-1.249e-14, 	3.04, 	(-0.606808,0.377542);
17:31:22.543, 	1, 	2, 	26.6065, 	24.8687, 	1, 	-1.249e-14, 	3.04, 	(0.507648,-0.143897);
17:31:22.562, 	1, 	2, 	27.4282, 	25.6805, 	1, 	-1.249e-14, 	3.04, 	(-0.412373,-0.406515);
17:31:22.583, 	1, 	2, 	28.3454, 	26.5139, 	1, 	-1.249e-14, 	3.04, 	(0.179237,0.758061);
17:31:22.603, 	1, 	2, 	29.9449, 	26.2528, 	1, 	-1.249e-14, 	3.04, 	(0.430744,-0.697398);
17:31:22.623, 	1, 	2, 	26.2389, 	24.1723, 	1, 	-1.249e-14, 	3.04, 	(0.430771,0.409331);
17:31:22.644, 	1, 	2, 	18.7642, 	22.4575, 	1, 	-1.249e-14, 	3.04, 	(0.527338,0.250542);
17:31:22.664, 	1, 	2, 	28.6191, 	24.6077, 	1, 	-1.249e-14, 	3.04, 	(-0.414868,0.247546);
17:31:22.684, 	1, 	2, 	25.4442, 	26.9276, 	1, 	-1.249e-14, 	3.04, 	(0.894453,0.333633);
17:31:22.703, 	1, 	2, 	27.3486, 	21.6464, 	1, 	-1.249e-14, 	3.04, 	(-0.239886,-0.414792);
17:31:22.730, 	1, 	2, 	21.2318, 	24.7713, 	1, 	-1.249e-14, 	3.04, 	(0.120458,-0.902236);
17:31:22.744, 	1, 	2, 	25.51, 	26.0843, 	1, 	-1.249e-14, 	3.04, 	(-0.907454,-0.294392);
17:31:22.764, 	1, 	2, 	28.1526, 	25.6433, 	1, 	-1.249e-14, 	3.04, 	(-0.41636,0.416573);
17:31:22.784, 	1, 	2, 	29.0871, 	26.4134, 	1, 	-1.249e-14, 	3.04, 	(-0.688866,0.493902);
17:31:22.804, 	1, 	2, 	24.0695, 	25.3362, 	1, 	-1.249e-14, 	3.04, 	(0.428141,0.73914);
17:31:22.830, 	1, 	2, 	27.9785, 	25.8341, 	1, 	-1.249e-14, 	3.04, 	(-0.561219,-0.163538);
17:31:22.844, 	1, 	2, 	29.8314, 	26.0056, 	1, 	-1.249e-14, 	3.04, 	(0.0481704,0.837411);
17:31:22.865, 	1, 	2, 	23.1958, 	25.3116, 	1, 	-1.249e-14, 	3.04, 	(-0.820236,-0.186716);
17:31:22.885, 	1, 	2, 	27.1, 	26.1895, 	1, 	-1.249e-14, 	3.04, 	(0.541352,0.17701);
17:31:22.905, 	1, 	2, 	29.8833, 	26.7145, 	1, 	-1.249e-14, 	3.04, 	(-0.72578,-0.258838);
17:31:22.929, 	1, 	2, 	28.4974, 	25.3937, 	1, 	-1.249e-14, 	3.04, 	(-0.524548,-0.364155);
17:31:22.945, 	1, 	2, 	28.1779, 	26.0262, 	1, 	-1.249e-14, 	3.04, 	(-0.590495,0.140006);
17:31:22.966, 	1, 	2, 	19.0171, 	22.5218, 	1, 	-1.249e-14, 	3.04, 	(0.860989,-0.096583);
17:31:22.986, 	1, 	2, 	30.0029, 	26.3401, 	1, 	-1.249e-14, 	3.04, 	(-0.0451606,0.816338);
17:31:23.006, 	1, 	2, 	29.1572, 	14.5165, 	1, 	-1.249e-14, 	3.04, 	(-0.0519602,-0.189098);
17:31:23.026, 	1, 	2, 	29.5055, 	18.8414, 	1, 	-1.249e-14, 	3.04, 	(0.133331,0.512739);
17:31:23.046, 	1, 	2, 	21.3522, 	25.0712, 	1, 	-1.249e-14, 	3.04, 	(0.89252,-0.215601);
17:31:23.066, 	1, 	2, 	24.7988, 	25.6065, 	1, 	-1.249e-14, 	3.04, 	(0.604856,0.599609);
17:31:23.087, 	1, 	2, 	28.1652, 	25.8975, 	1, 	-1.249e-14, 	3.04, 	(0.332172,0.302155);
17:31:23.107, 	1, 	2, 	31.1632, 	25.6097, 	1, 	-1.249e-14, 	3.04, 	(-0.101997,0.659956);
17:31:23.127, 	1, 	2, 	28.8481, 	25.1492, 	1, 	-1.249e-14, 	3.04, 	(-0.298895,0.641973);
17:31:23.147, 	1, 	2, 	28.6871, 	25.5205, 	1, 	-1.249e-14, 	3.04, 	(-0.270516,-0.586287);
17:31:23.167, 	1, 	2, 	30.7538, 	26.4975, 	1, 	-1.249e-14, 	3.04, 	(-0.608509,-0.708646);
17:31:23.187, 	1, 	2, 	29.2086, 	21.9201, 	1, 	-1.249e-14, 	3.04, 	(0.559001,-0.350145);
17:31:23.208, 	1, 	2, 	28.1111, 	26.0196, 	1, 	-1.249e-14, 	3.04, 	(0.128848,0.991444);
17:31:23.228, 	1, 	2, 	20.2184, 	22.6784, 	1, 	-1.249e-14, 	3.04, 	(0.764487,0.506852);
17:31:23.248, 	1, 	2, 	22.8327, 	25.1663, 	1, 	-1.249e-14, 	3.04, 	(0.920237,0.269752);
17:31:23.268, 	1, 	2, 	30.1074, 	25.8925, 	1, 	-1.249e-14, 	3.04, 	(-0.493458,0.484194);
17:31:23.288, 	1, 	2, 	30.4764, 	27.1782, 	1, 	-1.249e-14, 	3.04, 	(0.198869,0.939074);
17:31:23.308, 	1, 	2, 	22.3279, 	25.1539, 	1, 	-1.249e-14, 	3.04, 	(-0.452618,-0.911815);
17:31:23.329, 	1, 	2, 	26.9218, 	25.8285, 	1, 	-1.249e-14, 	3.04, 	(-0.430635,0.722702);
17:31:23.348, 	1, 	2, 	30.6408, 	26.3873, 	1, 	-1.249e-14, 	3.04, 	(0.869409,-0.446675);
17:31:23.369, 	1, 	2, 	21.4905, 	24.8025, 	1, 	-1.249e-14, 	3.04, 	(0.514505,0.828707);
17:31:23.389, 	1, 	2, 	29.0908, 	22.8625, 	1, 	-1.249e-14, 	3.04, 	(0.0435234,-0.0526405);
17:31:23.413, 	1, 	2, 	28.5544, 	22.29, 	1, 	-1.249e-14, 	3.04, 	(-0.0598966,0.0331683);
17:31:23.430, 	1, 	2, 	22.3872, 	20.0073, 	1, 	-1.249e-14, 	3.04, 	(0.0305691,-0.328245);
17:31:23.449, 	1, 	2, 	29.5056, 	23.144, 	1, 	-1.249e-14, 	3.04, 	(0.035392,-0.0603305);
17:31:23.470, 	1, 	2, 	28.7928, 	25.6667, 	1, 	-1.249e-14, 	3.04, 	(0.602202,0.393918);
17:31:23.489, 	1, 	2, 	20.5219, 	22.511, 	1, 	-1.249e-14, 	3.04, 	(0.576569,-0.403296);
17:31:23.510, 	1, 	2, 	29.7018, 	24.7205, 	1, 	-1.249e-14, 	3.04, 	(0.325181,-0.650762);
