2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-52.098, 	-60, 	17.3519, 	1, 	3.04
2, 	-52.098, 	-60, 	16.2057, 	1, 	3.04
2, 	-52.098, 	-60, 	13.3372, 	1, 	3.04
2, 	-52.098, 	-60, 	13.1487, 	1, 	3.04
2, 	-52.098, 	-60, 	17.8583, 	1, 	3.04
2, 	-52.098, 	-60, 	14.579, 	1, 	3.04
2, 	-52.098, 	-60, 	16.4344, 	1, 	3.04
2, 	-52.098, 	-60, 	13.1873, 	1, 	3.04
2, 	-52.098, 	-60, 	16.6399, 	1, 	3.04
2, 	-52.098, 	-60, 	15.5487, 	1, 	3.04
2, 	-52.098, 	-59, 	17.0889, 	1, 	3.04
2, 	-52.098, 	-59, 	13.7464, 	1, 	3.04
2, 	-52.098, 	-59, 	16.5653, 	1, 	3.04
2, 	-52.098, 	-59, 	14.4482, 	1, 	3.04
2, 	-52.098, 	-59, 	14.0846, 	1, 	3.04
2, 	-52.098, 	-59, 	15.3288, 	1, 	3.04
2, 	-52.098, 	-59, 	15.4974, 	1, 	3.04
2, 	-52.098, 	-59, 	12.4678, 	1, 	3.04
2, 	-52.098, 	-59, 	17.3691, 	1, 	3.04
2, 	-52.098, 	-59, 	17.3535, 	1, 	3.04
2, 	-52.098, 	-58, 	13.8081, 	1, 	2.736
2, 	-52.098, 	-58, 	13.3993, 	1, 	2.736
2, 	-52.098, 	-58, 	16.5851, 	1, 	2.736
2, 	-52.098, 	-58, 	14.2924, 	1, 	2.736
2, 	-52.098, 	-58, 	16.3884, 	1, 	2.736
2, 	-52.098, 	-58, 	15.1617, 	1, 	2.736
2, 	-52.098, 	-58, 	12.9305, 	1, 	2.736
2, 	-52.098, 	-58, 	17.161, 	1, 	2.736
2, 	-52.098, 	-58, 	14.3355, 	1, 	2.736
2, 	-52.098, 	-58, 	15.8945, 	1, 	3.04
2, 	-52.098, 	-57, 	16.25, 	1, 	3.04
2, 	-52.098, 	-57, 	17.2531, 	1, 	3.04
2, 	-52.098, 	-57, 	13.8068, 	1, 	3.04
2, 	-52.098, 	-57, 	15.3406, 	1, 	3.04
