(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:03.738, 	1, 	2, 	29.9061, 	21.1041, 	1, 	-1.38778e-15, 	3.04, 	(0.0166795,-0.0756538);
15:42:03.770, 	1, 	2, 	29.8949, 	22.2051, 	1, 	-1.38778e-15, 	3.04, 	(-0.0507128,0.124403);
15:42:03.779, 	1, 	2, 	22.2475, 	19.594, 	1, 	-1.38778e-15, 	3.04, 	(0.322817,-0.0189313);
15:42:03.799, 	1, 	2, 	30.1465, 	23.0806, 	1, 	-1.38778e-15, 	3.04, 	(-0.175367,0.022743);
15:42:03.819, 	1, 	2, 	30.4186, 	22.417, 	1, 	-1.38778e-15, 	3.04, 	(0.179371,-0.0347076);
15:42:03.839, 	1, 	2, 	32.0553, 	23.2195, 	1, 	-1.38778e-15, 	3.04, 	(0.159025,0.217317);
15:42:03.870, 	1, 	2, 	24.8132, 	20.5841, 	1, 	-1.38778e-15, 	3.04, 	(0.126414,-0.360087);
15:42:03.879, 	1, 	2, 	29.9337, 	23.0673, 	1, 	-1.38778e-15, 	3.04, 	(-0.205974,-0.0511037);
15:42:03.899, 	1, 	2, 	32.8014, 	23.0307, 	1, 	-1.38778e-15, 	3.04, 	(0.319663,-0.140732);
15:42:03.920, 	1, 	2, 	23.8005, 	21.7124, 	1, 	-1.38778e-15, 	3.04, 	(-0.380676,-0.249848);
15:42:03.940, 	1, 	2, 	29.882, 	24.1335, 	1, 	-1.38778e-15, 	3.04, 	(0.0898073,-0.285078);
15:42:03.971, 	1, 	2, 	32.7564, 	22.8166, 	1, 	-1.38778e-15, 	3.04, 	(0.0224471,-0.149589);
15:42:03.980, 	0, 	2, 	31.4977, 	13.0109, 	1, 	-1.38778e-15, 	3.04, 	(0.0530228,0.0201309);
15:42:04.000, 	1, 	2, 	29.4206, 	21.1476, 	1, 	4, 	2.736, 	(-0.188606,0.130376);
15:42:04.014, 	1, 	1, 	32.6033, 	24.1761, 	0, 	4, 	2.432, 	(0.799842,-1.69289);(1.2001,-1.72676);(0.353489,-1.49593);(-0.759872,-1.73815);
15:42:04.041, 	1, 	2, 	21.8399, 	21.3174, 	1, 	4, 	2.432, 	(-0.255851,0.176137);
15:42:04.070, 	1, 	2, 	29.4089, 	25.4606, 	1, 	4, 	2.432, 	(-0.285082,0.270534);
15:42:04.081, 	1, 	2, 	29.1935, 	19.6606, 	1, 	4, 	2.432, 	(-0.0369338,-0.174013);
15:42:04.101, 	1, 	2, 	20.991, 	18.0481, 	1, 	4, 	2.432, 	(-0.207184,0.0773877);
