(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);
 NEW RECORD - 10-11-2023 16:08:26time, CRC, type, snr, data_snr, data_CRC, per_val, Throughput
16:08:26.410, 	1, 	1, 	14.2645, 	14.4659, 	0, 	0, 	0, 	(-0.0954441,0.224772);(-0.32529,-0.214153);(-0.0777919,-0.223713);(0.12134,-0.101863);
16:08:42.544, 	1, 	2, 	19.5149, 	16.5916, 	1, 	0, 	1.52, 	(-0.0015702,0.0779602);
16:08:42.593, 	0, 	2, 	19.2517, 	17.0401, 	1, 	0, 	1.52, 	(0.0153217,-0.0658429);
16:08:42.634, 	1, 	1, 	14.6189, 	12.4715, 	0, 	25, 	0.76, 	(-0.217571,0.395836);(-0.092843,-0.677573);(0.646768,-0.480218);(0.831819,0.379344);
16:08:42.693, 	1, 	2, 	21.4274, 	21.6364, 	1, 	20, 	1.216, 	(-0.378703,-0.0705599);
16:08:42.744, 	1, 	2, 	18.8561, 	21.0194, 	1, 	16.6667, 	1.52, 	(0.0336145,-0.30808);
16:08:42.794, 	1, 	2, 	14.5186, 	20.8239, 	1, 	14.2857, 	1.73714, 	(-0.0721723,-0.361893);
16:08:42.835, 	0, 	2, 	18.1953, 	13.4882, 	1, 	14.2857, 	1.73714, 	(-0.0866044,0.0133776);
16:08:42.887, 	0, 	1, 	9.61326, 	-1.3926, 	0, 	25, 	1.52, 	(-0.279624,-0.120691);(0.05508,0.0359955);(-0.327359,0.440614);(-0.963474,0.055344);
16:08:42.935, 	0, 	1, 	14.9075, 	13.1086, 	0, 	33.3333, 	1.35111, 	(-0.0802235,-0.116622);(0.377868,-0.133379);(0.387372,0.0687029);(0.238373,0.417911);
16:08:42.984, 	0, 	1, 	11.2247, 	10.5183, 	0, 	40, 	1.216, 	(-0.214132,-0.124308);(0.251753,-0.0986126);(0.2372,0.0957014);(-0.0172756,0.197086);
16:08:43.037, 	0, 	1, 	11.1586, 	-1.45668, 	0, 	45.4545, 	1.216, 	(-0.170381,0.0838773);(-0.104168,-0.0138144);(-0.295656,0.0752319);(-0.522088,-0.162243);
16:08:43.085, 	1, 	1, 	10.816, 	12.7005, 	0, 	46.1538, 	0.912, 	(-0.0104382,0.101365);(-0.152346,0.157901);(-0.50192,0.170508);(-0.606947,-0.241184);
16:08:43.137, 	0, 	2, 	15.9245, 	13.8456, 	0, 	46.1538, 	0.912, 	(-0.0816203,-0.0335292);
16:08:43.185, 	1, 	1, 	15.2516, 	15.4912, 	0, 	46.6667, 	0.608, 	(0.31644,-0.230381);(0.253256,0.305696);(0.0253312,0.186568);(-0.0272,0.0673295);
16:08:43.238, 	0, 	2, 	11.7305, 	7.49408, 	0, 	46.6667, 	0.608, 	(-0.0267095,0.0310512);
16:08:43.335, 	1, 	1, 	17.3564, 	11.7783, 	0, 	47.0588, 	2.13163e-16, 	(-0.118109,0.267172);(-0.306625,0.13433);(-0.221224,0.00555902);(-0.100129,-0.0242015);
16:08:43.388, 	0, 	2, 	12.2268, 	11.7661, 	0, 	47.0588, 	2.13163e-16, 	(0.038631,-0.0490507);
16:08:43.637, 	0, 	1, 	9.48277, 	-0.495361, 	0, 	50, 	2.13163e-16, 	(-0.0470473,0.0170868);(-0.0989214,0.0485138);(0.0753821,0.0675338);(-0.0632641,0.130338);
16:08:43.686, 	0, 	1, 	10.0593, 	5.10372, 	0, 	52.6316, 	2.13163e-16, 	(0.119525,-0.0740959);(0.132737,0.0933128);(0.0511064,0.0657808);(0.027553,0.112267);
16:08:43.736, 	0, 	1, 	10.5023, 	14.2971, 	0, 	55, 	2.13163e-16, 	(-0.113515,-0.0030228);(-0.0267345,-0.146814);(0.0666876,-0.118767);(0.0809166,0.0100271);
16:08:43.837, 	0, 	1, 	9.22857, 	6.13081, 	0, 	57.1429, 	2.13163e-16, 	(0.102169,-0.0781956);(0.0744135,-0.0301057);(0.0434943,0.0115942);(-0.0448152,-0.0952228);
16:08:43.987, 	1, 	1, 	10.4438, 	12.5206, 	0, 	56.5217, 	2.13163e-16, 	(0.113584,0.000181638);(0.0504103,0.112496);(0.0156485,0.0992785);(0.0437822,0.104154);
16:08:44.043, 	0, 	2, 	11.7557, 	10.7221, 	0, 	56.5217, 	2.13163e-16, 	(-0.0522559,-0.049954);
16:08:44.087, 	1, 	1, 	12.1483, 	8.29191, 	0, 	56, 	2.13163e-16, 	(-0.0349858,0.0938904);(-0.254154,-0.00704483);(-0.201463,-0.00111171);(-0.2509,-0.105411);
16:08:44.145, 	0, 	2, 	17.5894, 	8.29191, 	0, 	56, 	2.13163e-16, 	(-0.0349858,0.0938904);(-0.254154,-0.00704483);(-0.201463,-0.00111171);(-0.2509,-0.105411);
16:08:44.191, 	0, 	1, 	15.583, 	-0.824801, 	0, 	60, 	2.13163e-16, 	(-0.156177,-0.0174758);(-0.299477,-0.187585);(-0.146153,-0.193248);(-0.169593,-0.0997256);
