2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	10.3516, 	-60, 	26.1534, 	1, 	1.52
2, 	10.3516, 	26, 	0, 	0, 	1.52
2, 	17.7394, 	17, 	14.2824, 	1, 	2.736
2, 	17.7394, 	17, 	14.8895, 	1, 	2.736
2, 	31.5631, 	17, 	14.8675, 	0, 	2.736
2, 	31.5631, 	23, 	14.382, 	0, 	2.432
1, 	31.5631, 	23, 	13.3043, 	1, 	1.824
2, 	32.6198, 	23, 	16.1449, 	1, 	1.824
2, 	32.6198, 	15, 	16.6583, 	1, 	1.824
2, 	26.4433, 	6, 	12.6627, 	0, 	1.824
2, 	-0.447628, 	6, 	11.5248, 	0, 	1.52
1, 	-0.447628, 	-38, 	14.1467, 	1, 	1.216
2, 	-2.23869, 	20, 	6.88617, 	0, 	1.216
2, 	-2.23869, 	20, 	17.4908, 	1, 	1.216
1, 	-2.23869, 	20, 	8.00406, 	0, 	1.216
1, 	-0.447628, 	20, 	11.7415, 	1, 	1.216
2, 	-0.447628, 	-38, 	8.95575, 	0, 	1.216
2, 	-40.4239, 	-31, 	7.92179, 	0, 	0.912
1, 	-40.4239, 	-42, 	14.9616, 	1, 	0.304
1, 	-40.4239, 	-42, 	12.5861, 	1, 	0.304
2, 	0.447628, 	-42, 	9.00782, 	0, 	0.304
2, 	0.447628, 	-41, 	8.70188, 	0, 	0.304
1, 	0.447628, 	31, 	16.7015, 	0, 	0.304
1, 	0.447628, 	31, 	15.0382, 	1, 	-7.10543e-17
2, 	0.447628, 	31, 	18.0754, 	1, 	0.304
2, 	-1.34299, 	31, 	19.3912, 	1, 	0.608
2, 	-1.34299, 	28, 	19.242, 	1, 	0.912
2, 	-0.447628, 	28, 	15.7428, 	1, 	1.216
2, 	-0.447628, 	31, 	19.7237, 	1, 	1.52
2, 	-1.34299, 	31, 	20.013, 	1, 	1.824
2, 	-1.34299, 	28, 	19.8727, 	1, 	2.128
2, 	20.5829, 	28, 	20.0537, 	1, 	2.432
2, 	20.5829, 	27, 	20.2298, 	1, 	2.736
2, 	18.6818, 	27, 	19.8989, 	1, 	3.04
2, 	18.6818, 	33, 	21.3099, 	1, 	3.04
2, 	18.6818, 	33, 	19.7933, 	1, 	3.04
2, 	18.6818, 	33, 	21.5006, 	1, 	3.04
2, 	18.6818, 	33, 	20.0784, 	1, 	3.04
2, 	18.6818, 	33, 	20.5774, 	1, 	3.04
2, 	16.8018, 	33, 	14.8089, 	1, 	3.04
2, 	16.8018, 	21, 	20.642, 	1, 	3.04
2, 	18.6818, 	21, 	20.4162, 	1, 	3.04
2, 	18.6818, 	33, 	20.8129, 	1, 	3.04
2, 	19.6296, 	39, 	22.1084, 	1, 	3.04
2, 	18.6818, 	39, 	20.7585, 	1, 	3.04
2, 	18.6818, 	33, 	20.9883, 	1, 	3.04
2, 	17.7394, 	33, 	21.2321, 	1, 	3.04
2, 	17.7394, 	17, 	21.0385, 	1, 	3.04
2, 	17.7394, 	17, 	21.9628, 	1, 	3.04
2, 	17.7394, 	17, 	21.1197, 	1, 	3.04
2, 	17.7394, 	17, 	21.9929, 	1, 	3.04
2, 	17.7394, 	17, 	21.155, 	1, 	3.04
2, 	14.9403, 	17, 	22.1218, 	1, 	3.04
2, 	14.9403, 	17, 	22.0185, 	1, 	3.04
2, 	14.9403, 	17, 	22.4122, 	1, 	3.04
2, 	14.9403, 	17, 	23.4246, 	1, 	3.04
2, 	14.9403, 	17, 	22.5955, 	1, 	3.04
2, 	14.9403, 	17, 	22.5955, 	1, 	3.04
2, 	14.9403, 	17, 	23.4707, 	1, 	3.04
2, 	14.9403, 	17, 	23.6612, 	1, 	3.04
2, 	14.9403, 	17, 	23.3305, 	1, 	3.04
2, 	14.9403, 	17, 	23.0905, 	1, 	3.04
2, 	14.9403, 	17, 	22.84, 	1, 	3.04
2, 	14.9403, 	17, 	21.3804, 	1, 	3.04
2, 	14.9403, 	17, 	23.1729, 	1, 	3.04
2, 	14.0157, 	-5, 	23.243, 	1, 	3.04
2, 	14.0157, 	-5, 	16.7038, 	1, 	3.04
2, 	13.0948, 	-5, 	16.4732, 	1, 	3.04
2, 	13.0948, 	29, 	15.007, 	0, 	3.04
2, 	15.8689, 	29, 	25.5144, 	1, 	2.736
2, 	15.8689, 	5, 	22.1839, 	1, 	2.736
2, 	14.9403, 	5, 	21.4811, 	1, 	2.736
2, 	14.9403, 	17, 	22.2838, 	1, 	2.736
2, 	14.9403, 	17, 	24.402, 	1, 	2.736
2, 	14.9403, 	17, 	24.0486, 	1, 	2.736
2, 	11.263, 	17, 	24.6052, 	1, 	2.736
2, 	11.263, 	-57, 	14.5084, 	0, 	2.736
2, 	11.263, 	-57, 	17.3811, 	1, 	2.432
1, 	11.263, 	-57, 	17.3022, 	1, 	2.432
2, 	10.3516, 	-57, 	17.283, 	1, 	2.432
2, 	10.3516, 	26, 	24.3429, 	1, 	2.432
2, 	11.263, 	26, 	23.1591, 	1, 	2.432
2, 	11.263, 	-57, 	17.6774, 	1, 	2.432
2, 	11.263, 	-57, 	18.7526, 	1, 	2.432
2, 	9.44278, 	-57, 	16.4663, 	1, 	2.432
2, 	9.44278, 	-18, 	18.2616, 	1, 	2.432
2, 	13.0948, 	-18, 	18.2616, 	1, 	2.736
2, 	13.0948, 	29, 	23.5364, 	1, 	2.736
2, 	9.44278, 	29, 	25.052, 	1, 	3.04
2, 	9.44278, 	-18, 	25.1139, 	1, 	3.04
2, 	10.3516, 	-18, 	18.9779, 	1, 	3.04
2, 	10.3516, 	26, 	23.7591, 	1, 	3.04
2, 	11.263, 	26, 	24.7175, 	1, 	3.04
2, 	11.263, 	-57, 	25.628, 	1, 	3.04
2, 	25.4477, 	-57, 	17.771, 	1, 	3.04
2, 	25.4477, 	32, 	19.1528, 	1, 	3.04
2, 	31.5631, 	32, 	24.2263, 	1, 	3.04
2, 	31.5631, 	23, 	24.9834, 	1, 	3.04
2, 	15.8689, 	23, 	25.0603, 	1, 	3.04
2, 	15.8689, 	5, 	25.1771, 	1, 	3.04
2, 	13.0948, 	5, 	25.2143, 	1, 	3.04
2, 	13.0948, 	29, 	21.5988, 	1, 	3.04
2, 	30.5182, 	29, 	23.6882, 	1, 	3.04
2, 	30.5182, 	7, 	24.2221, 	1, 	3.04
2, 	19.6296, 	7, 	23.3187, 	1, 	3.04
2, 	19.6296, 	39, 	21.9415, 	1, 	3.04
2, 	27.4476, 	39, 	18.9515, 	1, 	3.04
2, 	27.4476, 	21, 	19.514, 	1, 	3.04
2, 	25.4477, 	21, 	24.0435, 	1, 	3.04
2, 	25.4477, 	32, 	22.3923, 	1, 	3.04
2, 	25.4477, 	32, 	21.995, 	1, 	3.04
2, 	25.4477, 	32, 	21.6207, 	1, 	3.04
2, 	21.5423, 	32, 	22.2786, 	1, 	3.04
2, 	21.5423, 	22, 	23.0361, 	1, 	3.04
2, 	24.4603, 	22, 	22.8253, 	1, 	3.04
2, 	24.4603, 	48, 	21.237, 	1, 	3.04
2, 	21.5423, 	22, 	11.8264, 	0, 	3.04
2, 	21.5423, 	22, 	21.2972, 	1, 	2.736
1, 	21.5423, 	22, 	23.5747, 	1, 	2.432
2, 	23.4805, 	22, 	20.672, 	1, 	2.432
2, 	23.4805, 	21, 	14.331, 	1, 	2.432
2, 	25.4477, 	21, 	19.5001, 	1, 	2.432
2, 	25.4477, 	32, 	16.8595, 	1, 	2.432
2, 	21.5423, 	32, 	16.026, 	1, 	2.432
2, 	21.5423, 	22, 	14.1845, 	0, 	2.432
2, 	19.6296, 	22, 	19.8746, 	1, 	2.128
1, 	19.6296, 	39, 	18.6176, 	1, 	2.128
2, 	39.2579, 	39, 	12.6461, 	0, 	2.128
2, 	39.2579, 	40, 	12.3464, 	0, 	1.824
1, 	39.2579, 	40, 	18.0279, 	1, 	1.52
2, 	14.0157, 	40, 	10.1692, 	0, 	1.52
2, 	14.0157, 	-5, 	15.4824, 	0, 	1.216
1, 	14.0157, 	-5, 	13.3907, 	1, 	0.608
2, 	23.4805, 	-5, 	12.1997, 	0, 	0.608
2, 	23.4805, 	21, 	12.8332, 	0, 	0.304
1, 	23.4805, 	21, 	20.3594, 	1, 	-7.10543e-17
1, 	20.5829, 	27, 	18.2604, 	1, 	-7.10543e-17
