(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);17:26:20.244, 	0, 	1, 	11.2382, 	16.0568, 	1, 	9.71445e-15, 	3.04, 	(-0.10798,-0.0961942);(0.295806,-0.0126096);(0.0537458,0.306816);(-0.385658,0.10622);
17:26:35.743, 	1, 	2, 	13.5067, 	17.7893, 	1, 	4, 	2.736, 	(0.143685,-0.136314);
17:26:36.086, 	1, 	2, 	20.8185, 	22.9916, 	1, 	4, 	3.04, 	(-0.00881107,-0.236902);
17:26:36.105, 	1, 	2, 	22.8045, 	23.343, 	1, 	4, 	3.04, 	(-0.00110705,0.388248);
17:26:36.126, 	1, 	2, 	19.8467, 	22.8242, 	1, 	4, 	3.04, 	(0.0230062,0.447536);
17:26:36.147, 	1, 	2, 	22.6458, 	23.4644, 	1, 	4, 	3.04, 	(-0.0577946,0.307136);
17:26:36.166, 	1, 	2, 	24.7445, 	23.1754, 	1, 	4, 	3.04, 	(0.380022,0.288713);
17:26:36.186, 	1, 	2, 	20.4803, 	23.9999, 	1, 	4, 	3.04, 	(-0.233766,-0.519375);
17:26:36.206, 	1, 	2, 	24.8701, 	25.9148, 	1, 	4, 	3.04, 	(0.487175,-0.0830036);
17:26:36.226, 	1, 	2, 	25.8712, 	24.6628, 	1, 	9.71445e-15, 	3.04, 	(0.301075,0.0887409);
17:26:36.247, 	1, 	2, 	28.9024, 	24.0314, 	1, 	9.71445e-15, 	3.04, 	(0.400084,0.267569);
17:26:36.267, 	1, 	2, 	22.372, 	21.7184, 	1, 	9.71445e-15, 	3.04, 	(0.357825,-0.157067);
17:26:36.287, 	1, 	2, 	26.9211, 	24.0744, 	1, 	9.71445e-15, 	3.04, 	(-0.2511,-0.116799);
17:26:36.307, 	1, 	2, 	19.3136, 	23.3746, 	1, 	9.71445e-15, 	3.04, 	(-0.296238,0.306873);
17:26:36.327, 	1, 	2, 	21.7079, 	22.9895, 	1, 	9.71445e-15, 	3.04, 	(-0.143227,-0.378048);
17:26:36.348, 	1, 	2, 	25.1942, 	24.8543, 	1, 	9.71445e-15, 	3.04, 	(-0.178247,-0.484066);
17:26:36.368, 	1, 	2, 	23.871, 	25.591, 	1, 	9.71445e-15, 	3.04, 	(0.145888,0.580249);
17:26:36.388, 	1, 	2, 	25.5519, 	23.7845, 	1, 	9.71445e-15, 	3.04, 	(-0.125618,-0.397783);
17:26:36.408, 	1, 	2, 	20.511, 	22.2819, 	1, 	9.71445e-15, 	3.04, 	(0.3504,-0.234666);
17:26:36.428, 	1, 	2, 	22.9343, 	22.8945, 	1, 	9.71445e-15, 	3.04, 	(0.261756,0.148809);
17:26:36.449, 	1, 	2, 	21.8805, 	23.3611, 	1, 	9.71445e-15, 	3.04, 	(-0.00834499,0.370702);
17:26:36.468, 	1, 	2, 	19.4702, 	20.761, 	1, 	9.71445e-15, 	3.04, 	(-0.0139497,0.344591);
17:26:36.488, 	1, 	2, 	18.3846, 	21.0662, 	1, 	9.71445e-15, 	3.04, 	(-0.179161,-0.249278);
17:26:36.509, 	1, 	2, 	18.1608, 	16.0001, 	1, 	9.71445e-15, 	3.04, 	(0.0673923,0.0943291);
17:26:36.529, 	1, 	2, 	18.1288, 	14.9063, 	1, 	9.71445e-15, 	3.04, 	(-0.0412008,0.121657);
17:26:36.549, 	1, 	2, 	17.0055, 	15.2509, 	1, 	9.71445e-15, 	3.04, 	(-0.124346,-0.0724642);
17:26:36.569, 	1, 	2, 	16.9931, 	15.735, 	1, 	9.71445e-15, 	3.04, 	(-0.0798238,0.0507297);
17:26:36.589, 	1, 	2, 	17.8464, 	17.3077, 	1, 	9.71445e-15, 	3.04, 	(0.110195,-0.0213034);
17:26:36.610, 	0, 	2, 	12.7517, 	12.1242, 	1, 	9.71445e-15, 	3.04, 	(0.0690354,0.012182);
17:26:36.629, 	0, 	2, 	14.5608, 	11.9161, 	0, 	4, 	2.736, 	(0.078375,-0.00927542);
17:26:36.640, 	0, 	1, 	14.806, 	12.8595, 	0, 	8, 	2.432, 	(-0.223497,-0.123076);(0.0634035,-0.241011);(0.125142,-0.0709148);(0.193565,-0.0215217);
17:26:36.665, 	0, 	1, 	14.2932, 	0.592168, 	0, 	12, 	2.128, 	(0.263913,-0.0664239);(0.358797,0.0721193);(0.139822,0.124841);(0.181861,0.177214);
17:26:36.682, 	0, 	1, 	11.5448, 	-0.619006, 	0, 	16, 	1.824, 	(0.0960921,0.139524);(-0.243461,0.171351);(-0.0981803,0.0837915);(-0.241324,0.0630756);
17:26:36.701, 	1, 	1, 	16.9473, 	15.8161, 	0, 	20, 	1.216, 	(-0.018697,0.200273);(-0.288919,0.132417);(-0.133629,0.0559233);(-0.148461,-0.0152985);
17:26:36.732, 	0, 	2, 	8.45055, 	3.23475, 	0, 	20, 	1.216, 	(-0.0545514,-0.0265385);
17:26:36.752, 	0, 	2, 	10.2194, 	6.03516, 	0, 	24, 	0.912, 	(-0.0313528,-0.0318986);
17:26:36.765, 	0, 	1, 	14.0493, 	15.0481, 	0, 	28, 	0.608, 	(-0.0221013,-0.278181);(0.196246,-0.00627804);(0.0986922,-0.044453);(0.0464845,0.0440131);
17:26:36.781, 	0, 	1, 	12.6526, 	12.7674, 	0, 	32, 	0.304, 	(0.0628263,0.040067);(0.204774,0.105155);(-0.0111853,0.233237);(0.110204,0.173458);
17:26:36.801, 	0, 	1, 	10.5905, 	8.9811, 	0, 	36, 	-7.10543e-17, 	(-0.0760845,0.124942);(-0.0295557,0.0722042);(-0.113682,-0.0696575);(0.0436079,-0.143255);
17:26:36.823, 	0, 	1, 	8.29383, 	-1.8337, 	0, 	40, 	-7.10543e-17, 	(0.0602233,0.0983114);(0.0875848,0.00609649);(-0.107758,0.0740031);(0.0201491,0.00786681);
17:26:36.861, 	0, 	1, 	8.16366, 	7.45109, 	0, 	44, 	-7.10543e-17, 	(0.0748831,-0.0250021);(0.0128364,-0.0779037);(0.253444,0.0361659);(0.0400936,-0.00315174);
17:26:36.902, 	0, 	1, 	7.51251, 	5.09445, 	0, 	48, 	-7.10543e-17, 	(-0.051848,0.159267);(0.148087,-0.0099205);(-0.0259039,-0.0185405);(0.0276668,-0.120837);
17:26:36.922, 	0, 	1, 	11.5147, 	10.8642, 	0, 	52, 	-7.10543e-17, 	(-0.033205,-0.271884);(0.270882,0.238056);(0.157415,-0.304129);(0.224988,0.124039);
17:26:36.942, 	0, 	1, 	9.96857, 	7.17318, 	0, 	56, 	-7.10543e-17, 	(0.159791,-0.0623524);(-0.0489373,-0.279274);(0.0835436,0.215045);(-0.263613,-0.228161);
17:26:36.962, 	1, 	1, 	14.0932, 	9.67889, 	0, 	60, 	-7.10543e-17, 	(-0.23964,-0.0651615);(0.341623,0.441875);(-0.0972689,0.00672678);(0.295798,0.191294);
17:26:37.002, 	0, 	2, 	17.4829, 	7.78344, 	0, 	60, 	-7.10543e-17, 	(-0.04695,0.0405111);
17:26:37.023, 	1, 	2, 	14.7099, 	10.9756, 	1, 	64, 	0.304, 	(-0.0813636,-0.0307699);
17:26:37.042, 	0, 	1, 	14.8117, 	13.1657, 	1, 	64, 	0.304, 	(0.548923,-0.321019);(-0.191285,0.176949);(0.513426,-0.155095);(0.0611838,0.0525191);
17:26:37.063, 	1, 	2, 	17.4032, 	9.99243, 	1, 	68, 	0.608, 	(-0.0283856,0.100826);
17:26:37.082, 	0, 	1, 	13.6074, 	9.1582, 	1, 	68, 	0.608, 	(-0.0958436,0.136204);(-0.0741761,0.22344);(0.0637185,-0.0250181);(0.101633,0.196058);
17:26:37.105, 	1, 	2, 	17.5672, 	9.85715, 	1, 	72, 	0.912, 	(0.0580166,-0.0152532);
17:26:37.122, 	1, 	1, 	17.4374, 	16.6153, 	0, 	72, 	0.912, 	(0.138205,0.234379);(-0.120779,0.213959);(-0.0108524,0.0343465);(0.0652476,0.00346752);
17:26:37.144, 	0, 	2, 	19.9317, 	9.66751, 	0, 	72, 	0.912, 	(-0.0574199,-0.0264697);
17:26:37.164, 	0, 	2, 	17.3919, 	11.5716, 	0, 	76, 	0.912, 	(-0.0254669,-0.0578684);
17:26:37.203, 	1, 	1, 	18.5038, 	16.3083, 	0, 	72, 	0.912, 	(0.837865,-0.0252007);(-0.237731,-0.00607162);(0.948134,0.262567);(-0.148735,-0.367997);
17:26:37.225, 	0, 	2, 	17.1903, 	13.1395, 	0, 	72, 	0.912, 	(-0.026372,0.0727932);
17:26:37.244, 	0, 	2, 	22.8576, 	13.6161, 	0, 	72, 	0.912, 	(-0.0872959,0.0428623);
17:26:37.263, 	1, 	1, 	23.0795, 	21.6089, 	0, 	68, 	0.608, 	(-0.210165,-0.271359);(0.193905,-0.998239);(-0.4407,-0.265671);(-0.512764,-0.161041);
17:26:37.283, 	1, 	1, 	25.88, 	23.7702, 	0, 	68, 	0.304, 	(0.857395,0.0649857);(0.851801,-0.310618);(0.858846,-0.124524);(0.0889624,-1.15006);
17:26:37.304, 	1, 	2, 	25.8681, 	20.0468, 	1, 	64, 	0.608, 	(0.13966,-0.0325794);
17:26:37.325, 	0, 	2, 	27.8809, 	20.094, 	1, 	64, 	0.608, 	(-0.129721,-0.0990579);
17:26:37.343, 	1, 	1, 	27.6744, 	22.4839, 	0, 	60, 	0.304, 	(1.03865,0.972596);(1.43702,0.698955);(1.24283,0.308508);(1.25838,-1.28748);
17:26:37.364, 	1, 	1, 	29.2273, 	24.9372, 	0, 	56, 	0.304, 	(-1.42801,-0.98268);(-0.949998,-1.15232);(-1.72669,-0.479523);(-1.05845,1.11144);
17:26:37.385, 	1, 	2, 	20.6635, 	23.3603, 	1, 	52, 	0.608, 	(-0.812125,-0.0706202);
17:26:37.406, 	1, 	2, 	31.9209, 	25.5415, 	1, 	48, 	0.912, 	(0.750966,-0.383288);
17:26:37.425, 	1, 	2, 	29.3393, 	25.3575, 	1, 	44, 	1.216, 	(-0.698288,0.241041);
17:26:37.447, 	1, 	2, 	19.6938, 	22.4144, 	1, 	40, 	1.52, 	(-1.17743,0.173071);
17:26:37.466, 	1, 	2, 	22.5089, 	25.0818, 	1, 	36, 	1.824, 	(1.35302,0.0964842);
17:26:37.486, 	1, 	2, 	26.5831, 	26.2766, 	1, 	32, 	2.128, 	(0.684464,-1.17767);
17:26:37.506, 	1, 	2, 	31.4968, 	25.9654, 	1, 	32, 	2.128, 	(1.23663,-0.16964);
17:26:37.526, 	1, 	2, 	33.7646, 	26.3295, 	1, 	28, 	2.432, 	(-1.13994,-0.400736);
17:26:37.547, 	1, 	2, 	24.3283, 	26.1868, 	1, 	28, 	2.736, 	(1.10715,0.294872);
17:26:37.566, 	1, 	2, 	29.551, 	25.7699, 	1, 	24, 	3.04, 	(0.353829,-0.574272);
17:26:37.587, 	1, 	2, 	33.1729, 	26.7049, 	1, 	24, 	3.04, 	(0.079339,0.926186);
17:26:37.607, 	1, 	2, 	22.0078, 	25.5317, 	1, 	20, 	3.04, 	(-0.847636,-0.341707);
17:26:37.627, 	1, 	2, 	32.0811, 	26.1799, 	1, 	20, 	3.04, 	(0.469612,-0.696332);
17:26:37.647, 	1, 	2, 	29.8743, 	26.3572, 	1, 	20, 	3.04, 	(-0.725281,0.0914255);
17:26:37.667, 	1, 	2, 	28.0966, 	25.806, 	1, 	16, 	3.04, 	(-0.300811,-0.261798);
17:26:37.687, 	1, 	2, 	30.3211, 	25.3638, 	1, 	12, 	3.04, 	(-0.29268,0.658991);
17:26:37.708, 	1, 	2, 	27.4895, 	27.0419, 	1, 	12, 	3.04, 	(0.597243,-0.774702);
17:26:37.728, 	1, 	2, 	28.6186, 	25.497, 	1, 	8, 	3.04, 	(-0.741528,-0.0496656);
17:26:37.748, 	1, 	2, 	31.0841, 	26.7343, 	1, 	4, 	3.04, 	(-0.749982,0.307164);
17:26:37.768, 	1, 	2, 	28.1516, 	25.8545, 	1, 	4, 	3.04, 	(0.926017,-0.156246);
17:26:37.789, 	1, 	2, 	27.5068, 	25.3667, 	1, 	4, 	3.04, 	(-0.141047,-0.364177);
17:26:37.809, 	1, 	2, 	18.8786, 	24.5588, 	1, 	4, 	3.04, 	(0.021864,0.729982);
17:26:37.829, 	1, 	2, 	28.1928, 	25.033, 	1, 	9.71445e-15, 	3.04, 	(-0.536142,0.197567);
17:26:37.849, 	1, 	2, 	30.6095, 	24.7619, 	1, 	9.71445e-15, 	3.04, 	(-0.569284,0.188125);
17:26:37.869, 	1, 	2, 	29.3025, 	24.3511, 	1, 	9.71445e-15, 	3.04, 	(0.636002,0.14539);
17:26:37.889, 	1, 	2, 	22.191, 	25.0228, 	1, 	9.71445e-15, 	3.04, 	(-0.464785,0.534064);
17:26:37.910, 	1, 	2, 	30.5153, 	26.0613, 	1, 	9.71445e-15, 	3.04, 	(0.580233,0.475069);
17:26:37.930, 	1, 	2, 	25.7806, 	23.6912, 	1, 	9.71445e-15, 	3.04, 	(-0.498216,0.207082);
17:26:37.950, 	1, 	2, 	28.8183, 	25.6578, 	1, 	9.71445e-15, 	3.04, 	(-0.290417,0.566285);
17:26:37.970, 	1, 	2, 	30.7367, 	25.0999, 	1, 	9.71445e-15, 	3.04, 	(0.666157,-0.272966);
17:26:37.990, 	1, 	2, 	27.2725, 	23.4145, 	1, 	9.71445e-15, 	3.04, 	(-0.0247345,0.483165);
17:26:38.010, 	1, 	2, 	25.0907, 	24.6195, 	1, 	9.71445e-15, 	3.04, 	(-0.110527,-0.468781);
17:26:38.030, 	1, 	2, 	24.4933, 	24.9192, 	1, 	9.71445e-15, 	3.04, 	(0.317544,0.541832);
17:26:38.050, 	1, 	2, 	26.7095, 	23.6691, 	1, 	9.71445e-15, 	3.04, 	(0.498012,0.166202);
17:26:38.071, 	1, 	2, 	18.8278, 	22.934, 	1, 	9.71445e-15, 	3.04, 	(-0.0349445,0.670565);
17:26:38.091, 	1, 	2, 	20.2317, 	22.1054, 	1, 	9.71445e-15, 	3.04, 	(-0.378109,-0.236654);
17:26:38.111, 	1, 	2, 	25.7321, 	21.799, 	1, 	9.71445e-15, 	3.04, 	(-0.199595,-0.254365);
17:26:38.131, 	1, 	2, 	21.3108, 	21.145, 	1, 	9.71445e-15, 	3.04, 	(0.243682,0.0587164);
17:26:38.151, 	1, 	2, 	22.3802, 	22.5196, 	1, 	9.71445e-15, 	3.04, 	(-0.000257486,0.554237);
17:26:38.171, 	1, 	2, 	28.2541, 	22.6765, 	1, 	9.71445e-15, 	3.04, 	(-0.24961,-0.292137);
17:26:38.191, 	1, 	2, 	20.4504, 	20.8177, 	1, 	9.71445e-15, 	3.04, 	(0.190634,0.0122332);
17:26:38.211, 	1, 	2, 	20.2161, 	19.6936, 	1, 	9.71445e-15, 	3.04, 	(-0.10617,-0.256576);
17:26:38.254, 	1, 	2, 	27.3536, 	24.2181, 	1, 	9.71445e-15, 	3.04, 	(-0.596689,0.275814);
17:26:38.272, 	1, 	2, 	19.856, 	20.3029, 	1, 	9.71445e-15, 	3.04, 	(0.312037,0.134914);
17:26:38.292, 	1, 	2, 	21.9136, 	24.1489, 	1, 	9.71445e-15, 	3.04, 	(0.247538,0.342639);
17:26:38.313, 	1, 	2, 	24.1874, 	22.3832, 	1, 	9.71445e-15, 	3.04, 	(0.395515,-0.0755959);
17:26:38.332, 	1, 	2, 	19.1393, 	23.5399, 	1, 	9.71445e-15, 	3.04, 	(0.489111,-0.206387);
17:26:38.353, 	1, 	2, 	29.1665, 	25.8647, 	1, 	9.71445e-15, 	3.04, 	(-0.209078,0.680424);
17:26:38.373, 	1, 	2, 	24.7179, 	26.4267, 	1, 	9.71445e-15, 	3.04, 	(0.546242,-0.889115);
17:26:38.393, 	1, 	2, 	30.8243, 	26.8418, 	1, 	9.71445e-15, 	3.04, 	(1.38859,0.697468);
17:26:38.413, 	1, 	2, 	20.8907, 	23.9657, 	1, 	9.71445e-15, 	3.04, 	(0.21307,1.05346);
17:26:38.433, 	1, 	2, 	22.5464, 	23.9109, 	1, 	9.71445e-15, 	3.04, 	(0.64465,0.0170894);
17:26:38.453, 	1, 	2, 	21.1584, 	23.3889, 	1, 	9.71445e-15, 	3.04, 	(-0.307206,0.354875);
17:26:38.474, 	1, 	2, 	26.0249, 	24.4219, 	1, 	9.71445e-15, 	3.04, 	(0.145767,-0.30903);
17:26:38.494, 	1, 	2, 	19.2942, 	22.2233, 	1, 	9.71445e-15, 	3.04, 	(-0.358455,-0.139471);
17:26:38.514, 	1, 	2, 	21.7516, 	22.2233, 	1, 	9.71445e-15, 	3.04, 	(-0.358455,-0.139471);
17:26:38.556, 	1, 	2, 	30.8749, 	21.4506, 	1, 	9.71445e-15, 	3.04, 	(-0.202864,0.363788);
17:26:38.574, 	1, 	2, 	30.6608, 	26.5405, 	1, 	9.71445e-15, 	3.04, 	(0.881838,-0.388296);
17:26:38.595, 	1, 	2, 	29.9919, 	26.0899, 	1, 	9.71445e-15, 	3.04, 	(-0.0429515,1.03316);
17:26:38.615, 	1, 	2, 	29.6703, 	26.4816, 	1, 	9.71445e-15, 	3.04, 	(-0.867746,0.520572);
17:26:38.635, 	1, 	2, 	27.8054, 	25.9809, 	1, 	9.71445e-15, 	3.04, 	(-0.290282,-0.737957);
17:26:38.655, 	0, 	2, 	22.2562, 	25.9809, 	1, 	9.71445e-15, 	3.04, 	(-0.290282,-0.737957);
17:26:38.675, 	1, 	2, 	23.3509, 	23.2393, 	1, 	4, 	2.736, 	(0.138266,0.268436);
17:26:38.690, 	1, 	1, 	24.9683, 	18.3626, 	0, 	4, 	2.432, 	(-0.60282,-1.26301);(-1.20973,0.194052);(1.40784,0.100886);(-0.404714,-0.968068);
17:26:38.715, 	1, 	2, 	19.6299, 	21.6021, 	1, 	4, 	2.432, 	(-0.313166,-0.115384);
17:26:38.736, 	1, 	2, 	25.3154, 	23.4085, 	1, 	4, 	2.432, 	(-0.348022,0.129017);
17:26:38.756, 	1, 	2, 	24.82, 	24.4388, 	1, 	4, 	2.432, 	(0.482755,-0.368842);
17:26:38.776, 	1, 	2, 	22.7646, 	19.4782, 	1, 	4, 	2.432, 	(0.181152,-0.208196);
17:26:38.796, 	1, 	2, 	21.1045, 	22.0815, 	1, 	4, 	2.432, 	(-0.147614,-0.241806);
17:26:38.819, 	1, 	2, 	23.4913, 	24.2452, 	1, 	4, 	2.432, 	(0.0436667,-0.310318);
17:26:38.836, 	1, 	2, 	19.1003, 	22.4038, 	1, 	4, 	2.432, 	(0.281973,0.457187);
17:26:38.856, 	1, 	2, 	25.2242, 	24.2494, 	1, 	4, 	2.736, 	(0.373139,-0.314927);
17:26:38.877, 	1, 	2, 	23.361, 	24.0718, 	1, 	4, 	2.736, 	(0.312703,-0.146312);
17:26:38.897, 	1, 	2, 	16.7067, 	21.2277, 	1, 	4, 	3.04, 	(0.0924411,0.376859);
17:26:38.918, 	1, 	2, 	20.6278, 	22.5362, 	1, 	4, 	3.04, 	(-0.337546,-0.0991025);
17:26:38.938, 	1, 	2, 	19.1784, 	22.0696, 	1, 	4, 	3.04, 	(-0.159508,-0.36571);
17:26:38.958, 	1, 	2, 	19.0942, 	22.4032, 	1, 	4, 	3.04, 	(-0.368503,0.00658944);
17:26:38.978, 	1, 	2, 	19.8928, 	22.5584, 	1, 	4, 	3.04, 	(0.151079,-0.337057);
17:26:38.998, 	1, 	2, 	20.5154, 	23.678, 	1, 	4, 	3.04, 	(-0.278411,0.38407);
17:26:39.018, 	1, 	2, 	23.1364, 	24.4395, 	1, 	4, 	3.04, 	(-0.479163,-0.233063);
17:26:39.038, 	1, 	2, 	24.518, 	24.8952, 	1, 	4, 	3.04, 	(-0.336556,-0.473893);
17:26:39.058, 	1, 	2, 	25.7877, 	25.2266, 	1, 	4, 	3.04, 	(0.468504,-0.302856);
17:26:39.078, 	1, 	2, 	23.0931, 	24.2936, 	1, 	4, 	3.04, 	(-0.418495,-0.445718);
17:26:39.098, 	1, 	2, 	23.0498, 	23.8063, 	1, 	4, 	3.04, 	(0.387202,0.272771);
17:26:39.118, 	1, 	2, 	20.0784, 	21.3848, 	1, 	4, 	3.04, 	(-0.324647,-0.0571079);
17:26:39.139, 	1, 	2, 	21.9713, 	23.5712, 	1, 	4, 	3.04, 	(0.108698,0.396943);
17:26:39.159, 	1, 	2, 	25.4327, 	25.243, 	1, 	9.71445e-15, 	3.04, 	(-0.0941889,-0.478036);
17:26:39.181, 	1, 	2, 	25.3878, 	23.7415, 	1, 	9.71445e-15, 	3.04, 	(-0.453723,-0.245509);
17:26:39.199, 	1, 	2, 	18.9689, 	22.5959, 	1, 	9.71445e-15, 	3.04, 	(0.339741,0.124739);
17:26:39.219, 	1, 	2, 	22.2848, 	23.81, 	1, 	9.71445e-15, 	3.04, 	(0.405501,-0.509955);
17:26:39.239, 	0, 	2, 	24.0582, 	15.8151, 	1, 	9.71445e-15, 	3.04, 	(-0.144748,0.105428);
17:26:39.260, 	1, 	2, 	19.4536, 	23.2129, 	1, 	4, 	2.736, 	(-0.429638,0.482773);
17:26:39.273, 	1, 	1, 	29.1685, 	19.9879, 	0, 	4, 	2.432, 	(1.37367,-0.994151);(-1.10445,-1.62639);(-0.440004,1.20818);(1.14709,-0.345829);
17:26:39.300, 	1, 	2, 	26.8978, 	26.5869, 	1, 	4, 	2.432, 	(1.00654,0.228445);
17:26:39.321, 	1, 	2, 	30.4104, 	26.9184, 	1, 	4, 	2.432, 	(0.977668,-0.0834514);
17:26:39.340, 	1, 	2, 	30.8175, 	26.9099, 	1, 	4, 	2.432, 	(-1.06558,0.578078);
17:26:39.360, 	1, 	2, 	23.912, 	26.5605, 	1, 	4, 	2.432, 	(1.40441,0.488494);
17:26:39.380, 	1, 	2, 	24.7173, 	23.8486, 	1, 	4, 	2.432, 	(-0.146687,0.429963);
17:26:39.400, 	1, 	2, 	25.0527, 	24.3865, 	1, 	4, 	2.432, 	(-0.490388,0.443868);
17:26:39.421, 	1, 	2, 	18.4015, 	19.549, 	1, 	4, 	2.432, 	(-0.0149388,-0.213606);
17:26:39.441, 	1, 	2, 	23.702, 	25.3808, 	1, 	4, 	2.736, 	(0.706537,-0.241437);
17:26:39.462, 	0, 	2, 	-0.463806, 	-1.86987, 	1, 	4, 	2.736, 	(-0.0315782,9.70295e-07);
17:26:39.481, 	1, 	2, 	19.7527, 	13.8261, 	1, 	8, 	2.736, 	(-0.0597441,-0.11895);
17:26:39.494, 	1, 	1, 	27.6941, 	18.7483, 	0, 	8, 	2.432, 	(-0.162788,-2.06472);(-2.44838,0.408405);(1.97917,1.34109);(-0.164544,-1.77345);
17:26:39.522, 	1, 	2, 	29.0716, 	25.5227, 	1, 	8, 	2.432, 	(-0.734896,0.038668);
17:26:39.542, 	1, 	2, 	32.2149, 	25.9172, 	1, 	8, 	2.432, 	(1.0034,-0.449885);
17:26:39.562, 	1, 	2, 	26.3309, 	26.4387, 	1, 	8, 	2.432, 	(0.299542,-0.697497);
17:26:39.582, 	0, 	2, 	25.9968, 	26.4387, 	1, 	8, 	2.432, 	(0.299542,-0.697497);
17:26:39.602, 	1, 	2, 	22.718, 	25.1116, 	1, 	12, 	2.128, 	(0.568615,0.360774);
17:26:39.616, 	1, 	1, 	23.8975, 	19.3747, 	0, 	12, 	1.824, 	(0.737675,0.17179);(0.303697,-1.55681);(-1.59109,0.955486);(0.974956,-0.165929);
17:26:39.642, 	1, 	2, 	21.4838, 	24.898, 	1, 	12, 	1.824, 	(0.518254,-0.468383);
17:26:39.663, 	1, 	2, 	28.2328, 	24.4455, 	1, 	12, 	2.128, 	(0.0336209,-0.415339);
17:26:39.683, 	1, 	2, 	28.5139, 	26.5435, 	1, 	12, 	2.128, 	(0.756985,0.400409);
17:26:39.703, 	0, 	2, 	18.089, 	15.062, 	1, 	12, 	2.128, 	(0.0901355,0.0484849);
17:26:39.723, 	1, 	2, 	27.0114, 	24.6083, 	1, 	16, 	2.128, 	(-0.132287,0.55348);
17:26:39.737, 	1, 	1, 	21.8985, 	20.3278, 	0, 	12, 	1.824, 	(-0.719749,0.610775);(0.618238,0.957329);(-0.0682952,-0.606453);(0.991805,0.256334);
17:26:39.764, 	1, 	2, 	22.1206, 	22.9419, 	1, 	12, 	1.824, 	(0.276423,-0.315825);
17:26:39.783, 	1, 	2, 	21.4715, 	19.3487, 	1, 	12, 	2.128, 	(0.230002,0.102383);
17:26:39.804, 	1, 	2, 	28.868, 	24.8344, 	1, 	12, 	2.128, 	(0.379585,-0.49881);
17:26:39.825, 	0, 	2, 	23.7858, 	21.36, 	1, 	12, 	2.128, 	(0.152327,0.235855);
17:26:39.844, 	1, 	2, 	20.6343, 	22.5911, 	1, 	16, 	2.128, 	(-0.244726,-0.683043);
17:26:39.858, 	1, 	1, 	22.24, 	18.7124, 	0, 	16, 	1.824, 	(-0.907879,-0.296296);(-0.479856,0.276378);(-0.279541,0.46428);(0.93648,0.355314);
17:26:39.884, 	1, 	2, 	26.3042, 	22.5103, 	1, 	16, 	1.824, 	(0.310381,-0.15982);
17:26:39.904, 	1, 	2, 	28.5866, 	25.1234, 	1, 	16, 	2.128, 	(0.182445,-0.591141);
17:26:39.925, 	1, 	2, 	28.4795, 	22.7495, 	1, 	16, 	2.128, 	(0.304043,-0.310804);
