2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-0.447628, 	-0.447628, 	26.1534, 	1, 	1.52
2, 	-0.447628, 	-0.447628, 	15.75, 	1, 	0.912
2, 	-1.34299, 	-1.34299, 	17.967, 	1, 	1.216
2, 	-1.34299, 	-1.34299, 	16.9521, 	0, 	1.216
1, 	-2.23869, 	-2.23869, 	13.4628, 	1, 	1.216
1, 	34.772, 	34.772, 	-0.0213518, 	0, 	1.216
1, 	-1.34299, 	-1.34299, 	12.4875, 	1, 	1.216
2, 	16.8018, 	16.8018, 	12.7664, 	0, 	1.216
1, 	-0.447628, 	-0.447628, 	14.038, 	1, 	0.608
2, 	-0.447628, 	-0.447628, 	14.0088, 	1, 	0.912
2, 	-0.447628, 	-0.447628, 	10.2532, 	0, 	0.912
1, 	34.772, 	34.772, 	11.5011, 	1, 	0.608
2, 	36.9819, 	36.9819, 	5.20439, 	0, 	0.608
1, 	-1.34299, 	-1.34299, 	12.4604, 	1, 	0.304
2, 	25.4477, 	25.4477, 	7.21155, 	0, 	0.304
1, 	-1.34299, 	-1.34299, 	6.45067, 	0, 	0.304
1, 	0.447628, 	0.447628, 	15.9614, 	0, 	0.304
1, 	-1.34299, 	-1.34299, 	13.5104, 	0, 	0.304
1, 	-0.447628, 	-0.447628, 	-1.72745, 	0, 	0.304
1, 	-0.447628, 	-0.447628, 	-1.23815, 	0, 	0.304
1, 	-1.34299, 	-1.34299, 	11.0645, 	1, 	-7.10543e-17
2, 	2.23869, 	2.23869, 	11.3342, 	0, 	-7.10543e-17
1, 	0.447628, 	0.447628, 	15.8848, 	1, 	-7.10543e-17
2, 	0.447628, 	0.447628, 	16.3133, 	1, 	0.304
2, 	1.34299, 	1.34299, 	15.9663, 	1, 	0.608
2, 	1.34299, 	1.34299, 	14.324, 	1, 	0.912
2, 	1.34299, 	1.34299, 	11.8869, 	0, 	0.912
1, 	-1.34299, 	-1.34299, 	14.9302, 	1, 	0.912
2, 	-1.34299, 	-1.34299, 	15.9333, 	0, 	0.912
1, 	-1.34299, 	-1.34299, 	8.21446, 	0, 	0.912
1, 	-3.13493, 	-3.13493, 	18.7249, 	1, 	0.912
2, 	-4.03194, 	-4.03194, 	11.9263, 	0, 	0.912
1, 	-4.03194, 	-4.03194, 	10.0615, 	0, 	0.912
1, 	-1.34299, 	-1.34299, 	17.1474, 	1, 	0.608
2, 	-2.23869, 	-2.23869, 	20.7031, 	1, 	0.608
2, 	-18.6818, 	-18.6818, 	19.4655, 	0, 	0.608
1, 	-18.6818, 	-18.6818, 	21.0218, 	1, 	0.304
2, 	-16.8018, 	-16.8018, 	25.6902, 	1, 	0.608
2, 	-20.5829, 	-20.5829, 	26.3102, 	1, 	0.912
2, 	-19.6296, 	-19.6296, 	26.0252, 	1, 	1.216
2, 	-21.5423, 	-21.5423, 	25.5471, 	1, 	1.52
2, 	-22.508, 	-22.508, 	24.7214, 	1, 	1.824
2, 	-24.4603, 	-24.4603, 	21.5423, 	1, 	2.128
2, 	-26.4433, 	-26.4433, 	18.54, 	0, 	2.128
1, 	-26.4433, 	-26.4433, 	18.9636, 	1, 	1.824
2, 	-26.4433, 	-26.4433, 	21.9065, 	1, 	2.128
2, 	-27.4476, 	-27.4476, 	22.53, 	1, 	2.432
2, 	-28.4611, 	-28.4611, 	19.0331, 	0, 	2.432
1, 	-30.5182, 	-30.5182, 	19.8771, 	1, 	1.824
2, 	-29.4845, 	-29.4845, 	18.1596, 	0, 	1.824
