2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-1.34299, 	-60, 	26.1534, 	1, 	1.52
2, 	-1.34299, 	-59, 	14.1082, 	1, 	0.304
2, 	-1.34299, 	-58, 	15.4263, 	1, 	0.608
2, 	-1.34299, 	-57, 	14.4087, 	1, 	0.912
2, 	-1.34299, 	-56, 	13.2205, 	1, 	1.216
2, 	-1.34299, 	-55, 	13.3278, 	1, 	1.52
2, 	-1.34299, 	-54, 	15.1784, 	1, 	1.824
2, 	-1.34299, 	-53, 	11.9475, 	0, 	1.824
2, 	-0.447628, 	-52, 	13.3311, 	1, 	2.128
2, 	-1.34299, 	-51, 	11.9617, 	0, 	2.128
2, 	-1.34299, 	-50, 	11.6122, 	0, 	2.128
2, 	-1.34299, 	-49, 	11.2466, 	0, 	2.128
2, 	-1.34299, 	-48, 	11.4366, 	0, 	1.824
2, 	-1.34299, 	-47, 	11.2879, 	0, 	1.52
2, 	-1.34299, 	-46, 	12.917, 	1, 	1.216
2, 	-1.34299, 	-45, 	8.11131, 	0, 	1.216
2, 	-1.34299, 	-44, 	7.03052, 	0, 	0.912
2, 	-1.34299, 	-43, 	8.98679, 	0, 	0.608
2, 	-1.34299, 	-42, 	7.5556, 	0, 	0.608
2, 	-1.34299, 	-41, 	4.64556, 	0, 	0.304
2, 	-1.34299, 	-40, 	4.3717, 	0, 	0.304
2, 	-0.447628, 	-39, 	3.28401, 	0, 	0.304
2, 	-0.447628, 	-38, 	3.03802, 	0, 	0.304
2, 	0.447628, 	-37, 	4.49823, 	0, 	0.304
2, 	0.447628, 	-36, 	7.59223, 	0, 	0.304
2, 	-0.447628, 	-35, 	6.94306, 	0, 	-7.10543e-17
2, 	-0.447628, 	-34, 	4.11769, 	0, 	-7.10543e-17
2, 	0.447628, 	-33, 	2.21788, 	0, 	-7.10543e-17
2, 	0.447628, 	-32, 	5.06162, 	0, 	-7.10543e-17
2, 	-0.447628, 	-31, 	6.76683, 	0, 	-7.10543e-17
2, 	-0.447628, 	-30, 	5.69223, 	0, 	-7.10543e-17
2, 	-0.447628, 	-29, 	4.10939, 	0, 	-7.10543e-17
2, 	-0.447628, 	-28, 	4.12655, 	0, 	-7.10543e-17
2, 	-33.6892, 	-27, 	4.35998, 	0, 	-7.10543e-17
2, 	-33.6892, 	-26, 	6.31472, 	0, 	-7.10543e-17
2, 	-32.6198, 	-25, 	6.15591, 	0, 	-7.10543e-17
2, 	-32.6198, 	-24, 	4.13125, 	0, 	-7.10543e-17
2, 	-1.34299, 	-23, 	4.10104, 	0, 	-7.10543e-17
2, 	-1.34299, 	-22, 	5.89883, 	0, 	-7.10543e-17
2, 	-30.5182, 	-21, 	6.45205, 	0, 	-7.10543e-17
2, 	-30.5182, 	-20, 	1.32095, 	0, 	-7.10543e-17
2, 	0.447628, 	-19, 	1.25153, 	0, 	-7.10543e-17
2, 	0.447628, 	-18, 	2.77543, 	0, 	-7.10543e-17
2, 	-29.4845, 	-17, 	4.05934, 	0, 	-7.10543e-17
2, 	-29.4845, 	-16, 	3.71617, 	0, 	-7.10543e-17
2, 	-29.4845, 	-15, 	3.87111, 	0, 	-7.10543e-17
2, 	-29.4845, 	-14, 	6.25365, 	0, 	-7.10543e-17
2, 	-5.82915, 	-13, 	5.63454, 	0, 	-7.10543e-17
2, 	-5.82915, 	-12, 	7.91887, 	0, 	-7.10543e-17
2, 	33.6892, 	-11, 	8.69052, 	0, 	-7.10543e-17
2, 	33.6892, 	-10, 	9.4587, 	0, 	-7.10543e-17
2, 	-4.92994, 	-9, 	8.02398, 	0, 	-7.10543e-17
2, 	-4.92994, 	-8, 	11.8498, 	0, 	-7.10543e-17
2, 	-1.34299, 	-7, 	7.2166, 	0, 	-7.10543e-17
2, 	-1.34299, 	-6, 	6.4863, 	0, 	-7.10543e-17
2, 	-3.13493, 	-5, 	9.20986, 	0, 	-7.10543e-17
2, 	-3.13493, 	-4, 	9.22435, 	0, 	-7.10543e-17
2, 	23.4805, 	-3, 	8.14806, 	0, 	-7.10543e-17
2, 	23.4805, 	-2, 	7.19514, 	0, 	-7.10543e-17
2, 	-1.34299, 	-1, 	5.58112, 	0, 	-7.10543e-17
2, 	-4.92994, 	0, 	6.82811, 	0, 	-7.10543e-17
