(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);20:03:33.970, 	1, 	1, 	12.7382, 	10.0288, 	0, 	32, 	0.304, 	(-0.281152,0.308784);(0.236007,-0.555309);(0.438034,0.484889);(-0.31457,0.192629);
20:03:48.177, 	0, 	2, 	13.6211, 	10.6786, 	0, 	32, 	0.304, 	(0.013777,-0.000274538);
20:03:48.217, 	1, 	2, 	13.8836, 	19.0507, 	1, 	36, 	0.304, 	(0.0917089,-0.0454798);
20:03:48.222, 	1, 	1, 	14.3696, 	9.10803, 	0, 	36, 	0.304, 	(-0.137611,-0.173293);(0.539596,0.29387);(-0.540281,0.449031);(-0.272209,-0.486908);
20:03:48.238, 	0, 	1, 	10.6876, 	9.15499, 	0, 	36, 	0.304, 	(-0.179437,-0.0972449);(0.0692155,-0.0889363);(0.0894232,0.0215257);(0.00799692,0.0903078);
20:03:48.280, 	0, 	2, 	11.5234, 	7.74241, 	0, 	40, 	0.304, 	(0.0333243,-0.00843374);
20:03:48.294, 	1, 	1, 	12.0401, 	12.6201, 	0, 	44, 	0.304, 	(0.238884,0.233711);(-0.296475,0.159982);(-0.15682,-0.186072);(0.125788,-0.184487);
20:03:48.299, 	1, 	1, 	11.8582, 	11.602, 	0, 	44, 	0.304, 	(0.284132,-0.0768764);(-0.0387814,0.294179);(-0.324371,0.0364387);(-0.132977,-0.30373);
20:03:48.319, 	1, 	1, 	12.8293, 	11.5006, 	0, 	44, 	0.304, 	(-0.0297415,0.260466);(-0.232051,-0.296734);(0.352763,-0.325649);(0.206619,0.157387);
20:03:48.357, 	1, 	2, 	14.2764, 	18.3241, 	1, 	40, 	0.608, 	(0.0480124,-0.189788);
20:03:48.378, 	1, 	2, 	14.1376, 	15.5851, 	1, 	40, 	0.912, 	(0.108231,-0.0971819);
20:03:48.403, 	1, 	2, 	12.8016, 	17.1137, 	1, 	36, 	1.216, 	(-0.137973,-0.0290416);
20:03:48.418, 	0, 	2, 	13.1937, 	12.6639, 	1, 	36, 	1.216, 	(-0.0681057,0.000476116);
20:03:48.438, 	0, 	2, 	13.4969, 	8.0206, 	0, 	40, 	0.912, 	(0.0235709,0.0467276);
20:03:48.458, 	0, 	2, 	14.2411, 	16.4829, 	0, 	44, 	0.912, 	(0.0837033,-0.0449906);
20:03:48.472, 	1, 	1, 	14.3372, 	16.4829, 	0, 	48, 	0.912, 	(0.0837033,-0.0449906);
20:03:48.479, 	1, 	1, 	13.0701, 	16.9374, 	0, 	44, 	0.912, 	(-0.000363311,-0.424721);(0.391776,0.265098);(-0.0947926,0.364861);(-0.332478,0.0716073);
20:03:48.518, 	0, 	2, 	14.9393, 	12.1917, 	0, 	44, 	0.912, 	(-0.0396277,-0.0746629);
20:03:48.538, 	1, 	2, 	16.8163, 	16.7388, 	1, 	44, 	1.216, 	(0.138644,0.0460755);
20:03:48.543, 	1, 	1, 	17.035, 	13.3964, 	0, 	40, 	0.912, 	(-0.0788731,0.310168);(-0.384473,-0.101762);(0.00749129,-0.385568);(0.350015,-0.104699);
20:03:48.560, 	1, 	1, 	14.6318, 	11.0971, 	0, 	40, 	0.608, 	(0.334851,0.0453243);(-0.145081,0.325274);(-0.114659,0.0162028);(-0.0556131,-0.121763);
20:03:48.598, 	1, 	2, 	14.2687, 	17.7916, 	1, 	40, 	0.608, 	(-0.115409,-0.152351);
20:03:48.619, 	1, 	2, 	15.1738, 	18.9988, 	1, 	36, 	0.912, 	(-0.200258,0.0411596);
20:03:48.639, 	1, 	2, 	15.34, 	17.1049, 	1, 	32, 	1.216, 	(0.00443276,-0.136753);
20:03:48.659, 	1, 	2, 	15.9452, 	17.2227, 	1, 	28, 	1.52, 	(0.117421,-0.0641476);
20:03:48.678, 	1, 	2, 	16.5424, 	18.9042, 	1, 	28, 	1.824, 	(-0.0909563,0.164471);
20:03:48.698, 	1, 	2, 	15.6802, 	18.6827, 	1, 	24, 	2.128, 	(0.200303,0.0527721);
20:03:48.718, 	1, 	2, 	16.8811, 	17.5908, 	1, 	24, 	2.432, 	(-0.0775596,-0.134593);
20:03:48.738, 	1, 	2, 	18.0551, 	14.9194, 	1, 	24, 	2.432, 	(-0.0833418,0.029663);
20:03:48.759, 	1, 	2, 	17.6304, 	18.1259, 	1, 	20, 	2.736, 	(-0.0631406,-0.0134322);
20:03:48.779, 	1, 	2, 	15.8001, 	18.9609, 	1, 	16, 	3.04, 	(0.159237,-0.0810114);
20:03:48.799, 	1, 	2, 	16.0942, 	17.5762, 	1, 	16, 	3.04, 	(0.106673,0.108588);
20:03:48.819, 	1, 	2, 	15.925, 	17.4931, 	1, 	16, 	3.04, 	(0.183064,0.0904805);
20:03:48.839, 	1, 	2, 	15.8683, 	19.3307, 	1, 	16, 	3.04, 	(-0.0568688,-0.195373);
20:03:48.859, 	1, 	2, 	18.0032, 	21.2378, 	1, 	16, 	3.04, 	(-0.0921038,0.158116);
20:03:48.879, 	1, 	2, 	18.2621, 	17.7442, 	1, 	16, 	3.04, 	(0.0247294,0.181858);
20:03:48.899, 	1, 	2, 	17.8297, 	19.2202, 	1, 	16, 	3.04, 	(0.240454,0.0355318);
20:03:48.919, 	1, 	2, 	18.6143, 	18.2015, 	1, 	12, 	3.04, 	(0.22161,-0.091813);
20:03:48.939, 	1, 	2, 	19.1793, 	22.5791, 	1, 	8, 	3.04, 	(-0.163346,-0.159492);
20:03:48.960, 	1, 	2, 	17.3217, 	19.2994, 	1, 	4, 	3.04, 	(0.150333,0.22866);
20:03:48.980, 	1, 	2, 	18.7707, 	21.5282, 	1, 	4, 	3.04, 	(-0.0136532,-0.273968);
20:03:48.999, 	1, 	2, 	19.8781, 	18.1856, 	1, 	4, 	3.04, 	(0.159249,-0.208037);
20:03:49.019, 	1, 	2, 	17.546, 	21.747, 	1, 	-1.38778e-15, 	3.04, 	(0.273892,0.00254998);
20:03:49.041, 	1, 	2, 	18.7923, 	18.4863, 	1, 	-1.38778e-15, 	3.04, 	(0.286468,0.0636792);
20:03:49.060, 	1, 	2, 	19.5447, 	22.6289, 	1, 	-1.38778e-15, 	3.04, 	(0.186716,0.053314);
20:03:49.080, 	1, 	2, 	20.3797, 	18.9811, 	1, 	-1.38778e-15, 	3.04, 	(0.12669,-0.124692);
20:03:49.100, 	1, 	2, 	20.4958, 	24.4639, 	1, 	-1.38778e-15, 	3.04, 	(-0.13827,-0.230101);
20:03:49.120, 	1, 	2, 	19.7762, 	18.9779, 	1, 	-1.38778e-15, 	3.04, 	(-0.259719,0.00919283);
20:03:49.140, 	1, 	2, 	21.3507, 	23.3153, 	1, 	-1.38778e-15, 	3.04, 	(-0.105891,-0.203722);
20:03:49.160, 	1, 	2, 	21.0089, 	19.9268, 	1, 	-1.38778e-15, 	3.04, 	(0.0328591,-0.198158);
20:03:49.180, 	1, 	2, 	18.3698, 	22.6429, 	1, 	-1.38778e-15, 	3.04, 	(0.116356,-0.314962);
20:03:49.200, 	1, 	2, 	21.151, 	19.6761, 	1, 	-1.38778e-15, 	3.04, 	(-0.226419,0.179691);
20:03:49.220, 	1, 	2, 	20.0274, 	22.2311, 	1, 	-1.38778e-15, 	3.04, 	(-0.318898,0.155924);
20:03:49.240, 	1, 	2, 	20.4684, 	20.8636, 	1, 	-1.38778e-15, 	3.04, 	(-0.189323,-0.1105);
20:03:49.260, 	1, 	2, 	22.2812, 	23.6801, 	1, 	-1.38778e-15, 	3.04, 	(0.0754351,-0.304395);
20:03:49.281, 	1, 	2, 	22.0064, 	21.7573, 	1, 	-1.38778e-15, 	3.04, 	(0.0783425,0.277724);
20:03:49.301, 	1, 	2, 	20.4813, 	22.0767, 	1, 	-1.38778e-15, 	3.04, 	(0.128862,-0.32968);
20:03:49.321, 	1, 	2, 	20.4532, 	22.3465, 	1, 	-1.38778e-15, 	3.04, 	(-0.142627,0.188306);
20:03:49.341, 	1, 	2, 	21.8504, 	23.2049, 	1, 	-1.38778e-15, 	3.04, 	(0.253946,0.250965);
20:03:49.361, 	1, 	2, 	23.0415, 	22.6175, 	1, 	-1.38778e-15, 	3.04, 	(-0.336218,-0.0792223);
20:03:49.381, 	1, 	2, 	22.7485, 	22.3834, 	1, 	-1.38778e-15, 	3.04, 	(-0.190286,0.234993);
20:03:49.401, 	1, 	2, 	22.6473, 	23.1394, 	1, 	-1.38778e-15, 	3.04, 	(-0.168678,-0.20112);
20:03:49.421, 	1, 	2, 	23.2902, 	22.9385, 	1, 	-1.38778e-15, 	3.04, 	(-0.216885,-0.0575344);
20:03:49.442, 	1, 	2, 	20.1922, 	22.0806, 	1, 	-1.38778e-15, 	3.04, 	(-0.322184,-0.309339);
20:03:49.461, 	1, 	2, 	21.2943, 	22.9946, 	1, 	-1.38778e-15, 	3.04, 	(-0.338497,0.315992);
20:03:49.482, 	1, 	2, 	23.2023, 	22.6581, 	1, 	-1.38778e-15, 	3.04, 	(-0.445983,-0.125273);
20:03:49.502, 	1, 	2, 	24.2764, 	24.4076, 	1, 	-1.38778e-15, 	3.04, 	(-0.228993,0.39674);
20:03:49.522, 	1, 	2, 	23.9432, 	24.1812, 	1, 	-1.38778e-15, 	3.04, 	(0.315059,0.292319);
20:03:49.542, 	1, 	2, 	24.9632, 	23.1013, 	1, 	-1.38778e-15, 	3.04, 	(-0.179351,0.324896);
20:03:49.562, 	1, 	2, 	24.1608, 	21.9232, 	1, 	-1.38778e-15, 	3.04, 	(-0.313745,0.0914154);
20:03:49.582, 	1, 	2, 	25.3079, 	24.0057, 	1, 	-1.38778e-15, 	3.04, 	(0.00881634,-0.471395);
20:03:49.602, 	1, 	2, 	25.7176, 	19.849, 	1, 	-1.38778e-15, 	3.04, 	(0.289223,-0.108385);
20:03:49.622, 	1, 	2, 	21.4204, 	23.4903, 	1, 	-1.38778e-15, 	3.04, 	(0.46303,-0.195622);
20:03:49.642, 	1, 	2, 	24.2215, 	23.1742, 	1, 	-1.38778e-15, 	3.04, 	(0.212364,-0.254067);
20:03:49.662, 	1, 	2, 	24.3668, 	23.032, 	1, 	-1.38778e-15, 	3.04, 	(0.452204,0.170942);
20:03:49.682, 	1, 	2, 	19.8117, 	23.6332, 	1, 	-1.38778e-15, 	3.04, 	(0.303322,0.389779);
20:03:49.702, 	1, 	2, 	25.5275, 	24.7322, 	1, 	-1.38778e-15, 	3.04, 	(-0.0713066,0.438611);
20:03:49.723, 	1, 	2, 	24.6909, 	25.0165, 	1, 	-1.38778e-15, 	3.04, 	(-0.546944,0.0744247);
20:03:49.743, 	1, 	2, 	26.4102, 	24.9059, 	1, 	-1.38778e-15, 	3.04, 	(-0.304599,0.127323);
20:03:49.763, 	1, 	2, 	19.3099, 	22.1599, 	1, 	-1.38778e-15, 	3.04, 	(-0.447884,-0.271215);
20:03:49.783, 	1, 	2, 	21.3094, 	23.6585, 	1, 	-1.38778e-15, 	3.04, 	(0.163065,0.525506);
20:03:49.803, 	1, 	2, 	25.9082, 	19.2015, 	1, 	-1.38778e-15, 	3.04, 	(-0.292086,0.0099977);
20:03:49.823, 	1, 	2, 	24.8929, 	24.6723, 	1, 	-1.38778e-15, 	3.04, 	(0.469201,-0.286157);
20:03:49.843, 	1, 	2, 	26.2044, 	23.6905, 	1, 	-1.38778e-15, 	3.04, 	(-0.260769,0.45);
20:03:49.863, 	1, 	2, 	26.6773, 	24.4034, 	1, 	-1.38778e-15, 	3.04, 	(-0.056039,0.481195);
20:03:49.883, 	1, 	2, 	22.9125, 	24.1916, 	1, 	-1.38778e-15, 	3.04, 	(0.0131053,0.579458);
20:03:49.903, 	1, 	2, 	25.438, 	25.4807, 	1, 	-1.38778e-15, 	3.04, 	(0.318467,-0.169953);
20:03:49.923, 	1, 	2, 	26.5466, 	25.1743, 	1, 	-1.38778e-15, 	3.04, 	(-0.151704,0.509165);
20:03:49.943, 	1, 	2, 	20.7012, 	23.9767, 	1, 	-1.38778e-15, 	3.04, 	(-0.457417,-0.332094);
20:03:49.964, 	1, 	2, 	27.6256, 	24.5519, 	1, 	-1.38778e-15, 	3.04, 	(0.0183066,-0.459071);
20:03:49.984, 	1, 	2, 	25.0049, 	24.1258, 	1, 	-1.38778e-15, 	3.04, 	(-0.584253,0.118059);
20:03:50.004, 	1, 	2, 	26.5185, 	25.3909, 	1, 	-1.38778e-15, 	3.04, 	(0.33618,0.482167);
20:03:50.024, 	1, 	2, 	27.8306, 	24.1473, 	1, 	-1.38778e-15, 	3.04, 	(0.0618877,0.535005);
20:03:50.044, 	1, 	2, 	23.2387, 	25.3806, 	1, 	-1.38778e-15, 	3.04, 	(0.536833,-0.285943);
20:03:50.064, 	1, 	2, 	25.6357, 	25.2583, 	1, 	-1.38778e-15, 	3.04, 	(0.329963,-0.510902);
20:03:50.084, 	1, 	2, 	26.4872, 	24.4373, 	1, 	-1.38778e-15, 	3.04, 	(-0.0387533,0.340903);
20:03:50.104, 	1, 	2, 	20.4004, 	23.9939, 	1, 	-1.38778e-15, 	3.04, 	(-0.530054,-0.296721);
20:03:50.124, 	1, 	2, 	28.1663, 	24.7138, 	1, 	-1.38778e-15, 	3.04, 	(-0.0997864,-0.506544);
20:03:50.144, 	1, 	2, 	25.6142, 	25.8317, 	1, 	-1.38778e-15, 	3.04, 	(0.551727,-0.330806);
20:03:50.164, 	1, 	2, 	27.4436, 	24.9959, 	1, 	-1.38778e-15, 	3.04, 	(0.464248,0.420995);
20:03:50.184, 	1, 	2, 	27.7205, 	25.1368, 	1, 	-1.38778e-15, 	3.04, 	(-0.177844,-0.56783);
20:03:50.210, 	1, 	2, 	26.5763, 	25.3835, 	1, 	-1.38778e-15, 	3.04, 	(-0.407465,-0.360964);
20:03:50.225, 	1, 	2, 	24.7097, 	25.3414, 	1, 	-1.38778e-15, 	3.04, 	(0.114022,-0.631716);
20:03:50.244, 	1, 	2, 	26.7994, 	24.8586, 	1, 	-1.38778e-15, 	3.04, 	(-0.370136,-0.1784);
20:03:50.265, 	1, 	2, 	19.3944, 	18.3158, 	1, 	-1.38778e-15, 	3.04, 	(-0.287561,0.170392);
20:03:50.285, 	1, 	2, 	21.5825, 	24.4093, 	1, 	-1.38778e-15, 	3.04, 	(0.61418,0.292457);
20:03:50.305, 	1, 	2, 	27.6031, 	25.2634, 	1, 	-1.38778e-15, 	3.04, 	(0.32296,-0.41235);
20:03:50.325, 	1, 	2, 	27.2286, 	22.519, 	1, 	-1.38778e-15, 	3.04, 	(0.120452,-0.334174);
20:03:50.345, 	1, 	2, 	19.0597, 	24.1052, 	1, 	-1.38778e-15, 	3.04, 	(0.622711,-0.142355);
20:03:50.365, 	1, 	2, 	28.6884, 	25.5488, 	1, 	-1.38778e-15, 	3.04, 	(-0.141262,0.567279);
20:03:50.385, 	1, 	2, 	24.6321, 	24.9543, 	1, 	-1.38778e-15, 	3.04, 	(-0.150303,0.718432);
20:03:50.406, 	1, 	2, 	28.1057, 	24.7432, 	1, 	-1.38778e-15, 	3.04, 	(0.0534716,0.443548);
20:03:50.426, 	1, 	2, 	19.6256, 	23.6552, 	1, 	-1.38778e-15, 	3.04, 	(0.461836,-0.513039);
20:03:50.446, 	1, 	2, 	21.8273, 	25.3593, 	1, 	-1.38778e-15, 	3.04, 	(0.533633,-0.506675);
20:03:50.466, 	1, 	2, 	24.323, 	26.1217, 	1, 	-1.38778e-15, 	3.04, 	(-0.604509,0.512734);
20:03:50.486, 	0, 	2, 	28.7533, 	26.1217, 	1, 	-1.38778e-15, 	3.04, 	(-0.604509,0.512734);
20:03:50.506, 	1, 	2, 	29.9808, 	25.4772, 	1, 	4, 	2.736, 	(-0.621999,0.188105);
20:03:50.526, 	1, 	2, 	21.3819, 	23.6289, 	1, 	4, 	2.736, 	(-0.693274,0.0284935);
20:03:50.546, 	1, 	2, 	24.486, 	25.3526, 	1, 	4, 	2.736, 	(0.428701,0.619349);
20:03:50.566, 	1, 	2, 	28.7646, 	24.9164, 	1, 	4, 	2.736, 	(0.0167508,-0.505449);
20:03:50.586, 	1, 	2, 	30.2045, 	25.3794, 	1, 	4, 	2.736, 	(0.490848,-0.553896);
20:03:50.606, 	1, 	2, 	21.225, 	24.6318, 	1, 	4, 	2.736, 	(-0.600364,0.610253);
20:03:50.626, 	1, 	2, 	29.8381, 	25.592, 	1, 	4, 	2.736, 	(-0.679772,-0.100128);
20:03:50.646, 	1, 	2, 	27.9273, 	25.466, 	1, 	4, 	2.736, 	(0.33803,0.818146);
20:03:50.667, 	1, 	2, 	28.0867, 	26.4847, 	1, 	4, 	2.736, 	(0.474125,-0.164353);
20:03:50.687, 	1, 	2, 	30.8821, 	26.4215, 	1, 	4, 	3.04, 	(-0.744359,0.360539);
20:03:50.707, 	1, 	2, 	23.2897, 	25.2282, 	1, 	4, 	3.04, 	(-0.167605,0.885955);
20:03:50.727, 	1, 	2, 	27.3208, 	26.3875, 	1, 	4, 	3.04, 	(0.530998,-0.737687);
20:03:50.747, 	1, 	2, 	29.8955, 	25.9782, 	1, 	4, 	3.04, 	(-0.77283,-0.480978);
20:03:50.767, 	1, 	2, 	31.5854, 	25.6957, 	1, 	4, 	3.04, 	(-0.237762,0.838939);
20:03:50.787, 	1, 	2, 	23.509, 	24.8822, 	1, 	4, 	3.04, 	(-0.959341,-0.040812);
20:03:50.807, 	1, 	2, 	30.0593, 	26.3662, 	1, 	4, 	3.04, 	(0.67262,-0.152804);
20:03:50.827, 	1, 	2, 	29.8946, 	26.3648, 	1, 	4, 	3.04, 	(-0.111964,0.949205);
20:03:50.847, 	1, 	2, 	32.7542, 	25.8395, 	1, 	4, 	3.04, 	(-0.855496,0.0412205);
20:03:50.867, 	1, 	2, 	23.5563, 	25.3959, 	1, 	4, 	3.04, 	(-0.830152,0.442781);
20:03:50.887, 	1, 	2, 	25.8674, 	25.8239, 	1, 	4, 	3.04, 	(-0.956845,-0.0835205);
20:03:50.908, 	1, 	2, 	28.7647, 	25.7799, 	1, 	4, 	3.04, 	(-0.567036,0.171526);
20:03:50.928, 	1, 	2, 	19.7413, 	24.0245, 	1, 	4, 	3.04, 	(0.046292,-0.988413);
20:03:50.948, 	1, 	2, 	23.3298, 	25.7608, 	1, 	4, 	3.04, 	(0.959815,0.405152);
20:03:50.968, 	1, 	2, 	29.6142, 	26.5308, 	1, 	4, 	3.04, 	(0.779272,0.0255315);
20:03:50.988, 	1, 	2, 	30.8396, 	26.697, 	1, 	-1.38778e-15, 	3.04, 	(-0.990695,0.0939853);
20:03:51.008, 	1, 	2, 	31.9473, 	14.4778, 	1, 	-1.38778e-15, 	3.04, 	(0.000948563,-0.165885);
20:03:51.028, 	1, 	2, 	30.3833, 	26.013, 	1, 	-1.38778e-15, 	3.04, 	(-0.859983,-0.22298);
20:03:51.048, 	1, 	2, 	30.1609, 	26.6449, 	1, 	-1.38778e-15, 	3.04, 	(-0.625109,0.477521);
20:03:51.068, 	1, 	2, 	30.107, 	26.8211, 	1, 	-1.38778e-15, 	3.04, 	(0.987255,-0.386428);
20:03:51.088, 	1, 	2, 	19.1575, 	23.757, 	1, 	-1.38778e-15, 	3.04, 	(0.94859,-0.369432);
20:03:51.108, 	1, 	2, 	33.2228, 	26.8171, 	1, 	-1.38778e-15, 	3.04, 	(0.424914,-0.831448);
20:03:51.128, 	1, 	2, 	25.6002, 	26.6991, 	1, 	-1.38778e-15, 	3.04, 	(-0.21484,-1.0354);
20:03:51.148, 	1, 	2, 	29.2061, 	26.7642, 	1, 	-1.38778e-15, 	3.04, 	(-0.676662,-0.132722);
20:03:51.168, 	1, 	2, 	31.2168, 	17.3556, 	1, 	-1.38778e-15, 	3.04, 	(0.389655,0.31399);
20:03:51.189, 	1, 	2, 	31.9086, 	25.838, 	1, 	-1.38778e-15, 	3.04, 	(-0.0331453,-0.88699);
20:03:51.209, 	1, 	2, 	31.3412, 	25.7767, 	1, 	-1.38778e-15, 	3.04, 	(-0.143824,-0.782619);
20:03:51.229, 	1, 	2, 	29.6779, 	26.337, 	1, 	-1.38778e-15, 	3.04, 	(-0.274285,-0.61744);
20:03:51.249, 	1, 	2, 	32.3758, 	25.993, 	1, 	-1.38778e-15, 	3.04, 	(0.10314,-0.957659);
20:03:51.269, 	1, 	2, 	31.7513, 	25.2958, 	1, 	-1.38778e-15, 	3.04, 	(-0.890794,0.0826026);
