2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	16.99778, 	1, 	1.824
2, 	-53.5801, 	-53.5801, 	14.90173, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	15.842329999999999, 	1, 	2.736
2, 	-53.5801, 	-53.5801, 	16.15231, 	1, 	2.736
2, 	-53.5801, 	-53.5801, 	15.417010000000001, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	16.018359999999998, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	16.10573, 	1, 	2.736
2, 	-53.5801, 	-53.5801, 	15.475990000000001, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	15.831079999999996, 	1, 	2.736
2, 	-53.5801, 	-53.5801, 	15.729090000000003, 	1, 	3.04
