2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	55.1161, 	-60, 	26.1534, 	1, 	1.52
2, 	56.7136, 	57, 	23.6159, 	1, 	0.608
2, 	56.7136, 	55, 	22.2675, 	1, 	0.912
2, 	55.1161, 	55, 	19.6318, 	1, 	0.912
2, 	55.1161, 	57, 	20.6358, 	1, 	1.216
2, 	55.1161, 	57, 	23.4562, 	1, 	1.52
2, 	55.1161, 	57, 	23.2409, 	1, 	1.824
2, 	55.1161, 	57, 	24.423, 	1, 	2.128
2, 	55.1161, 	57, 	20.3639, 	1, 	2.432
2, 	55.1161, 	57, 	21.9981, 	1, 	2.736
2, 	55.1161, 	57, 	20.9749, 	1, 	3.04
2, 	56.7136, 	57, 	23.8184, 	1, 	3.04
2, 	56.7136, 	49, 	22.8975, 	1, 	3.04
2, 	55.1161, 	49, 	21.6154, 	1, 	3.04
2, 	55.1161, 	57, 	22.7979, 	1, 	3.04
2, 	53.5801, 	57, 	20.3408, 	1, 	3.04
2, 	53.5801, 	57, 	20.5825, 	1, 	3.04
2, 	56.7136, 	57, 	24.3601, 	1, 	3.04
2, 	56.7136, 	49, 	24.2615, 	1, 	3.04
2, 	53.5801, 	57, 	24.231, 	1, 	3.04
2, 	55.1161, 	57, 	23.4898, 	1, 	3.04
2, 	55.1161, 	57, 	24.1702, 	1, 	3.04
2, 	52.098, 	57, 	24.5577, 	1, 	3.04
2, 	52.098, 	57, 	19.918, 	1, 	3.04
2, 	52.098, 	57, 	24.4537, 	1, 	3.04
2, 	52.098, 	57, 	22.7864, 	1, 	3.04
2, 	53.5801, 	57, 	18.4473, 	1, 	3.04
2, 	53.5801, 	57, 	24.3178, 	1, 	3.04
2, 	53.5801, 	57, 	23.8613, 	1, 	3.04
2, 	53.5801, 	57, 	20.4424, 	1, 	3.04
2, 	47.9181, 	57, 	24.6015, 	1, 	3.04
2, 	47.9181, 	54, 	23.9189, 	1, 	3.04
2, 	52.098, 	54, 	24.2216, 	1, 	3.04
2, 	52.098, 	57, 	24.8118, 	1, 	3.04
2, 	50.6636, 	57, 	24.8907, 	1, 	3.04
2, 	50.6636, 	50, 	25.3167, 	1, 	3.04
2, 	47.9181, 	50, 	21.0441, 	1, 	3.04
2, 	47.9181, 	54, 	25.1095, 	1, 	3.04
2, 	49.2717, 	54, 	23.7538, 	1, 	3.04
2, 	49.2717, 	50, 	18.6549, 	1, 	3.04
2, 	49.2717, 	45, 	18.6549, 	1, 	3.04
2, 	49.2717, 	53, 	24.5201, 	1, 	3.04
2, 	46.599, 	53, 	23.8668, 	1, 	3.04
2, 	46.599, 	47, 	24.611, 	1, 	3.04
2, 	49.2717, 	47, 	24.6453, 	1, 	3.04
2, 	46.599, 	53, 	25.2311, 	1, 	3.04
2, 	46.599, 	47, 	24.3614, 	1, 	3.04
