time_slot,n_visible,ids,x_m,y_m,range_m,angle_deg,blockage_xmin,blockage_xmax,n_blockage_cells,dt_s
0,0,,,,"4.563,4.557,4.552,4.550,4.550,4.552,4.557,4.563","-4.40,-3.14,-1.89,-0.63,0.63,1.89,3.14,4.40",-0.4,0.4,8,0.1
