slot,id,beam,CRC,SNR
0,101,7,1,43.7141
0,101,7,1,43.9485
0,101,7,1,43.1707
0,101,7,1,44.8227
0,101,7,1,42.2497
0,101,7,1,43.8217
0,101,7,1,43.2496
0,101,7,1,42.9101
0,101,7,1,44.1421
0,101,7,1,45.0099
0,101,7,1,43.3913
0,101,7,1,43.0323
0,101,7,1,43.0800
0,101,7,1,43.4293
0,101,7,1,44.1807
0,101,7,1,43.4932
0,101,7,1,44.2671
0,101,7,1,43.7655
0,101,7,1,43.9990
0,101,7,1,43.4374
0,101,7,1,44.0434
0,101,7,1,43.3181
0,101,7,1,44.4345
0,101,7,1,43.3505
0,101,7,1,42.6342
0,101,7,0,44.1796
0,101,7,1,44.0555
0,101,7,1,43.6318
0,101,7,1,43.1582
0,101,7,1,44.6982
0,101,7,1,44.6857
0,101,7,1,44.3569
0,101,7,0,43.3967
0,101,7,1,44.1027
0,101,7,1,42.2010
0,101,7,1,44.2113
0,101,7,1,43.0761
0,101,7,1,44.6846
0,101,7,1,44.6933
0,101,8,1,43.5349
0,101,8,1,43.3696
0,101,8,1,43.9609
0,101,8,1,44.1045
0,101,8,1,44.5201
0,101,8,1,43.4826
0,101,8,1,44.8924
0,101,8,1,43.6198
0,101,8,1,41.6190
0,101,8,1,43.4655
0,101,8,1,43.9994
0,101,8,1,43.2529
0,101,8,1,43.9894
0,101,8,1,43.4663
0,101,8,1,45.5131
0,101,8,1,44.7262
0,101,8,1,43.4500
0,101,8,1,42.7775
0,101,8,1,43.5776
0,101,8,1,43.0203
0,101,8,1,43.6592
0,101,8,1,44.6404
0,101,8,1,44.2591
0,101,8,1,43.4248
0,101,8,1,42.9610
0,101,8,1,43.3938
0,101,8,1,44.1296
0,101,8,1,43.2630
0,101,8,1,43.5791
0,101,8,1,44.0288
0,101,8,1,44.0907
0,101,8,1,43.0855
0,101,8,1,43.9643
0,101,8,1,43.2964
0,101,8,1,42.6703
0,101,8,0,42.6365
0,101,8,1,43.3294
0,101,8,1,44.5364
0,101,8,1,44.6460
0,101,8,1,44.6762
0,101,8,1,43.7010
0,101,8,1,43.5710
0,101,8,0,43.7978
0,101,8,1,43.8381
0,101,8,1,43.1669
0,101,8,1,43.3272
0,101,8,1,43.6118
0,101,8,1,43.3231
0,101,8,1,44.7654
0,101,8,1,43.2013
0,101,9,1,42.1790
0,101,9,1,43.6126
0,101,9,1,43.8301
0,101,9,1,43.2319
0,101,9,1,44.0810
0,101,9,1,42.9306
0,101,9,1,43.6154
0,101,9,1,42.9979
0,101,9,1,42.6740
0,101,9,1,42.7273
0,101,9,1,44.1720
0,101,9,1,42.9798
0,101,9,1,42.9034
0,101,9,1,43.0008
0,101,9,1,43.0962
0,101,9,1,42.4276
0,101,9,1,43.3432
0,101,9,1,42.9803
0,101,9,1,43.4263
0,101,9,1,44.4651
0,101,9,1,43.2230
0,101,9,1,43.7089
0,101,9,1,43.0603
0,101,9,1,43.4816
0,101,9,1,43.4112
0,101,9,1,43.9168
0,101,9,1,42.5847
0,101,9,1,42.8492
0,101,9,1,42.7913
0,101,9,1,44.4661
0,101,9,1,43.4244
0,101,9,1,44.7283
0,101,9,1,44.3004
0,101,9,1,42.4975
0,101,9,1,44.7007
0,101,9,1,42.9507
0,101,9,1,44.4005
0,101,9,1,44.1764
0,101,9,1,43.2335
0,101,9,1,43.0920
0,101,9,1,43.3876
0,101,9,1,43.6096
0,101,9,1,42.9047
0,101,9,1,43.9939
0,101,9,1,43.3037
0,101,9,1,42.6165
0,101,9,1,43.4725
0,101,9,1,44.3502
0,101,9,1,44.3056
0,101,9,1,42.6670
0,101,10,1,43.4370
0,101,10,1,42.8792
0,101,10,1,42.6406
0,101,10,1,42.8993
0,101,10,1,43.0212
0,101,10,1,44.7816
0,101,10,1,43.5922
0,101,10,1,42.6208
0,101,10,1,43.7809
0,101,10,1,43.2053
0,101,10,1,42.6892
0,101,10,1,43.6997
0,101,10,1,44.3835
0,101,10,0,44.5132
0,101,10,1,42.7298
0,101,10,1,42.8479
0,101,10,1,43.6991
0,101,10,1,44.2375
0,101,10,1,42.5786
0,101,10,1,41.5266
0,101,10,0,42.4692
0,101,10,1,42.6952
0,101,10,1,44.4303
0,101,10,1,42.6548
0,101,10,1,42.8810
0,101,10,1,42.4059
0,101,10,1,43.4187
0,101,10,1,42.5909
0,101,10,1,42.8395
0,101,10,1,42.9803
0,101,10,1,43.9391
0,101,10,1,44.3950
0,101,10,1,43.2385
0,101,10,1,44.3931
0,101,10,1,43.9873
0,101,10,1,42.5669
0,101,10,1,43.0096
