slot,id,beam,CRC,SNR
21,2,21,1,30.7721
21,2,21,1,31.8473
21,2,21,0,31.1664
21,2,21,1,31.8003
21,2,21,1,31.3694
21,2,21,1,31.5939
21,2,22,1,19.2408
21,2,22,1,21.3882
21,2,22,1,21.2583
21,2,22,0,20.1955
21,2,22,1,20.9663
21,2,22,1,19.4346
21,2,22,1,20.0891
21,2,22,1,19.6590
21,2,22,1,20.1665
21,2,22,1,20.4249
21,2,22,1,21.4678
21,2,22,1,20.1567
21,2,22,1,19.6726
21,2,22,1,21.0214
21,2,22,1,20.3510
21,2,22,1,19.4623
21,2,22,1,19.5680
21,2,22,1,21.3075
21,2,22,1,20.0496
21,2,22,1,21.9750
21,2,22,1,19.3973
21,2,22,1,20.8791
21,2,22,1,19.4556
21,2,22,1,19.3262
21,2,22,1,20.2450
21,2,22,1,20.6773
21,2,22,1,19.7828
21,2,22,1,19.7238
21,2,22,1,19.4089
21,2,22,1,20.3739
21,2,22,1,20.9133
21,2,22,1,19.3184
21,2,22,1,21.5255
21,2,22,1,21.5588
21,2,22,1,20.2833
21,2,22,1,20.6424
21,2,22,1,21.0831
21,2,22,1,19.5843
21,2,22,1,20.5880
21,2,22,1,20.2971
21,2,22,1,20.3700
21,2,22,1,19.6614
21,2,22,1,20.9261
21,2,22,1,19.9534
21,2,22,1,20.1675
21,2,22,1,19.9144
21,2,22,1,19.9231
21,2,22,1,21.0065
21,2,22,1,20.6223
21,2,22,1,21.1165
21,2,23,1,21.7550
21,2,23,1,19.7633
21,2,23,1,20.4248
21,2,23,1,20.2680
21,2,23,1,22.1227
21,2,23,1,18.9746
21,2,23,1,20.4611
21,2,23,1,19.6083
21,2,23,1,20.7693
21,2,23,1,20.5864
21,2,23,1,19.4358
21,2,23,1,20.3993
21,2,23,1,22.0801
21,2,23,1,19.8453
21,2,23,1,19.7465
21,2,23,1,21.1498
21,2,23,1,20.9590
21,2,23,1,19.6718
21,2,23,1,19.8713
21,2,23,1,22.0973
21,2,23,1,19.2546
21,2,23,1,19.6578
21,2,23,1,20.6669
21,2,23,1,20.4998
21,2,23,0,21.1861
21,2,23,1,20.2936
21,2,23,1,20.4695
21,2,23,1,20.3171
21,2,23,1,21.0134
21,2,23,1,21.6673
21,2,23,1,20.0663
21,2,23,0,20.7898
21,2,23,1,21.4866
21,2,23,1,21.7511
21,2,23,1,19.1773
21,2,23,1,20.8140
21,2,23,1,21.5572
21,2,23,1,20.3403
21,2,23,1,19.6126
21,2,23,1,21.2188
21,2,23,1,20.0724
21,2,23,1,21.6568
21,2,23,1,20.6840
21,2,23,1,20.6248
21,2,23,1,19.4515
21,2,23,1,20.0906
21,2,23,1,20.0345
21,2,23,1,20.9548
21,2,23,1,20.8077
21,2,23,1,20.5180
21,2,24,1,19.7663
21,2,24,1,19.3272
21,2,24,1,21.4533
21,2,24,1,19.6124
21,2,24,1,20.1955
21,2,24,1,19.9715
21,2,24,1,19.3302
21,2,24,1,20.7173
21,2,24,1,21.2996
21,2,24,1,20.6240
21,2,24,1,20.2155
21,2,24,1,21.7119
21,2,24,1,20.6132
21,2,24,1,19.3044
21,2,24,1,20.6043
21,2,24,1,20.0951
21,2,24,1,21.5192
21,2,24,1,21.8484
21,2,24,1,20.0136
21,2,24,1,20.3857
21,2,24,1,19.4137
21,2,24,1,20.5621
21,2,24,1,20.5230
21,2,24,0,21.5788
21,2,24,1,18.9946
21,2,24,1,20.3563
21,2,24,1,20.4021
21,2,24,1,19.9601
21,2,24,1,21.1219
21,2,24,1,19.4295
21,2,24,0,21.2623
21,2,24,1,21.9159
21,2,24,1,19.9048
21,2,24,1,19.9908
21,2,24,1,20.8994
21,2,24,1,20.3294
21,2,24,1,20.7223
21,2,24,1,21.6662
21,2,24,1,19.2358
21,2,24,1,19.8738
21,2,24,1,22.4375
21,2,24,1,20.7621
21,2,24,1,20.6906
21,2,24,1,19.9087
21,2,24,1,19.4824
21,2,24,1,19.9000
21,2,24,1,20.3229
21,2,24,1,20.1589
21,2,24,1,19.6465
21,2,24,1,20.0559
21,2,25,1,18.0328
21,2,25,1,18.2152
21,2,25,1,18.5618
21,2,25,1,18.3961
21,2,25,1,19.6472
21,2,25,1,19.7300
21,2,25,1,19.0549
21,2,25,1,18.7284
21,2,25,1,20.6611
21,2,25,1,20.0359
21,2,25,1,18.1410
21,2,25,1,18.2846
21,2,25,1,19.2237
21,2,25,1,18.3417
21,2,25,1,17.9462
21,2,25,1,18.6248
21,2,25,1,18.7263
21,2,25,1,17.5845
21,2,25,1,20.2473
21,2,25,1,18.9385
21,2,25,1,19.9844
21,2,25,1,18.9077
21,2,25,1,20.3792
21,2,25,1,18.6583
21,2,25,1,17.6518
21,2,25,1,19.4403
21,2,25,1,18.1201
21,2,25,1,19.5737
21,2,25,1,18.8219
21,2,25,1,18.6104
21,2,25,1,17.8674
21,2,25,1,19.0326
21,2,25,1,19.6211
21,2,25,1,18.6065
21,2,25,1,18.9098
21,2,25,1,17.8057
21,2,25,1,20.3186
21,2,25,1,18.7558
21,2,25,1,20.5169
21,2,25,1,19.3765
21,2,25,1,19.7200
21,2,25,1,19.6995
21,2,25,1,19.6120
21,2,25,1,19.2224
21,2,25,1,20.2367
21,2,25,1,19.2020
21,2,25,1,20.5657
21,2,25,1,19.4322
21,2,25,1,18.5138
21,2,25,1,20.5025
21,2,26,1,19.5463
21,2,26,0,18.6951
21,2,26,1,19.0094
21,2,26,1,19.5213
21,2,26,1,19.6931
21,2,26,1,20.8352
21,2,26,1,19.0861
21,2,26,1,19.5040
21,2,26,0,19.7954
21,2,26,1,19.3540
21,2,26,1,20.5737
21,2,26,1,18.8570
21,2,26,1,19.6848
21,2,26,1,19.4891
21,2,26,1,19.9397
21,2,26,1,20.1723
21,2,26,1,18.2166
21,2,26,1,19.1674
21,2,26,1,18.6855
21,2,26,1,19.7476
21,2,26,1,19.1654
21,2,26,1,19.5736
21,2,26,1,19.2982
21,2,26,1,19.4047
21,2,26,1,18.3548
21,2,26,1,18.2144
21,2,26,1,19.0481
21,2,26,1,19.1729
21,2,26,1,19.0007
21,2,26,1,19.0434
21,2,26,1,19.1742
21,2,26,1,18.6393
21,2,26,1,19.2147
21,2,26,1,19.2139
21,2,26,1,19.3503
21,2,26,1,19.4295
21,2,26,1,18.2744
21,2,26,1,18.6257
21,2,26,1,19.3525
21,2,26,1,20.1358
21,2,26,1,18.3564
21,2,26,1,19.1077
21,2,26,1,19.5915
21,2,26,1,19.7806
21,2,26,1,18.7203
21,2,26,1,17.8838
21,2,26,1,18.9076
21,2,26,1,19.0450
21,2,26,1,18.6585
21,2,26,1,19.3147
21,2,27,0,19.5428
21,2,27,1,18.8557
21,2,27,1,19.0387
21,2,27,1,19.0975
21,2,27,1,19.5434
21,2,27,1,19.1061
21,2,27,1,19.4584
21,2,27,0,18.0044
21,2,27,1,17.7177
21,2,27,1,19.6541
21,2,27,1,17.6383
21,2,27,1,17.8494
21,2,27,1,19.4726
21,2,27,1,18.5339
21,2,27,1,18.7871
21,2,27,1,18.2029
21,2,27,1,18.3375
21,2,27,1,18.2159
21,2,27,1,19.9231
21,2,27,1,19.3167
21,2,27,1,19.1556
21,2,27,1,19.3044
21,2,27,1,18.8776
21,2,27,1,18.7454
21,2,27,1,21.1842
21,2,27,1,19.8060
21,2,27,1,19.1890
21,2,27,1,18.4310
21,2,27,1,18.5806
21,2,27,1,18.4698
21,2,27,1,20.3199
21,2,27,1,17.8744
21,2,27,1,18.8459
21,2,27,1,18.9335
21,2,27,1,19.1419
21,2,27,1,19.0546
21,2,27,1,18.9988
21,2,27,1,18.4921
21,2,27,1,18.6966
21,2,27,1,18.5399
21,2,27,1,19.4384
21,2,27,1,19.6403
21,2,27,1,19.6807
21,2,27,1,19.0923
21,2,27,1,18.6992
21,2,27,1,18.1056
21,2,27,1,18.2234
21,2,27,1,18.6451
21,2,27,1,18.5784
21,2,27,1,19.6449
21,2,28,1,22.2330
21,2,28,1,22.4203
21,2,28,1,22.8665
21,2,28,1,23.5174
21,2,28,1,22.2430
21,2,28,1,23.0394
21,2,28,1,24.0352
21,2,28,1,23.6397
21,2,28,1,23.1052
21,2,28,1,22.8698
21,2,28,1,23.3507
21,2,28,1,24.4209
21,2,28,1,23.3939
21,2,28,1,23.5458
21,2,28,1,25.5905
21,2,28,1,21.9576
21,2,28,1,22.8530
21,2,28,1,22.6717
21,2,28,1,22.6630
21,2,28,1,22.8674
21,2,28,1,22.3076
21,2,28,1,23.8382
21,2,28,1,23.4604
21,2,28,1,22.7461
21,2,28,1,22.7583
21,2,28,1,24.3131
21,2,28,1,23.8931
21,2,28,1,23.1385
21,2,28,0,22.9667
21,2,28,1,22.3500
21,2,28,1,24.5649
21,2,28,1,22.9682
21,2,28,1,23.2118
21,2,28,1,24.3985
21,2,28,1,22.5038
21,2,28,0,23.7791
21,2,28,1,23.3330
21,2,28,1,24.0197
21,2,28,1,23.5308
21,2,28,1,22.7239
21,2,28,1,23.1101
21,2,28,1,23.8716
21,2,28,1,23.6351
21,2,28,1,24.0377
21,2,28,1,23.8630
21,2,28,1,22.6404
21,2,28,1,23.3259
21,2,28,1,23.6639
21,2,28,1,24.2128
21,2,28,1,24.4014
21,2,29,1,23.1913
21,2,29,1,22.2140
21,2,29,1,22.7734
21,2,29,1,22.0082
21,2,29,1,23.4496
21,2,29,1,22.9181
21,2,29,1,22.5975
21,2,29,1,23.3150
21,2,29,1,24.9812
21,2,29,1,23.4125
21,2,29,1,23.9114
21,2,29,1,23.8354
21,2,29,1,23.2893
21,2,29,1,23.0483
21,2,29,1,23.7052
21,2,29,1,23.5363
21,2,29,1,22.8281
21,2,29,1,23.7158
21,2,29,1,21.8491
21,2,29,1,24.8367
21,2,29,1,24.2296
21,2,29,1,24.0105
21,2,29,1,22.8586
21,2,29,1,24.7338
21,2,29,1,23.1751
21,2,29,1,23.3105
21,2,29,1,24.0853
21,2,29,0,24.1792
21,2,29,1,25.4002
21,2,29,1,23.9036
21,2,29,1,23.7079
21,2,29,1,22.7640
21,2,29,1,23.2634
21,2,29,1,22.0812
21,2,29,0,22.5938
21,2,29,1,24.5445
21,2,29,1,22.3009
21,2,29,1,22.6644
21,2,29,1,23.1586
21,2,29,1,24.0839
21,2,29,1,24.6480
21,2,29,1,23.6205
21,2,29,1,22.7372
21,2,29,1,23.6475
21,2,29,1,24.0525
21,2,29,1,23.8583
21,2,29,1,23.3604
21,2,29,1,22.8034
21,2,29,1,23.1427
21,2,29,1,23.7069
21,2,30,1,23.8831
21,2,30,1,23.5084
21,2,30,1,23.2866
21,2,30,1,23.3988
21,2,30,1,22.9945
21,2,30,1,22.7862
21,2,30,1,23.4820
21,2,30,1,22.1570
21,2,30,1,23.6909
21,2,30,1,22.7226
21,2,30,1,23.1795
21,2,30,1,22.6922
21,2,30,1,23.8709
21,2,30,1,23.9931
21,2,30,1,24.1116
21,2,30,1,23.7983
21,2,30,1,23.3017
21,2,30,1,23.6573
21,2,30,1,22.9916
21,2,30,1,22.9286
21,2,30,1,22.4409
21,2,30,1,23.2567
21,2,30,1,23.8447
21,2,30,1,24.0317
21,2,30,1,22.6326
21,2,30,1,22.0323
21,2,30,1,24.8006
21,2,30,1,24.6941
21,2,30,1,24.3308
21,2,30,1,21.6222
21,2,30,1,23.8238
21,2,30,1,23.9876
21,2,30,1,23.0808
21,2,30,1,24.3914
21,2,30,1,22.8962
21,2,30,1,22.7999
21,2,30,1,23.6882
21,2,30,1,23.5029
21,2,30,1,22.5241
21,2,30,1,22.2118
21,2,30,1,22.8794
21,2,30,1,21.6292
21,2,30,1,24.1844
21,2,30,1,23.0192
21,2,30,1,22.3226
21,2,30,1,23.4505
21,2,30,1,23.0930
21,2,30,1,22.8644
21,2,30,1,22.2881
21,2,30,1,23.7620
21,2,31,1,18.8337
21,2,31,1,17.3884
21,2,31,1,18.5859
21,2,31,1,17.2799
21,2,31,1,18.9971
21,2,31,0,18.9283
21,2,31,1,18.3520
21,2,31,1,19.8363
21,2,31,1,18.5239
21,2,31,1,18.9448
21,2,31,1,19.0358
21,2,31,1,19.4964
21,2,31,0,18.3606
21,2,31,1,19.1231
21,2,31,1,19.2112
21,2,31,1,19.2787
21,2,31,1,19.8636
21,2,31,1,18.9748
21,2,31,1,18.2048
21,2,31,1,18.7987
21,2,31,1,17.8043
21,2,31,1,18.7832
21,2,31,1,18.8437
21,2,31,1,19.3922
21,2,31,1,19.2746
21,2,31,1,18.6980
21,2,31,1,19.5483
21,2,31,1,19.1541
21,2,31,1,18.8149
21,2,31,1,17.7637
21,2,31,1,18.8178
21,2,31,1,18.3998
21,2,31,1,19.1038
21,2,31,1,18.3056
21,2,31,1,17.7920
21,2,31,1,19.3484
21,2,31,1,18.6171
21,2,31,1,19.8438
21,2,31,1,19.7811
21,2,31,1,19.1590
21,2,31,1,19.7463
21,2,31,1,18.8130
21,2,31,1,19.1036
21,2,31,1,19.3858
21,2,31,1,18.8065
21,2,31,1,18.3495
21,2,31,1,18.0152
21,2,31,1,19.5040
21,2,31,1,19.0468
21,2,31,1,18.7926
21,2,32,1,18.3481
21,2,32,1,18.8963
21,2,32,1,17.7749
21,2,32,1,18.8222
21,2,32,0,19.0365
21,2,32,1,19.1923
21,2,32,1,18.0699
21,2,32,1,20.1606
21,2,32,1,19.3881
21,2,32,1,19.1918
21,2,32,1,17.7942
21,2,32,0,18.1845
21,2,32,1,19.3415
21,2,32,1,17.8966
21,2,32,1,18.8748
21,2,32,1,20.1592
21,2,32,1,19.8407
21,2,32,1,18.1703
21,2,32,1,18.5647
21,2,32,1,18.2750
21,2,32,1,19.0622
21,2,32,1,19.9995
21,2,32,1,19.1545
21,2,32,1,19.6428
21,2,32,1,18.8783
21,2,32,1,19.3968
21,2,32,1,19.5519
21,2,32,1,19.2632
21,2,32,1,18.8176
21,2,32,1,20.4565
21,2,32,1,18.8974
21,2,32,1,19.7232
21,2,32,1,17.6850
21,2,32,1,19.5255
21,2,32,1,19.4717
21,2,32,1,18.4474
21,2,32,1,19.5219
21,2,32,1,20.1340
21,2,32,1,19.2150
21,2,32,1,19.0831
21,2,32,1,18.0884
21,2,32,1,17.5135
21,2,32,1,20.7510
21,2,32,1,18.9508
21,2,32,1,18.9504
21,2,32,1,17.9029
21,2,32,1,18.0360
21,2,32,1,17.9569
21,2,32,1,20.3446
21,2,32,1,19.5601
21,2,33,1,19.3688
21,2,33,1,19.8294
21,2,33,1,19.0085
21,2,33,1,18.3730
21,2,33,1,18.1784
21,2,33,1,18.1291
21,2,33,1,19.1069
21,2,33,1,19.6572
21,2,33,1,19.7303
21,2,33,1,19.1683
21,2,33,1,20.4855
21,2,33,1,18.1930
21,2,33,1,19.7172
21,2,33,1,18.2394
21,2,33,1,19.1806
21,2,33,1,17.6602
21,2,33,1,19.3251
21,2,33,1,19.8554
21,2,33,1,18.4329
21,2,33,1,18.3294
21,2,33,1,19.0920
21,2,33,1,19.4127
21,2,33,1,18.9603
21,2,33,1,18.3245
21,2,33,1,19.4088
21,2,33,1,18.2845
21,2,33,1,19.2290
21,2,33,1,18.0418
21,2,33,1,18.7774
21,2,33,1,19.4624
21,2,33,1,19.1913
21,2,33,1,18.6490
21,2,33,0,20.5563
21,2,33,1,17.9368
21,2,33,1,18.3080
21,2,33,1,18.7436
21,2,33,1,18.9067
21,2,33,1,20.2064
21,2,33,1,17.7099
21,2,33,0,18.4740
21,2,33,1,19.4184
21,2,33,1,18.5864
21,2,33,1,18.8539
21,2,33,1,19.3503
21,2,33,1,18.4934
21,2,33,1,18.7675
21,2,33,1,19.5424
21,2,33,1,18.2134
21,2,33,1,19.0158
21,2,33,1,17.8519
21,2,34,0,1.7748
21,2,34,0,3.2709
21,2,34,0,2.6765
21,2,34,0,2.2403
21,2,34,0,2.9315
21,2,34,0,2.0346
21,2,34,0,1.9466
21,2,34,0,2.8763
21,2,34,0,3.6060
21,2,34,0,3.6896
21,2,34,0,2.6925
21,2,34,0,1.7468
21,2,34,0,2.5787
21,2,34,0,3.0883
21,2,34,0,1.7150
21,2,34,0,1.3259
21,2,34,0,3.0411
21,2,34,0,1.9885
21,2,34,0,1.5502
21,2,34,0,3.6152
21,2,34,0,1.6979
21,2,34,0,2.5263
21,2,34,0,2.4747
21,2,34,0,1.7492
21,2,34,0,2.7557
21,2,34,0,2.3762
21,2,34,0,2.6311
21,2,34,0,2.4244
21,2,34,0,2.6075
21,2,34,0,2.7591
21,2,34,0,1.3573
21,2,34,0,1.7515
21,2,34,0,2.2710
21,2,34,0,2.2952
21,2,34,0,2.1536
21,2,34,0,1.1918
21,2,34,0,1.1633
21,2,34,0,1.1643
21,2,34,0,2.2868
21,2,34,0,2.9535
21,2,34,0,3.6373
21,2,34,0,1.9427
21,2,34,0,3.1703
21,2,34,0,2.8937
21,2,34,0,2.8538
21,2,34,0,2.8037
21,2,34,0,2.8387
21,2,34,0,3.5729
21,2,34,0,3.6665
21,2,34,0,1.0306
21,2,35,0,2.3735
21,2,35,0,2.1616
21,2,35,0,3.2866
21,2,35,0,3.2775
21,2,35,0,2.2357
21,2,35,0,3.2987
21,2,35,0,1.1495
21,2,35,0,0.7816
21,2,35,0,0.7588
21,2,35,0,1.1552
21,2,35,0,2.9254
21,2,35,0,2.0585
21,2,35,0,2.1101
21,2,35,0,2.8052
21,2,35,0,1.3619
21,2,35,0,1.6272
21,2,35,0,1.6100
21,2,35,0,2.8693
21,2,35,0,2.0233
21,2,35,0,3.3672
21,2,35,0,1.8260
21,2,35,0,3.3573
21,2,35,0,4.2229
21,2,35,0,1.9883
21,2,35,0,1.9651
21,2,35,0,2.9062
21,2,35,0,2.8378
21,2,35,0,0.6906
21,2,35,0,1.8042
21,2,35,0,2.3133
21,2,35,0,1.7463
21,2,35,0,2.1256
21,2,35,0,1.8402
21,2,35,0,1.1472
21,2,35,0,2.5127
21,2,35,0,3.1028
21,2,35,0,2.5651
21,2,35,0,1.6515
21,2,35,0,2.5585
21,2,35,0,3.8644
21,2,35,0,3.2980
21,2,35,0,0.6087
21,2,35,0,0.6532
21,2,35,0,3.0345
21,2,35,0,2.5477
21,2,35,0,3.5344
21,2,35,0,1.4959
21,2,35,0,1.7180
21,2,35,0,1.3737
21,2,35,0,2.0044
21,2,36,0,1.8317
21,2,36,0,2.4217
21,2,36,0,2.1023
21,2,36,0,2.0830
21,2,36,0,1.9676
21,2,36,0,3.7266
21,2,36,0,2.4662
21,2,36,0,2.8509
21,2,36,0,4.1306
21,2,36,0,2.4228
21,2,36,0,2.4658
21,2,36,0,2.5495
21,2,36,0,2.3508
21,2,36,0,1.6916
21,2,36,0,2.0739
21,2,36,0,1.8503
21,2,36,0,1.1907
21,2,36,0,1.9141
21,2,36,0,2.5572
21,2,36,0,2.6969
21,2,36,0,1.6330
21,2,36,0,1.1207
21,2,36,0,-0.0851
21,2,36,0,2.3699
21,2,36,0,0.7383
21,2,36,0,2.1178
21,2,36,0,2.3757
21,2,36,0,0.5544
21,2,36,0,1.2438
21,2,36,0,2.4406
21,2,36,0,1.8576
21,2,36,0,2.8977
21,2,36,0,1.9987
21,2,36,0,0.9861
21,2,36,0,3.1435
21,2,36,0,1.4577
21,2,36,0,2.0209
21,2,36,0,2.3760
21,2,36,0,0.9044
21,2,36,0,2.6927
21,2,36,0,3.0757
21,2,36,0,2.2120
21,2,36,0,2.7684
21,2,36,0,1.9924
21,2,36,0,3.8949
21,2,36,0,2.6296
21,2,36,0,1.8587
21,2,36,0,2.9831
21,2,36,0,1.7545
21,2,36,0,2.0708
21,2,37,1,18.7814
21,2,37,1,19.1210
21,2,37,1,18.3197
21,2,37,1,20.1105
21,2,37,1,20.4979
21,2,37,1,19.3782
21,2,37,1,18.3810
21,2,37,1,19.8041
21,2,37,0,18.7465
21,2,37,1,19.0650
21,2,37,1,18.3083
21,2,37,1,19.2827
21,2,37,1,18.0936
21,2,37,1,18.1586
21,2,37,1,19.8481
21,2,37,0,19.5630
21,2,37,1,17.7232
21,2,37,1,18.7876
21,2,37,1,20.7301
21,2,37,1,19.1112
21,2,37,1,19.7994
21,2,37,1,18.9931
21,2,37,1,18.9188
21,2,37,1,19.2093
21,2,37,1,18.3695
21,2,37,1,18.3081
21,2,37,1,18.4953
21,2,37,1,19.3170
21,2,37,1,17.1842
21,2,37,1,18.2309
21,2,37,1,18.0183
21,2,37,1,19.0852
21,2,37,1,18.2141
21,2,37,1,19.2568
21,2,37,1,19.5271
21,2,37,1,18.9505
21,2,37,1,19.2322
21,2,37,1,18.1965
21,2,37,1,18.9970
21,2,37,1,19.3075
21,2,37,1,19.0569
21,2,37,1,18.3131
21,2,37,1,18.8833
21,2,37,1,20.5066
21,2,37,1,19.6810
21,2,37,1,20.3211
21,2,37,1,19.6818
21,2,37,1,18.9945
21,2,37,1,17.4299
21,2,37,1,18.6883
21,2,38,1,18.5978
21,2,38,1,19.3506
21,2,38,1,18.0878
21,2,38,1,18.5778
21,2,38,1,19.4461
21,2,38,1,19.1535
21,2,38,1,19.1951
21,2,38,1,19.6482
21,2,38,1,19.3446
21,2,38,1,17.7626
21,2,38,1,20.1966
21,2,38,1,18.4212
21,2,38,1,18.5034
21,2,38,1,17.2979
21,2,38,1,18.1195
21,2,38,1,18.9047
21,2,38,1,19.0227
21,2,38,1,19.4055
21,2,38,1,19.7489
21,2,38,1,18.4771
21,2,38,1,19.3649
21,2,38,1,19.3029
21,2,38,1,18.4184
21,2,38,1,19.3868
21,2,38,1,18.4774
21,2,38,1,18.7951
21,2,38,1,19.0292
21,2,38,1,18.6915
21,2,38,1,18.5696
21,2,38,1,18.9259
21,2,38,1,20.0724
21,2,38,1,19.7332
21,2,38,1,19.7183
21,2,38,1,19.2810
21,2,38,1,19.4016
21,2,38,1,18.4909
21,2,38,0,18.4667
21,2,38,1,19.1514
21,2,38,1,19.4032
21,2,38,1,19.1850
21,2,38,1,17.9807
21,2,38,1,19.3152
21,2,38,1,18.9001
21,2,38,0,18.5049
21,2,38,1,18.8854
21,2,38,1,20.1099
21,2,38,1,19.3854
21,2,38,1,18.1713
21,2,38,1,18.7759
21,2,38,1,19.7933
21,2,39,1,18.7091
21,2,39,1,20.4962
21,2,39,1,18.9148
21,2,39,1,18.9581
21,2,39,1,18.9447
21,2,39,1,19.0491
21,2,39,1,18.9388
21,2,39,1,18.7418
21,2,39,1,18.3607
21,2,39,1,18.6844
21,2,39,1,20.2354
21,2,39,1,21.1576
21,2,39,1,19.9162
21,2,39,1,18.4502
21,2,39,1,20.1813
21,2,39,1,19.3594
21,2,39,1,18.3110
21,2,39,1,18.4668
21,2,39,1,19.3725
21,2,39,1,19.5603
21,2,39,1,18.4425
21,2,39,1,18.8313
21,2,39,1,18.5788
21,2,39,1,19.2930
21,2,39,1,18.5337
21,2,39,1,18.8538
21,2,39,1,18.7205
21,2,39,1,19.0151
21,2,39,1,19.0686
21,2,39,1,19.1140
21,2,39,1,18.9814
21,2,39,1,20.0652
21,2,39,1,18.3477
21,2,39,1,19.6430
21,2,39,1,19.1229
21,2,39,0,21.7923
21,2,39,1,20.4766
21,2,39,1,18.5324
21,2,39,1,18.3559
21,2,39,1,19.8071
21,2,39,1,20.0351
21,2,39,1,20.5263
21,2,39,0,19.4676
21,2,39,1,19.6262
21,2,39,1,20.0294
21,2,39,1,18.5945
21,2,39,1,19.2307
21,2,39,1,19.2036
21,2,39,1,17.6678
21,2,39,1,19.4742
22,2,1,1,20.9531
22,2,1,1,21.1664
22,2,1,1,21.1654
22,2,1,1,20.9463
22,2,1,1,20.1165
22,2,1,1,21.2265
22,2,1,1,21.9604
22,2,1,1,22.0123
22,2,1,1,21.3219
22,2,1,1,20.0161
22,2,1,1,21.6570
22,2,1,1,20.8439
22,2,1,1,21.6171
22,2,1,1,20.8486
22,2,1,1,21.1348
22,2,1,1,19.6959
22,2,1,1,20.9633
22,2,1,1,20.9766
22,2,1,1,19.8870
22,2,1,1,20.5536
22,2,1,1,20.9847
22,2,1,1,21.1736
22,2,1,1,20.7219
22,2,1,1,20.7142
22,2,1,1,20.6286
22,2,1,1,21.1767
22,2,1,1,20.0281
22,2,1,1,20.6783
22,2,1,1,19.4847
22,2,1,1,21.3560
22,2,1,1,22.7225
22,2,1,1,20.6230
22,2,1,1,22.8310
22,2,1,1,20.3391
22,2,1,1,20.4392
22,2,1,1,20.0585
22,2,1,1,20.4290
22,2,1,1,21.9414
22,2,1,1,21.1031
22,2,1,1,21.3133
22,2,1,1,22.2477
22,2,1,1,20.8118
22,2,1,1,20.7121
22,2,1,1,20.7314
22,2,1,1,21.9787
22,2,1,1,21.7079
22,2,1,1,20.8666
22,2,1,1,19.8451
22,2,1,1,20.4958
22,2,1,1,22.0293
22,2,2,1,23.2838
22,2,2,1,20.1605
22,2,2,1,20.2883
22,2,2,1,20.8193
22,2,2,1,21.0853
22,2,2,1,21.6268
22,2,2,1,20.7773
22,2,2,1,21.1429
22,2,2,1,21.4640
22,2,2,1,21.3480
22,2,2,1,20.6427
22,2,2,1,20.6253
22,2,2,1,20.9511
22,2,2,0,19.9140
22,2,2,1,20.1961
22,2,2,1,21.3454
22,2,2,1,20.3578
22,2,2,1,21.2591
22,2,2,1,20.7079
22,2,2,1,21.4086
22,2,2,0,21.3355
22,2,2,1,22.5250
22,2,2,1,20.6040
22,2,2,1,20.9151
22,2,2,1,20.6863
22,2,2,1,21.0360
22,2,2,1,20.3272
22,2,2,1,21.0276
22,2,2,1,21.3327
22,2,2,1,20.9574
22,2,2,1,21.2988
22,2,2,1,20.6764
22,2,2,1,21.1170
22,2,2,1,21.3782
22,2,2,1,21.4430
22,2,2,1,19.8909
22,2,2,1,22.0643
22,2,2,1,20.3841
22,2,2,1,20.6887
22,2,2,1,21.1613
22,2,2,1,20.9172
22,2,2,1,20.3238
22,2,2,1,21.2407
22,2,2,1,22.2221
22,2,2,1,21.1707
22,2,2,1,19.6254
22,2,2,1,22.2981
22,2,2,1,21.2598
22,2,2,1,20.6650
22,2,2,1,21.2486
22,2,3,1,20.0599
22,2,3,1,21.5939
22,2,3,1,21.7571
22,2,3,1,21.7088
22,2,3,1,20.7336
22,2,3,1,21.3411
22,2,3,1,20.4708
22,2,3,1,21.8217
22,2,3,1,20.9064
22,2,3,1,21.3909
22,2,3,1,21.2529
22,2,3,1,21.3486
22,2,3,0,20.6102
22,2,3,1,20.9107
22,2,3,1,23.1689
22,2,3,1,19.2155
22,2,3,1,21.1390
22,2,3,1,20.5994
22,2,3,1,22.1445
22,2,3,0,21.0084
22,2,3,1,21.3291
22,2,3,1,21.5860
22,2,3,1,21.1493
22,2,3,1,21.5979
22,2,3,1,20.3718
22,2,3,1,21.4129
22,2,3,1,20.7286
22,2,3,1,20.7377
22,2,3,1,20.2128
22,2,3,1,21.2727
22,2,3,1,21.0995
22,2,3,1,21.1063
22,2,3,1,21.7026
22,2,3,1,21.9190
22,2,3,1,19.6904
22,2,3,1,20.2321
22,2,3,1,21.2672
22,2,3,1,20.7870
22,2,3,1,21.5548
22,2,3,1,21.2163
22,2,3,1,20.4593
22,2,3,1,21.6000
22,2,3,1,20.6314
22,2,3,1,20.4829
22,2,3,1,22.7172
22,2,3,1,20.8033
22,2,3,1,20.3931
22,2,3,1,21.5258
22,2,3,1,21.0556
22,2,3,1,19.8416
22,2,4,0,8.2847
22,2,4,0,8.1779
22,2,4,0,7.7139
22,2,4,0,7.2001
22,2,4,0,8.6726
22,2,4,0,8.2788
22,2,4,0,8.2681
22,2,4,0,7.7923
22,2,4,0,8.2676
22,2,4,0,7.4129
22,2,4,0,7.5772
22,2,4,0,7.7581
22,2,4,0,6.9354
22,2,4,0,6.9088
22,2,4,0,7.7303
22,2,4,0,7.2118
22,2,4,1,9.4212
22,2,4,0,8.1004
22,2,4,0,8.2610
