2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	31.471, 	31.471, 	17.5178, 	1, 	0.304
2, 	31.471, 	31.471, 	18.1168, 	1, 	0.608
2, 	31.471, 	31.471, 	17.0466, 	1, 	0.912
2, 	31.471, 	31.471, 	17.394, 	1, 	1.216
2, 	31.471, 	31.471, 	16.987, 	1, 	1.52
2, 	31.471, 	31.471, 	17.8385, 	1, 	1.824
2, 	31.471, 	31.471, 	18.7733, 	1, 	2.128
2, 	31.471, 	31.471, 	17.7298, 	1, 	2.432
2, 	31.471, 	31.471, 	16.9677, 	1, 	2.736
2, 	31.471, 	31.471, 	17.1748, 	1, 	3.04
2, 	31.471, 	31.471, 	18.1615, 	1, 	0.304
2, 	31.471, 	31.471, 	17.3093, 	1, 	0.608
2, 	31.471, 	31.471, 	17.7249, 	1, 	0.912
2, 	31.471, 	31.471, 	17.7049, 	1, 	1.216
2, 	31.471, 	31.471, 	17.92, 	1, 	1.52
2, 	31.471, 	31.471, 	17.9899, 	1, 	1.824
2, 	31.471, 	31.471, 	18.0682, 	1, 	2.128
2, 	31.471, 	31.471, 	16.9399, 	1, 	2.432
2, 	31.471, 	31.471, 	17.4534, 	1, 	2.736
2, 	31.471, 	31.471, 	18.56, 	1, 	3.04
2, 	31.471, 	31.471, 	18.4445, 	1, 	3.04
2, 	31.471, 	31.471, 	17.8003, 	1, 	3.04
2, 	31.471, 	31.471, 	17.2874, 	1, 	3.04
2, 	31.471, 	31.471, 	17.7707, 	1, 	3.04
2, 	31.471, 	31.471, 	17.5846, 	1, 	3.04
2, 	31.471, 	31.471, 	17.332, 	1, 	3.04
2, 	31.471, 	31.471, 	17.4004, 	1, 	3.04
2, 	31.471, 	31.471, 	17.5453, 	1, 	2.736
2, 	31.471, 	31.471, 	17.4147, 	1, 	2.736
2, 	31.471, 	31.471, 	16.8418, 	1, 	2.736
2, 	31.471, 	31.471, 	17.3536, 	1, 	2.736
2, 	31.471, 	31.471, 	17.2298, 	1, 	2.736
2, 	31.471, 	31.471, 	17.1493, 	1, 	2.736
2, 	31.471, 	31.471, 	17.173, 	1, 	3.04
2, 	31.471, 	31.471, 	17.7531, 	1, 	2.736
2, 	31.471, 	31.471, 	17.6279, 	1, 	2.736
