2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	24.4603, 	-60, 	26.1534, 	1, 	1.52
2, 	24.4603, 	-59, 	0, 	0, 	1.52
2, 	22.508, 	-58, 	7.27944, 	0, 	-7.10543e-17
2, 	22.508, 	-57, 	8.75886, 	0, 	-7.10543e-17
2, 	18.6818, 	-56, 	7.90659, 	0, 	-7.10543e-17
2, 	18.6818, 	-55, 	9.8014, 	0, 	-7.10543e-17
2, 	17.7394, 	-54, 	9.07791, 	0, 	-7.10543e-17
2, 	17.7394, 	-53, 	0, 	0, 	-7.10543e-17
2, 	15.8689, 	-52, 	0, 	0, 	-7.10543e-17
2, 	15.8689, 	-51, 	10.5714, 	0, 	-7.10543e-17
2, 	15.8689, 	-50, 	10.5908, 	0, 	-7.10543e-17
2, 	21.5423, 	-49, 	11.6093, 	1, 	0.304
2, 	21.5423, 	-48, 	11.2802, 	0, 	0.304
2, 	21.5423, 	-47, 	12.0409, 	0, 	0.304
2, 	21.5423, 	-46, 	10.9182, 	0, 	0.304
2, 	21.5423, 	-45, 	10.7477, 	0, 	0.304
2, 	21.5423, 	-44, 	10.0903, 	0, 	0.304
2, 	22.508, 	-43, 	8.64958, 	0, 	0.304
2, 	22.508, 	-42, 	9.22377, 	0, 	0.304
2, 	19.6296, 	-41, 	10.8564, 	0, 	0.304
2, 	19.6296, 	-40, 	8.38799, 	0, 	0.304
2, 	14.9403, 	-39, 	8.42324, 	0, 	0.304
2, 	14.9403, 	-38, 	5.80073, 	0, 	-7.10543e-17
2, 	13.0948, 	-37, 	5.29333, 	0, 	-7.10543e-17
2, 	13.0948, 	-36, 	3.75409, 	0, 	-7.10543e-17
2, 	15.8689, 	-35, 	0, 	0, 	-7.10543e-17
2, 	15.8689, 	-34, 	4.9919, 	0, 	-7.10543e-17
2, 	15.8689, 	-33, 	3.78049, 	0, 	-7.10543e-17
2, 	31.5631, 	-32, 	8.99849, 	0, 	-7.10543e-17
2, 	31.5631, 	-31, 	9.69674, 	0, 	-7.10543e-17
2, 	21.5423, 	-30, 	7.6721, 	0, 	-7.10543e-17
2, 	21.5423, 	-29, 	11.2731, 	1, 	0.304
2, 	10.3516, 	-28, 	11.3758, 	0, 	0.304
2, 	10.3516, 	-27, 	13.0039, 	1, 	0.608
2, 	9.44278, 	-26, 	14.3408, 	1, 	0.912
2, 	9.44278, 	-25, 	16.2246, 	1, 	1.216
2, 	12.1773, 	-24, 	17.0487, 	1, 	1.52
2, 	12.1773, 	-23, 	17.0938, 	1, 	1.824
2, 	12.1773, 	-22, 	18.894, 	1, 	2.128
2, 	24.4603, 	-21, 	18.6954, 	1, 	2.432
2, 	24.4603, 	-20, 	18.1031, 	1, 	2.736
2, 	29.4845, 	-19, 	18.3655, 	1, 	2.736
2, 	29.4845, 	-18, 	18.6022, 	1, 	3.04
2, 	11.263, 	-17, 	20.8308, 	1, 	3.04
2, 	11.263, 	-16, 	18.6799, 	1, 	3.04
2, 	20.5829, 	-15, 	17.734, 	1, 	3.04
2, 	20.5829, 	-14, 	17.8905, 	1, 	3.04
2, 	17.7394, 	-13, 	18.1772, 	1, 	3.04
2, 	17.7394, 	-12, 	16.5998, 	0, 	3.04
2, 	23.4805, 	-11, 	12.9878, 	0, 	2.736
2, 	23.4805, 	-10, 	11.9923, 	0, 	2.432
2, 	30.5182, 	-9, 	12.1057, 	0, 	2.128
2, 	30.5182, 	-8, 	14.2814, 	0, 	1.824
2, 	27.4476, 	-7, 	14.4715, 	0, 	1.52
2, 	27.4476, 	-6, 	13.9511, 	0, 	1.216
2, 	20.5829, 	-5, 	14.0603, 	0, 	0.912
2, 	20.5829, 	-4, 	10.8916, 	0, 	0.608
2, 	22.508, 	-3, 	13.2997, 	0, 	0.304
2, 	22.508, 	-2, 	11.6798, 	0, 	-7.10543e-17
2, 	18.6818, 	-1, 	14.224, 	0, 	-7.10543e-17
2, 	18.6818, 	0, 	14.3383, 	0, 	-7.10543e-17
2, 	18.6818, 	1, 	2.19746, 	0, 	-7.10543e-17
2, 	18.6818, 	2, 	3.71303, 	0, 	-7.10543e-17
2, 	21.5423, 	3, 	13.4619, 	0, 	-7.10543e-17
2, 	21.5423, 	4, 	7.01741, 	0, 	-7.10543e-17
2, 	14.0157, 	5, 	2.493, 	0, 	-7.10543e-17
2, 	14.0157, 	6, 	0, 	0, 	-7.10543e-17
2, 	4.03194, 	7, 	5.01302, 	0, 	-7.10543e-17
2, 	4.03194, 	8, 	0, 	0, 	-7.10543e-17
2, 	-4.03194, 	9, 	5.6568, 	0, 	-7.10543e-17
2, 	-4.03194, 	10, 	12.2706, 	0, 	-7.10543e-17
2, 	21.5423, 	11, 	8.88475, 	0, 	-7.10543e-17
2, 	21.5423, 	12, 	10.5263, 	0, 	-7.10543e-17
2, 	17.7394, 	13, 	13.0532, 	1, 	0.304
2, 	17.7394, 	14, 	12.8215, 	1, 	0.608
2, 	17.7394, 	15, 	15.6424, 	1, 	0.912
2, 	17.7394, 	16, 	13.1654, 	0, 	0.912
