(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);19:44:39.604, 	0, 	2, 	15.4495, 	7.25529, 	0, 	48, 	1.52, 	(0.0398651,-0.0276036);
19:44:39.623, 	0, 	2, 	10.1555, 	13.1249, 	0, 	48, 	1.52, 	(-0.0100463,0.0701388);
19:44:39.644, 	1, 	2, 	14.5844, 	19.078, 	1, 	48, 	1.216, 	(-0.234565,0.0378075);
19:44:39.658, 	1, 	1, 	13.6488, 	10.7393, 	0, 	48, 	1.216, 	(0.0124185,0.0609436);(0.198292,0.140939);(-0.545522,0.117519);(-0.0251064,-0.547008);
19:44:39.684, 	1, 	2, 	13.5887, 	16.1027, 	1, 	44, 	1.216, 	(-0.0123905,-0.0926559);
19:44:39.704, 	1, 	2, 	12.4501, 	15.4753, 	1, 	40, 	1.216, 	(-0.145193,-0.0876721);
19:44:39.724, 	1, 	2, 	14.5521, 	17.391, 	1, 	40, 	1.52, 	(-0.116962,-0.079924);
19:44:39.744, 	1, 	2, 	12.5918, 	15.6413, 	1, 	36, 	1.824, 	(0.00981253,-0.14172);
19:44:39.764, 	1, 	2, 	13.066, 	17.8036, 	1, 	36, 	1.824, 	(-0.168007,0.0892011);
19:44:39.784, 	1, 	2, 	16.6275, 	17.2819, 	1, 	36, 	2.128, 	(-0.124522,-0.11823);
19:44:39.804, 	1, 	2, 	15.8907, 	15.6303, 	1, 	32, 	2.432, 	(0.0540602,0.0773056);
19:44:39.824, 	1, 	2, 	12.7309, 	17.326, 	1, 	32, 	2.736, 	(0.0644524,-0.152018);
19:44:39.844, 	1, 	2, 	15.4687, 	19.2143, 	1, 	32, 	2.736, 	(0.121936,0.0114368);
19:44:39.864, 	1, 	2, 	14.3923, 	18.3972, 	1, 	28, 	3.04, 	(-0.180358,0.0453062);
19:44:39.884, 	1, 	2, 	14.7746, 	18.3938, 	1, 	28, 	3.04, 	(0.0252456,0.155265);
19:44:39.904, 	1, 	2, 	15.2266, 	16.7212, 	1, 	24, 	3.04, 	(0.0388861,-0.130293);
19:44:39.925, 	1, 	2, 	14.4773, 	16.1031, 	1, 	24, 	3.04, 	(0.044457,-0.0821354);
19:44:39.944, 	1, 	2, 	15.4291, 	17.1654, 	1, 	24, 	3.04, 	(-0.0556427,0.136567);
19:44:39.965, 	0, 	2, 	13.6473, 	13.5912, 	1, 	24, 	3.04, 	(0.0446192,-0.054434);
19:44:39.985, 	1, 	2, 	15.2609, 	16.2885, 	1, 	24, 	2.736, 	(-0.0582993,0.092367);
19:44:39.989, 	1, 	1, 	14.8494, 	12.9189, 	0, 	24, 	2.432, 	(-0.0764514,0.254123);(-0.266294,-0.146931);(0.0241105,-0.143974);(0.154126,-0.00747345);
19:44:40.009, 	1, 	1, 	15.2114, 	10.7895, 	0, 	20, 	2.128, 	(0.0968535,0.233763);(-0.488837,-0.104153);(0.187804,-0.609748);(0.541802,-0.00784957);
19:44:40.045, 	1, 	2, 	16.3807, 	18.4813, 	1, 	16, 	2.128, 	(-0.153846,-0.168949);
19:44:40.065, 	1, 	2, 	16.9287, 	19.4325, 	1, 	16, 	2.128, 	(0.124698,0.141275);
19:44:40.085, 	1, 	2, 	17.6105, 	19.3599, 	1, 	12, 	2.128, 	(-0.0271212,-0.162615);
19:44:40.105, 	1, 	2, 	16.1885, 	20.133, 	1, 	8, 	2.128, 	(-0.123966,-0.0567571);
19:44:40.125, 	1, 	2, 	18.6359, 	19.4104, 	1, 	4, 	2.128, 	(-0.222613,-0.00586506);
19:44:40.146, 	1, 	2, 	17.404, 	19.919, 	1, 	4, 	2.128, 	(0.271507,0.0539471);
19:44:40.165, 	1, 	2, 	19.7444, 	20.3844, 	1, 	4, 	2.432, 	(0.18378,0.0390683);
19:44:40.185, 	1, 	2, 	19.3518, 	18.9857, 	1, 	4, 	2.432, 	(-0.000628495,-0.142306);
19:44:40.205, 	1, 	2, 	19.2741, 	19.5876, 	1, 	4, 	2.736, 	(0.210255,0.0841552);
19:44:40.226, 	1, 	2, 	18.7495, 	19.8238, 	1, 	4, 	3.04, 	(0.0742646,-0.19116);
19:44:40.246, 	1, 	2, 	18.5157, 	21.7839, 	1, 	4, 	3.04, 	(-0.010344,0.286992);
19:44:40.266, 	1, 	2, 	19.883, 	20.5425, 	1, 	4, 	3.04, 	(-0.0961064,-0.15285);
19:44:40.286, 	1, 	2, 	21.684, 	21.7014, 	1, 	4, 	3.04, 	(-0.271462,-0.0952469);
