2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	26.4433, 	-60, 	26.1534, 	1, 	1.52
2, 	26.4433, 	-59, 	0, 	0, 	1.52
2, 	26.4433, 	-58, 	0, 	0, 	1.52
2, 	23.4805, 	-57, 	6.67058, 	0, 	-7.10543e-17
2, 	23.4805, 	-56, 	7.40047, 	0, 	-7.10543e-17
2, 	23.4805, 	-55, 	8.75929, 	0, 	-7.10543e-17
2, 	23.4805, 	-54, 	8.5529, 	0, 	-7.10543e-17
2, 	21.5423, 	-53, 	7.26779, 	0, 	-7.10543e-17
2, 	21.5423, 	-52, 	7.68977, 	0, 	-7.10543e-17
2, 	23.4805, 	-51, 	8.18109, 	0, 	-7.10543e-17
2, 	23.4805, 	-50, 	8.15149, 	0, 	-7.10543e-17
2, 	24.4603, 	-49, 	9.33301, 	0, 	-7.10543e-17
2, 	24.4603, 	-48, 	9.8179, 	0, 	-7.10543e-17
2, 	19.6296, 	-47, 	8.93348, 	0, 	-7.10543e-17
2, 	19.6296, 	-46, 	0, 	0, 	-7.10543e-17
2, 	19.6296, 	-45, 	9.38726, 	0, 	-7.10543e-17
2, 	20.5829, 	-44, 	9.60744, 	0, 	-7.10543e-17
2, 	20.5829, 	-43, 	9.16383, 	0, 	-7.10543e-17
2, 	21.5423, 	-42, 	7.91406, 	0, 	-7.10543e-17
2, 	21.5423, 	-41, 	8.2593, 	0, 	-7.10543e-17
2, 	21.5423, 	-40, 	10.0298, 	0, 	-7.10543e-17
2, 	19.6296, 	-39, 	8.93096, 	0, 	-7.10543e-17
2, 	19.6296, 	-38, 	7.98436, 	0, 	-7.10543e-17
2, 	19.6296, 	-37, 	9.83956, 	0, 	-7.10543e-17
2, 	19.6296, 	-36, 	9.4614, 	0, 	-7.10543e-17
2, 	20.5829, 	-35, 	6.71297, 	0, 	-7.10543e-17
2, 	20.5829, 	-34, 	8.80148, 	0, 	-7.10543e-17
2, 	18.6818, 	-33, 	8.8548, 	0, 	-7.10543e-17
2, 	18.6818, 	-32, 	7.18358, 	0, 	-7.10543e-17
2, 	21.5423, 	-31, 	9.01803, 	0, 	-7.10543e-17
2, 	21.5423, 	-30, 	7.3602, 	0, 	-7.10543e-17
2, 	20.5829, 	-29, 	3.17531, 	0, 	-7.10543e-17
2, 	20.5829, 	-28, 	4.26189, 	0, 	-7.10543e-17
2, 	18.6818, 	-27, 	3.47144, 	0, 	-7.10543e-17
2, 	18.6818, 	-26, 	5.06017, 	0, 	-7.10543e-17
2, 	19.6296, 	-25, 	8.01743, 	0, 	-7.10543e-17
2, 	19.6296, 	-24, 	8.52657, 	0, 	-7.10543e-17
2, 	18.6818, 	-23, 	10.7473, 	0, 	-7.10543e-17
2, 	18.6818, 	-22, 	10.5132, 	0, 	-7.10543e-17
2, 	19.6296, 	-21, 	10.9416, 	0, 	-7.10543e-17
2, 	19.6296, 	-20, 	12.2372, 	0, 	-7.10543e-17
2, 	18.6818, 	-19, 	13.6378, 	0, 	-7.10543e-17
2, 	18.6818, 	-18, 	14.3509, 	1, 	0.304
2, 	17.7394, 	-17, 	13.5335, 	0, 	0.304
2, 	17.7394, 	-16, 	14.5613, 	0, 	0.304
2, 	19.6296, 	-15, 	15.5119, 	0, 	0.304
2, 	19.6296, 	-14, 	15.4333, 	0, 	0.304
2, 	17.7394, 	-13, 	14.4876, 	0, 	0.304
2, 	17.7394, 	-12, 	15.5435, 	1, 	0.608
2, 	17.7394, 	-11, 	13.2915, 	0, 	0.608
2, 	17.7394, 	-10, 	15.3744, 	1, 	0.912
2, 	16.8018, 	-9, 	14.9787, 	1, 	1.216
2, 	16.8018, 	-8, 	14.0341, 	1, 	1.216
2, 	16.8018, 	-7, 	15.2246, 	1, 	1.52
2, 	16.8018, 	-6, 	14.3743, 	1, 	1.824
2, 	17.7394, 	-5, 	16.9592, 	1, 	2.128
2, 	17.7394, 	-4, 	17.5991, 	1, 	2.432
2, 	14.0157, 	-3, 	13.7628, 	0, 	2.432
2, 	14.0157, 	-2, 	19.478, 	1, 	2.432
2, 	15.8689, 	-1, 	19.7868, 	1, 	2.736
2, 	15.8689, 	0, 	20.3894, 	1, 	2.736
2, 	14.9403, 	1, 	18.6468, 	1, 	2.736
2, 	14.9403, 	2, 	19.9385, 	1, 	2.736
2, 	15.8689, 	3, 	18.2952, 	0, 	2.736
2, 	15.8689, 	4, 	19.5872, 	1, 	2.432
2, 	14.9403, 	5, 	21.0182, 	1, 	2.432
2, 	14.9403, 	6, 	19.7322, 	1, 	2.432
2, 	14.9403, 	7, 	22.4553, 	1, 	2.736
2, 	14.9403, 	8, 	21.8319, 	1, 	2.736
2, 	14.0157, 	9, 	22.62, 	1, 	2.736
2, 	14.0157, 	10, 	22.6535, 	1, 	2.736
2, 	14.0157, 	11, 	24.1084, 	1, 	2.736
2, 	14.0157, 	12, 	23.1823, 	1, 	2.736
2, 	14.0157, 	13, 	23.9244, 	1, 	3.04
2, 	14.0157, 	14, 	24.3591, 	1, 	3.04
2, 	14.0157, 	15, 	24.7755, 	1, 	3.04
2, 	14.0157, 	16, 	24.7101, 	1, 	3.04
2, 	14.0157, 	17, 	23.9594, 	1, 	3.04
2, 	14.0157, 	18, 	24.3357, 	1, 	3.04
2, 	14.0157, 	19, 	23.5744, 	1, 	3.04
2, 	14.0157, 	20, 	24.2316, 	1, 	3.04
2, 	12.1773, 	21, 	24.1082, 	1, 	3.04
2, 	12.1773, 	22, 	23.9488, 	1, 	3.04
2, 	11.263, 	23, 	24.6047, 	1, 	3.04
2, 	11.263, 	24, 	24.4454, 	1, 	3.04
2, 	11.263, 	25, 	23.9405, 	1, 	3.04
2, 	11.263, 	26, 	23.2765, 	1, 	3.04
2, 	11.263, 	27, 	23.6782, 	1, 	3.04
2, 	11.263, 	28, 	23.3897, 	1, 	3.04
2, 	10.3516, 	29, 	24.0347, 	1, 	3.04
2, 	10.3516, 	30, 	24.828, 	1, 	3.04
2, 	10.3516, 	31, 	24.8435, 	1, 	3.04
2, 	10.3516, 	32, 	23.5609, 	1, 	3.04
2, 	-2.23869, 	33, 	23.052, 	1, 	3.04
