2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	58.382, 	-60, 	24.3863, 	1, 	3.04
2, 	58.382, 	-60, 	23.4798, 	1, 	3.04
2, 	58.382, 	-60, 	23.0032, 	1, 	3.04
2, 	58.382, 	-60, 	23.7152, 	1, 	3.04
2, 	58.382, 	-60, 	22.6455, 	1, 	3.04
2, 	58.382, 	-60, 	22.778, 	1, 	3.04
2, 	58.382, 	-60, 	23.0413, 	1, 	3.04
2, 	58.382, 	-60, 	21.4375, 	1, 	3.04
2, 	58.382, 	-60, 	22.913, 	1, 	3.04
2, 	58.382, 	-60, 	20.4933, 	1, 	3.04
2, 	58.382, 	-60, 	24.6975, 	1, 	3.04
2, 	58.382, 	-60, 	21.378, 	1, 	3.04
2, 	58.382, 	-60, 	23.9971, 	1, 	3.04
2, 	58.382, 	-60, 	23.5955, 	1, 	3.04
2, 	58.382, 	-60, 	22.7766, 	1, 	3.04
2, 	58.382, 	-60, 	21.7016, 	1, 	3.04
2, 	58.382, 	-60, 	21.6657, 	1, 	3.04
2, 	58.382, 	-60, 	22.4886, 	1, 	3.04
2, 	58.382, 	-60, 	23.1756, 	1, 	3.04
2, 	58.382, 	-60, 	21.3138, 	1, 	3.04
2, 	58.382, 	57, 	23.6434, 	1, 	3.04
2, 	58.382, 	57, 	19.0076, 	1, 	3.04
2, 	58.382, 	60, 	19.1574, 	1, 	3.04
2, 	58.382, 	57, 	21.7198, 	1, 	3.04
2, 	58.382, 	57, 	23.4408, 	1, 	3.04
2, 	58.382, 	57, 	23.8963, 	1, 	3.04
2, 	58.382, 	57, 	19.4785, 	1, 	3.04
2, 	58.382, 	60, 	20.5483, 	1, 	3.04
2, 	58.382, 	60, 	24.1278, 	1, 	3.04
2, 	58.382, 	60, 	23.9096, 	1, 	3.04
2, 	58.382, 	60, 	20.0603, 	1, 	3.04
2, 	58.382, 	60, 	19.8073, 	1, 	3.04
2, 	58.382, 	57, 	24.5412, 	1, 	3.04
2, 	58.382, 	57, 	23.0332, 	1, 	3.04
2, 	58.382, 	57, 	23.8542, 	1, 	3.04
2, 	58.382, 	57, 	19.8998, 	1, 	3.04
2, 	58.382, 	60, 	24.7442, 	1, 	3.04
2, 	58.382, 	60, 	22.8378, 	1, 	3.04
2, 	58.382, 	60, 	24.325, 	1, 	3.04
2, 	58.382, 	60, 	18.5316, 	1, 	3.04
2, 	58.382, 	57, 	24.2006, 	1, 	3.04
2, 	58.382, 	57, 	23.4776, 	1, 	3.04
2, 	58.382, 	57, 	24.7723, 	1, 	3.04
2, 	58.382, 	57, 	24.5783, 	1, 	3.04
2, 	58.382, 	57, 	22.1051, 	1, 	3.04
2, 	58.382, 	57, 	25.2622, 	1, 	3.04
2, 	58.382, 	57, 	23.4668, 	1, 	3.04
2, 	58.382, 	57, 	23.9739, 	1, 	3.04
2, 	58.382, 	57, 	24.3035, 	1, 	3.04
2, 	58.382, 	57, 	21.7855, 	1, 	3.04
2, 	58.382, 	60, 	24.0475, 	1, 	3.04
2, 	58.382, 	60, 	18.5977, 	1, 	3.04
2, 	58.382, 	57, 	24.8039, 	1, 	3.04
2, 	58.382, 	57, 	24.3954, 	1, 	3.04
2, 	58.382, 	57, 	21.5655, 	1, 	3.04
2, 	58.382, 	57, 	22.3763, 	1, 	3.04
2, 	58.382, 	57, 	24.4623, 	1, 	3.04
2, 	58.382, 	57, 	23.3083, 	1, 	3.04
2, 	58.382, 	57, 	22.0773, 	1, 	3.04
2, 	58.382, 	57, 	22.0773, 	1, 	3.04
2, 	58.382, 	57, 	23.9944, 	1, 	2.736
2, 	58.382, 	57, 	21.8453, 	1, 	3.04
2, 	58.382, 	57, 	22.8195, 	1, 	3.04
2, 	58.382, 	57, 	18.3075, 	1, 	3.04
2, 	58.382, 	57, 	24.6829, 	1, 	3.04
2, 	58.382, 	57, 	19.8782, 	1, 	3.04
2, 	58.382, 	57, 	21.1156, 	1, 	3.04
2, 	58.382, 	57, 	22.2167, 	1, 	3.04
2, 	58.382, 	57, 	22.596, 	1, 	3.04
2, 	58.382, 	57, 	23.4336, 	1, 	3.04
2, 	58.382, 	57, 	23.7929, 	1, 	3.04
2, 	58.382, 	57, 	24.1327, 	1, 	3.04
2, 	58.382, 	57, 	20.4339, 	1, 	3.04
2, 	58.382, 	57, 	23.0853, 	1, 	3.04
2, 	58.382, 	57, 	18.9043, 	1, 	3.04
2, 	58.382, 	57, 	18.927, 	1, 	3.04
2, 	58.382, 	57, 	24.217, 	1, 	3.04
2, 	58.382, 	57, 	20.956, 	1, 	3.04
2, 	58.382, 	57, 	21.9301, 	1, 	3.04
2, 	58.382, 	57, 	24.0236, 	1, 	3.04
2, 	58.382, 	57, 	19.9105, 	1, 	3.04
2, 	58.382, 	57, 	21.8401, 	1, 	3.04
2, 	58.382, 	57, 	22.2316, 	1, 	3.04
2, 	58.382, 	57, 	24.5233, 	1, 	3.04
2, 	58.382, 	57, 	24.3778, 	1, 	3.04
2, 	58.382, 	57, 	19.7614, 	1, 	3.04
2, 	58.382, 	57, 	23.8299, 	1, 	3.04
2, 	58.382, 	57, 	21.7678, 	1, 	3.04
