(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
14:44:15.501, 	1, 	2, 	26.9745, 	25.7813, 	1, 	-1.249e-14, 	3.04, 	(-0.0757771,0.60569);
14:44:15.522, 	1, 	2, 	29.7166, 	26.4793, 	1, 	-1.249e-14, 	3.04, 	(0.257063,-0.84563);
14:44:15.542, 	1, 	2, 	28.9965, 	25.7641, 	1, 	-1.249e-14, 	3.04, 	(0.483959,-0.605667);
14:44:15.562, 	1, 	2, 	25.4088, 	26.7432, 	1, 	-1.249e-14, 	3.04, 	(-0.53605,0.761794);
14:44:15.582, 	1, 	2, 	27.7643, 	25.6128, 	1, 	-1.249e-14, 	3.04, 	(-0.38105,-0.350341);
14:44:15.602, 	1, 	2, 	29.925, 	25.767, 	1, 	-1.249e-14, 	3.04, 	(-0.749181,0.360191);
14:44:15.622, 	1, 	2, 	25.1833, 	26.3203, 	1, 	-1.249e-14, 	3.04, 	(-0.513026,-0.820605);
14:44:15.642, 	1, 	2, 	29.0134, 	26.2078, 	1, 	-1.249e-14, 	3.04, 	(0.350625,0.857604);
14:44:15.663, 	1, 	2, 	20.2126, 	24.518, 	1, 	-1.249e-14, 	3.04, 	(-0.545113,-0.762239);
14:44:15.683, 	1, 	2, 	24.0131, 	25.6316, 	1, 	-1.249e-14, 	3.04, 	(0.978506,-0.0357095);
14:44:15.703, 	1, 	2, 	29.4389, 	25.1423, 	1, 	-1.249e-14, 	3.04, 	(-0.578124,-0.279834);
14:44:15.713, 	1, 	2, 	29.4132, 	26.5933, 	1, 	-1.249e-14, 	3.04, 	(-0.849578,-0.421867);
14:44:15.733, 	1, 	2, 	29.9845, 	26.5146, 	1, 	-1.249e-14, 	3.04, 	(-0.320675,-0.81459);
14:44:15.753, 	1, 	2, 	24.026, 	26.7695, 	1, 	-1.249e-14, 	3.04, 	(-0.429371,-0.864634);
14:44:15.773, 	1, 	2, 	28.1414, 	25.8288, 	1, 	-1.249e-14, 	3.04, 	(-0.970585,-0.0892222);
14:44:15.793, 	1, 	2, 	20.1185, 	24.2468, 	1, 	-1.249e-14, 	3.04, 	(0.572978,-0.761918);
14:44:15.814, 	1, 	2, 	29.3749, 	25.1403, 	1, 	-1.249e-14, 	3.04, 	(0.183705,0.765972);
14:44:15.834, 	1, 	2, 	26.9991, 	25.8849, 	1, 	-1.249e-14, 	3.04, 	(0.65478,0.721371);
14:44:15.854, 	1, 	2, 	29.0431, 	25.7157, 	1, 	-1.249e-14, 	3.04, 	(0.508207,0.0614816);
14:44:15.874, 	1, 	2, 	22.4823, 	24.9747, 	1, 	-1.249e-14, 	3.04, 	(-0.426091,-0.847642);
14:44:15.894, 	1, 	2, 	28.7239, 	25.7027, 	1, 	-1.249e-14, 	3.04, 	(0.306691,-0.65226);
14:44:15.914, 	1, 	2, 	28.8818, 	26.3338, 	1, 	-1.249e-14, 	3.04, 	(-0.963542,-0.0314237);
14:44:15.935, 	1, 	2, 	31.6889, 	26.9057, 	1, 	-1.249e-14, 	3.04, 	(0.415976,0.757753);
14:44:15.955, 	1, 	2, 	24.2574, 	26.1583, 	1, 	-1.249e-14, 	3.04, 	(0.930713,0.11611);
14:44:15.975, 	1, 	2, 	28.6909, 	25.3932, 	1, 	-1.249e-14, 	3.04, 	(-0.618096,0.0778637);
14:44:15.995, 	1, 	2, 	19.6837, 	23.4869, 	1, 	-1.249e-14, 	3.04, 	(0.401117,-0.834045);
14:44:16.015, 	1, 	2, 	30.1418, 	26.6692, 	1, 	-1.249e-14, 	3.04, 	(0.0705995,-0.791022);
14:44:16.035, 	1, 	2, 	28.2262, 	27.7369, 	1, 	-1.249e-14, 	3.04, 	(-0.956241,0.00245641);
14:44:16.056, 	1, 	2, 	29.7606, 	26.947, 	1, 	-1.249e-14, 	3.04, 	(0.483494,0.224665);
14:44:16.076, 	1, 	2, 	21.9014, 	25.3468, 	1, 	-1.249e-14, 	3.04, 	(0.853915,-0.484841);
14:44:16.096, 	1, 	2, 	26.6653, 	26.3569, 	1, 	-1.249e-14, 	3.04, 	(0.883233,-0.501764);
14:44:16.116, 	1, 	2, 	29.125, 	25.9839, 	1, 	-1.249e-14, 	3.04, 	(-0.232767,-0.555653);
14:44:16.136, 	1, 	2, 	20.2107, 	25.1611, 	1, 	-1.249e-14, 	3.04, 	(0.378511,0.90096);
14:44:16.156, 	1, 	2, 	24.0876, 	26.2971, 	1, 	-1.249e-14, 	3.04, 	(-0.752066,-0.708341);
14:44:16.176, 	1, 	2, 	29.5088, 	25.0243, 	1, 	-1.249e-14, 	3.04, 	(-0.0237442,-0.636388);
14:44:16.197, 	1, 	2, 	19.6588, 	22.7965, 	1, 	-1.249e-14, 	3.04, 	(-0.0358755,-0.866979);
14:44:16.217, 	1, 	2, 	22.9243, 	25.691, 	1, 	-1.249e-14, 	3.04, 	(-0.808906,-0.479997);
14:44:16.237, 	1, 	2, 	27.2139, 	26.6613, 	1, 	-1.249e-14, 	3.04, 	(0.600803,-0.746555);
14:44:16.257, 	1, 	2, 	29.4407, 	26.7791, 	1, 	-1.249e-14, 	3.04, 	(0.546833,0.0331074);
14:44:16.277, 	1, 	2, 	31.8296, 	26.4966, 	1, 	-1.249e-14, 	3.04, 	(0.0759175,-0.859526);
