(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:42:19.260, 	1, 	2, 	18.9505, 	22.5536, 	1, 	-1.249e-14, 	3.04, 	(-0.047362,-0.696858);
17:42:19.280, 	1, 	2, 	20.9712, 	24.8921, 	1, 	-1.249e-14, 	3.04, 	(0.150192,0.736493);
17:42:19.300, 	1, 	2, 	22.0691, 	26.0373, 	1, 	-1.249e-14, 	3.04, 	(-0.5726,0.517357);
17:42:19.321, 	1, 	2, 	22.6836, 	26.4029, 	1, 	-1.249e-14, 	3.04, 	(0.072819,-0.750122);
17:42:19.341, 	1, 	2, 	24.0531, 	25.5618, 	1, 	-1.249e-14, 	3.04, 	(0.649798,0.235418);
17:42:19.361, 	1, 	2, 	23.5082, 	25.471, 	1, 	-1.249e-14, 	3.04, 	(0.751161,-0.202449);
17:42:19.381, 	1, 	2, 	24.6066, 	25.3018, 	1, 	-1.249e-14, 	3.04, 	(-0.163333,0.47064);
17:42:19.401, 	1, 	2, 	24.8623, 	25.1562, 	1, 	-1.249e-14, 	3.04, 	(-0.341078,-0.635213);
17:42:19.421, 	1, 	2, 	24.7317, 	17.1876, 	1, 	-1.249e-14, 	3.04, 	(0.239012,0.0603818);
17:42:19.442, 	1, 	2, 	25.0042, 	25.9267, 	1, 	-1.249e-14, 	3.04, 	(-0.411089,-0.27);
17:42:19.462, 	1, 	2, 	25.2369, 	25.9205, 	1, 	-1.249e-14, 	3.04, 	(0.297556,0.653393);
17:42:19.482, 	1, 	2, 	25.5548, 	25.3852, 	1, 	-1.249e-14, 	3.04, 	(0.414431,0.453433);
17:42:19.502, 	1, 	2, 	24.7831, 	25.5872, 	1, 	-1.249e-14, 	3.04, 	(-0.762477,0.0137356);
17:42:19.522, 	1, 	2, 	20.095, 	24.668, 	1, 	-1.249e-14, 	3.04, 	(0.635061,0.282899);
17:42:19.542, 	1, 	2, 	23.3098, 	24.5914, 	1, 	-1.249e-14, 	3.04, 	(0.628653,-0.111909);
17:42:19.563, 	1, 	2, 	24.8839, 	25.1465, 	1, 	-1.249e-14, 	3.04, 	(-0.0740429,-0.41032);
17:42:19.582, 	1, 	2, 	20.2751, 	22.5522, 	1, 	-1.249e-14, 	3.04, 	(0.0875372,-0.718494);
17:42:19.603, 	1, 	2, 	21.6969, 	24.6661, 	1, 	-1.249e-14, 	3.04, 	(0.568585,0.585125);
17:42:19.623, 	1, 	2, 	26.2498, 	25.7807, 	1, 	-1.249e-14, 	3.04, 	(-0.797841,-0.186114);
17:42:19.643, 	1, 	2, 	25.8607, 	25.6054, 	1, 	-1.249e-14, 	3.04, 	(-0.530528,0.535105);
17:42:19.664, 	1, 	2, 	27.3065, 	25.4978, 	1, 	-1.249e-14, 	3.04, 	(-0.370672,-0.526336);
17:42:19.683, 	1, 	2, 	24.9406, 	25.7544, 	1, 	-1.249e-14, 	3.04, 	(0.30824,-0.702761);
17:42:19.704, 	1, 	2, 	28.0489, 	25.6961, 	1, 	-1.249e-14, 	3.04, 	(-0.726633,-0.21956);
17:42:19.724, 	1, 	2, 	25.633, 	25.3779, 	1, 	-1.249e-14, 	3.04, 	(0.642769,-0.0758218);
17:42:19.744, 	1, 	2, 	25.2996, 	25.3741, 	1, 	-1.249e-14, 	3.04, 	(-0.344739,0.723706);
17:42:19.764, 	1, 	2, 	19.7446, 	22.1003, 	1, 	-1.249e-14, 	3.04, 	(-0.552604,0.489923);
17:42:19.784, 	1, 	2, 	26.3092, 	24.8256, 	1, 	-1.249e-14, 	3.04, 	(-0.605331,-0.3874);
17:42:19.804, 	1, 	2, 	25.8498, 	25.0627, 	1, 	-1.249e-14, 	3.04, 	(-0.516793,-0.304596);
17:42:19.827, 	1, 	2, 	18.7253, 	22.1028, 	1, 	-1.249e-14, 	3.04, 	(-0.290548,-0.697341);
17:42:19.845, 	1, 	2, 	27.9987, 	25.3641, 	1, 	-1.249e-14, 	3.04, 	(0.0438823,0.668112);
17:42:19.865, 	1, 	2, 	26.5989, 	26.2631, 	1, 	-1.249e-14, 	3.04, 	(-0.424814,0.474685);
17:42:19.885, 	1, 	2, 	26.1857, 	25.4488, 	1, 	-1.249e-14, 	3.04, 	(0.51489,0.0257485);
17:42:19.905, 	1, 	2, 	26.9432, 	24.8812, 	1, 	-1.249e-14, 	3.04, 	(-0.287589,-0.563119);
17:42:19.927, 	1, 	2, 	26.7047, 	25.9999, 	1, 	-1.249e-14, 	3.04, 	(0.629652,-0.220268);
17:42:19.945, 	1, 	2, 	27.2176, 	25.8387, 	1, 	-1.249e-14, 	3.04, 	(0.00500498,0.847837);
17:42:19.965, 	1, 	2, 	27.0657, 	24.8289, 	1, 	-1.249e-14, 	3.04, 	(-0.198641,-0.772216);
17:42:19.986, 	1, 	2, 	25.8559, 	25.3344, 	1, 	-1.249e-14, 	3.04, 	(0.0655128,-0.555105);
17:42:20.006, 	1, 	2, 	25.9669, 	26.6136, 	1, 	-1.249e-14, 	3.04, 	(-0.467556,-0.534404);
17:42:20.027, 	1, 	2, 	20.2809, 	23.0462, 	1, 	-1.249e-14, 	3.04, 	(0.408991,-0.590891);
17:42:20.046, 	1, 	2, 	24.1023, 	24.7559, 	1, 	-1.249e-14, 	3.04, 	(0.63629,-0.367455);
17:42:20.066, 	1, 	2, 	26.8919, 	25.2212, 	1, 	-1.249e-14, 	3.04, 	(0.259001,0.38701);
17:42:20.087, 	1, 	2, 	19.5498, 	23.3786, 	1, 	-1.249e-14, 	3.04, 	(0.686495,0.210321);
17:42:20.107, 	1, 	2, 	22.8248, 	24.7587, 	1, 	-1.249e-14, 	3.04, 	(-0.744781,-0.057758);
17:42:20.127, 	1, 	2, 	28.2286, 	26.4942, 	1, 	-1.249e-14, 	3.04, 	(-0.275735,0.508193);
17:42:20.147, 	1, 	2, 	19.6146, 	24.2457, 	1, 	-1.249e-14, 	3.04, 	(0.529159,0.671277);
17:42:20.167, 	1, 	2, 	27.7112, 	26.1262, 	1, 	-1.249e-14, 	3.04, 	(-0.505833,0.394347);
17:42:20.188, 	1, 	2, 	27.8629, 	26.0655, 	1, 	-1.249e-14, 	3.04, 	(0.572216,-0.148323);
17:42:20.208, 	1, 	2, 	19.5044, 	23.4442, 	1, 	-1.249e-14, 	3.04, 	(0.231142,-0.769944);
17:42:20.228, 	1, 	2, 	22.7748, 	25.4662, 	1, 	-1.249e-14, 	3.04, 	(0.786326,-0.281585);
17:42:20.248, 	1, 	2, 	27.5833, 	25.7218, 	1, 	-1.249e-14, 	3.04, 	(0.61624,-0.07172);
17:42:20.268, 	1, 	2, 	27.9962, 	25.0063, 	1, 	-1.249e-14, 	3.04, 	(-0.302918,0.471331);
17:42:20.288, 	1, 	2, 	28.2809, 	24.9239, 	1, 	-1.249e-14, 	3.04, 	(0.397947,0.268676);
17:42:20.309, 	1, 	2, 	26.3056, 	26.327, 	1, 	-1.249e-14, 	3.04, 	(0.179936,-0.825333);
17:42:20.328, 	1, 	2, 	18.7691, 	23.2324, 	1, 	-1.249e-14, 	3.04, 	(0.668576,0.282012);
17:42:20.349, 	1, 	2, 	28.9923, 	25.0636, 	1, 	-1.249e-14, 	3.04, 	(-0.591343,0.355021);
17:42:20.369, 	1, 	2, 	25.7105, 	25.6328, 	1, 	-1.249e-14, 	3.04, 	(0.832308,-0.0024626);
17:42:20.389, 	1, 	2, 	27.9604, 	25.7462, 	1, 	-1.249e-14, 	3.04, 	(-0.357656,-0.349957);
17:42:20.409, 	1, 	2, 	21.6524, 	24.6345, 	1, 	-1.249e-14, 	3.04, 	(0.739687,-0.531348);
17:42:20.429, 	1, 	2, 	28.6206, 	24.9534, 	1, 	-1.249e-14, 	3.04, 	(0.0831661,0.537508);
17:42:20.449, 	1, 	2, 	19.1619, 	20.755, 	1, 	-1.249e-14, 	3.04, 	(-0.480947,0.178208);
17:42:20.459, 	1, 	2, 	30.1841, 	23.9519, 	1, 	-1.249e-14, 	3.04, 	(-0.123851,0.414061);
17:42:20.480, 	0, 	2, 	27.8828, 	15.2526, 	1, 	-1.249e-14, 	3.04, 	(0.0722755,-0.0386062);
17:42:20.499, 	1, 	1, 	28.8563, 	21.0796, 	0, 	4, 	2.432, 	(-0.0317228,-1.45969);(-1.67272,-0.358741);(0.0435431,1.07047);(0.997736,-0.284832);
17:42:20.520, 	1, 	1, 	23.9015, 	17.1201, 	0, 	4, 	2.128, 	(-1.11027,0.503912);(-0.223044,1.69915);(2.25147,-0.0287596);(-0.67298,-2.14459);
17:42:20.540, 	1, 	2, 	23.6137, 	21.8911, 	1, 	4, 	2.128, 	(-0.479566,0.0730233);
17:42:20.560, 	1, 	2, 	28.1629, 	25.595, 	1, 	4, 	2.128, 	(0.645161,-0.535113);
17:42:20.580, 	1, 	2, 	19.1664, 	22.3734, 	1, 	4, 	2.128, 	(0.745125,-0.289812);
17:42:20.600, 	1, 	2, 	22.6768, 	25.1231, 	1, 	4, 	2.128, 	(-0.456293,-0.645085);
17:42:20.621, 	1, 	2, 	28.063, 	22.8488, 	1, 	4, 	2.128, 	(0.240921,-0.0481285);
17:42:20.641, 	1, 	2, 	18.9423, 	20.9209, 	1, 	4, 	2.128, 	(-0.415085,-0.121965);
17:42:20.661, 	1, 	2, 	21.9818, 	21.4203, 	1, 	4, 	2.128, 	(-0.671772,-0.209783);
17:42:20.681, 	1, 	2, 	26.367, 	26.0011, 	1, 	4, 	2.432, 	(0.830445,-0.331785);
17:42:20.702, 	1, 	2, 	18.9731, 	23.6022, 	1, 	4, 	2.736, 	(0.366827,0.702976);
17:42:20.722, 	1, 	2, 	31.5668, 	25.6056, 	1, 	4, 	3.04, 	(0.833102,-0.00368985);
17:42:20.742, 	1, 	2, 	24.9574, 	26.1112, 	1, 	4, 	3.04, 	(0.796531,0.430429);
17:42:20.762, 	1, 	2, 	28.8216, 	25.7152, 	1, 	4, 	3.04, 	(-0.288421,-0.348402);
17:42:20.782, 	1, 	2, 	21.3439, 	24.8918, 	1, 	4, 	3.04, 	(0.0568919,0.708607);
17:42:20.802, 	1, 	2, 	29.5037, 	25.5068, 	1, 	4, 	3.04, 	(0.448568,0.496476);
17:42:20.822, 	1, 	2, 	29.3338, 	23.047, 	1, 	4, 	3.04, 	(0.0741293,-0.144479);
17:42:20.843, 	1, 	2, 	21.0603, 	19.6986, 	1, 	4, 	3.04, 	(0.0832173,0.341621);
17:42:20.863, 	1, 	2, 	29.3789, 	22.9495, 	1, 	4, 	3.04, 	(0.0217829,-0.159482);
17:42:20.883, 	1, 	2, 	29.1863, 	22.9012, 	1, 	4, 	3.04, 	(0.0356469,0.130867);
17:42:20.903, 	1, 	2, 	20.6333, 	20.2492, 	1, 	4, 	3.04, 	(0.288813,-0.230954);
17:42:20.923, 	1, 	2, 	24.408, 	21.54, 	1, 	4, 	3.04, 	(0.24075,0.189046);
17:42:20.943, 	0, 	2, 	29.386, 	21.54, 	1, 	4, 	3.04, 	(0.24075,0.189046);
17:42:20.963, 	1, 	2, 	31.1008, 	22.469, 	1, 	8, 	2.736, 	(-0.150807,0.052316);
17:42:20.982, 	1, 	1, 	31.3537, 	20.6275, 	0, 	4, 	2.432, 	(-0.554616,1.60587);(0.905607,1.90072);(1.73881,-0.27136);(-0.15256,-1.75342);
17:42:21.004, 	1, 	2, 	27.8169, 	21.0142, 	1, 	4, 	2.432, 	(0.234393,-0.0514928);
17:42:21.025, 	1, 	2, 	30.5063, 	21.058, 	1, 	4, 	2.432, 	(-0.056746,0.128989);
17:42:21.045, 	1, 	2, 	30.5912, 	21.7094, 	1, 	4, 	2.432, 	(-0.025057,0.0608671);
17:42:21.065, 	1, 	2, 	28.1899, 	21.4941, 	1, 	4, 	2.432, 	(-0.127887,0.195872);
17:42:21.085, 	1, 	2, 	20.2909, 	21.2001, 	1, 	4, 	2.432, 	(-0.246291,-0.293988);
17:42:21.105, 	1, 	2, 	30.0219, 	21.727, 	1, 	4, 	2.432, 	(-0.0216685,0.0698763);
17:42:21.126, 	1, 	2, 	28.1078, 	26.2223, 	1, 	4, 	2.432, 	(0.375442,-0.406451);
17:42:21.146, 	1, 	2, 	31.3242, 	21.2626, 	1, 	4, 	2.736, 	(0.0294569,0.156985);
17:42:21.166, 	1, 	2, 	30.1644, 	21.1344, 	1, 	4, 	2.736, 	(-0.000268857,-0.0719678);
17:42:21.185, 	1, 	2, 	30.0217, 	21.9552, 	1, 	4, 	3.04, 	(0.019749,-0.014633);
17:42:21.205, 	1, 	2, 	30.8502, 	25.8443, 	1, 	4, 	3.04, 	(-0.750392,0.547188);
17:42:21.228, 	1, 	2, 	31.1701, 	25.5665, 	1, 	4, 	3.04, 	(0.842194,0.11367);
17:42:21.246, 	1, 	2, 	29.0578, 	22.2807, 	1, 	4, 	3.04, 	(0.00472109,-0.0631778);
17:42:21.266, 	1, 	2, 	30.8268, 	21.3791, 	1, 	4, 	3.04, 	(-0.170151,0.127364);
17:42:21.286, 	1, 	2, 	31.7828, 	22.2013, 	1, 	4, 	3.04, 	(0.15761,-0.0477363);
17:42:21.306, 	1, 	2, 	31.0223, 	22.9428, 	1, 	4, 	3.04, 	(0.0353147,0.104548);
17:42:21.326, 	1, 	2, 	29.4561, 	25.8647, 	1, 	4, 	3.04, 	(0.878937,0.312408);
17:42:21.346, 	1, 	2, 	21.1706, 	21.1537, 	1, 	4, 	3.04, 	(0.00988272,-0.364363);
17:42:21.367, 	1, 	2, 	29.6798, 	22.6662, 	1, 	4, 	3.04, 	(-0.055417,-0.11846);
17:42:21.386, 	1, 	2, 	29.18, 	22.2313, 	1, 	4, 	3.04, 	(0.0954588,-0.01935);
17:42:21.407, 	1, 	2, 	31.8148, 	21.0069, 	1, 	4, 	3.04, 	(0.0495767,-0.198378);
17:42:21.427, 	1, 	2, 	30.8683, 	21.5715, 	1, 	4, 	3.04, 	(0.0596398,-0.148908);
17:42:21.447, 	1, 	2, 	29.2272, 	21.2472, 	1, 	-1.249e-14, 	3.04, 	(-0.0509115,-0.281367);
17:42:21.467, 	1, 	2, 	19.985, 	23.4205, 	1, 	-1.249e-14, 	3.04, 	(0.757693,-0.0551991);
17:42:21.487, 	1, 	2, 	22.5146, 	24.604, 	1, 	-1.249e-14, 	3.04, 	(0.353181,-0.676656);
17:42:21.508, 	1, 	2, 	27.3166, 	25.3378, 	1, 	-1.249e-14, 	3.04, 	(-0.606215,0.326202);
17:42:21.528, 	1, 	2, 	31.6332, 	20.4029, 	1, 	-1.249e-14, 	3.04, 	(0.255436,-0.00608561);
17:42:21.548, 	1, 	2, 	31.0545, 	21.1182, 	1, 	-1.249e-14, 	3.04, 	(-0.220141,-0.0155159);
17:42:21.568, 	1, 	2, 	27.512, 	26.5136, 	1, 	-1.249e-14, 	3.04, 	(0.255286,0.993371);
17:42:21.588, 	1, 	2, 	32.236, 	21.9267, 	1, 	-1.249e-14, 	3.04, 	(0.143693,-0.246689);
17:42:21.608, 	1, 	2, 	22.1879, 	20.9831, 	1, 	-1.249e-14, 	3.04, 	(0.332552,0.100332);
17:42:21.628, 	1, 	2, 	29.083, 	21.8762, 	1, 	-1.249e-14, 	3.04, 	(-0.107266,-0.149234);
17:42:21.649, 	1, 	2, 	31.0117, 	21.4737, 	1, 	-1.249e-14, 	3.04, 	(-0.0501962,0.283615);
17:42:21.669, 	1, 	2, 	21.849, 	20.9837, 	1, 	-1.249e-14, 	3.04, 	(0.345069,-0.00618353);
17:42:21.689, 	1, 	2, 	25.148, 	20.1743, 	1, 	-1.249e-14, 	3.04, 	(-0.110118,-0.287481);
17:42:21.709, 	1, 	2, 	28.2411, 	21.5882, 	1, 	-1.249e-14, 	3.04, 	(-0.0902917,0.091229);
17:42:21.729, 	1, 	2, 	21.3052, 	23.0386, 	1, 	-1.249e-14, 	3.04, 	(0.0228929,-0.761);
17:42:21.750, 	1, 	2, 	30.8282, 	25.544, 	1, 	-1.249e-14, 	3.04, 	(0.557234,0.0352682);
17:42:21.770, 	1, 	2, 	32.9176, 	21.2275, 	1, 	-1.249e-14, 	3.04, 	(0.0976352,0.153758);
17:42:21.790, 	1, 	2, 	31.5753, 	25.4463, 	1, 	-1.249e-14, 	3.04, 	(0.870206,-0.31213);
17:42:21.810, 	1, 	2, 	24.9664, 	24.6956, 	1, 	-1.249e-14, 	3.04, 	(-0.0436973,1.02755);
17:42:21.830, 	1, 	2, 	29.7227, 	24.8621, 	1, 	-1.249e-14, 	3.04, 	(0.479902,0.0299356);
17:42:21.850, 	1, 	2, 	32.7006, 	24.8621, 	1, 	-1.249e-14, 	3.04, 	(0.479902,0.0299356);
17:42:21.870, 	1, 	2, 	24.3314, 	20.7617, 	1, 	-1.249e-14, 	3.04, 	(-0.123556,-0.254752);
17:42:21.890, 	1, 	2, 	29.0416, 	21.1278, 	1, 	-1.249e-14, 	3.04, 	(0.0106065,-0.220317);
17:42:21.910, 	1, 	2, 	19.7085, 	20.8201, 	1, 	-1.249e-14, 	3.04, 	(-0.280948,-0.129436);
17:42:21.931, 	1, 	2, 	23.5194, 	24.66, 	1, 	-1.249e-14, 	3.04, 	(0.629178,0.583966);
17:42:21.951, 	1, 	2, 	27.4057, 	24.5003, 	1, 	-1.249e-14, 	3.04, 	(-0.374786,-0.74475);
17:42:21.971, 	1, 	2, 	19.2909, 	22.1549, 	1, 	-1.249e-14, 	3.04, 	(0.39827,-0.532576);
17:42:21.992, 	1, 	2, 	31.9952, 	21.0675, 	1, 	-1.249e-14, 	3.04, 	(-0.116316,0.153844);
17:42:22.012, 	1, 	2, 	29.9452, 	20.6814, 	1, 	-1.249e-14, 	3.04, 	(-0.00958653,0.15226);
17:42:22.032, 	1, 	2, 	32.3092, 	20.1106, 	1, 	-1.249e-14, 	3.04, 	(0.230197,0.0361729);
17:42:22.052, 	0, 	2, 	31.6579, 	17.8092, 	1, 	-1.249e-14, 	3.04, 	(0.199732,0.307898);
17:42:22.072, 	0, 	2, 	27.386, 	16.9091, 	0, 	4, 	2.736, 	(0.124219,0.145597);
17:42:22.087, 	1, 	1, 	31.9708, 	25.5088, 	0, 	8, 	2.128, 	(1.82532,0.904904);(1.1478,1.88861);(0.837541,1.16267);(1.35341,1.11408);
17:42:22.107, 	1, 	1, 	31.1552, 	26.7429, 	0, 	8, 	1.824, 	(-1.6997,-1.11353);(-0.714035,-2.26135);(-0.663455,-2.04596);(-1.37807,-2.1579);
17:42:22.132, 	0, 	2, 	30.0639, 	14.2686, 	0, 	8, 	1.824, 	(-0.0462702,-0.00937245);
17:42:22.153, 	1, 	2, 	32.8847, 	24.8967, 	1, 	12, 	1.52, 	(-0.681038,0.176349);
17:42:22.167, 	1, 	1, 	31.2839, 	27.5719, 	0, 	12, 	1.216, 	(1.74114,-0.832624);(1.90145,0.502553);(1.08776,0.274897);(1.31478,0.200381);
17:42:22.193, 	1, 	2, 	30.9114, 	25.436, 	1, 	12, 	1.216, 	(-0.015655,-0.787441);
17:42:22.213, 	1, 	2, 	29.5076, 	25.5266, 	1, 	12, 	1.216, 	(0.489261,-0.354933);
17:42:22.233, 	1, 	2, 	20.823, 	14.6376, 	1, 	12, 	1.216, 	(-0.0725856,0.210704);
17:42:22.253, 	1, 	2, 	24.7537, 	20.3356, 	1, 	12, 	1.52, 	(-0.122611,-0.261859);
17:42:22.273, 	1, 	2, 	28.8413, 	20.8496, 	1, 	12, 	1.824, 	(-0.1011,0.246935);
