2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-52.098, 	26, 	16.39606, 	1, 	3.04
2, 	-52.098, 	27, 	16.16629, 	1, 	3.04
2, 	-52.098, 	24, 	16.396120000000003, 	1, 	2.736
2, 	-52.098, 	27, 	16.273010000000003, 	1, 	2.128
2, 	-52.098, 	26, 	16.43074, 	1, 	3.04
2, 	-52.098, 	27, 	16.00608, 	1, 	2.432
2, 	-52.098, 	29, 	16.52183, 	1, 	3.04
2, 	-52.098, 	27, 	16.339710000000004, 	1, 	3.04
2, 	-52.098, 	25, 	16.29741, 	1, 	3.04
2, 	-52.098, 	29, 	15.84726, 	1, 	3.04
