2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-58.382, 	-58.382, 	26.1534, 	1, 	1.52
2, 	-60.1334, 	-60.1334, 	21.6266, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	24.7328, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	25.5209, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	21.4296, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	22.7805, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	24.9598, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	25.5403, 	1, 	2.736
2, 	-60.1334, 	-60.1334, 	21.8605, 	1, 	2.736
2, 	-58.382, 	-58.382, 	24.4607, 	1, 	2.736
2, 	-58.382, 	-58.382, 	25.4745, 	1, 	3.04
2, 	-60.1334, 	-60.1334, 	15.3381, 	0, 	3.04
2, 	-60.1334, 	-60.1334, 	24.4796, 	1, 	2.736
1, 	-60.1334, 	-60.1334, 	12.6089, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	24.7143, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	23.9542, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	25.2265, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	25.4504, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	22.0278, 	1, 	2.432
2, 	-55.1161, 	-55.1161, 	24.1887, 	1, 	2.432
2, 	-56.7136, 	-56.7136, 	24.8832, 	1, 	2.432
2, 	-56.7136, 	-56.7136, 	21.5796, 	1, 	2.736
2, 	-50.6636, 	-50.6636, 	24.986, 	1, 	2.736
2, 	-50.6636, 	-50.6636, 	25.6994, 	1, 	3.04
2, 	-61.9835, 	-61.9835, 	26.0885, 	1, 	3.04
2, 	-61.9835, 	-61.9835, 	25.7284, 	1, 	3.04
2, 	-55.1161, 	-55.1161, 	24.8661, 	1, 	3.04
2, 	-55.1161, 	-55.1161, 	25.3653, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	25.0647, 	1, 	3.04
2, 	-53.5801, 	-53.5801, 	24.9436, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.3093, 	1, 	3.04
2, 	-52.098, 	-52.098, 	26.0334, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.7486, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.8285, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.5724, 	1, 	3.04
2, 	-52.098, 	-52.098, 	24.6042, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.1791, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.8932, 	1, 	3.04
2, 	-52.098, 	-52.098, 	26.2978, 	1, 	3.04
2, 	-52.098, 	-52.098, 	25.6339, 	1, 	3.04
2, 	-50.6636, 	-50.6636, 	26.6852, 	1, 	3.04
2, 	-50.6636, 	-50.6636, 	25.806, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	24.5634, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	25.6784, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	24.2644, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	24.3443, 	1, 	3.04
2, 	-50.6636, 	-50.6636, 	25.3739, 	1, 	3.04
2, 	-50.6636, 	-50.6636, 	26.0464, 	1, 	3.04
2, 	-46.599, 	-46.599, 	22.6469, 	1, 	3.04
2, 	-46.599, 	-46.599, 	25.0733, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	26.0944, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	25.6741, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	24.3378, 	1, 	3.04
2, 	-49.2717, 	-49.2717, 	25.0704, 	1, 	3.04
2, 	-47.9181, 	-47.9181, 	25.1899, 	1, 	3.04
2, 	-47.9181, 	-47.9181, 	26.2864, 	1, 	3.04
2, 	-45.3112, 	-45.3112, 	26.0363, 	1, 	3.04
