(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:05.201, 	0, 	2, 	16.29, 	1.56381, 	0, 	20, 	1.52, 	(-0.129076,0.358465);
17:37:05.220, 	0, 	1, 	17.0986, 	7.10539, 	0, 	24, 	1.216, 	(0.322012,-1.37117);(0.0616109,1.73123);(-0.966159,-0.416822);(0.884912,-0.475408);
17:37:05.241, 	0, 	2, 	17.3403, 	1.71188, 	0, 	28, 	0.912, 	(-0.0184612,0.311708);
17:37:05.280, 	0, 	1, 	17.9095, 	12.1124, 	0, 	32, 	0.608, 	(0.477709,1.37632);(-1.11676,-1.38081);(1.05889,-0.226377);(-0.321619,1.06131);
17:37:05.301, 	1, 	1, 	17.7653, 	11.6132, 	0, 	36, 	-7.10543e-17, 	(0.600318,-1.35544);(-0.268809,1.71794);(-1.31019,-1.04457);(1.37072,-0.646415);
17:37:05.329, 	1, 	2, 	17.5081, 	18.6314, 	1, 	36, 	0.304, 	(-0.065687,-0.00146656);
17:37:05.349, 	1, 	2, 	17.7917, 	18.6244, 	1, 	36, 	0.608, 	(-0.0136088,0.0133811);
17:37:05.370, 	1, 	2, 	17.92, 	24.5273, 	1, 	36, 	0.912, 	(-0.269631,0.524974);
17:37:05.390, 	1, 	2, 	18.7784, 	25.7399, 	1, 	36, 	1.216, 	(0.316741,-0.343705);
17:37:05.432, 	1, 	2, 	18.6395, 	25.9598, 	1, 	36, 	1.52, 	(-0.481551,0.598898);
17:37:05.450, 	1, 	2, 	19.3629, 	25.1437, 	1, 	36, 	1.824, 	(-0.334004,-0.36997);
17:37:05.470, 	1, 	2, 	21.5227, 	25.4151, 	1, 	36, 	2.128, 	(-0.231871,-0.713183);
17:37:05.490, 	1, 	2, 	20.8331, 	25.398, 	1, 	36, 	2.432, 	(0.330129,0.56007);
17:37:05.510, 	1, 	2, 	20.7781, 	26.0856, 	1, 	36, 	2.736, 	(-0.661122,0.491648);
17:37:05.531, 	0, 	2, 	20.8654, 	16.9625, 	1, 	36, 	2.736, 	(-0.101635,0.0490742);
17:37:05.551, 	1, 	2, 	19.6828, 	17.0671, 	1, 	40, 	2.736, 	(-0.154556,-0.0210438);
17:37:05.562, 	1, 	1, 	21.535, 	15.1834, 	0, 	40, 	2.432, 	(-0.889939,-0.979645);(1.52209,0.323847);(-0.360817,0.715783);(-0.432007,-0.566277);
17:37:05.591, 	1, 	2, 	21.5329, 	17.0476, 	1, 	40, 	2.432, 	(0.0369952,-0.057192);
17:37:05.611, 	1, 	2, 	22.1327, 	25.9986, 	1, 	40, 	2.432, 	(-0.396541,-0.502586);
17:37:05.631, 	1, 	2, 	22.794, 	26.0402, 	1, 	40, 	2.432, 	(0.481648,0.246704);
17:37:05.652, 	1, 	2, 	22.6122, 	25.2297, 	1, 	36, 	2.432, 	(0.285504,0.274968);
17:37:05.672, 	1, 	2, 	22.9132, 	25.0888, 	1, 	32, 	2.432, 	(0.655823,0.0450718);
17:37:05.692, 	1, 	2, 	23.2646, 	24.6934, 	1, 	28, 	2.432, 	(-0.0387713,0.426528);
17:37:05.712, 	1, 	2, 	22.5511, 	25.2467, 	1, 	24, 	2.432, 	(-0.46083,-0.381655);
17:37:05.732, 	1, 	2, 	23.8402, 	25.2978, 	1, 	20, 	2.736, 	(0.291639,-0.616039);
17:37:05.752, 	1, 	2, 	22.8371, 	24.9727, 	1, 	16, 	2.736, 	(0.278936,0.451086);
17:37:05.772, 	1, 	2, 	23.0355, 	26.2019, 	1, 	12, 	3.04, 	(-0.409124,-0.11775);
17:37:05.793, 	1, 	2, 	23.5037, 	20.5782, 	1, 	8, 	3.04, 	(-0.0704685,-0.0929882);
17:37:05.813, 	1, 	2, 	22.6466, 	26.5202, 	1, 	4, 	3.04, 	(-0.3248,-0.790972);
17:37:05.833, 	1, 	2, 	24.2721, 	25.5021, 	1, 	4, 	3.04, 	(0.303742,-0.76678);
17:37:05.854, 	1, 	2, 	24.0154, 	25.3262, 	1, 	4, 	3.04, 	(-0.581568,-0.248012);
17:37:05.873, 	1, 	2, 	21.2356, 	26.3793, 	1, 	4, 	3.04, 	(-0.78543,0.337395);
17:37:05.893, 	1, 	2, 	24.3885, 	25.2542, 	1, 	4, 	3.04, 	(-0.468086,-0.204532);
17:37:05.913, 	1, 	2, 	25.1633, 	25.951, 	1, 	4, 	3.04, 	(0.540532,-0.534401);
17:37:05.934, 	1, 	2, 	24.6793, 	25.6242, 	1, 	4, 	3.04, 	(0.317386,0.549516);
