(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:08.685, 	1, 	2, 	29.9703, 	26.6723, 	1, 	-1.249e-14, 	3.04, 	(-0.836142,0.168215);
17:37:08.705, 	1, 	2, 	28.662, 	25.5798, 	1, 	-1.249e-14, 	3.04, 	(0.56804,0.305202);
17:37:08.725, 	1, 	2, 	28.2769, 	23.0622, 	1, 	-1.249e-14, 	3.04, 	(-0.376348,-0.332257);
17:37:08.745, 	1, 	2, 	20.5071, 	21.8185, 	1, 	-1.249e-14, 	3.04, 	(-0.236895,-0.424873);
17:37:08.766, 	1, 	2, 	28.1357, 	25.8548, 	1, 	-1.249e-14, 	3.04, 	(0.494635,-0.417748);
17:37:08.786, 	1, 	2, 	28.6992, 	25.486, 	1, 	-1.249e-14, 	3.04, 	(0.478999,0.352854);
17:37:08.806, 	1, 	2, 	30.1748, 	25.9959, 	1, 	-1.249e-14, 	3.04, 	(-0.259426,0.819989);
17:37:08.826, 	0, 	2, 	28.134, 	17.7484, 	1, 	-1.249e-14, 	3.04, 	(-0.102764,0.279505);
17:37:08.846, 	1, 	2, 	28.4725, 	24.8808, 	1, 	4, 	2.736, 	(0.611966,-0.177194);
17:37:08.858, 	1, 	1, 	30.1262, 	19.5777, 	0, 	4, 	2.432, 	(0.268739,-1.44843);(-1.78853,-0.765939);(-0.218536,1.84241);(1.69087,-0.640585);
17:37:08.886, 	0, 	2, 	29.133, 	19.9211, 	0, 	4, 	2.432, 	(0.165752,0.030378);
17:37:08.907, 	0, 	2, 	26.1236, 	16.8752, 	0, 	8, 	2.128, 	(0.0928954,0.0942507);
17:37:08.918, 	1, 	1, 	23.704, 	18.7285, 	0, 	12, 	1.52, 	(0.909151,-0.801448);(-0.615224,-1.46534);(-1.70006,1.47867);(2.18407,0.547616);
17:37:08.938, 	1, 	1, 	25.5858, 	19.6196, 	0, 	12, 	1.216, 	(0.337344,-1.34715);(-1.6428,-0.776905);(-0.134947,2.18712);(1.95745,-1.10922);
17:37:08.967, 	1, 	2, 	27.4241, 	26.0408, 	1, 	12, 	1.216, 	(0.569055,-0.276227);
17:37:08.987, 	1, 	2, 	19.1935, 	22.2732, 	1, 	12, 	1.216, 	(-0.180576,0.706038);
17:37:09.007, 	1, 	2, 	22.5561, 	23.9327, 	1, 	12, 	1.216, 	(0.545027,-0.539513);
17:37:09.027, 	1, 	2, 	26.2775, 	25.6779, 	1, 	12, 	1.52, 	(-0.100961,0.887635);
17:37:09.048, 	1, 	2, 	27.3305, 	20.2181, 	1, 	12, 	1.52, 	(0.15891,-0.191775);
17:37:09.068, 	1, 	2, 	21.7815, 	19.3803, 	1, 	12, 	1.824, 	(-0.237292,-0.0859776);
17:37:09.088, 	1, 	2, 	27.6564, 	23.2912, 	1, 	12, 	2.128, 	(0.276774,0.146127);
17:37:09.108, 	1, 	2, 	26.8982, 	26.4016, 	1, 	12, 	2.432, 	(-0.263792,-0.681765);
17:37:09.128, 	1, 	2, 	21.1717, 	24.8484, 	1, 	12, 	2.736, 	(0.854041,-0.180514);
17:37:09.148, 	1, 	2, 	27.517, 	25.9955, 	1, 	12, 	3.04, 	(0.173751,-0.648835);
17:37:09.168, 	1, 	2, 	26.4156, 	25.8129, 	1, 	12, 	3.04, 	(-0.485468,-0.205923);
17:37:09.189, 	1, 	2, 	21.1587, 	24.0499, 	1, 	12, 	3.04, 	(0.245506,-0.800224);
17:37:09.209, 	1, 	2, 	27.0528, 	24.4102, 	1, 	12, 	3.04, 	(0.0530192,0.660433);
17:37:09.229, 	1, 	2, 	26.2211, 	26.3234, 	1, 	12, 	3.04, 	(0.0848698,-0.533867);
17:37:09.249, 	1, 	2, 	20.3098, 	23.0442, 	1, 	12, 	3.04, 	(-0.35017,0.714276);
17:37:09.269, 	1, 	2, 	27.1924, 	25.4533, 	1, 	12, 	3.04, 	(0.22852,-0.661875);
17:37:09.290, 	1, 	2, 	24.3214, 	24.9292, 	1, 	12, 	3.04, 	(-0.61239,0.284008);
17:37:09.313, 	1, 	2, 	22.6234, 	20.4026, 	1, 	12, 	3.04, 	(-0.293127,0.0793574);
17:37:09.330, 	1, 	2, 	23.533, 	20.4026, 	1, 	8, 	3.04, 	(-0.293127,0.0793574);
17:37:09.350, 	1, 	2, 	24.7983, 	25.5692, 	1, 	8, 	3.04, 	(-0.448024,0.176025);
17:37:09.370, 	1, 	2, 	25.5499, 	25.1451, 	1, 	8, 	3.04, 	(0.616087,-0.322215);
17:37:09.390, 	1, 	2, 	24.7509, 	25.0838, 	1, 	4, 	3.04, 	(0.460764,0.330841);
17:37:09.410, 	1, 	2, 	24.5958, 	25.414, 	1, 	-1.249e-14, 	3.04, 	(0.728873,-0.158379);
17:37:09.432, 	1, 	2, 	26.7404, 	25.3774, 	1, 	-1.249e-14, 	3.04, 	(-0.580611,-0.353874);
17:37:09.451, 	1, 	2, 	25.7911, 	25.3097, 	1, 	-1.249e-14, 	3.04, 	(-0.379824,0.576512);
17:37:09.471, 	1, 	2, 	24.3556, 	26.1228, 	1, 	-1.249e-14, 	3.04, 	(0.118646,0.759763);
17:37:09.491, 	1, 	2, 	25.3937, 	19.432, 	1, 	-1.249e-14, 	3.04, 	(-0.110275,0.150807);
17:37:09.511, 	1, 	2, 	22.8906, 	24.521, 	1, 	-1.249e-14, 	3.04, 	(0.250945,0.720672);
17:37:09.531, 	1, 	2, 	24.6019, 	25.8153, 	1, 	-1.249e-14, 	3.04, 	(0.139184,-0.525697);
17:37:09.545, 	1, 	2, 	19.8638, 	24.2244, 	1, 	-1.249e-14, 	3.04, 	(-0.289385,-0.693701);
17:37:09.561, 	1, 	2, 	26.1921, 	25.782, 	1, 	-1.249e-14, 	3.04, 	(0.514638,-0.393766);
17:37:09.582, 	1, 	2, 	26.2184, 	25.1608, 	1, 	-1.249e-14, 	3.04, 	(-0.568636,-0.318615);
17:37:09.602, 	1, 	2, 	24.0958, 	24.9827, 	1, 	-1.249e-14, 	3.04, 	(-0.687243,0.230385);
17:37:09.622, 	1, 	2, 	24.6706, 	25.6847, 	1, 	-1.249e-14, 	3.04, 	(-0.395915,0.619808);
17:37:09.642, 	1, 	2, 	23.3375, 	25.9095, 	1, 	-1.249e-14, 	3.04, 	(-0.447537,-0.488652);
17:37:09.662, 	1, 	2, 	22.3123, 	25.7613, 	1, 	-1.249e-14, 	3.04, 	(-0.746689,-0.0792259);
17:37:09.683, 	1, 	2, 	18.695, 	22.3388, 	1, 	-1.249e-14, 	3.04, 	(-0.651245,-0.194025);
17:37:09.703, 	1, 	2, 	20.3666, 	24.9068, 	1, 	-1.249e-14, 	3.04, 	(-0.70377,-0.18455);
17:37:09.723, 	1, 	2, 	23.1382, 	24.1773, 	1, 	-1.249e-14, 	3.04, 	(0.517307,0.0374317);
17:37:09.743, 	1, 	2, 	25.8686, 	25.1939, 	1, 	-1.249e-14, 	3.04, 	(0.0985081,-0.680988);
17:37:09.763, 	1, 	2, 	25.5194, 	24.8056, 	1, 	-1.249e-14, 	3.04, 	(-0.575121,0.276648);
17:37:09.783, 	1, 	2, 	21.9461, 	25.5754, 	1, 	-1.249e-14, 	3.04, 	(-0.253428,-0.69752);
17:37:09.804, 	1, 	2, 	23.951, 	26.0717, 	1, 	-1.249e-14, 	3.04, 	(0.107017,0.727064);
17:37:09.823, 	1, 	2, 	19.3638, 	23.634, 	1, 	-1.249e-14, 	3.04, 	(0.609387,0.390485);
17:37:09.844, 	1, 	2, 	22.3235, 	25.7368, 	1, 	-1.249e-14, 	3.04, 	(0.630742,0.377439);
17:37:09.864, 	1, 	2, 	17.3758, 	21.0691, 	1, 	-1.249e-14, 	3.04, 	(-0.353379,0.187663);
17:37:09.884, 	1, 	2, 	22.4233, 	24.7697, 	1, 	-1.249e-14, 	3.04, 	(-0.533074,-0.364485);
17:37:09.904, 	1, 	2, 	22.7204, 	24.5447, 	1, 	-1.249e-14, 	3.04, 	(-0.709486,0.0970954);
17:37:09.924, 	1, 	2, 	22.8883, 	25.0386, 	1, 	-1.249e-14, 	3.04, 	(0.690779,2.00444e-05);
17:37:09.944, 	1, 	2, 	22.9631, 	25.4845, 	1, 	-1.249e-14, 	3.04, 	(0.624181,0.160023);
17:37:09.964, 	1, 	2, 	21.0639, 	24.3396, 	1, 	-1.249e-14, 	3.04, 	(0.706544,-0.114606);
17:37:09.985, 	1, 	2, 	23.3183, 	18.527, 	1, 	-1.249e-14, 	3.04, 	(0.112257,-0.354057);
17:37:10.005, 	1, 	2, 	18.6898, 	23.7803, 	1, 	-1.249e-14, 	3.04, 	(-0.377096,0.537344);
17:37:10.030, 	1, 	2, 	22.5773, 	24.7589, 	1, 	-1.249e-14, 	3.04, 	(0.371509,-0.427426);
17:37:10.045, 	1, 	2, 	21.011, 	25.6843, 	1, 	-1.249e-14, 	3.04, 	(0.665522,-0.157865);
17:37:10.065, 	1, 	2, 	17.5729, 	22.4099, 	1, 	-1.249e-14, 	3.04, 	(0.453551,-0.430994);
17:37:10.087, 	1, 	2, 	20.3015, 	23.6086, 	1, 	-1.249e-14, 	3.04, 	(0.407711,-0.509552);
17:37:10.108, 	1, 	2, 	20.959, 	24.7672, 	1, 	-1.249e-14, 	3.04, 	(0.337259,0.55976);
17:37:10.126, 	1, 	2, 	18.189, 	23.2836, 	1, 	-1.249e-14, 	3.04, 	(-0.600041,0.116554);
17:37:10.146, 	1, 	2, 	19.3539, 	24.3028, 	1, 	-1.249e-14, 	3.04, 	(-0.0796737,0.633674);
17:37:10.166, 	1, 	2, 	21.2492, 	25.0083, 	1, 	-1.249e-14, 	3.04, 	(0.487843,-0.407066);
17:37:10.186, 	1, 	2, 	20.7507, 	24.9384, 	1, 	-1.249e-14, 	3.04, 	(0.497213,0.261202);
17:37:10.206, 	1, 	2, 	18.8965, 	23.9208, 	1, 	-1.249e-14, 	3.04, 	(0.406038,-0.471159);
17:37:10.226, 	1, 	2, 	20.7959, 	25.9874, 	1, 	-1.249e-14, 	3.04, 	(0.236289,0.406675);
17:37:10.247, 	1, 	2, 	17.4876, 	22.3326, 	1, 	-1.249e-14, 	3.04, 	(-0.55987,0.120949);
17:37:10.267, 	1, 	2, 	20.0044, 	24.5363, 	1, 	-1.249e-14, 	3.04, 	(-0.287393,0.554944);
17:37:10.287, 	1, 	2, 	21.2599, 	24.4965, 	1, 	-1.249e-14, 	3.04, 	(-0.377392,-0.300762);
17:37:10.307, 	1, 	2, 	17.2331, 	21.6691, 	1, 	-1.249e-14, 	3.04, 	(0.511502,-0.223411);
17:37:10.328, 	1, 	2, 	19.2049, 	23.1955, 	1, 	-1.249e-14, 	3.04, 	(0.599994,0.0485035);
17:37:10.347, 	1, 	2, 	20.8197, 	24.563, 	1, 	-1.249e-14, 	3.04, 	(0.484403,-0.388938);
17:37:10.367, 	1, 	2, 	19.0491, 	24.4551, 	1, 	-1.249e-14, 	3.04, 	(-0.395801,-0.0650767);
17:37:10.388, 	1, 	2, 	19.9815, 	25.0384, 	1, 	-1.249e-14, 	3.04, 	(-0.576554,-0.00323256);
17:37:10.408, 	1, 	2, 	20.5175, 	24.4328, 	1, 	-1.249e-14, 	3.04, 	(-0.0178888,-0.51427);
17:37:10.429, 	1, 	2, 	20.8273, 	25.4626, 	1, 	-1.249e-14, 	3.04, 	(0.60504,0.134423);
17:37:10.448, 	1, 	2, 	20.9243, 	25.5481, 	1, 	-1.249e-14, 	3.04, 	(0.29814,0.507524);
17:37:10.469, 	1, 	2, 	20.7468, 	24.1156, 	1, 	-1.249e-14, 	3.04, 	(-0.293764,-0.407158);
17:37:10.489, 	1, 	2, 	20.051, 	24.4839, 	1, 	-1.249e-14, 	3.04, 	(0.0770906,-0.404334);
