2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	55.1161, 	-60, 	26.1534, 	1, 	1.52
2, 	53.5801, 	52, 	23.797, 	1, 	2.736
2, 	55.1161, 	52, 	23.7695, 	1, 	2.736
2, 	55.1161, 	52, 	24.3997, 	1, 	2.736
2, 	55.1161, 	52, 	24.3811, 	1, 	2.736
2, 	55.1161, 	52, 	23.93, 	1, 	2.736
2, 	55.1161, 	52, 	23.9903, 	1, 	2.736
2, 	55.1161, 	52, 	24.2505, 	1, 	2.736
2, 	53.5801, 	52, 	23.8505, 	1, 	2.736
2, 	53.5801, 	52, 	17.618, 	1, 	2.736
2, 	52.098, 	59, 	24.6074, 	1, 	3.04
2, 	52.098, 	58, 	25.0115, 	1, 	3.04
2, 	52.098, 	58, 	23.6666, 	1, 	3.04
2, 	52.098, 	58, 	23.95, 	1, 	3.04
2, 	52.098, 	58, 	24.7007, 	1, 	3.04
2, 	52.098, 	58, 	17.9353, 	1, 	3.04
2, 	53.5801, 	58, 	24.3618, 	1, 	3.04
2, 	53.5801, 	59, 	24.3706, 	1, 	3.04
2, 	53.5801, 	59, 	23.4381, 	1, 	3.04
2, 	53.5801, 	59, 	24.3034, 	1, 	3.04
2, 	52.098, 	59, 	20.4823, 	1, 	3.04
2, 	52.098, 	58, 	22.4799, 	1, 	3.04
2, 	53.5801, 	58, 	23.9713, 	1, 	3.04
2, 	53.5801, 	59, 	20.2857, 	1, 	3.04
2, 	53.5801, 	60, 	24.9148, 	1, 	3.04
2, 	53.5801, 	60, 	23.818, 	1, 	3.04
2, 	52.098, 	60, 	25.0319, 	1, 	3.04
2, 	52.098, 	58, 	22.3687, 	1, 	3.04
2, 	52.098, 	58, 	24.76, 	1, 	3.04
2, 	52.098, 	58, 	25.0776, 	1, 	3.04
2, 	50.6636, 	58, 	25.4564, 	1, 	3.04
2, 	50.6636, 	52, 	23.7571, 	1, 	3.04
2, 	50.6636, 	52, 	24.4884, 	1, 	3.04
2, 	50.6636, 	52, 	20.2979, 	1, 	3.04
2, 	49.2717, 	52, 	23.1571, 	1, 	3.04
2, 	49.2717, 	60, 	0, 	0, 	3.04
