(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);18:49:37.141, 	1, 	1, 	19.017, 	13.4551, 	0, 	16, 	2.736, 	(0.751216,0.0211995);(-0.676042,-0.743156);(0.578553,1.42172);(-0.593315,-1.331);
18:49:57.634, 	1, 	2, 	20.0749, 	25.1003, 	1, 	12, 	2.736, 	(0.188335,-0.602386);
18:49:57.674, 	1, 	2, 	17.6989, 	22.9429, 	1, 	8, 	2.736, 	(0.130944,-0.595014);
18:49:57.695, 	1, 	2, 	20.024, 	24.9647, 	1, 	8, 	2.736, 	(-0.533495,0.0393128);
18:49:57.714, 	1, 	2, 	20.5077, 	25.4112, 	1, 	8, 	2.736, 	(-0.643494,-0.072432);
18:49:57.734, 	1, 	2, 	19.3133, 	25.1839, 	1, 	4, 	2.736, 	(-0.300595,0.570994);
18:49:57.755, 	1, 	2, 	18.1325, 	23.0628, 	1, 	-1.38778e-15, 	2.736, 	(0.048476,0.626415);
18:49:57.775, 	1, 	2, 	19.0735, 	24.5736, 	1, 	-1.38778e-15, 	2.736, 	(0.309187,-0.576295);
18:49:57.795, 	1, 	2, 	20.2624, 	24.3295, 	1, 	-1.38778e-15, 	2.736, 	(-0.449711,-0.280414);
18:49:57.815, 	1, 	2, 	20.5681, 	24.7521, 	1, 	-1.38778e-15, 	2.736, 	(-0.465368,0.458221);
18:49:57.835, 	1, 	2, 	17.3358, 	23.2248, 	1, 	-1.38778e-15, 	3.04, 	(0.509006,0.321473);
18:49:57.855, 	1, 	2, 	22.5458, 	24.8906, 	1, 	-1.38778e-15, 	3.04, 	(0.562972,0.221827);
18:49:57.875, 	1, 	2, 	21.3374, 	25.0415, 	1, 	-1.38778e-15, 	3.04, 	(-0.312521,0.449113);
18:49:57.897, 	1, 	2, 	22.0627, 	25.3712, 	1, 	-1.38778e-15, 	3.04, 	(0.0398435,-0.643113);
18:49:57.916, 	1, 	2, 	16.8419, 	21.9108, 	1, 	-1.38778e-15, 	3.04, 	(-0.342563,0.493579);
18:49:57.936, 	1, 	2, 	19.0766, 	15.3959, 	1, 	-1.38778e-15, 	3.04, 	(-0.18448,0.0363229);
18:49:57.956, 	1, 	2, 	20.6039, 	24.608, 	1, 	-1.38778e-15, 	3.04, 	(-0.19342,0.612867);
18:49:57.976, 	1, 	2, 	22.346, 	24.2483, 	1, 	-1.38778e-15, 	3.04, 	(-0.495777,-0.40595);
18:49:57.996, 	1, 	2, 	20.2401, 	24.1644, 	1, 	-1.38778e-15, 	3.04, 	(0.627637,-0.143083);
18:49:58.017, 	1, 	2, 	21.2454, 	24.544, 	1, 	-1.38778e-15, 	3.04, 	(0.509028,0.358561);
18:49:58.036, 	1, 	2, 	22.8066, 	24.7086, 	1, 	-1.38778e-15, 	3.04, 	(-0.552396,0.219252);
18:49:58.057, 	1, 	2, 	21.4111, 	24.3795, 	1, 	-1.38778e-15, 	3.04, 	(-0.0969143,-0.693821);
18:49:58.077, 	1, 	2, 	22.5769, 	25.3765, 	1, 	-1.38778e-15, 	3.04, 	(0.419315,-0.603565);
18:49:58.097, 	1, 	2, 	22.8047, 	25.0648, 	1, 	-1.38778e-15, 	3.04, 	(-0.660055,-0.232016);
18:49:58.117, 	1, 	2, 	23.6751, 	25.7811, 	1, 	-1.38778e-15, 	3.04, 	(-0.643909,0.073078);
18:49:58.137, 	1, 	2, 	20.9917, 	24.761, 	1, 	-1.38778e-15, 	3.04, 	(0.714278,0.151519);
18:49:58.157, 	1, 	2, 	24.003, 	25.309, 	1, 	-1.38778e-15, 	3.04, 	(-0.31093,-0.654351);
18:49:58.178, 	1, 	2, 	23.5703, 	25.0193, 	1, 	-1.38778e-15, 	3.04, 	(-0.190373,-0.674029);
18:49:58.198, 	1, 	2, 	23.1943, 	25.0363, 	1, 	-1.38778e-15, 	3.04, 	(-0.641411,0.132586);
18:49:58.218, 	1, 	2, 	22.1868, 	24.3345, 	1, 	-1.38778e-15, 	3.04, 	(-0.460128,0.387913);
18:49:58.238, 	1, 	2, 	21.7429, 	25.7445, 	1, 	-1.38778e-15, 	3.04, 	(0.499169,-0.565934);
