(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);
 NEW RECORD - 10-11-2023 16:57:41time, CRC, type, snr, data_snr, data_CRC, per_val, Throughput
16:57:41.334, 	1, 	2, 	17.876, 	15.3362, 	1, 	0, 	3.04, 	(-0.0946017,-0.0515264);
16:57:41.354, 	1, 	2, 	18.2455, 	14.2193, 	1, 	0, 	3.04, 	(-0.111396,0.0467944);
16:57:41.374, 	1, 	2, 	16.266, 	15.0259, 	1, 	0, 	3.04, 	(-0.100625,-0.0745964);
16:57:41.394, 	1, 	2, 	13.5469, 	13.8456, 	1, 	0, 	3.04, 	(-0.033882,0.10056);
16:57:41.415, 	1, 	2, 	13.274, 	13.892, 	1, 	0, 	3.04, 	(-0.0141111,-0.112989);
16:57:41.434, 	1, 	2, 	16.0968, 	13.9774, 	1, 	0, 	3.04, 	(0.11106,0.0779899);
16:57:41.455, 	1, 	2, 	16.6437, 	14.2682, 	1, 	0, 	3.04, 	(0.0523337,-0.117065);
16:57:41.475, 	0, 	2, 	20.3999, 	14.2682, 	1, 	0, 	3.04, 	(0.0523337,-0.117065);
16:57:41.495, 	1, 	2, 	22.8396, 	14.501, 	1, 	11.1111, 	2.70222, 	(0.0268545,-0.141545);
16:57:41.515, 	1, 	2, 	21.2698, 	14.6079, 	1, 	10, 	2.736, 	(-0.0477006,-0.10627);
16:57:41.535, 	1, 	2, 	18.883, 	13.7821, 	1, 	9.09091, 	2.736, 	(0.00484759,0.0879966);
16:57:41.555, 	1, 	2, 	13.5652, 	13.9742, 	1, 	8.33333, 	2.736, 	(0.0969007,0.0675945);
16:57:41.596, 	1, 	2, 	13.0355, 	14.6407, 	1, 	7.69231, 	2.736, 	(0.0348385,0.115341);
16:57:41.616, 	1, 	2, 	18.6087, 	14.1737, 	1, 	7.14286, 	2.736, 	(-0.117632,-0.00818368);
16:57:41.636, 	0, 	2, 	20.9195, 	11.3857, 	1, 	7.14286, 	2.736, 	(0.026413,0.0408299);
16:57:41.656, 	1, 	2, 	20.7055, 	13.2105, 	1, 	12.5, 	2.432, 	(0.0561484,-0.0885497);
16:57:41.676, 	1, 	2, 	20.4396, 	13.185, 	1, 	11.7647, 	2.432, 	(-0.0834357,-0.00303005);
16:57:41.696, 	1, 	2, 	18.6252, 	12.3801, 	1, 	11.1111, 	2.736, 	(0.0613363,0.0680248);
16:57:41.717, 	1, 	2, 	15.9157, 	11.6042, 	1, 	10.5263, 	2.736, 	(-0.0123776,0.0807037);
