(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:15:42.240, 	1, 	2, 	18.8194, 	22.5669, 	1, 	-1.249e-14, 	3.04, 	(-0.122663,-0.742225);
17:15:42.260, 	1, 	2, 	22.0494, 	25.1369, 	1, 	-1.249e-14, 	3.04, 	(0.648732,0.429702);
17:15:42.280, 	1, 	2, 	24.2298, 	25.3552, 	1, 	-1.249e-14, 	3.04, 	(-0.484133,-0.602461);
17:15:42.301, 	1, 	2, 	18.7574, 	22.2947, 	1, 	-1.249e-14, 	3.04, 	(0.73041,0.0195185);
17:15:42.321, 	1, 	2, 	21.7632, 	25.0586, 	1, 	-1.249e-14, 	3.04, 	(0.00117761,-0.783272);
17:15:42.341, 	1, 	2, 	24.7956, 	25.8916, 	1, 	-1.249e-14, 	3.04, 	(0.487166,-0.270143);
17:15:42.361, 	1, 	2, 	25.5866, 	26.5882, 	1, 	-1.249e-14, 	3.04, 	(0.288504,0.694358);
17:15:42.381, 	1, 	2, 	21.199, 	24.5083, 	1, 	-1.249e-14, 	3.04, 	(-0.0865719,0.778537);
17:15:42.401, 	1, 	2, 	23.8745, 	25.8869, 	1, 	-1.249e-14, 	3.04, 	(-0.139072,-0.752565);
17:15:42.423, 	1, 	2, 	20.0729, 	23.7418, 	1, 	-1.249e-14, 	3.04, 	(-0.46119,0.582489);
17:15:42.441, 	1, 	2, 	21.2191, 	23.6432, 	1, 	-1.249e-14, 	3.04, 	(-0.641368,-0.418551);
17:15:42.462, 	1, 	2, 	22.8171, 	26.0965, 	1, 	-1.249e-14, 	3.04, 	(0.423901,0.677813);
17:15:42.482, 	1, 	2, 	18.197, 	22.3265, 	1, 	-1.249e-14, 	3.04, 	(0.282054,0.642742);
17:15:42.503, 	1, 	2, 	20.0356, 	24.6642, 	1, 	-1.249e-14, 	3.04, 	(0.739773,-0.215554);
17:15:42.523, 	1, 	2, 	24.258, 	25.487, 	1, 	-1.249e-14, 	3.04, 	(0.361328,-0.452257);
17:15:42.543, 	1, 	2, 	17.5607, 	21.9898, 	1, 	-1.249e-14, 	3.04, 	(-0.632939,-0.279444);
17:15:42.563, 	1, 	2, 	20.0918, 	24.5462, 	1, 	-1.249e-14, 	3.04, 	(-0.659568,0.351802);
17:15:42.583, 	0, 	2, 	23.0917, 	17.0238, 	1, 	-1.249e-14, 	3.04, 	(0.167514,-0.022883);
17:15:42.603, 	1, 	2, 	22.5651, 	25.323, 	1, 	4, 	2.736, 	(0.350741,0.616721);
17:15:42.622, 	1, 	1, 	23.4329, 	16.0611, 	0, 	4, 	2.432, 	(-1.07709,0.431867);(1.22122,0.988837);(-0.769383,-1.683);(0.214077,1.75993);
17:15:42.643, 	1, 	2, 	23.8437, 	24.6676, 	1, 	4, 	2.432, 	(0.444412,0.503118);
17:15:42.663, 	1, 	2, 	23.8762, 	25.091, 	1, 	4, 	2.432, 	(0.53515,0.198661);
17:15:42.683, 	1, 	2, 	24.0052, 	25.5292, 	1, 	4, 	2.432, 	(0.585047,-0.500683);
17:15:42.704, 	1, 	2, 	24.1252, 	25.2802, 	1, 	4, 	2.432, 	(0.492525,-0.511529);
17:15:42.724, 	1, 	2, 	23.7196, 	24.5644, 	1, 	4, 	2.432, 	(-0.477903,0.392087);
17:15:42.744, 	1, 	2, 	25.8565, 	26.0985, 	1, 	4, 	2.432, 	(-0.738172,0.343971);
17:15:42.764, 	1, 	2, 	21.1126, 	24.5706, 	1, 	4, 	2.432, 	(-0.483916,-0.656615);
17:15:42.784, 	1, 	2, 	25.6606, 	20.7741, 	1, 	4, 	2.736, 	(0.373804,-0.243288);
17:15:42.805, 	1, 	2, 	26.3184, 	26.0553, 	1, 	4, 	2.736, 	(-0.409537,-0.699002);
17:15:42.825, 	1, 	2, 	25.9726, 	25.2203, 	1, 	4, 	3.04, 	(0.659677,0.354386);
17:15:42.846, 	1, 	2, 	26.0869, 	24.7124, 	1, 	4, 	3.04, 	(-0.163541,0.634452);
17:15:42.865, 	1, 	2, 	25.5, 	24.4784, 	1, 	4, 	3.04, 	(-0.539444,-0.0281098);
17:15:42.885, 	1, 	2, 	19.5303, 	22.9217, 	1, 	4, 	3.04, 	(-0.760934,-0.203097);
17:15:42.905, 	1, 	2, 	22.8976, 	25.2847, 	1, 	4, 	3.04, 	(0.148275,-0.7974);
17:15:42.925, 	1, 	2, 	25.5735, 	25.3652, 	1, 	4, 	3.04, 	(-0.572555,0.0748352);
17:15:42.945, 	1, 	2, 	18.876, 	23.4375, 	1, 	4, 	3.04, 	(0.105967,-0.744668);
17:15:42.965, 	1, 	2, 	21.8594, 	24.9588, 	1, 	4, 	3.04, 	(0.59733,-0.543908);
17:15:42.986, 	1, 	2, 	24.7724, 	24.3482, 	1, 	4, 	3.04, 	(-0.0664367,-0.581903);
17:15:43.006, 	1, 	2, 	18.7262, 	21.7158, 	1, 	4, 	3.04, 	(0.737857,0.00153435);
17:15:43.026, 	1, 	2, 	21.2541, 	24.4089, 	1, 	4, 	3.04, 	(-0.373519,-0.690416);
17:15:43.046, 	1, 	2, 	24.5493, 	25.8197, 	1, 	4, 	3.04, 	(0.798637,-0.0150088);
17:15:43.066, 	1, 	2, 	18.4998, 	21.173, 	1, 	4, 	3.04, 	(-0.273052,0.691966);
17:15:43.086, 	1, 	2, 	25.4206, 	24.8813, 	1, 	-1.249e-14, 	3.04, 	(0.539271,-0.485915);
17:15:43.109, 	1, 	2, 	25.0746, 	24.977, 	1, 	-1.249e-14, 	3.04, 	(0.47868,-0.296296);
17:15:43.127, 	1, 	2, 	18.5233, 	21.2213, 	1, 	-1.249e-14, 	3.04, 	(-0.167921,-0.709249);
17:15:43.147, 	1, 	2, 	25.4024, 	26.0266, 	1, 	-1.249e-14, 	3.04, 	(0.119744,-0.712653);
17:15:43.167, 	1, 	2, 	24.666, 	25.6554, 	1, 	-1.249e-14, 	3.04, 	(0.592031,0.338364);
17:15:43.187, 	1, 	2, 	25.4911, 	26.065, 	1, 	-1.249e-14, 	3.04, 	(-0.628135,0.503328);
17:15:43.207, 	1, 	2, 	26.0934, 	26.2399, 	1, 	-1.249e-14, 	3.04, 	(-0.487428,-0.599549);
17:15:43.227, 	1, 	2, 	21.4773, 	25.1698, 	1, 	-1.249e-14, 	3.04, 	(-0.313748,-0.759799);
17:15:43.248, 	1, 	2, 	24.1566, 	25.6342, 	1, 	-1.249e-14, 	3.04, 	(-0.468354,0.698517);
17:15:43.269, 	1, 	2, 	19.1488, 	23.3928, 	1, 	-1.249e-14, 	3.04, 	(-0.0754851,-0.786305);
17:15:43.288, 	1, 	2, 	21.5649, 	24.1879, 	1, 	-1.249e-14, 	3.04, 	(-0.339866,0.765714);
17:15:43.308, 	1, 	2, 	26.7015, 	24.4179, 	1, 	-1.249e-14, 	3.04, 	(-0.00344787,0.633849);
17:15:43.328, 	1, 	2, 	27.0347, 	25.9742, 	1, 	-1.249e-14, 	3.04, 	(-0.715591,-0.415714);
17:15:43.349, 	1, 	2, 	27.4735, 	25.4984, 	1, 	-1.249e-14, 	3.04, 	(-0.598218,0.480779);
17:15:43.369, 	1, 	2, 	23.1178, 	26.1467, 	1, 	-1.249e-14, 	3.04, 	(0.222081,0.836433);
