2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	58.382, 	58.382, 	26.1534, 	1, 	1.52
2, 	58.382, 	58.382, 	23.0072, 	1, 	2.432
2, 	58.382, 	58.382, 	25.5432, 	1, 	2.736
2, 	58.382, 	58.382, 	22.7377, 	1, 	2.736
2, 	56.7136, 	56.7136, 	19.1699, 	1, 	2.736
2, 	56.7136, 	56.7136, 	20.404, 	1, 	2.736
2, 	56.7136, 	56.7136, 	24.7732, 	1, 	2.736
2, 	56.7136, 	56.7136, 	20.4173, 	1, 	2.736
2, 	56.7136, 	56.7136, 	24.7423, 	1, 	2.736
2, 	56.7136, 	56.7136, 	18.9736, 	1, 	2.736
2, 	55.1161, 	55.1161, 	23.384, 	1, 	3.04
2, 	55.1161, 	55.1161, 	23.384, 	1, 	3.04
2, 	55.1161, 	55.1161, 	23.636, 	1, 	3.04
2, 	55.1161, 	55.1161, 	21.3824, 	1, 	3.04
2, 	55.1161, 	55.1161, 	22.3837, 	1, 	3.04
2, 	55.1161, 	55.1161, 	23.9026, 	1, 	3.04
2, 	53.5801, 	53.5801, 	25.1961, 	1, 	3.04
2, 	53.5801, 	53.5801, 	24.8207, 	1, 	3.04
2, 	53.5801, 	53.5801, 	25.1396, 	1, 	3.04
2, 	53.5801, 	53.5801, 	17.9956, 	1, 	3.04
2, 	53.5801, 	53.5801, 	19.0222, 	1, 	3.04
2, 	53.5801, 	53.5801, 	23.092, 	1, 	3.04
2, 	53.5801, 	53.5801, 	25.1684, 	1, 	3.04
2, 	53.5801, 	53.5801, 	20.685, 	1, 	3.04
2, 	53.5801, 	53.5801, 	22.6032, 	1, 	3.04
2, 	50.6636, 	50.6636, 	20.6207, 	1, 	3.04
2, 	50.6636, 	50.6636, 	21.2697, 	1, 	3.04
2, 	47.9181, 	47.9181, 	22.684, 	1, 	3.04
2, 	47.9181, 	47.9181, 	24.436, 	1, 	3.04
2, 	49.2717, 	49.2717, 	19.1197, 	1, 	3.04
2, 	49.2717, 	49.2717, 	0, 	0, 	3.04
2, 	49.2717, 	49.2717, 	25.111, 	1, 	3.04
2, 	49.2717, 	49.2717, 	25.111, 	1, 	3.04
2, 	49.2717, 	49.2717, 	22.0004, 	1, 	3.04
2, 	45.3112, 	45.3112, 	24.9208, 	1, 	3.04
2, 	45.3112, 	45.3112, 	0, 	0, 	3.04
2, 	47.9181, 	47.9181, 	0, 	0, 	3.04
2, 	46.599, 	46.599, 	0, 	0, 	3.04
2, 	46.599, 	46.599, 	20.0954, 	1, 	3.04
2, 	45.3112, 	45.3112, 	24.7572, 	1, 	3.04
2, 	45.3112, 	45.3112, 	13.353, 	0, 	3.04
2, 	52.098, 	52.098, 	0, 	0, 	3.04
1, 	52.098, 	52.098, 	7.9318, 	0, 	2.736
1, 	45.3112, 	45.3112, 	8.89098, 	0, 	2.432
1, 	45.3112, 	45.3112, 	8.71384, 	0, 	2.128
1, 	41.6104, 	41.6104, 	10.3282, 	0, 	1.824
1, 	41.6104, 	41.6104, 	7.74301, 	0, 	1.52
1, 	45.3112, 	45.3112, 	7.8364, 	0, 	1.216
1, 	45.3112, 	45.3112, 	11.3316, 	0, 	0.912
1, 	45.3112, 	45.3112, 	9.10072, 	0, 	0.608
1, 	45.3112, 	45.3112, 	9.58352, 	0, 	0.304
1, 	42.8192, 	42.8192, 	9.04983, 	0, 	-7.10543e-17
1, 	42.8192, 	42.8192, 	11.3196, 	1, 	-7.10543e-17
2, 	41.6104, 	41.6104, 	25.2091, 	1, 	0.304
2, 	41.6104, 	41.6104, 	0, 	0, 	0.304
2, 	44.0521, 	44.0521, 	0, 	0, 	0.304
2, 	41.6104, 	41.6104, 	1.27463, 	1, 	0.608
1, 	41.6104, 	41.6104, 	-0.266203, 	0, 	0.608
2, 	50.6636, 	50.6636, 	25.1354, 	1, 	0.912
1, 	50.6636, 	50.6636, 	11.6981, 	0, 	0.912
1, 	56.7136, 	56.7136, 	8.40116, 	1, 	1.216
1, 	42.8192, 	42.8192, 	0, 	0, 	1.216
1, 	42.8192, 	42.8192, 	0, 	0, 	1.216
2, 	41.6104, 	41.6104, 	25.6422, 	1, 	1.52
2, 	41.6104, 	41.6104, 	25.411, 	1, 	1.824
2, 	38.111, 	38.111, 	24.2435, 	1, 	2.128
2, 	38.111, 	38.111, 	24.2786, 	1, 	2.128
2, 	36.9819, 	36.9819, 	25.2026, 	1, 	2.128
2, 	36.9819, 	36.9819, 	0, 	0, 	2.128
2, 	36.9819, 	36.9819, 	24.6947, 	1, 	2.432
2, 	34.772, 	34.772, 	25.5082, 	1, 	2.432
2, 	34.772, 	34.772, 	25.9788, 	1, 	2.736
1, 	34.772, 	34.772, 	0.153738, 	0, 	2.736
2, 	34.772, 	34.772, 	24.244, 	1, 	2.736
1, 	34.772, 	34.772, 	13.5423, 	1, 	2.432
2, 	34.772, 	34.772, 	25.0227, 	1, 	2.432
2, 	34.772, 	34.772, 	25.4342, 	1, 	2.432
2, 	36.9819, 	36.9819, 	25.9885, 	1, 	2.432
2, 	36.9819, 	36.9819, 	25.3534, 	1, 	2.432
2, 	35.8692, 	35.8692, 	25.4223, 	1, 	2.432
2, 	35.8692, 	35.8692, 	25.0904, 	1, 	2.432
2, 	35.8692, 	35.8692, 	20.4656, 	1, 	2.432
2, 	35.8692, 	35.8692, 	25.6641, 	1, 	2.736
2, 	34.772, 	34.772, 	24.938, 	1, 	2.736
2, 	34.772, 	34.772, 	25.3837, 	1, 	3.04
2, 	35.8692, 	35.8692, 	25.7285, 	1, 	3.04
2, 	35.8692, 	35.8692, 	25.3206, 	1, 	3.04
2, 	33.6892, 	33.6892, 	26.2429, 	1, 	3.04
2, 	33.6892, 	33.6892, 	25.6751, 	1, 	3.04
2, 	34.772, 	34.772, 	25.3174, 	1, 	3.04
2, 	34.772, 	34.772, 	25.935, 	1, 	3.04
2, 	32.6198, 	32.6198, 	26.8099, 	1, 	3.04
2, 	32.6198, 	32.6198, 	26.4482, 	1, 	3.04
2, 	33.6892, 	33.6892, 	19.9216, 	1, 	3.04
2, 	33.6892, 	33.6892, 	24.9216, 	1, 	3.04
2, 	31.5631, 	31.5631, 	25.9888, 	1, 	3.04
2, 	31.5631, 	31.5631, 	24.996, 	1, 	3.04
2, 	31.5631, 	31.5631, 	25.1908, 	1, 	3.04
2, 	31.5631, 	31.5631, 	25.5946, 	1, 	3.04
2, 	31.5631, 	31.5631, 	25.7165, 	1, 	3.04
2, 	31.5631, 	31.5631, 	25.3508, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.5119, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.8237, 	1, 	3.04
2, 	30.5182, 	30.5182, 	24.5121, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.4015, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.2387, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.2299, 	1, 	3.04
2, 	30.5182, 	30.5182, 	25.2023, 	1, 	3.04
2, 	29.4845, 	29.4845, 	25.3272, 	1, 	3.04
2, 	29.4845, 	29.4845, 	25.8177, 	1, 	3.04
2, 	14.0157, 	14.0157, 	25.7172, 	1, 	3.04
2, 	14.0157, 	14.0157, 	23.1495, 	0, 	3.04
2, 	17.7394, 	17.7394, 	22.6244, 	1, 	2.736
1, 	17.7394, 	17.7394, 	19.2109, 	1, 	2.432
2, 	28.4611, 	28.4611, 	14.4973, 	0, 	2.432
2, 	28.4611, 	28.4611, 	25.0035, 	1, 	2.128
1, 	28.4611, 	28.4611, 	20.8437, 	1, 	1.824
2, 	28.4611, 	28.4611, 	23.4946, 	1, 	1.824
2, 	28.4611, 	28.4611, 	25.7464, 	1, 	1.824
2, 	28.4611, 	28.4611, 	26.2125, 	1, 	1.824
2, 	28.4611, 	28.4611, 	26.618, 	1, 	1.824
2, 	26.4433, 	26.4433, 	25.3156, 	1, 	2.128
2, 	26.4433, 	26.4433, 	25.6432, 	1, 	2.128
2, 	25.4477, 	25.4477, 	25.4206, 	1, 	2.432
2, 	25.4477, 	25.4477, 	24.7018, 	1, 	2.736
2, 	12.1773, 	12.1773, 	25.7211, 	1, 	2.736
2, 	12.1773, 	12.1773, 	25.2373, 	1, 	3.04
2, 	11.263, 	11.263, 	24.156, 	1, 	3.04
2, 	11.263, 	11.263, 	22.9513, 	1, 	3.04
2, 	25.4477, 	25.4477, 	23.9858, 	0, 	3.04
2, 	25.4477, 	25.4477, 	26.1173, 	1, 	2.736
2, 	26.4433, 	26.4433, 	25.0284, 	1, 	2.736
2, 	26.4433, 	26.4433, 	25.6183, 	1, 	2.736
2, 	25.4477, 	25.4477, 	24.9624, 	1, 	2.736
2, 	25.4477, 	25.4477, 	24.2862, 	1, 	2.736
2, 	23.4805, 	23.4805, 	25.1855, 	1, 	2.736
2, 	23.4805, 	23.4805, 	25.5857, 	1, 	2.736
2, 	22.508, 	22.508, 	26.8366, 	1, 	2.736
2, 	22.508, 	22.508, 	26.3858, 	1, 	2.736
2, 	22.508, 	22.508, 	25.5487, 	1, 	3.04
2, 	22.508, 	22.508, 	26.2537, 	1, 	3.04
2, 	22.508, 	22.508, 	25.4045, 	1, 	3.04
2, 	22.508, 	22.508, 	26.2362, 	1, 	3.04
2, 	22.508, 	22.508, 	25.866, 	1, 	3.04
2, 	22.508, 	22.508, 	25.8407, 	1, 	3.04
2, 	21.5423, 	21.5423, 	24.4331, 	1, 	3.04
2, 	21.5423, 	21.5423, 	25.3689, 	1, 	3.04
2, 	20.5829, 	20.5829, 	26.4121, 	1, 	3.04
2, 	20.5829, 	20.5829, 	26.3125, 	1, 	3.04
2, 	20.5829, 	20.5829, 	25.9072, 	1, 	3.04
2, 	20.5829, 	20.5829, 	25.8966, 	1, 	3.04
2, 	17.7394, 	17.7394, 	26.4022, 	1, 	3.04
2, 	17.7394, 	17.7394, 	25.7445, 	1, 	3.04
2, 	18.6818, 	18.6818, 	25.611, 	1, 	3.04
2, 	18.6818, 	18.6818, 	25.6206, 	1, 	3.04
2, 	19.6296, 	19.6296, 	24.3719, 	1, 	3.04
2, 	19.6296, 	19.6296, 	21.0194, 	1, 	3.04
2, 	17.7394, 	17.7394, 	25.3668, 	1, 	3.04
2, 	17.7394, 	17.7394, 	23.6489, 	1, 	3.04
2, 	17.7394, 	17.7394, 	25.3197, 	1, 	3.04
2, 	17.7394, 	17.7394, 	26.6131, 	1, 	3.04
2, 	17.7394, 	17.7394, 	25.4508, 	1, 	3.04
2, 	17.7394, 	17.7394, 	24.9678, 	1, 	3.04
2, 	15.8689, 	15.8689, 	26.2086, 	1, 	3.04
2, 	15.8689, 	15.8689, 	25.2971, 	1, 	3.04
2, 	16.8018, 	16.8018, 	25.6534, 	1, 	3.04
2, 	16.8018, 	16.8018, 	25.6989, 	1, 	3.04
2, 	15.8689, 	15.8689, 	27.1813, 	1, 	3.04
2, 	15.8689, 	15.8689, 	15.0034, 	1, 	3.04
2, 	14.9403, 	14.9403, 	26.1722, 	1, 	3.04
2, 	14.9403, 	14.9403, 	25.9271, 	1, 	3.04
2, 	14.9403, 	14.9403, 	24.7563, 	1, 	3.04
2, 	14.9403, 	14.9403, 	25.8878, 	1, 	3.04
2, 	14.0157, 	14.0157, 	25.8535, 	1, 	3.04
2, 	14.0157, 	14.0157, 	25.369, 	1, 	3.04
2, 	14.0157, 	14.0157, 	26.778, 	1, 	3.04
2, 	14.0157, 	14.0157, 	25.7986, 	1, 	3.04
2, 	13.0948, 	13.0948, 	26.3592, 	1, 	3.04
2, 	13.0948, 	13.0948, 	25.4214, 	1, 	3.04
2, 	14.0157, 	14.0157, 	25.8797, 	1, 	3.04
2, 	14.0157, 	14.0157, 	26.0731, 	1, 	3.04
2, 	12.1773, 	12.1773, 	26.0697, 	1, 	3.04
2, 	12.1773, 	12.1773, 	25.5849, 	1, 	3.04
2, 	11.263, 	11.263, 	24.3586, 	1, 	3.04
2, 	11.263, 	11.263, 	25.0474, 	1, 	3.04
2, 	11.263, 	11.263, 	25.8036, 	1, 	3.04
2, 	11.263, 	11.263, 	23.7376, 	1, 	3.04
2, 	12.1773, 	12.1773, 	25.7437, 	1, 	3.04
2, 	12.1773, 	12.1773, 	24.764, 	1, 	3.04
2, 	9.44278, 	9.44278, 	25.8235, 	1, 	3.04
2, 	9.44278, 	9.44278, 	24.8675, 	1, 	3.04
2, 	8.53639, 	8.53639, 	25.7539, 	1, 	3.04
2, 	8.53639, 	8.53639, 	24.9087, 	1, 	3.04
2, 	9.44278, 	9.44278, 	26.0535, 	1, 	3.04
2, 	9.44278, 	9.44278, 	26.5757, 	1, 	3.04
2, 	8.53639, 	8.53639, 	25.8195, 	1, 	3.04
2, 	8.53639, 	8.53639, 	26.4023, 	1, 	3.04
2, 	8.53639, 	8.53639, 	24.6853, 	1, 	3.04
2, 	8.53639, 	8.53639, 	26.177, 	1, 	3.04
2, 	9.44278, 	9.44278, 	25.2059, 	1, 	3.04
2, 	9.44278, 	9.44278, 	26.8169, 	1, 	3.04
2, 	8.53639, 	8.53639, 	25.1629, 	1, 	3.04
2, 	8.53639, 	8.53639, 	25.7915, 	1, 	3.04
2, 	7.63215, 	7.63215, 	26.264, 	1, 	3.04
2, 	7.63215, 	7.63215, 	26.0814, 	1, 	3.04
2, 	7.63215, 	7.63215, 	26.3838, 	1, 	3.04
2, 	7.63215, 	7.63215, 	26.0692, 	1, 	3.04
2, 	7.63215, 	7.63215, 	26.6109, 	1, 	3.04
2, 	7.63215, 	7.63215, 	22.6921, 	1, 	3.04
2, 	4.92994, 	4.92994, 	25.733, 	1, 	3.04
2, 	4.92994, 	4.92994, 	26.8866, 	1, 	3.04
2, 	6.72981, 	6.72981, 	25.7054, 	1, 	3.04
2, 	6.72981, 	6.72981, 	27.0192, 	1, 	3.04
2, 	6.72981, 	6.72981, 	26.1955, 	1, 	3.04
2, 	6.72981, 	6.72981, 	25.6603, 	1, 	3.04
2, 	5.82915, 	5.82915, 	26.477, 	1, 	3.04
2, 	5.82915, 	5.82915, 	26.8328, 	1, 	3.04
2, 	4.92994, 	4.92994, 	26.9211, 	1, 	3.04
2, 	4.92994, 	4.92994, 	26.0368, 	1, 	3.04
2, 	4.92994, 	4.92994, 	25.8047, 	1, 	3.04
2, 	4.92994, 	4.92994, 	26.0892, 	1, 	3.04
2, 	4.92994, 	4.92994, 	24.1555, 	1, 	3.04
2, 	4.92994, 	4.92994, 	25.7203, 	1, 	3.04
2, 	4.03194, 	4.03194, 	25.0931, 	1, 	3.04
2, 	4.03194, 	4.03194, 	27.0948, 	1, 	3.04
2, 	3.13493, 	3.13493, 	25.068, 	1, 	3.04
2, 	3.13493, 	3.13493, 	26.118, 	1, 	3.04
2, 	3.13493, 	3.13493, 	25.7291, 	1, 	3.04
2, 	3.13493, 	3.13493, 	24.8292, 	1, 	3.04
2, 	-2.23869, 	-2.23869, 	26.6389, 	1, 	3.04
2, 	-2.23869, 	-2.23869, 	25.5249, 	1, 	3.04
2, 	0.447628, 	0.447628, 	26.1936, 	1, 	3.04
2, 	0.447628, 	0.447628, 	25.4435, 	1, 	3.04
