2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	33.6892, 	-60, 	26.1534, 	1, 	1.52
1, 	33.6892, 	27, 	12.1596, 	1, 	-7.10543e-17
2, 	-2.23869, 	27, 	21.5453, 	1, 	0.304
2, 	-2.23869, 	-5, 	14.3393, 	1, 	0.608
2, 	-2.23869, 	-5, 	15.1418, 	1, 	0.912
2, 	35.8692, 	-5, 	12.1846, 	1, 	1.216
2, 	30.5182, 	35, 	20.0724, 	1, 	1.52
2, 	30.5182, 	32, 	17.532, 	1, 	1.824
2, 	30.5182, 	32, 	16.4891, 	1, 	2.128
2, 	30.5182, 	32, 	15.1968, 	1, 	2.432
2, 	30.5182, 	3, 	8.80199, 	0, 	2.432
1, 	16.8018, 	12, 	12.633, 	1, 	2.432
2, 	14.9403, 	30, 	8.60433, 	0, 	2.432
1, 	16.8018, 	30, 	9.7187, 	1, 	1.824
2, 	14.9403, 	30, 	10.1775, 	0, 	1.824
1, 	16.8018, 	40, 	8.30319, 	1, 	1.216
2, 	15.8689, 	-41, 	2.85678, 	0, 	1.216
1, 	14.9403, 	40, 	8.62677, 	0, 	0.912
1, 	14.9403, 	40, 	12.1058, 	1, 	0.304
2, 	14.9403, 	40, 	5.34924, 	0, 	0.304
1, 	14.9403, 	39, 	13.0162, 	1, 	-7.10543e-17
2, 	33.6892, 	27, 	2.6843, 	0, 	-7.10543e-17
1, 	33.6892, 	27, 	8.70157, 	0, 	-7.10543e-17
1, 	32.6198, 	28, 	8.70157, 	1, 	-7.10543e-17
2, 	11.263, 	58, 	5.14117, 	0, 	-7.10543e-17
1, 	11.263, 	59, 	8.73657, 	0, 	-7.10543e-17
1, 	10.3516, 	59, 	9.8618, 	1, 	-7.10543e-17
2, 	10.3516, 	31, 	10.1243, 	0, 	-7.10543e-17
1, 	11.263, 	-50, 	6.51796, 	0, 	-7.10543e-17
1, 	10.3516, 	59, 	7.09294, 	1, 	-7.10543e-17
2, 	8.53639, 	-50, 	3.13065, 	0, 	-7.10543e-17
1, 	8.53639, 	-59, 	11.1179, 	0, 	-7.10543e-17
1, 	7.63215, 	-59, 	13.517, 	0, 	-7.10543e-17
1, 	8.53639, 	0, 	10.5652, 	0, 	-7.10543e-17
1, 	7.63215, 	-59, 	11.6443, 	1, 	-7.10543e-17
2, 	5.82915, 	0, 	10.5316, 	0, 	-7.10543e-17
1, 	5.82915, 	4, 	12.6626, 	1, 	-7.10543e-17
2, 	8.53639, 	4, 	11.2542, 	0, 	-7.10543e-17
1, 	4.03194, 	-59, 	10.4143, 	0, 	-7.10543e-17
1, 	8.53639, 	6, 	11.2892, 	0, 	-7.10543e-17
1, 	6.72981, 	-59, 	11.7292, 	0, 	-7.10543e-17
1, 	4.03194, 	-35, 	-0.860011, 	0, 	-7.10543e-17
1, 	5.82915, 	6, 	12.2343, 	1, 	-7.10543e-17
2, 	3.13493, 	-5, 	11.7015, 	0, 	-7.10543e-17
1, 	1.34299, 	-32, 	20.6918, 	1, 	-7.10543e-17
2, 	1.34299, 	-50, 	1.7846, 	0, 	-7.10543e-17
1, 	3.13493, 	21, 	17.8411, 	1, 	-7.10543e-17
2, 	0.447628, 	-32, 	7.42249, 	0, 	-7.10543e-17
1, 	1.34299, 	4, 	8.20316, 	1, 	-7.10543e-17
2, 	1.34299, 	21, 	7.4232, 	0, 	-7.10543e-17
1, 	-2.23869, 	-45, 	11.0832, 	1, 	-7.10543e-17
2, 	1.34299, 	-5, 	14.5788, 	1, 	0.304
2, 	0.447628, 	-45, 	7.71562, 	0, 	0.304
1, 	0.447628, 	4, 	19.7179, 	1, 	0.304
2, 	2.23869, 	4, 	20.59, 	1, 	0.608
2, 	1.34299, 	11, 	21.54, 	1, 	0.912
2, 	0.447628, 	17, 	18.8901, 	0, 	0.912
1, 	0.447628, 	4, 	15.8778, 	1, 	0.912
2, 	-2.23869, 	4, 	17.8588, 	1, 	1.216
2, 	-2.23869, 	-5, 	19.6081, 	1, 	1.52
2, 	-3.13493, 	-5, 	16.0402, 	1, 	1.824
2, 	0.447628, 	1, 	18.9664, 	1, 	1.824
2, 	-11.263, 	4, 	17.885, 	1, 	2.128
2, 	-3.13493, 	41, 	19.2112, 	1, 	2.432
2, 	-3.13493, 	1, 	20.2914, 	1, 	2.432
2, 	-3.13493, 	1, 	14.5604, 	0, 	2.432
1, 	-4.03194, 	1, 	18.9109, 	1, 	2.128
2, 	4.03194, 	-19, 	16.1649, 	1, 	2.432
2, 	-4.03194, 	6, 	19.948, 	1, 	2.432
2, 	-4.92994, 	-35, 	9.59984, 	0, 	2.432
1, 	-4.92994, 	-50, 	15.4212, 	1, 	1.824
2, 	-4.92994, 	-50, 	18.0541, 	1, 	1.824
2, 	-5.82915, 	-16, 	17.1915, 	0, 	1.824
1, 	-5.82915, 	-15, 	17.5591, 	1, 	1.216
2, 	-7.63215, 	-15, 	15.6163, 	0, 	1.216
1, 	-7.63215, 	-15, 	15.0439, 	1, 	0.912
2, 	-4.03194, 	-15, 	19.3821, 	1, 	1.216
