(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
18:52:53.054, 	1, 	2, 	22.0826, 	26.1534, 	1, 	1.38778e-15, 	1.52, 	(0.922928,0.164705);14:49:06.823, 	1, 	1, 	14.4644, 	7.52447, 	0, 	80, 	0.912, 	(-0.926849,-0.241084);(1.09815,0.542798);(-1.09129,0.0474143);(0.908694,-0.487851);
14:49:21.823, 	1, 	2, 	15.363, 	25.0834, 	1, 	76, 	1.216, 	(-0.529897,-0.401261);
14:49:21.863, 	1, 	2, 	14.2275, 	18.7583, 	1, 	72, 	1.52, 	(0.393728,0.146286);
14:49:21.883, 	1, 	2, 	15.8035, 	25.3404, 	1, 	68, 	1.824, 	(0.20327,-0.662535);
14:49:21.903, 	1, 	2, 	16.0866, 	25.2764, 	1, 	64, 	2.128, 	(0.270604,-0.604154);
14:49:21.929, 	1, 	2, 	15.6661, 	23.0094, 	1, 	60, 	2.432, 	(-0.594693,0.285052);
14:49:21.944, 	1, 	2, 	14.6595, 	24.9921, 	1, 	56, 	2.736, 	(-0.635148,-0.255657);
14:49:21.963, 	1, 	2, 	13.4122, 	21.2356, 	1, 	52, 	2.736, 	(-0.472539,0.319028);
14:49:21.983, 	1, 	2, 	15.8303, 	24.9222, 	1, 	48, 	2.736, 	(-0.6026,0.225703);
14:49:22.003, 	1, 	2, 	14.8223, 	24.194, 	1, 	44, 	2.736, 	(0.659928,0.193412);
14:49:22.046, 	1, 	2, 	16.0004, 	24.194, 	1, 	40, 	3.04, 	(0.659928,0.193412);
14:49:22.084, 	1, 	2, 	14.3872, 	24.7624, 	1, 	36, 	3.04, 	(0.691647,0.244553);
14:49:22.124, 	1, 	2, 	15.3055, 	23.9006, 	1, 	32, 	3.04, 	(-0.701483,0.00861979);
14:49:22.165, 	1, 	2, 	13.8158, 	20.9134, 	1, 	28, 	3.04, 	(-0.225478,-0.558425);
14:49:22.267, 	1, 	2, 	15.3437, 	25.2554, 	1, 	24, 	3.04, 	(0.493968,0.367873);
14:49:22.347, 	0, 	2, 	16.0697, 	13.4985, 	1, 	24, 	3.04, 	(-0.170861,0.574327);
14:49:22.367, 	1, 	2, 	17.1025, 	24.8317, 	1, 	20, 	2.736, 	(0.315498,-0.382267);
14:49:22.380, 	0, 	1, 	15.7845, 	10.3662, 	1, 	20, 	2.736, 	(0.758915,-0.920685);(-0.873637,1.35515);(-0.812801,-1.61455);(1.57581,0.220727);
14:49:22.411, 	1, 	2, 	17.1105, 	26.3738, 	1, 	16, 	2.432, 	(-0.681634,-0.313041);
14:49:22.424, 	0, 	1, 	17.3801, 	12.28, 	1, 	16, 	2.432, 	(0.159444,-1.42478);(0.289851,1.66471);(-1.07222,-0.288605);(0.825182,-0.620486);
14:49:22.461, 	1, 	1, 	17.8034, 	10.7147, 	0, 	16, 	1.824, 	(-1.23503,-0.506752);(1.60649,0.00621494);(-0.369095,0.809527);(-0.478897,-0.787429);
14:49:22.479, 	1, 	1, 	18.3424, 	10.6123, 	0, 	12, 	1.52, 	(0.990532,0.897166);(-1.45628,-0.533478);(0.562356,-0.566717);(0.211096,0.807045);
14:49:22.528, 	1, 	2, 	18.4279, 	25.2869, 	1, 	12, 	1.52, 	(0.348012,0.571296);
14:49:22.548, 	1, 	2, 	17.8997, 	24.8335, 	1, 	12, 	1.52, 	(0.423196,-0.428346);
14:49:22.568, 	1, 	2, 	17.9466, 	24.9551, 	1, 	12, 	1.52, 	(-0.418466,0.289992);
14:49:22.589, 	0, 	2, 	19.5135, 	17.8737, 	1, 	12, 	1.52, 	(-0.0136163,-0.113623);
14:49:22.608, 	1, 	2, 	20.8194, 	25.3595, 	1, 	16, 	1.52, 	(0.0185616,0.642573);
