2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	46.599, 	-60, 	26.1534, 	1, 	1.52
2, 	42.8192, 	-59, 	7.85514, 	0, 	2.432
2, 	42.8192, 	-58, 	0, 	0, 	2.432
2, 	45.3112, 	-57, 	19.5692, 	1, 	2.128
2, 	45.3112, 	-56, 	22.3654, 	1, 	2.128
2, 	46.599, 	-55, 	18.1749, 	0, 	2.128
2, 	46.599, 	-54, 	20.5911, 	0, 	1.824
2, 	50.6636, 	-53, 	19.4581, 	0, 	1.52
2, 	50.6636, 	-52, 	21.0186, 	0, 	1.216
2, 	53.5801, 	-51, 	20.674, 	0, 	0.912
2, 	53.5801, 	-50, 	21.2557, 	0, 	0.912
2, 	53.5801, 	-49, 	21.2917, 	0, 	0.608
2, 	53.5801, 	-48, 	18.399, 	0, 	0.608
2, 	52.098, 	-47, 	19.505, 	0, 	0.608
2, 	52.098, 	-46, 	19.6696, 	0, 	0.304
2, 	52.098, 	-45, 	10.566, 	0, 	-6.39488e-16
2, 	52.098, 	-44, 	14.9618, 	0, 	-6.39488e-16
2, 	49.2717, 	-43, 	14.6425, 	0, 	-6.39488e-16
2, 	49.2717, 	-42, 	15.7112, 	0, 	-6.39488e-16
2, 	47.9181, 	-41, 	12.8739, 	0, 	-6.39488e-16
2, 	47.9181, 	-40, 	10.0494, 	0, 	-6.39488e-16
2, 	46.599, 	-39, 	12.8323, 	0, 	-6.39488e-16
2, 	46.599, 	-38, 	12.1392, 	0, 	-6.39488e-16
2, 	45.3112, 	-37, 	13.3298, 	0, 	-6.39488e-16
2, 	45.3112, 	-36, 	16.0954, 	1, 	0.304
2, 	47.9181, 	-35, 	11.0072, 	0, 	0.304
2, 	47.9181, 	-34, 	14.1014, 	0, 	0.304
2, 	49.2717, 	-33, 	16.4735, 	1, 	0.608
2, 	49.2717, 	-32, 	17.7586, 	0, 	0.608
2, 	47.9181, 	-31, 	15.6097, 	1, 	0.912
2, 	47.9181, 	-30, 	18.641, 	1, 	1.216
2, 	46.599, 	-29, 	16.4524, 	1, 	1.52
2, 	46.599, 	-28, 	18.3559, 	1, 	1.824
2, 	45.3112, 	-27, 	16.3294, 	1, 	2.128
2, 	45.3112, 	-26, 	19.8602, 	1, 	2.128
2, 	44.0521, 	-25, 	18.6387, 	1, 	2.432
2, 	44.0521, 	-24, 	18.8112, 	1, 	2.736
2, 	44.0521, 	-23, 	19.1967, 	1, 	2.736
2, 	44.0521, 	-22, 	18.6897, 	1, 	3.04
2, 	44.0521, 	-21, 	0, 	0, 	3.04
2, 	44.0521, 	-20, 	17.4724, 	0, 	3.04
2, 	44.0521, 	-19, 	16.8759, 	0, 	2.736
2, 	44.0521, 	-18, 	16.1632, 	1, 	2.432
2, 	44.0521, 	-17, 	14.754, 	0, 	2.432
2, 	41.6104, 	-16, 	14.5644, 	0, 	2.128
2, 	41.6104, 	-15, 	9.95974, 	0, 	1.824
2, 	41.6104, 	-14, 	12.8062, 	0, 	1.52
2, 	41.6104, 	-13, 	12.5102, 	0, 	1.216
2, 	40.4239, 	-12, 	4.24473, 	0, 	0.912
2, 	40.4239, 	-11, 	8.5817, 	0, 	0.608
2, 	40.4239, 	-10, 	3.64207, 	0, 	0.304
2, 	40.4239, 	-9, 	3.70824, 	0, 	0.304
2, 	39.2579, 	-8, 	0, 	0, 	0.304
2, 	39.2579, 	-7, 	0, 	0, 	0.304
2, 	39.2579, 	-6, 	0, 	0, 	0.304
2, 	39.2579, 	-5, 	0, 	0, 	0.304
2, 	38.111, 	-4, 	0, 	0, 	0.304
2, 	38.111, 	-3, 	0, 	0, 	0.304
2, 	38.111, 	-2, 	0, 	0, 	0.304
2, 	38.111, 	-1, 	0, 	0, 	0.304
2, 	38.111, 	0, 	18.4404, 	0, 	0.304
2, 	38.111, 	1, 	0, 	0, 	0.304
2, 	36.9819, 	2, 	19.1594, 	0, 	-6.39488e-16
2, 	36.9819, 	3, 	17.5925, 	1, 	0.304
2, 	34.772, 	4, 	18.1524, 	1, 	0.608
2, 	34.772, 	5, 	19.2361, 	1, 	0.912
2, 	35.8692, 	6, 	18.3241, 	1, 	1.216
2, 	35.8692, 	7, 	18.1355, 	1, 	1.52
2, 	34.772, 	8, 	19.3697, 	0, 	1.52
2, 	34.772, 	9, 	0, 	0, 	1.52
2, 	34.772, 	10, 	17.5433, 	1, 	1.824
2, 	34.772, 	11, 	20.3118, 	1, 	2.128
2, 	34.772, 	12, 	21.0589, 	1, 	2.432
2, 	33.6892, 	13, 	17.2992, 	0, 	2.432
2, 	33.6892, 	14, 	20.7561, 	1, 	2.432
2, 	33.6892, 	15, 	21.5664, 	1, 	2.432
2, 	33.6892, 	16, 	22.9035, 	1, 	2.432
2, 	32.6198, 	17, 	21.6862, 	0, 	2.432
2, 	32.6198, 	18, 	23.7993, 	1, 	2.128
2, 	32.6198, 	19, 	23.7148, 	1, 	2.432
2, 	32.6198, 	20, 	21.8966, 	1, 	2.432
2, 	31.5631, 	21, 	24.4435, 	1, 	2.432
2, 	31.5631, 	22, 	24.4849, 	1, 	2.432
2, 	31.5631, 	23, 	25.0406, 	1, 	2.736
2, 	31.5631, 	24, 	24.3206, 	1, 	2.736
2, 	30.5182, 	25, 	25.598, 	1, 	2.736
2, 	30.5182, 	26, 	25.751, 	1, 	2.736
2, 	30.5182, 	27, 	25.8183, 	1, 	3.04
2, 	29.4845, 	28, 	25.6259, 	1, 	3.04
2, 	29.4845, 	29, 	25.8481, 	1, 	3.04
2, 	29.4845, 	30, 	25.4099, 	1, 	3.04
2, 	29.4845, 	31, 	0, 	0, 	3.04
2, 	29.4845, 	32, 	25.6315, 	1, 	3.04
2, 	28.4611, 	33, 	25.9142, 	1, 	3.04
2, 	28.4611, 	34, 	23.9904, 	1, 	3.04
2, 	27.4476, 	35, 	26.0117, 	1, 	3.04
2, 	27.4476, 	36, 	25.7106, 	1, 	3.04
2, 	26.4433, 	37, 	25.8233, 	1, 	3.04
2, 	26.4433, 	38, 	0, 	0, 	3.04
2, 	26.4433, 	39, 	25.1575, 	1, 	3.04
2, 	26.4433, 	40, 	26.4903, 	1, 	3.04
2, 	26.4433, 	41, 	18.7552, 	1, 	3.04
2, 	26.4433, 	42, 	25.2329, 	1, 	3.04
2, 	25.4477, 	43, 	25.4207, 	1, 	3.04
2, 	25.4477, 	44, 	25.3985, 	1, 	3.04
2, 	24.4603, 	45, 	25.9742, 	1, 	3.04
2, 	24.4603, 	46, 	25.0209, 	1, 	3.04
2, 	23.4805, 	47, 	24.5473, 	1, 	3.04
2, 	23.4805, 	48, 	24.9251, 	1, 	3.04
2, 	23.4805, 	49, 	23.4689, 	1, 	3.04
2, 	22.508, 	50, 	25.0571, 	1, 	3.04
2, 	22.508, 	51, 	23.7067, 	1, 	3.04
2, 	21.5423, 	52, 	23.725, 	1, 	3.04
2, 	21.5423, 	53, 	24.7274, 	1, 	3.04
2, 	21.5423, 	54, 	23.8596, 	0, 	3.04
2, 	21.5423, 	55, 	23.5951, 	0, 	2.736
2, 	19.6296, 	56, 	22.5467, 	0, 	2.432
2, 	19.6296, 	57, 	23.705, 	1, 	2.128
2, 	18.6818, 	58, 	19.9067, 	0, 	2.128
2, 	18.6818, 	59, 	21.2935, 	1, 	1.824
2, 	19.6296, 	60, 	21.3229, 	0, 	1.824
2, 	19.6296, 	40, 	20.767, 	0, 	1.52
2, 	19.6296, 	40, 	24.6204, 	1, 	1.216
2, 	19.6296, 	40, 	24.509, 	1, 	1.216
2, 	17.7394, 	40, 	24.8544, 	1, 	1.52
2, 	17.7394, 	40, 	24.6643, 	1, 	1.824
2, 	18.6818, 	40, 	23.9988, 	1, 	2.128
2, 	18.6818, 	40, 	24.6891, 	1, 	2.128
2, 	17.7394, 	40, 	23.5174, 	1, 	2.432
2, 	17.7394, 	40, 	24.0255, 	1, 	2.432
2, 	15.8689, 	40, 	24.9218, 	1, 	2.736
2, 	15.8689, 	40, 	24.2349, 	1, 	3.04
2, 	15.8689, 	40, 	21.3569, 	1, 	3.04
2, 	15.8689, 	40, 	24.4463, 	1, 	3.04
2, 	14.9403, 	40, 	24.4853, 	1, 	3.04
2, 	14.9403, 	40, 	23.5895, 	1, 	3.04
2, 	14.9403, 	40, 	23.1498, 	1, 	3.04
2, 	14.9403, 	40, 	23.8444, 	1, 	3.04
2, 	14.0157, 	40, 	23.7548, 	1, 	3.04
2, 	14.0157, 	40, 	22.6755, 	1, 	3.04
2, 	13.0948, 	40, 	22.7426, 	1, 	3.04
2, 	13.0948, 	40, 	23.4323, 	0, 	3.04
2, 	12.1773, 	-60, 	0, 	0, 	3.04
2, 	12.1773, 	-59, 	19.7974, 	1, 	2.736
2, 	12.1773, 	-58, 	20.0952, 	1, 	2.736
2, 	11.263, 	-57, 	19.705, 	1, 	2.736
2, 	11.263, 	-56, 	19.18, 	1, 	2.736
2, 	10.3516, 	-55, 	18.4163, 	1, 	2.736
2, 	10.3516, 	-54, 	18.7015, 	1, 	2.736
2, 	10.3516, 	-53, 	16.4501, 	1, 	2.736
2, 	10.3516, 	-52, 	16.6584, 	1, 	2.736
2, 	9.44278, 	-51, 	16.4965, 	1, 	2.736
2, 	9.44278, 	-50, 	15.5701, 	0, 	2.736
2, 	8.53639, 	-49, 	14.0869, 	0, 	2.736
2, 	8.53639, 	-48, 	13.4665, 	0, 	2.432
2, 	7.63215, 	-47, 	13.4665, 	0, 	2.128
2, 	7.63215, 	-46, 	10.5802, 	0, 	1.824
