 NEW RECORD - 08-21-2023 18:30:49, 	peak_power,	 snr_est,	 range,	 angle
18:32:07.636, 	22818.6, 	47.1753, 	3.30646, 	-3.13493
18:32:07.636, 	22818.6, 	47.1753, 	3.30646, 	-3.13493
18:32:07.737, 	6248.76, 	36.2691, 	3.45675, 	-30.5182
18:32:07.737, 	6248.76, 	36.2691, 	3.45675, 	-30.5182
18:32:07.737, 	6248.76, 	36.2691, 	3.45675, 	-30.5182
18:32:07.837, 	22834.9, 	40.4337, 	3.30646, 	-2.23869
18:32:07.837, 	22834.9, 	40.4337, 	3.30646, 	-2.23869
18:32:07.937, 	5126.18, 	34.7438, 	3.45675, 	-30.5182
18:32:07.937, 	5126.18, 	34.7438, 	3.45675, 	-30.5182
18:32:07.937, 	5126.18, 	34.7438, 	3.45675, 	-30.5182
18:32:08.037, 	14909.1, 	42.3501, 	3.45675, 	-1.34299
18:32:08.037, 	14909.1, 	42.3501, 	3.45675, 	-1.34299
18:32:08.037, 	14909.1, 	42.3501, 	3.45675, 	-1.34299
18:32:08.137, 	7829.19, 	35.1376, 	3.45675, 	-30.5182
18:32:08.137, 	7829.19, 	35.1376, 	3.45675, 	-30.5182
18:32:08.137, 	7829.19, 	35.1376, 	3.45675, 	-30.5182
18:32:08.238, 	15463.4, 	38.0826, 	3.45675, 	-0.447628
18:32:08.238, 	15463.4, 	38.0826, 	3.45675, 	-0.447628
18:32:08.238, 	15463.4, 	38.0826, 	3.45675, 	-0.447628
18:32:08.338, 	6393.44, 	34.0671, 	3.45675, 	-29.4845
18:32:08.338, 	6393.44, 	34.0671, 	3.45675, 	-29.4845
18:32:08.338, 	6393.44, 	34.0671, 	3.45675, 	-29.4845
18:32:08.438, 	18168.1, 	41.4844, 	3.45675, 	-2.23869
18:32:08.438, 	18168.1, 	41.4844, 	3.45675, 	-2.23869
18:32:08.438, 	18168.1, 	41.4844, 	3.45675, 	-2.23869
18:32:08.538, 	6741.86, 	35.0784, 	3.45675, 	-30.5182
18:32:08.538, 	6741.86, 	35.0784, 	3.45675, 	-30.5182
18:32:08.538, 	6741.86, 	35.0784, 	3.45675, 	-30.5182
18:32:08.639, 	10820.5, 	40.5541, 	3.45675, 	-0.447628
18:32:08.639, 	10820.5, 	40.5541, 	3.45675, 	-0.447628
18:32:08.639, 	10820.5, 	40.5541, 	3.45675, 	-0.447628
18:32:08.739, 	5819.86, 	34.0525, 	3.30646, 	-29.4845
18:32:08.739, 	5819.86, 	34.0525, 	3.30646, 	-29.4845
18:32:08.739, 	5819.86, 	34.0525, 	3.30646, 	-29.4845
18:32:08.839, 	20791.2, 	42.9702, 	3.30646, 	-1.34299
18:32:08.839, 	20791.2, 	42.9702, 	3.30646, 	-1.34299
18:32:08.839, 	20791.2, 	42.9702, 	3.30646, 	-1.34299
18:32:08.939, 	4928.1, 	35.5951, 	3.45675, 	-30.5182
18:32:08.939, 	4928.1, 	35.5951, 	3.45675, 	-30.5182
18:32:08.939, 	4928.1, 	35.5951, 	3.45675, 	-30.5182
18:32:09.039, 	24585.5, 	43.9493, 	3.30646, 	-1.34299
18:32:09.039, 	24585.5, 	43.9493, 	3.30646, 	-1.34299
18:32:09.039, 	24585.5, 	43.9493, 	3.30646, 	-1.34299
18:32:09.140, 	5523.42, 	36.3468, 	3.30646, 	-29.4845
18:32:09.140, 	5523.42, 	36.3468, 	3.30646, 	-29.4845
18:32:09.140, 	5523.42, 	36.3468, 	3.30646, 	-29.4845
18:32:09.240, 	12219.8, 	40.9144, 	3.45675, 	-1.34299
18:32:09.240, 	12219.8, 	40.9144, 	3.45675, 	-1.34299
18:32:09.240, 	12219.8, 	40.9144, 	3.45675, 	-1.34299
18:32:09.340, 	5759.43, 	36.237, 	3.45675, 	-29.4845
18:32:09.340, 	5759.43, 	36.237, 	3.45675, 	-29.4845
18:32:09.340, 	5759.43, 	36.237, 	3.45675, 	-29.4845
18:32:09.440, 	14267.9, 	40.4753, 	3.45675, 	-2.23869
18:32:09.440, 	14267.9, 	40.4753, 	3.45675, 	-2.23869
18:32:09.440, 	14267.9, 	40.4753, 	3.45675, 	-2.23869
18:32:09.545, 	13493.4, 	39.1078, 	3.45675, 	-2.23869
18:32:09.545, 	13493.4, 	39.1078, 	3.45675, 	-2.23869
18:32:09.591, 	9304.33, 	39.9761, 	3.30646, 	-1.34299
18:32:09.591, 	9304.33, 	39.9761, 	3.30646, 	-1.34299
18:32:09.645, 	3179.07, 	38.1538, 	3.30646, 	-2.23869
18:32:09.645, 	3179.07, 	38.1538, 	3.30646, 	-2.23869
18:32:09.691, 	3510.63, 	38.3272, 	3.30646, 	-2.23869
18:32:09.691, 	3510.63, 	38.3272, 	3.30646, 	-2.23869
18:32:09.745, 	1405.5, 	33.1923, 	3.30646, 	-1.34299
18:32:09.745, 	1405.5, 	33.1923, 	3.30646, 	-1.34299
18:32:09.791, 	1607.04, 	33.7508, 	3.45675, 	1.34299
18:32:09.791, 	1607.04, 	33.7508, 	3.45675, 	1.34299
18:32:09.845, 	199.997, 	26.5686, 	3.30646, 	-2.23869
18:32:09.845, 	199.997, 	26.5686, 	3.30646, 	-2.23869
18:32:09.892, 	50111.6, 	43.5982, 	3.30646, 	-0.447628
18:32:09.892, 	50111.6, 	43.5982, 	3.30646, 	-0.447628
18:32:09.945, 	1958.19, 	33.318, 	3.30646, 	0.447628
18:32:09.945, 	1958.19, 	33.318, 	3.30646, 	0.447628
18:32:09.992, 	39929.8, 	44.2581, 	3.30646, 	-0.447628
18:32:09.992, 	39929.8, 	44.2581, 	3.30646, 	-0.447628
18:32:10.045, 	6078.64, 	34.2199, 	3.30646, 	-0.447628
18:32:10.045, 	6078.64, 	34.2199, 	3.30646, 	-0.447628
18:32:10.092, 	13124.9, 	42.9171, 	3.45675, 	-0.447628
18:32:10.092, 	13124.9, 	42.9171, 	3.45675, 	-0.447628
18:32:10.145, 	24502.3, 	44.6357, 	3.30646, 	-0.447628
18:32:10.145, 	24502.3, 	44.6357, 	3.30646, 	-0.447628
18:32:10.192, 	17310.7, 	42.6676, 	3.30646, 	-0.447628
18:32:10.192, 	17310.7, 	42.6676, 	3.30646, 	-0.447628
18:32:10.245, 	12319.6, 	39.7578, 	3.30646, 	0.447628
18:32:10.292, 	14611.1, 	39.8015, 	3.30646, 	0.447628
18:32:10.292, 	14611.1, 	39.8015, 	3.30646, 	0.447628
18:32:10.292, 	14611.1, 	39.8015, 	3.30646, 	0.447628
18:32:10.346, 	18153, 	40.7101, 	3.30646, 	0.447628
18:32:10.392, 	16740.7, 	44.8121, 	3.30646, 	-0.447628
18:32:10.392, 	16740.7, 	44.8121, 	3.30646, 	-0.447628
18:32:10.446, 	13911.3, 	39.1372, 	3.30646, 	-0.447628
18:32:10.446, 	13911.3, 	39.1372, 	3.30646, 	-0.447628
18:32:10.493, 	15258.4, 	40.9806, 	3.30646, 	0.447628
18:32:10.493, 	15258.4, 	40.9806, 	3.30646, 	0.447628
18:32:10.546, 	26970.4, 	42.2154, 	3.30646, 	0.447628
18:32:10.546, 	26970.4, 	42.2154, 	3.30646, 	0.447628
18:32:10.593, 	17150.2, 	41.8287, 	3.30646, 	-0.447628
18:32:10.593, 	17150.2, 	41.8287, 	3.30646, 	-0.447628
18:32:10.646, 	10466.4, 	42.4425, 	3.30646, 	0.447628
18:32:10.646, 	10466.4, 	42.4425, 	3.30646, 	0.447628
18:32:10.693, 	8762.13, 	40.0143, 	3.30646, 	-0.447628
18:32:10.693, 	8762.13, 	40.0143, 	3.30646, 	-0.447628
18:32:10.746, 	4891.7, 	43.2543, 	3.30646, 	0.447628
18:32:10.746, 	4891.7, 	43.2543, 	3.30646, 	0.447628
18:32:10.793, 	6364.32, 	38.2676, 	3.30646, 	0.447628
18:32:10.793, 	6364.32, 	38.2676, 	3.30646, 	0.447628
18:32:10.846, 	8832.46, 	45.8676, 	3.30646, 	0.447628
18:32:10.846, 	8832.46, 	45.8676, 	3.30646, 	0.447628
18:32:10.897, 	31365.7, 	42.6332, 	3.30646, 	0.447628
18:32:10.897, 	31365.7, 	42.6332, 	3.30646, 	0.447628
18:32:10.946, 	28927.5, 	43.6498, 	3.30646, 	0.447628
18:32:10.946, 	28927.5, 	43.6498, 	3.30646, 	0.447628
18:32:10.994, 	10706.8, 	44.3293, 	3.30646, 	0.447628
18:32:10.994, 	10706.8, 	44.3293, 	3.30646, 	0.447628
18:32:11.046, 	2452.1, 	31.341, 	3.30646, 	1.34299
18:32:11.046, 	2452.1, 	31.341, 	3.30646, 	1.34299
18:32:11.094, 	19107.3, 	41.3565, 	3.30646, 	0.447628
18:32:11.094, 	19107.3, 	41.3565, 	3.30646, 	0.447628
18:32:11.146, 	21914.8, 	41.8445, 	3.30646, 	0.447628
18:32:11.146, 	21914.8, 	41.8445, 	3.30646, 	0.447628
18:32:11.194, 	5931.97, 	40.231, 	3.30646, 	0.447628
18:32:11.194, 	5931.97, 	40.231, 	3.30646, 	0.447628
18:32:11.246, 	5524.76, 	38.2566, 	3.30646, 	0.447628
18:32:11.246, 	5524.76, 	38.2566, 	3.30646, 	0.447628
18:32:11.294, 	7263.99, 	36.9092, 	3.30646, 	0.447628
18:32:11.294, 	7263.99, 	36.9092, 	3.30646, 	0.447628
18:32:11.346, 	14951, 	43.0429, 	3.30646, 	0.447628
18:32:11.346, 	14951.0, 	43.0429, 	3.30646, 	0.447628
18:32:11.395, 	11996.2, 	42.6574, 	3.30646, 	0.447628
18:32:11.395, 	11996.2, 	42.6574, 	3.30646, 	0.447628
18:32:11.446, 	9696.14, 	38.5998, 	3.30646, 	0.447628
18:32:11.446, 	9696.14, 	38.5998, 	3.30646, 	0.447628
18:32:11.495, 	9733.48, 	38.452, 	3.30646, 	0.447628
18:32:11.495, 	9733.48, 	38.452, 	3.30646, 	0.447628
18:32:11.546, 	10515.2, 	40.2754, 	3.30646, 	-0.447628
18:32:11.546, 	10515.2, 	40.2754, 	3.30646, 	-0.447628
18:32:11.595, 	11775.2, 	42.1556, 	3.30646, 	0.447628
18:32:11.595, 	11775.2, 	42.1556, 	3.30646, 	0.447628
18:32:11.647, 	10301, 	40.1506, 	3.30646, 	0.447628
18:32:11.647, 	10301.0, 	40.1506, 	3.30646, 	0.447628
18:32:11.695, 	4522.49, 	40.2401, 	3.30646, 	-0.447628
18:32:11.695, 	4522.49, 	40.2401, 	3.30646, 	-0.447628
18:32:11.747, 	8504.74, 	43.4462, 	3.30646, 	0.447628
18:32:11.747, 	8504.74, 	43.4462, 	3.30646, 	0.447628
18:32:11.795, 	9171.67, 	40.6757, 	3.30646, 	0.447628
18:32:11.795, 	9171.67, 	40.6757, 	3.30646, 	0.447628
18:32:11.847, 	8165.23, 	41.9636, 	3.15616, 	-0.447628
18:32:11.847, 	8165.23, 	41.9636, 	3.15616, 	-0.447628
18:32:11.896, 	7174.58, 	41.1447, 	3.15616, 	-0.447628
18:32:11.896, 	7174.58, 	41.1447, 	3.15616, 	-0.447628
18:32:11.947, 	7341.82, 	42.348, 	3.15616, 	-0.447628
18:32:11.947, 	7341.82, 	42.348, 	3.15616, 	-0.447628
18:32:11.947, 	7341.82, 	42.348, 	3.15616, 	-0.447628
18:32:12.046, 	7292.88, 	41.497, 	3.30646, 	-0.447628
18:32:12.046, 	7292.88, 	41.497, 	3.30646, 	-0.447628
18:32:12.046, 	7292.88, 	41.497, 	3.30646, 	-0.447628
18:32:12.146, 	6470.05, 	35.8543, 	3.00587, 	-1.34299
18:32:12.146, 	6470.05, 	35.8543, 	3.00587, 	-1.34299
18:32:12.146, 	6470.05, 	35.8543, 	3.00587, 	-1.34299
18:32:12.247, 	6012.97, 	34.4964, 	3.00587, 	-1.34299
18:32:12.247, 	6012.97, 	34.4964, 	3.00587, 	-1.34299
18:32:12.247, 	6012.97, 	34.4964, 	3.00587, 	-1.34299
18:32:12.347, 	5534.67, 	38.704, 	3.00587, 	-1.34299
18:32:12.347, 	5534.67, 	38.704, 	3.00587, 	-1.34299
18:32:12.347, 	5534.67, 	38.704, 	3.00587, 	-1.34299
18:32:12.447, 	4027.35, 	36.645, 	3.00587, 	0.447628
18:32:12.447, 	4027.35, 	36.645, 	3.00587, 	0.447628
18:32:12.447, 	4027.35, 	36.645, 	3.00587, 	0.447628
18:32:12.547, 	2761.45, 	33.9861, 	3.00587, 	0.447628
18:32:12.547, 	2761.45, 	33.9861, 	3.00587, 	0.447628
18:32:12.647, 	1471.73, 	31.447, 	3.00587, 	1.34299
18:32:12.547, 	2761.45, 	33.9861, 	3.00587, 	0.447628
18:32:12.547, 	2761.45, 	33.9861, 	3.00587, 	0.447628
18:32:12.747, 	850.545, 	30.8892, 	3.30646, 	-3.13493
18:32:12.747, 	850.545, 	30.8892, 	3.30646, 	-3.13493
18:32:12.747, 	850.545, 	30.8892, 	3.30646, 	-3.13493
18:32:12.847, 	3875.92, 	36.4171, 	3.45675, 	-27.4476
18:32:12.847, 	3875.92, 	36.4171, 	3.45675, 	-27.4476
18:32:12.847, 	3875.92, 	36.4171, 	3.45675, 	-27.4476
18:32:12.948, 	8645.57, 	36.3156, 	3.45675, 	3.13493
18:32:12.948, 	8645.57, 	36.3156, 	3.45675, 	3.13493
18:32:12.948, 	8645.57, 	36.3156, 	3.45675, 	3.13493
18:32:13.048, 	4447.26, 	35.3718, 	3.45675, 	-27.4476
18:32:13.048, 	4447.26, 	35.3718, 	3.45675, 	-27.4476
18:32:13.048, 	4447.26, 	35.3718, 	3.45675, 	-27.4476
18:32:13.148, 	4180.42, 	35.5725, 	3.45675, 	3.13493
18:32:13.148, 	4180.42, 	35.5725, 	3.45675, 	3.13493
18:32:13.148, 	4180.42, 	35.5725, 	3.45675, 	3.13493
18:32:13.248, 	1145.45, 	29.5357, 	3.30646, 	-29.4845
18:32:13.248, 	1145.45, 	29.5357, 	3.30646, 	-29.4845
18:32:13.248, 	1145.45, 	29.5357, 	3.30646, 	-29.4845
18:32:13.348, 	8291.45, 	40.4118, 	3.30646, 	-1.34299
18:32:13.348, 	8291.45, 	40.4118, 	3.30646, 	-1.34299
18:32:13.348, 	8291.45, 	40.4118, 	3.30646, 	-1.34299
18:32:13.448, 	6518.89, 	36.6459, 	3.45675, 	-27.4476
18:32:13.448, 	6518.89, 	36.6459, 	3.45675, 	-27.4476
18:32:13.448, 	6518.89, 	36.6459, 	3.45675, 	-27.4476
18:32:13.558, 	5145.43, 	37.0361, 	3.45675, 	-27.4476
18:32:13.558, 	5145.43, 	37.0361, 	3.45675, 	-27.4476
18:32:13.558, 	5145.43, 	37.0361, 	3.45675, 	-27.4476
18:32:13.648, 	6984.17, 	37.8389, 	3.45675, 	1.34299
18:32:13.648, 	6984.17, 	37.8389, 	3.45675, 	1.34299
18:32:13.648, 	6984.17, 	37.8389, 	3.45675, 	1.34299
18:32:13.748, 	3366.4, 	33.8618, 	3.45675, 	31.5631
18:32:13.748, 	3366.4, 	33.8618, 	3.45675, 	31.5631
18:32:13.748, 	3366.4, 	33.8618, 	3.45675, 	31.5631
18:32:13.848, 	15680.4, 	42.4356, 	3.30646, 	2.23869
18:32:13.848, 	15680.4, 	42.4356, 	3.30646, 	2.23869
18:32:13.848, 	15680.4, 	42.4356, 	3.30646, 	2.23869
18:32:13.949, 	2696.79, 	33.0634, 	3.45675, 	29.4845
18:32:13.949, 	2696.79, 	33.0634, 	3.45675, 	29.4845
18:32:13.949, 	2696.79, 	33.0634, 	3.45675, 	29.4845
18:32:14.049, 	5357.26, 	36.9618, 	3.45675, 	2.23869
18:32:14.049, 	5357.26, 	36.9618, 	3.45675, 	2.23869
18:32:14.049, 	5357.26, 	36.9618, 	3.45675, 	2.23869
18:32:14.149, 	3060.24, 	35.2074, 	3.45675, 	-25.4477
18:32:14.149, 	3060.24, 	35.2074, 	3.45675, 	-25.4477
18:32:14.149, 	3060.24, 	35.2074, 	3.45675, 	-25.4477
18:32:14.249, 	9611.36, 	42.3514, 	3.30646, 	1.34299
18:32:14.249, 	9611.36, 	42.3514, 	3.30646, 	1.34299
18:32:14.249, 	9611.36, 	42.3514, 	3.30646, 	1.34299
18:32:14.349, 	4301.95, 	34.0456, 	3.45675, 	-26.4433
18:32:14.349, 	4301.95, 	34.0456, 	3.45675, 	-26.4433
18:32:14.349, 	4301.95, 	34.0456, 	3.45675, 	-26.4433
18:32:14.349, 	4301.95, 	34.0456, 	3.45675, 	-26.4433
18:32:14.501, 	7666.86, 	43.0368, 	3.30646, 	1.34299
18:32:14.501, 	7666.86, 	43.0368, 	3.30646, 	1.34299
18:32:14.549, 	4771.56, 	36.6322, 	3.30646, 	1.34299
18:32:14.549, 	4771.56, 	36.6322, 	3.30646, 	1.34299
18:32:14.602, 	4921.66, 	34.1932, 	3.30646, 	2.23869
18:32:14.602, 	4921.66, 	34.1932, 	3.30646, 	2.23869
18:32:14.649, 	6783.4, 	38.5374, 	3.30646, 	2.23869
18:32:14.649, 	6783.4, 	38.5374, 	3.30646, 	2.23869
18:32:14.702, 	8249.42, 	37.75, 	3.45675, 	1.34299
18:32:14.702, 	8249.42, 	37.75, 	3.45675, 	1.34299
18:32:14.749, 	6431.5, 	41.4309, 	3.45675, 	2.23869
18:32:14.749, 	6431.5, 	41.4309, 	3.45675, 	2.23869
18:32:14.802, 	2711.66, 	37.07, 	3.15616, 	2.23869
18:32:14.802, 	2711.66, 	37.07, 	3.15616, 	2.23869
18:32:14.849, 	982.572, 	34.1548, 	3.45675, 	0.447628
18:32:14.849, 	982.572, 	34.1548, 	3.45675, 	0.447628
18:32:14.902, 	24959.9, 	44.2456, 	3.15616, 	2.23869
18:32:14.949, 	2628.1, 	36.0433, 	3.15616, 	3.13493
18:32:14.949, 	2628.1, 	36.0433, 	3.15616, 	3.13493
18:32:14.949, 	2628.1, 	36.0433, 	3.15616, 	3.13493
18:32:15.002, 	16112.9, 	43.8267, 	3.30646, 	2.23869
18:32:15.049, 	3818.88, 	36.9176, 	3.15616, 	2.23869
18:32:15.049, 	3818.88, 	36.9176, 	3.15616, 	2.23869
18:32:15.103, 	2740.07, 	35.0898, 	3.45675, 	1.34299
18:32:15.103, 	2740.07, 	35.0898, 	3.45675, 	1.34299
18:32:15.150, 	2400.52, 	36.0058, 	3.45675, 	1.34299
18:32:15.150, 	2400.52, 	36.0058, 	3.45675, 	1.34299
18:32:15.203, 	667.89, 	29.0276, 	3.15616, 	2.23869
18:32:15.203, 	667.89, 	29.0276, 	3.15616, 	2.23869
18:32:15.249, 	221.744, 	23.0228, 	4.6591, 	0.447628
18:32:15.249, 	221.744, 	23.0228, 	4.6591, 	0.447628
18:32:15.302, 	552.171, 	31.3438, 	2.85558, 	5.82915
18:32:15.302, 	552.171, 	31.3438, 	2.85558, 	5.82915
18:32:15.350, 	502.244, 	29.4352, 	2.85558, 	4.03194
18:32:15.350, 	502.244, 	29.4352, 	2.85558, 	4.03194
18:32:15.403, 	1333.19, 	31.4453, 	3.15616, 	2.23869
18:32:15.403, 	1333.19, 	31.4453, 	3.15616, 	2.23869
18:32:15.450, 	289.092, 	27.2107, 	3.15616, 	2.23869
18:32:15.450, 	289.092, 	27.2107, 	3.15616, 	2.23869
18:32:15.503, 	1253.52, 	35.6795, 	3.15616, 	4.92994
18:32:15.503, 	1253.52, 	35.6795, 	3.15616, 	4.92994
18:32:15.550, 	223.662, 	27.859, 	3.00587, 	4.92994
18:32:15.550, 	223.662, 	27.859, 	3.00587, 	4.92994
18:32:15.604, 	915.73, 	31.5658, 	3.45675, 	4.92994
18:32:15.604, 	915.73, 	31.5658, 	3.45675, 	4.92994
18:32:15.650, 	444.273, 	30.5854, 	3.15616, 	4.03194
18:32:15.650, 	444.273, 	30.5854, 	3.15616, 	4.03194
18:32:15.704, 	809.136, 	31.5102, 	3.30646, 	4.03194
18:32:15.704, 	809.136, 	31.5102, 	3.30646, 	4.03194
18:32:15.750, 	924.628, 	28.4308, 	3.45675, 	2.23869
18:32:15.750, 	924.628, 	28.4308, 	3.45675, 	2.23869
18:32:15.804, 	872.984, 	31.7138, 	3.45675, 	1.34299
18:32:15.804, 	872.984, 	31.7138, 	3.45675, 	1.34299
18:32:15.850, 	498.849, 	28.4165, 	3.30646, 	0.447628
18:32:15.850, 	498.849, 	28.4165, 	3.30646, 	0.447628
18:32:15.904, 	246.559, 	28.3192, 	3.60704, 	1.34299
18:32:15.904, 	246.559, 	28.3192, 	3.60704, 	1.34299
18:32:15.950, 	132.338, 	24.4084, 	3.60704, 	1.34299
18:32:15.950, 	132.338, 	24.4084, 	3.60704, 	1.34299
18:32:16.004, 	330.059, 	30.6009, 	3.45675, 	1.34299
18:32:16.004, 	330.059, 	30.6009, 	3.45675, 	1.34299
18:32:16.050, 	150.924, 	24.8036, 	3.60704, 	3.13493
18:32:16.050, 	150.924, 	24.8036, 	3.60704, 	3.13493
18:32:16.105, 	85.4758, 	18.9134, 	4.95969, 	-3.13493
18:32:16.105, 	85.4758, 	18.9134, 	4.95969, 	-3.13493
18:32:16.150, 	116.799, 	21.5291, 	4.95969, 	-4.03194
18:32:16.150, 	116.799, 	21.5291, 	4.95969, 	-4.03194
18:32:16.205, 	188.598, 	29.6915, 	3.45675, 	2.23869
18:32:16.205, 	188.598, 	29.6915, 	3.45675, 	2.23869
18:32:16.250, 	220.539, 	28.2305, 	3.60704, 	2.23869
18:32:16.250, 	220.539, 	28.2305, 	3.60704, 	2.23869
18:32:16.305, 	166.884, 	22.9787, 	3.90763, 	1.34299
18:32:16.305, 	166.884, 	22.9787, 	3.90763, 	1.34299
18:32:16.350, 	145.613, 	24.6573, 	3.90763, 	1.34299
18:32:16.350, 	145.613, 	24.6573, 	3.90763, 	1.34299
18:32:16.405, 	313.748, 	30.8427, 	3.90763, 	1.34299
18:32:16.405, 	313.748, 	30.8427, 	3.90763, 	1.34299
18:32:16.451, 	309.227, 	28.3477, 	3.60704, 	3.13493
18:32:16.451, 	309.227, 	28.3477, 	3.60704, 	3.13493
18:32:16.505, 	175.947, 	23.4541, 	3.45675, 	4.92994
18:32:16.505, 	175.947, 	23.4541, 	3.45675, 	4.92994
18:32:16.551, 	103.605, 	23.0866, 	3.60704, 	7.63215
18:32:16.551, 	103.605, 	23.0866, 	3.60704, 	7.63215
18:32:16.606, 	198.576, 	23.3003, 	3.60704, 	4.03194
18:32:16.606, 	198.576, 	23.3003, 	3.60704, 	4.03194
18:32:16.651, 	230.831, 	26.3915, 	3.60704, 	4.92994
18:32:16.651, 	230.831, 	26.3915, 	3.60704, 	4.92994
18:32:16.706, 	346.255, 	28.9576, 	3.45675, 	4.92994
18:32:16.706, 	346.255, 	28.9576, 	3.45675, 	4.92994
18:32:16.751, 	1324.79, 	32.904, 	3.30646, 	4.92994
18:32:16.751, 	1324.79, 	32.904, 	3.30646, 	4.92994
18:32:16.751, 	1324.79, 	32.904, 	3.30646, 	4.92994
18:32:16.851, 	860.899, 	30.3895, 	0.450881, 	-4.92994
18:32:16.851, 	860.899, 	30.3895, 	0.450881, 	-4.92994
18:32:16.851, 	860.899, 	30.3895, 	0.450881, 	-4.92994
18:32:16.955, 	1694.51, 	33.2878, 	0.300587, 	-6.72981
18:32:16.955, 	1694.51, 	33.2878, 	0.300587, 	-6.72981
18:32:16.955, 	1694.51, 	33.2878, 	0.300587, 	-6.72981
18:32:17.051, 	1513.82, 	30.7838, 	0.300587, 	-7.63215
18:32:17.051, 	1513.82, 	30.7838, 	0.300587, 	-7.63215
18:32:17.151, 	1115.13, 	32.5946, 	0.300587, 	-7.63215
18:32:17.151, 	1115.13, 	32.5946, 	0.300587, 	-7.63215
18:32:17.151, 	1115.13, 	32.5946, 	0.300587, 	-7.63215
18:32:17.251, 	759.242, 	30.0715, 	0.150294, 	-7.63215
18:32:17.251, 	759.242, 	30.0715, 	0.150294, 	-7.63215
18:32:17.251, 	759.242, 	30.0715, 	0.150294, 	-7.63215
18:32:17.351, 	546.894, 	28.5781, 	0.300587, 	-7.63215
18:32:17.351, 	546.894, 	28.5781, 	0.300587, 	-7.63215
18:32:17.351, 	546.894, 	28.5781, 	0.300587, 	-7.63215
18:32:17.451, 	299.453, 	27.0119, 	0.150294, 	-8.53639
18:32:17.451, 	299.453, 	27.0119, 	0.150294, 	-8.53639
18:32:17.451, 	299.453, 	27.0119, 	0.150294, 	-8.53639
18:32:17.552, 	827.084, 	30.7341, 	3.15616, 	8.53639
18:32:17.552, 	827.084, 	30.7341, 	3.15616, 	8.53639
18:32:17.552, 	827.084, 	30.7341, 	3.15616, 	8.53639
18:32:17.652, 	2439.3, 	32.3801, 	0.300587, 	-6.72981
18:32:17.652, 	2439.3, 	32.3801, 	0.300587, 	-6.72981
18:32:17.652, 	2439.3, 	32.3801, 	0.300587, 	-6.72981
18:32:17.752, 	392.942, 	30.261, 	3.15616, 	32.6198
18:32:17.752, 	392.942, 	30.261, 	3.15616, 	32.6198
18:32:17.752, 	392.942, 	30.261, 	3.15616, 	32.6198
18:32:17.852, 	2276.6, 	36.6741, 	0, 	22.508
18:32:17.852, 	2276.6, 	36.6741, 	0.0, 	22.508
18:32:17.852, 	2276.6, 	36.6741, 	0.0, 	22.508
18:32:17.952, 	2508.98, 	35.9118, 	0, 	20.5829
18:32:17.952, 	2508.98, 	35.9118, 	0.0, 	20.5829
18:32:17.952, 	2508.98, 	35.9118, 	0.0, 	20.5829
18:32:18.052, 	1765.86, 	37.7227, 	0.150294, 	19.6296
18:32:18.052, 	1765.86, 	37.7227, 	0.150294, 	19.6296
18:32:18.052, 	1765.86, 	37.7227, 	0.150294, 	19.6296
18:32:18.152, 	1132.23, 	31.458, 	0.150294, 	18.6818
18:32:18.152, 	1132.23, 	31.458, 	0.150294, 	18.6818
18:32:18.152, 	1132.23, 	31.458, 	0.150294, 	18.6818
18:32:18.252, 	640.891, 	27.3206, 	0.150294, 	18.6818
18:32:18.252, 	640.891, 	27.3206, 	0.150294, 	18.6818
18:32:18.252, 	640.891, 	27.3206, 	0.150294, 	18.6818
18:32:18.352, 	385.83, 	27.4889, 	0.300587, 	18.6818
18:32:18.352, 	385.83, 	27.4889, 	0.300587, 	18.6818
18:32:18.352, 	385.83, 	27.4889, 	0.300587, 	18.6818
18:32:18.453, 	212.413, 	24.015, 	3.60704, 	4.03194
18:32:18.453, 	212.413, 	24.015, 	3.60704, 	4.03194
18:32:18.453, 	212.413, 	24.015, 	3.60704, 	4.03194
18:32:18.552, 	3001.8, 	38.9713, 	0, 	20.5829
18:32:18.552, 	3001.8, 	38.9713, 	0.0, 	20.5829
18:32:18.552, 	3001.8, 	38.9713, 	0.0, 	20.5829
18:32:18.652, 	173.108, 	22.1349, 	3.30646, 	-9.44278
18:32:18.652, 	173.108, 	22.1349, 	3.30646, 	-9.44278
18:32:18.652, 	173.108, 	22.1349, 	3.30646, 	-9.44278
18:32:18.752, 	1927.77, 	36.9988, 	0.300587, 	-6.72981
18:32:18.752, 	1927.77, 	36.9988, 	0.300587, 	-6.72981
18:32:18.752, 	1927.77, 	36.9988, 	0.300587, 	-6.72981
18:32:18.853, 	1750.22, 	33.0195, 	0.150294, 	18.6818
18:32:18.853, 	1750.22, 	33.0195, 	0.150294, 	18.6818
18:32:18.853, 	1750.22, 	33.0195, 	0.150294, 	18.6818
18:32:18.953, 	384.961, 	26.0341, 	0, 	18.6818
18:32:18.953, 	384.961, 	26.0341, 	0.0, 	18.6818
18:32:18.953, 	384.961, 	26.0341, 	0.0, 	18.6818
18:32:18.953, 	384.961, 	26.0341, 	0.0, 	18.6818
18:32:19.112, 	915.145, 	33.177, 	76.8, 	21.5423
18:32:19.112, 	915.145, 	33.177, 	76.8, 	21.5423
18:32:19.153, 	998.288, 	30.5142, 	3.60704, 	0.447628
18:32:19.153, 	998.288, 	30.5142, 	3.60704, 	0.447628
