 NEW RECORD - 08-21-2023 18:30:49, 	peak_power,	 snr_est,	 range,	 angle
18:52:09.512, 	2188.4, 	31.1113, 	3.90763, 	-6.72981
18:52:09.512, 	2188.4, 	31.1113, 	3.90763, 	-6.72981
18:52:09.599, 	3076.34, 	30.6483, 	3.45675, 	-7.63215
18:52:09.599, 	3076.34, 	30.6483, 	3.45675, 	-7.63215
18:52:09.599, 	3076.34, 	30.6483, 	3.45675, 	-7.63215
18:52:09.699, 	2220.61, 	32.0756, 	0.300587, 	-7.63215
18:52:09.699, 	2220.61, 	32.0756, 	0.300587, 	-7.63215
18:52:09.800, 	2250.7, 	33.1174, 	0.300587, 	-7.63215
18:52:09.800, 	2250.7, 	33.1174, 	0.300587, 	-7.63215
18:52:09.800, 	2250.7, 	33.1174, 	0.300587, 	-7.63215
18:52:09.900, 	2231.7, 	32.1817, 	0.300587, 	-7.63215
18:52:09.900, 	2231.7, 	32.1817, 	0.300587, 	-7.63215
18:52:09.900, 	2231.7, 	32.1817, 	0.300587, 	-7.63215
18:52:10.000, 	2124.12, 	35.9572, 	0.300587, 	-7.63215
18:52:10.000, 	2124.12, 	35.9572, 	0.300587, 	-7.63215
18:52:10.000, 	2124.12, 	35.9572, 	0.300587, 	-7.63215
18:52:10.100, 	2189.04, 	30.9195, 	0.300587, 	-7.63215
18:52:10.100, 	2189.04, 	30.9195, 	0.300587, 	-7.63215
18:52:10.100, 	2189.04, 	30.9195, 	0.300587, 	-7.63215
18:52:10.201, 	2172.09, 	30.1546, 	0.300587, 	-7.63215
18:52:10.201, 	2172.09, 	30.1546, 	0.300587, 	-7.63215
18:52:10.201, 	2172.09, 	30.1546, 	0.300587, 	-7.63215
18:52:10.301, 	1943.46, 	30.2086, 	0.300587, 	-7.63215
18:52:10.301, 	1943.46, 	30.2086, 	0.300587, 	-7.63215
18:52:10.301, 	1943.46, 	30.2086, 	0.300587, 	-7.63215
18:52:10.401, 	1863.89, 	32.095, 	0.150294, 	-7.63215
18:52:10.401, 	1863.89, 	32.095, 	0.150294, 	-7.63215
18:52:10.401, 	1863.89, 	32.095, 	0.150294, 	-7.63215
18:52:10.501, 	2594.23, 	31.1302, 	3.45675, 	21.5423
18:52:10.501, 	2594.23, 	31.1302, 	3.45675, 	21.5423
18:52:10.501, 	2594.23, 	31.1302, 	3.45675, 	21.5423
18:52:10.613, 	2348.61, 	34.8014, 	4.05793, 	-4.03194
18:52:10.613, 	2348.61, 	34.8014, 	4.05793, 	-4.03194
18:52:10.613, 	2348.61, 	34.8014, 	4.05793, 	-4.03194
18:52:10.713, 	2221.46, 	33.6696, 	3.45675, 	-7.63215
18:52:10.713, 	2221.46, 	33.6696, 	3.45675, 	-7.63215
18:52:10.713, 	2221.46, 	33.6696, 	3.45675, 	-7.63215
18:52:10.813, 	3841.06, 	33.451, 	3.45675, 	-4.92994
18:52:10.813, 	3841.06, 	33.451, 	3.45675, 	-4.92994
18:52:10.813, 	3841.06, 	33.451, 	3.45675, 	-4.92994
18:52:10.913, 	4357.62, 	38.5812, 	3.00587, 	-5.82915
18:52:10.913, 	4357.62, 	38.5812, 	3.00587, 	-5.82915
18:52:11.013, 	4876.93, 	34.9966, 	3.00587, 	-5.82915
18:52:11.013, 	4876.93, 	34.9966, 	3.00587, 	-5.82915
18:52:11.013, 	4876.93, 	34.9966, 	3.00587, 	-5.82915
18:52:11.113, 	3559.63, 	32.7789, 	3.00587, 	-6.72981
18:52:11.113, 	3559.63, 	32.7789, 	3.00587, 	-6.72981
18:52:11.113, 	3559.63, 	32.7789, 	3.00587, 	-6.72981
18:52:11.213, 	4060, 	34.0891, 	3.45675, 	-5.82915
18:52:11.213, 	4060.0, 	34.0891, 	3.45675, 	-5.82915
18:52:11.213, 	4060.0, 	34.0891, 	3.45675, 	-5.82915
18:52:11.313, 	2537.81, 	34.3979, 	4.80939, 	-3.13493
18:52:11.313, 	2537.81, 	34.3979, 	4.80939, 	-3.13493
18:52:11.313, 	2537.81, 	34.3979, 	4.80939, 	-3.13493
18:52:11.413, 	2813.2, 	36.2334, 	4.80939, 	-2.23869
18:52:11.413, 	2813.2, 	36.2334, 	4.80939, 	-2.23869
18:52:11.453, 	2830.23, 	33.5171, 	4.80939, 	-2.23869
18:52:11.453, 	2830.23, 	33.5171, 	4.80939, 	-2.23869
18:52:11.513, 	2439.19, 	34.8897, 	4.80939, 	-2.23869
18:52:11.513, 	2439.19, 	34.8897, 	4.80939, 	-2.23869
18:52:11.513, 	2439.19, 	34.8897, 	4.80939, 	-2.23869
18:52:11.603, 	2576.37, 	32.6204, 	3.00587, 	-5.82915
18:52:11.603, 	2576.37, 	32.6204, 	3.00587, 	-5.82915
18:52:11.603, 	2576.37, 	32.6204, 	3.00587, 	-5.82915
18:52:11.704, 	1738.15, 	28.6435, 	0.300587, 	-7.63215
18:52:11.704, 	1738.15, 	28.6435, 	0.300587, 	-7.63215
18:52:11.804, 	2031.19, 	32.0194, 	0.300587, 	-6.72981
18:52:11.804, 	2031.19, 	32.0194, 	0.300587, 	-6.72981
18:52:11.804, 	2031.19, 	32.0194, 	0.300587, 	-6.72981
18:52:11.904, 	2004.98, 	34.4262, 	0.300587, 	-7.63215
18:52:11.904, 	2004.98, 	34.4262, 	0.300587, 	-7.63215
18:52:11.904, 	2004.98, 	34.4262, 	0.300587, 	-7.63215
18:52:12.004, 	2232.16, 	35.366, 	0.300587, 	-7.63215
18:52:12.004, 	2232.16, 	35.366, 	0.300587, 	-7.63215
18:52:12.004, 	2232.16, 	35.366, 	0.300587, 	-7.63215
18:52:12.104, 	1937.86, 	28.7267, 	0.150294, 	-7.63215
18:52:12.104, 	1937.86, 	28.7267, 	0.150294, 	-7.63215
18:52:12.104, 	1937.86, 	28.7267, 	0.150294, 	-7.63215
18:52:12.205, 	1910.85, 	30.8632, 	0.150294, 	-7.63215
18:52:12.205, 	1910.85, 	30.8632, 	0.150294, 	-7.63215
18:52:12.205, 	1910.85, 	30.8632, 	0.150294, 	-7.63215
18:52:12.305, 	2104.18, 	36.362, 	0.300587, 	-7.63215
18:52:12.305, 	2104.18, 	36.362, 	0.300587, 	-7.63215
18:52:12.305, 	2104.18, 	36.362, 	0.300587, 	-7.63215
18:52:12.405, 	2222.12, 	32.7881, 	3.15616, 	23.4805
18:52:12.405, 	2222.12, 	32.7881, 	3.15616, 	23.4805
18:52:12.405, 	2222.12, 	32.7881, 	3.15616, 	23.4805
18:52:12.514, 	4399.19, 	39.4651, 	3.00587, 	-4.03194
18:52:12.514, 	4399.19, 	39.4651, 	3.00587, 	-4.03194
18:52:12.556, 	4561.93, 	35.8374, 	3.15616, 	-4.03194
18:52:12.556, 	4561.93, 	35.8374, 	3.15616, 	-4.03194
18:52:12.614, 	4531.41, 	40.9248, 	3.45675, 	-3.13493
18:52:12.614, 	4531.41, 	40.9248, 	3.45675, 	-3.13493
18:52:12.656, 	3512.33, 	36.8935, 	3.15616, 	-4.92994
18:52:12.656, 	3512.33, 	36.8935, 	3.15616, 	-4.92994
18:52:12.714, 	2864.78, 	33.3459, 	2.85558, 	-4.03194
18:52:12.756, 	3490.57, 	34.0583, 	3.00587, 	-3.13493
18:52:12.756, 	3490.57, 	34.0583, 	3.00587, 	-3.13493
18:52:12.756, 	3490.57, 	34.0583, 	3.00587, 	-3.13493
18:52:12.814, 	3740.01, 	39.4378, 	3.45675, 	-2.23869
18:52:12.856, 	3943.15, 	35.5692, 	3.45675, 	-3.13493
18:52:12.856, 	3943.15, 	35.5692, 	3.45675, 	-3.13493
18:52:12.914, 	2703.59, 	34.118, 	3.15616, 	-3.13493
18:52:12.914, 	2703.59, 	34.118, 	3.15616, 	-3.13493
18:52:12.956, 	1889.54, 	31.8366, 	3.00587, 	-4.03194
18:52:12.956, 	1889.54, 	31.8366, 	3.00587, 	-4.03194
18:52:13.014, 	2244.81, 	33.0694, 	3.45675, 	-2.23869
18:52:13.014, 	2244.81, 	33.0694, 	3.45675, 	-2.23869
18:52:13.056, 	2315.03, 	38.2395, 	3.60704, 	-4.03194
18:52:13.056, 	2315.03, 	38.2395, 	3.60704, 	-4.03194
18:52:13.114, 	1191.49, 	32.7043, 	3.15616, 	-5.82915
18:52:13.114, 	1191.49, 	32.7043, 	3.15616, 	-5.82915
18:52:13.157, 	2335.68, 	34.37, 	3.30646, 	-3.13493
18:52:13.157, 	2335.68, 	34.37, 	3.30646, 	-3.13493
18:52:13.215, 	3136.13, 	34.2378, 	3.30646, 	-3.13493
18:52:13.215, 	3136.13, 	34.2378, 	3.30646, 	-3.13493
18:52:13.257, 	4078.27, 	34.7821, 	3.30646, 	-3.13493
18:52:13.257, 	4078.27, 	34.7821, 	3.30646, 	-3.13493
18:52:13.315, 	4255.36, 	37.0565, 	3.15616, 	-2.23869
18:52:13.315, 	4255.36, 	37.0565, 	3.15616, 	-2.23869
18:52:13.357, 	4865.99, 	39.6028, 	3.30646, 	-2.23869
18:52:13.357, 	4865.99, 	39.6028, 	3.30646, 	-2.23869
18:52:13.415, 	2107, 	32.459, 	3.00587, 	-3.13493
18:52:13.415, 	2107.0, 	32.459, 	3.00587, 	-3.13493
18:52:13.457, 	2486.46, 	31.3281, 	3.60704, 	-3.13493
18:52:13.457, 	2486.46, 	31.3281, 	3.60704, 	-3.13493
18:52:13.457, 	2486.46, 	31.3281, 	3.60704, 	-3.13493
18:52:13.457, 	2486.46, 	31.3281, 	3.60704, 	-3.13493
18:52:13.608, 	1615.45, 	34.2764, 	0.601174, 	-5.82915
18:52:13.608, 	1615.45, 	34.2764, 	0.601174, 	-5.82915
18:52:13.608, 	1615.45, 	34.2764, 	0.601174, 	-5.82915
18:52:13.708, 	1704.16, 	33.4743, 	0.300587, 	-7.63215
18:52:13.708, 	1704.16, 	33.4743, 	0.300587, 	-7.63215
18:52:13.808, 	1954.61, 	31.306, 	0.150294, 	-7.63215
18:52:13.808, 	1954.61, 	31.306, 	0.150294, 	-7.63215
18:52:13.808, 	1954.61, 	31.306, 	0.150294, 	-7.63215
18:52:13.908, 	1954.42, 	29.5336, 	0.300587, 	-7.63215
18:52:13.908, 	1954.42, 	29.5336, 	0.300587, 	-7.63215
18:52:13.908, 	1954.42, 	29.5336, 	0.300587, 	-7.63215
18:52:14.009, 	2044.2, 	32.9696, 	0.300587, 	-7.63215
18:52:14.009, 	2044.2, 	32.9696, 	0.300587, 	-7.63215
18:52:14.009, 	2044.2, 	32.9696, 	0.300587, 	-7.63215
18:52:14.109, 	2019.52, 	33.3306, 	0.300587, 	-7.63215
18:52:14.109, 	2019.52, 	33.3306, 	0.300587, 	-7.63215
18:52:14.109, 	2019.52, 	33.3306, 	0.300587, 	-7.63215
18:52:14.210, 	2178.41, 	32.8662, 	0.300587, 	-7.63215
18:52:14.210, 	2178.41, 	32.8662, 	0.300587, 	-7.63215
18:52:14.210, 	2178.41, 	32.8662, 	0.300587, 	-7.63215
18:52:14.309, 	2175.36, 	36.2843, 	0.300587, 	-7.63215
18:52:14.309, 	2175.36, 	36.2843, 	0.300587, 	-7.63215
18:52:14.309, 	2175.36, 	36.2843, 	0.300587, 	-7.63215
18:52:14.409, 	2164.73, 	35.0545, 	0.300587, 	-6.72981
18:52:14.409, 	2164.73, 	35.0545, 	0.300587, 	-6.72981
18:52:14.409, 	2164.73, 	35.0545, 	0.300587, 	-6.72981
18:52:14.516, 	3171.01, 	36.6887, 	3.15616, 	-1.34299
18:52:14.516, 	3171.01, 	36.6887, 	3.15616, 	-1.34299
18:52:14.560, 	2849.92, 	30.814, 	3.15616, 	-1.34299
18:52:14.560, 	2849.92, 	30.814, 	3.15616, 	-1.34299
18:52:14.616, 	2210.65, 	29.5443, 	3.15616, 	-1.34299
18:52:14.616, 	2210.65, 	29.5443, 	3.15616, 	-1.34299
18:52:14.660, 	2730.55, 	32.2837, 	3.15616, 	-1.34299
18:52:14.660, 	2730.55, 	32.2837, 	3.15616, 	-1.34299
18:52:14.716, 	2556.26, 	36.1496, 	3.00587, 	-1.34299
18:52:14.716, 	2556.26, 	36.1496, 	3.00587, 	-1.34299
18:52:14.760, 	2862.98, 	35.3115, 	3.00587, 	-1.34299
18:52:14.760, 	2862.98, 	35.3115, 	3.00587, 	-1.34299
18:52:14.816, 	2862.69, 	34.1796, 	3.45675, 	-2.23869
18:52:14.860, 	1593.52, 	30.6647, 	3.30646, 	-4.03194
18:52:14.860, 	1593.52, 	30.6647, 	3.30646, 	-4.03194
18:52:14.916, 	1830.39, 	29.5273, 	3.15616, 	-2.23869
18:52:14.916, 	1830.39, 	29.5273, 	3.15616, 	-2.23869
18:52:14.961, 	3850.09, 	36.0313, 	3.30646, 	-1.34299
18:52:14.961, 	3850.09, 	36.0313, 	3.30646, 	-1.34299
18:52:15.016, 	5508.64, 	36.1482, 	3.45675, 	-0.447628
18:52:15.016, 	5508.64, 	36.1482, 	3.45675, 	-0.447628
18:52:15.061, 	5665.69, 	37.4736, 	3.45675, 	-1.34299
18:52:15.061, 	5665.69, 	37.4736, 	3.45675, 	-1.34299
18:52:15.116, 	3373.77, 	33.0029, 	3.15616, 	-1.34299
18:52:15.116, 	3373.77, 	33.0029, 	3.15616, 	-1.34299
18:52:15.161, 	4237.81, 	37.5233, 	3.15616, 	-0.447628
18:52:15.161, 	4237.81, 	37.5233, 	3.15616, 	-0.447628
18:52:15.216, 	3912.6, 	38.7899, 	3.00587, 	-0.447628
18:52:15.216, 	3912.6, 	38.7899, 	3.00587, 	-0.447628
18:52:15.261, 	3995.94, 	33.6013, 	3.15616, 	-1.34299
18:52:15.261, 	3995.94, 	33.6013, 	3.15616, 	-1.34299
18:52:15.316, 	3963.21, 	35.8922, 	3.30646, 	-1.34299
18:52:15.316, 	3963.21, 	35.8922, 	3.30646, 	-1.34299
18:52:15.361, 	4395.43, 	35.0283, 	3.30646, 	-1.34299
18:52:15.361, 	4395.43, 	35.0283, 	3.30646, 	-1.34299
18:52:15.416, 	3849.29, 	38.9781, 	3.30646, 	-1.34299
18:52:15.416, 	3849.29, 	38.9781, 	3.30646, 	-1.34299
18:52:15.462, 	4065.43, 	37.6413, 	3.30646, 	-1.34299
18:52:15.462, 	4065.43, 	37.6413, 	3.30646, 	-1.34299
18:52:15.516, 	4487.71, 	32.8374, 	3.30646, 	-1.34299
18:52:15.516, 	4487.71, 	32.8374, 	3.30646, 	-1.34299
18:52:15.516, 	4487.71, 	32.8374, 	3.30646, 	-1.34299
18:52:15.612, 	4920.67, 	35.671, 	3.30646, 	-1.34299
18:52:15.612, 	4920.67, 	35.671, 	3.30646, 	-1.34299
18:52:15.612, 	4920.67, 	35.671, 	3.30646, 	-1.34299
18:52:15.712, 	1667.93, 	32.0241, 	3.15616, 	27.4476
18:52:15.712, 	1667.93, 	32.0241, 	3.15616, 	27.4476
18:52:15.812, 	6342.31, 	36.6398, 	76.8, 	23.4805
18:52:15.812, 	6342.31, 	36.6398, 	76.8, 	23.4805
18:52:15.812, 	6342.31, 	36.6398, 	76.8, 	23.4805
18:52:15.913, 	6459.61, 	37.6183, 	76.8, 	22.508
18:52:15.913, 	6459.61, 	37.6183, 	76.8, 	22.508
18:52:15.913, 	6459.61, 	37.6183, 	76.8, 	22.508
18:52:16.013, 	6489.02, 	38.0386, 	76.8, 	22.508
18:52:16.013, 	6489.02, 	38.0386, 	76.8, 	22.508
18:52:16.013, 	6489.02, 	38.0386, 	76.8, 	22.508
18:52:16.113, 	6325.29, 	37.49, 	76.8, 	21.5423
18:52:16.113, 	6325.29, 	37.49, 	76.8, 	21.5423
18:52:16.113, 	6325.29, 	37.49, 	76.8, 	21.5423
18:52:16.213, 	6044.57, 	38.5963, 	76.8, 	21.5423
18:52:16.213, 	6044.57, 	38.5963, 	76.8, 	21.5423
18:52:16.213, 	6044.57, 	38.5963, 	76.8, 	21.5423
18:52:16.313, 	6103.67, 	39.6553, 	76.8, 	21.5423
18:52:16.313, 	6103.67, 	39.6553, 	76.8, 	21.5423
18:52:16.313, 	6103.67, 	39.6553, 	76.8, 	21.5423
18:52:16.414, 	5962.04, 	39.9611, 	76.8, 	21.5423
18:52:16.414, 	5962.04, 	39.9611, 	76.8, 	21.5423
18:52:16.414, 	5962.04, 	39.9611, 	76.8, 	21.5423
18:52:16.517, 	2002.59, 	33.872, 	4.6591, 	2.23869
18:52:16.517, 	2002.59, 	33.872, 	4.6591, 	2.23869
18:52:16.564, 	2454.7, 	36.8912, 	4.05793, 	0.447628
18:52:16.564, 	2454.7, 	36.8912, 	4.05793, 	0.447628
18:52:16.617, 	3655.41, 	37.724, 	3.90763, 	-1.34299
18:52:16.617, 	3655.41, 	37.724, 	3.90763, 	-1.34299
18:52:16.664, 	1263.03, 	29.1669, 	3.45675, 	-4.92994
18:52:16.664, 	1263.03, 	29.1669, 	3.45675, 	-4.92994
18:52:16.718, 	1836.62, 	31.5879, 	3.00587, 	-2.23869
18:52:16.764, 	2130.01, 	32.28, 	3.15616, 	-1.34299
18:52:16.764, 	2130.01, 	32.28, 	3.15616, 	-1.34299
18:52:16.817, 	4156.55, 	35.1308, 	3.60704, 	-0.447628
18:52:16.817, 	4156.55, 	35.1308, 	3.60704, 	-0.447628
18:52:16.865, 	4970.29, 	38.8038, 	3.60704, 	-0.447628
18:52:16.865, 	4970.29, 	38.8038, 	3.60704, 	-0.447628
18:52:16.918, 	3018.2, 	32.3888, 	3.30646, 	-2.23869
18:52:16.918, 	3018.2, 	32.3888, 	3.30646, 	-2.23869
18:52:16.965, 	1643.32, 	29.6581, 	3.00587, 	-3.13493
18:52:16.965, 	1643.32, 	29.6581, 	3.00587, 	-3.13493
18:52:17.018, 	3373.76, 	35.3644, 	3.75734, 	-0.447628
18:52:17.018, 	3373.76, 	35.3644, 	3.75734, 	-0.447628
18:52:17.065, 	2901.55, 	33.8126, 	3.45675, 	-2.23869
18:52:17.065, 	2901.55, 	33.8126, 	3.45675, 	-2.23869
18:52:17.118, 	1783.07, 	36.5781, 	3.00587, 	-2.23869
18:52:17.118, 	1783.07, 	36.5781, 	3.00587, 	-2.23869
18:52:17.165, 	3109.49, 	36.3179, 	3.60704, 	-0.447628
18:52:17.165, 	3109.49, 	36.3179, 	3.60704, 	-0.447628
18:52:17.218, 	3324.74, 	36.7689, 	3.75734, 	-0.447628
18:52:17.218, 	3324.74, 	36.7689, 	3.75734, 	-0.447628
18:52:17.265, 	2851.8, 	33.2906, 	3.60704, 	-2.23869
18:52:17.265, 	2851.8, 	33.2906, 	3.60704, 	-2.23869
18:52:17.318, 	2032.02, 	29.4178, 	3.00587, 	-2.23869
18:52:17.318, 	2032.02, 	29.4178, 	3.00587, 	-2.23869
18:52:17.366, 	4529.46, 	35.43, 	3.75734, 	0.447628
18:52:17.366, 	4529.46, 	35.43, 	3.75734, 	0.447628
18:52:17.418, 	2952.65, 	34.9469, 	3.30646, 	-0.447628
18:52:17.418, 	2952.65, 	34.9469, 	3.30646, 	-0.447628
18:52:17.418, 	2952.65, 	34.9469, 	3.30646, 	-0.447628
18:52:17.516, 	1576.07, 	30.2881, 	4.50881, 	3.13493
18:52:17.516, 	1576.07, 	30.2881, 	4.50881, 	3.13493
18:52:17.516, 	1576.07, 	30.2881, 	4.50881, 	3.13493
18:52:17.616, 	1396.99, 	32.0214, 	4.20822, 	-0.447628
18:52:17.616, 	1396.99, 	32.0214, 	4.20822, 	-0.447628
18:52:17.616, 	1396.99, 	32.0214, 	4.20822, 	-0.447628
18:52:17.717, 	2154.17, 	32.8412, 	3.75734, 	29.4845
18:52:17.717, 	2154.17, 	32.8412, 	3.75734, 	29.4845
18:52:17.817, 	6220.86, 	35.6295, 	76.8, 	23.4805
18:52:17.817, 	6220.86, 	35.6295, 	76.8, 	23.4805
18:52:17.817, 	6220.86, 	35.6295, 	76.8, 	23.4805
18:52:17.917, 	6219.42, 	35.9139, 	76.8, 	22.508
18:52:17.917, 	6219.42, 	35.9139, 	76.8, 	22.508
18:52:17.917, 	6219.42, 	35.9139, 	76.8, 	22.508
18:52:18.017, 	6244.95, 	38.2569, 	76.8, 	21.5423
18:52:18.017, 	6244.95, 	38.2569, 	76.8, 	21.5423
18:52:18.017, 	6244.95, 	38.2569, 	76.8, 	21.5423
18:52:18.117, 	5774.9, 	36.2231, 	76.8, 	21.5423
18:52:18.117, 	5774.9, 	36.2231, 	76.8, 	21.5423
18:52:18.117, 	5774.9, 	36.2231, 	76.8, 	21.5423
18:52:18.218, 	5786, 	38.7565, 	76.8, 	21.5423
18:52:18.218, 	5786.0, 	38.7565, 	76.8, 	21.5423
18:52:18.218, 	5786.0, 	38.7565, 	76.8, 	21.5423
18:52:18.318, 	5894.14, 	38.4029, 	76.8, 	21.5423
18:52:18.318, 	5894.14, 	38.4029, 	76.8, 	21.5423
18:52:18.318, 	5894.14, 	38.4029, 	76.8, 	21.5423
18:52:18.418, 	5485.52, 	35.6029, 	76.8, 	21.5423
18:52:18.418, 	5485.52, 	35.6029, 	76.8, 	21.5423
18:52:18.418, 	5485.52, 	35.6029, 	76.8, 	21.5423
18:52:18.519, 	4048.47, 	34.9992, 	3.90763, 	1.34299
18:52:18.519, 	4048.47, 	34.9992, 	3.90763, 	1.34299
18:52:18.568, 	3805.89, 	37.7516, 	4.05793, 	2.23869
18:52:18.568, 	3805.89, 	37.7516, 	4.05793, 	2.23869
18:52:18.618, 	2131.65, 	29.6488, 	4.35851, 	3.13493
18:52:18.618, 	2131.65, 	29.6488, 	4.35851, 	3.13493
18:52:18.669, 	1610.91, 	31.2308, 	4.80939, 	3.13493
18:52:18.718, 	2629.54, 	37.9532, 	3.90763, 	0.447628
18:52:18.718, 	2629.54, 	37.9532, 	3.90763, 	0.447628
18:52:18.769, 	2916.63, 	35.7076, 	4.05793, 	2.23869
18:52:18.769, 	2916.63, 	35.7076, 	4.05793, 	2.23869
18:52:18.819, 	1739.98, 	36.5909, 	3.00587, 	0.447628
18:52:18.819, 	1739.98, 	36.5909, 	3.00587, 	0.447628
18:52:18.869, 	2491.17, 	37.7853, 	3.15616, 	0.447628
18:52:18.869, 	2491.17, 	37.7853, 	3.15616, 	0.447628
18:52:18.869, 	2491.17, 	37.7853, 	3.15616, 	0.447628
18:52:18.969, 	1427.85, 	33.6635, 	3.00587, 	-0.447628
18:52:18.969, 	1427.85, 	33.6635, 	3.00587, 	-0.447628
18:52:19.019, 	2659.95, 	35.4615, 	3.60704, 	0.447628
18:52:19.019, 	2659.95, 	35.4615, 	3.60704, 	0.447628
18:52:19.070, 	4991.45, 	33.8328, 	3.75734, 	1.34299
18:52:19.070, 	4991.45, 	33.8328, 	3.75734, 	1.34299
18:52:19.120, 	4328.2, 	36.6562, 	3.75734, 	2.23869
18:52:19.120, 	4328.2, 	36.6562, 	3.75734, 	2.23869
18:52:19.170, 	3313.27, 	38.3218, 	3.75734, 	3.13493
18:52:19.170, 	3313.27, 	38.3218, 	3.75734, 	3.13493
18:52:19.220, 	2264.51, 	34.8609, 	3.15616, 	2.23869
18:52:19.220, 	2264.51, 	34.8609, 	3.15616, 	2.23869
18:52:19.270, 	2210.19, 	33.4563, 	3.00587, 	1.34299
18:52:19.270, 	2210.19, 	33.4563, 	3.00587, 	1.34299
18:52:19.320, 	2039.76, 	29.8876, 	3.00587, 	0.447628
18:52:19.320, 	2039.76, 	29.8876, 	3.00587, 	0.447628
18:52:19.370, 	2087, 	34.3856, 	3.15616, 	-0.447628
18:52:19.370, 	2087.0, 	34.3856, 	3.15616, 	-0.447628
18:52:19.420, 	2928.7, 	34.165, 	3.60704, 	0.447628
18:52:19.420, 	2928.7, 	34.165, 	3.60704, 	0.447628
18:52:19.420, 	2928.7, 	34.165, 	3.60704, 	0.447628
18:52:19.520, 	1791.78, 	34.3683, 	4.05793, 	26.4433
18:52:19.520, 	1791.78, 	34.3683, 	4.05793, 	26.4433
18:52:19.520, 	1791.78, 	34.3683, 	4.05793, 	26.4433
18:52:19.620, 	6591.5, 	36.6161, 	76.8, 	22.508
18:52:19.620, 	6591.5, 	36.6161, 	76.8, 	22.508
18:52:19.720, 	6154.81, 	40.6554, 	76.8, 	22.508
18:52:19.720, 	6154.81, 	40.6554, 	76.8, 	22.508
18:52:19.720, 	6154.81, 	40.6554, 	76.8, 	22.508
18:52:19.820, 	6048.12, 	36.7534, 	76.8, 	21.5423
18:52:19.820, 	6048.12, 	36.7534, 	76.8, 	21.5423
18:52:19.820, 	6048.12, 	36.7534, 	76.8, 	21.5423
18:52:19.920, 	5881.78, 	37.2985, 	76.8, 	21.5423
18:52:19.920, 	5881.78, 	37.2985, 	76.8, 	21.5423
18:52:19.920, 	5881.78, 	37.2985, 	76.8, 	21.5423
18:52:20.020, 	6083.04, 	37.1313, 	76.8, 	21.5423
18:52:20.020, 	6083.04, 	37.1313, 	76.8, 	21.5423
18:52:20.020, 	6083.04, 	37.1313, 	76.8, 	21.5423
18:52:20.120, 	5693.25, 	36.1927, 	76.8, 	21.5423
18:52:20.120, 	5693.25, 	36.1927, 	76.8, 	21.5423
18:52:20.120, 	5693.25, 	36.1927, 	76.8, 	21.5423
18:52:20.224, 	5864.9, 	38.2051, 	76.8, 	21.5423
18:52:20.224, 	5864.9, 	38.2051, 	76.8, 	21.5423
18:52:20.224, 	5864.9, 	38.2051, 	76.8, 	21.5423
18:52:20.321, 	5730.1, 	38.0985, 	76.8, 	21.5423
18:52:20.321, 	5730.1, 	38.0985, 	76.8, 	21.5423
18:52:20.321, 	5730.1, 	38.0985, 	76.8, 	21.5423
18:52:20.421, 	5911.15, 	36.1054, 	76.8, 	21.5423
18:52:20.421, 	5911.15, 	36.1054, 	76.8, 	21.5423
18:52:20.421, 	5911.15, 	36.1054, 	76.8, 	21.5423
18:52:20.421, 	5911.15, 	36.1054, 	76.8, 	21.5423
18:52:20.572, 	3215.35, 	36.8603, 	3.75734, 	2.23869
18:52:20.572, 	3215.35, 	36.8603, 	3.75734, 	2.23869
18:52:20.621, 	3142.44, 	38.8306, 	3.75734, 	2.23869
18:52:20.621, 	3142.44, 	38.8306, 	3.75734, 	2.23869
18:52:20.673, 	2776.73, 	31.7377, 	3.75734, 	2.23869
18:52:20.721, 	2809.77, 	34.1889, 	3.90763, 	0.447628
18:52:20.721, 	2809.77, 	34.1889, 	3.90763, 	0.447628
18:52:20.773, 	2712.33, 	35.6208, 	3.90763, 	0.447628
18:52:20.773, 	2712.33, 	35.6208, 	3.90763, 	0.447628
18:52:20.821, 	2590.56, 	33.6061, 	3.15616, 	3.13493
18:52:20.821, 	2590.56, 	33.6061, 	3.15616, 	3.13493
18:52:20.873, 	2899.41, 	35.9541, 	4.80939, 	3.13493
18:52:20.873, 	2899.41, 	35.9541, 	4.80939, 	3.13493
18:52:20.921, 	4247.03, 	34.9411, 	3.90763, 	4.03194
18:52:20.921, 	4247.03, 	34.9411, 	3.90763, 	4.03194
18:52:20.973, 	5979.87, 	36.6884, 	3.90763, 	3.13493
18:52:20.973, 	5979.87, 	36.6884, 	3.90763, 	3.13493
18:52:21.021, 	3364.08, 	39.351, 	4.6591, 	3.13493
18:52:21.021, 	3364.08, 	39.351, 	4.6591, 	3.13493
18:52:21.073, 	3018.03, 	32.1888, 	4.95969, 	3.13493
18:52:21.073, 	3018.03, 	32.1888, 	4.95969, 	3.13493
18:52:21.121, 	2882.46, 	34.7671, 	4.95969, 	3.13493
18:52:21.121, 	2882.46, 	34.7671, 	4.95969, 	3.13493
18:52:21.174, 	3271.24, 	36.1406, 	3.00587, 	3.13493
18:52:21.174, 	3271.24, 	36.1406, 	3.00587, 	3.13493
18:52:21.221, 	3808.49, 	36.5771, 	3.15616, 	4.03194
18:52:21.221, 	3808.49, 	36.5771, 	3.15616, 	4.03194
18:52:21.274, 	3520.15, 	33.4974, 	3.15616, 	4.03194
