(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:35:56.550, 	1, 	2, 	18.1698, 	22.5675, 	1, 	-1.249e-14, 	3.04, 	(0.65858,0.166729);
17:35:56.570, 	1, 	2, 	21.4179, 	23.793, 	1, 	-1.249e-14, 	3.04, 	(-0.501364,0.540624);
17:35:56.590, 	1, 	2, 	22.5156, 	24.7407, 	1, 	-1.249e-14, 	3.04, 	(-0.518754,0.274195);
17:35:56.610, 	1, 	2, 	23.81, 	25.4868, 	1, 	-1.249e-14, 	3.04, 	(-0.746184,-0.00911532);
17:35:56.630, 	1, 	2, 	19.7129, 	23.9578, 	1, 	-1.249e-14, 	3.04, 	(-0.685216,0.267042);
17:35:56.651, 	1, 	2, 	21.2554, 	24.621, 	1, 	-1.249e-14, 	3.04, 	(-0.295665,-0.719085);
17:35:56.671, 	1, 	2, 	23.1497, 	26.2098, 	1, 	-1.249e-14, 	3.04, 	(-0.471001,-0.602387);
17:35:56.691, 	1, 	2, 	24.1158, 	26.5109, 	1, 	-1.249e-14, 	3.04, 	(-0.540461,-0.469894);
17:35:56.711, 	1, 	2, 	22.5065, 	24.9629, 	1, 	-1.249e-14, 	3.04, 	(0.673375,-0.406854);
17:35:56.732, 	1, 	2, 	24.5234, 	25.0106, 	1, 	-1.249e-14, 	3.04, 	(-0.149691,-0.504583);
17:35:56.751, 	1, 	2, 	25.5799, 	26.0874, 	1, 	-1.249e-14, 	3.04, 	(-0.688179,-0.25533);
17:35:56.771, 	1, 	2, 	21.7202, 	25.5501, 	1, 	-1.249e-14, 	3.04, 	(0.76787,0.115438);
17:35:56.792, 	1, 	2, 	25.4795, 	24.4761, 	1, 	-1.249e-14, 	3.04, 	(0.0909494,-0.532977);
17:35:56.812, 	1, 	2, 	19.0289, 	22.6407, 	1, 	-1.249e-14, 	3.04, 	(-0.567821,-0.421216);
17:35:56.832, 	1, 	2, 	26.0873, 	24.8831, 	1, 	-1.249e-14, 	3.04, 	(-0.288887,-0.583851);
17:35:56.852, 	1, 	2, 	24.8605, 	25.7874, 	1, 	-1.249e-14, 	3.04, 	(0.762423,-0.154374);
17:35:56.872, 	1, 	2, 	25.2813, 	25.0207, 	1, 	-1.249e-14, 	3.04, 	(-0.442425,-0.452231);
17:35:56.892, 	1, 	2, 	25.1235, 	24.8746, 	1, 	-1.249e-14, 	3.04, 	(0.521472,0.273758);
17:35:56.912, 	1, 	2, 	25.625, 	24.4566, 	1, 	-1.249e-14, 	3.04, 	(-0.475507,-0.380787);
17:35:56.933, 	1, 	2, 	24.5252, 	25.8085, 	1, 	-1.249e-14, 	3.04, 	(-0.228084,-0.444969);
17:35:56.953, 	1, 	2, 	20.8259, 	23.6859, 	1, 	-1.249e-14, 	3.04, 	(-0.466257,0.466452);
17:35:56.973, 	1, 	2, 	23.9026, 	24.6039, 	1, 	-1.249e-14, 	3.04, 	(-0.30151,-0.620711);
17:35:56.993, 	1, 	2, 	25.7623, 	25.3782, 	1, 	-1.249e-14, 	3.04, 	(-0.47553,-0.175101);
17:35:57.013, 	1, 	2, 	20.5569, 	23.0504, 	1, 	-1.249e-14, 	3.04, 	(0.100317,0.775178);
17:35:57.034, 	1, 	2, 	24.1244, 	25.0157, 	1, 	-1.249e-14, 	3.04, 	(-0.319995,-0.76579);
17:35:57.054, 	1, 	2, 	24.5528, 	25.9245, 	1, 	-1.249e-14, 	3.04, 	(-0.32614,0.361496);
17:35:57.074, 	1, 	2, 	26.146, 	25.8204, 	1, 	-1.249e-14, 	3.04, 	(0.381704,0.594297);
17:35:57.094, 	1, 	2, 	24.3163, 	25.2255, 	1, 	-1.249e-14, 	3.04, 	(-0.0484844,-0.78537);
17:35:57.114, 	1, 	2, 	24.2734, 	26.105, 	1, 	-1.249e-14, 	3.04, 	(0.522722,-0.11551);
17:35:57.134, 	1, 	2, 	19.1774, 	23.0393, 	1, 	-1.249e-14, 	3.04, 	(-0.747877,0.103044);
17:35:57.155, 	1, 	2, 	22.1521, 	24.799, 	1, 	-1.249e-14, 	3.04, 	(0.740284,-0.217343);
17:35:57.175, 	1, 	2, 	25.3436, 	25.2956, 	1, 	-1.249e-14, 	3.04, 	(0.489282,-0.576887);
17:35:57.195, 	1, 	2, 	19.8611, 	22.3213, 	1, 	-1.249e-14, 	3.04, 	(0.0951867,-0.71559);
17:35:57.215, 	1, 	2, 	21.353, 	24.5843, 	1, 	-1.249e-14, 	3.04, 	(-0.528841,-0.524176);
17:35:57.236, 	1, 	2, 	24.6123, 	24.7879, 	1, 	-1.249e-14, 	3.04, 	(0.677047,0.269775);
17:35:57.255, 	1, 	2, 	27.7337, 	25.3258, 	1, 	-1.249e-14, 	3.04, 	(0.812825,-0.0400622);
17:35:57.275, 	1, 	2, 	28.9842, 	24.8652, 	1, 	-1.249e-14, 	3.04, 	(-0.0749283,-0.639383);
17:35:57.296, 	1, 	2, 	24.7733, 	25.7562, 	1, 	-1.249e-14, 	3.04, 	(0.707832,0.213493);
17:35:57.316, 	1, 	2, 	18.6433, 	22.1808, 	1, 	-1.249e-14, 	3.04, 	(-0.522779,-0.462128);
17:35:57.338, 	1, 	2, 	27.7602, 	25.6228, 	1, 	-1.249e-14, 	3.04, 	(0.688772,-0.339012);
