-6.395340000000000202e+01,2.144426269841270027e+01
-6.198349999999999937e+01,2.225950476190476124e+01
-6.013340000000000174e+01,2.287711488095238366e+01
-5.838199999999999790e+01,2.233898979591836920e+01
-5.671359999999999957e+01,2.370995476190476126e+01
-5.511610000000000298e+01,2.356712380952381025e+01
-5.358010000000000161e+01,2.428010857142857404e+01
-5.209799999999999898e+01,2.389364920634920608e+01
-5.066360000000000241e+01,2.461216666666666697e+01
-4.927170000000000272e+01,2.442110793650793710e+01
-4.791810000000000258e+01,2.450187777777777498e+01
-4.659899999999999665e+01,2.314532380952380919e+01
-4.531119999999999948e+01,2.464072619047619028e+01
-4.405210000000000292e+01,2.442463095238095150e+01
-4.281920000000000215e+01,2.441874285714285620e+01
-4.161039999999999850e+01,2.429409761904761922e+01
-4.042390000000000327e+01,2.468364603174603289e+01
-3.811099999999999710e+01,2.520127460317460688e+01
-3.698190000000000310e+01,2.422308285714285603e+01
-3.586919999999999931e+01,2.252567682539682892e+01
-3.368919999999999959e+01,2.474943809523809435e+01
-3.261979999999999791e+01,2.455447210884353382e+01
-3.156309999999999860e+01,2.345668571428571525e+01
-3.051820000000000022e+01,2.507749523809523495e+01
-2.948450000000000060e+01,2.517661428571428672e+01
-2.846109999999999829e+01,2.507626666666666537e+01
-2.744760000000000133e+01,2.517714285714285793e+01
-2.644330000000000069e+01,2.515433690476190165e+01
-2.544770000000000110e+01,2.529205714285714279e+01
-2.446030000000000015e+01,2.472859880952380962e+01
-2.348049999999999926e+01,2.523448571428571086e+01
-2.250799999999999912e+01,2.529145000000000110e+01
-2.154230000000000089e+01,2.554206666666667047e+01
-2.058289999999999864e+01,2.558101666666666674e+01
-1.962959999999999994e+01,2.540768730158730548e+01
-1.868179999999999907e+01,2.549604047619047620e+01
-1.773939999999999984e+01,2.579628809523809707e+01
-1.680180000000000007e+01,2.565749206349206801e+01
-1.586890000000000001e+01,2.563419523809523781e+01
-1.494030000000000058e+01,2.569708452380952224e+01
-1.309479999999999933e+01,2.569707857142856966e+01
-1.217730000000000068e+01,2.572768571428571249e+01
-1.035159999999999947e+01,2.526224047619047752e+01
-9.442780000000000840e+00,2.585789714285714425e+01
-7.632150000000000212e+00,2.555590000000000117e+01
-6.729809999999999626e+00,2.567209904761904937e+01
-5.829150000000000276e+00,2.588246190476190378e+01
-4.929940000000000211e+00,2.589182380952380669e+01
-4.031939999999999635e+00,2.522929047619047793e+01
-3.134930000000000216e+00,2.569438333333333446e+01
-2.238690000000000069e+00,2.567876666666666807e+01
-1.342989999999999906e+00,2.613707523809523536e+01
-4.476280000000000259e-01,2.609841904761904985e+01
4.476280000000000259e-01,2.641348571428571645e+01
1.342989999999999906e+00,2.575471904761904796e+01
2.238690000000000069e+00,2.612711190476191092e+01
3.134930000000000216e+00,2.633819523809523488e+01
4.929940000000000211e+00,2.614427857142857192e+01
5.829150000000000276e+00,2.593668571428571568e+01
7.632150000000000212e+00,2.604085714285714204e+01
8.536390000000000811e+00,2.585072857142857217e+01
9.442780000000000840e+00,2.569955555555555904e+01
1.126299999999999990e+01,2.641154285714285876e+01
1.217730000000000068e+01,2.554191428571428446e+01
1.309479999999999933e+01,2.594653333333332768e+01
1.401570000000000071e+01,2.549639880952381077e+01
1.494030000000000058e+01,2.586753333333333416e+01
1.586890000000000001e+01,2.542881746031745749e+01
1.680180000000000007e+01,2.540618571428571570e+01
1.773939999999999984e+01,2.570387619047619410e+01
1.868179999999999907e+01,2.546475714285714531e+01
1.962959999999999994e+01,2.540820476190475929e+01
2.058289999999999864e+01,2.249220365079365180e+01
2.154230000000000089e+01,2.545325476190476621e+01
2.348049999999999926e+01,2.545097619047618664e+01
2.446030000000000015e+01,2.508045238095238005e+01
2.544770000000000110e+01,2.449222380952380718e+01
2.644330000000000069e+01,2.479055714285713918e+01
2.744760000000000133e+01,2.554044166666666626e+01
2.846109999999999829e+01,2.569650793650794185e+01
2.948450000000000060e+01,2.530130952380952536e+01
3.051820000000000022e+01,2.494143809523809807e+01
3.156309999999999860e+01,2.414269761904762035e+01
3.261979999999999791e+01,2.499616666666667086e+01
3.368919999999999959e+01,2.480274666666666761e+01
3.477199999999999847e+01,2.523354285714285794e+01
3.586919999999999931e+01,2.418290000000000006e+01
3.698190000000000310e+01,2.481799523809523933e+01
3.811099999999999710e+01,2.465430357142857076e+01
3.925789999999999935e+01,2.414619047619047976e+01
4.042390000000000327e+01,2.494775833333333281e+01
4.161039999999999850e+01,2.290660659523809528e+01
4.405210000000000292e+01,1.884727064285714349e+01
4.531119999999999948e+01,2.356917644047619120e+01
4.659899999999999665e+01,1.723325739047619010e+01
4.927170000000000272e+01,1.644392420015872958e+01
5.066360000000000241e+01,1.246162699285714481e+01
5.209799999999999898e+01,1.577744930619047636e+01
5.358010000000000161e+01,1.839989517857142687e+01
5.511610000000000298e+01,2.012522932883597804e+01
5.671359999999999957e+01,2.039915659863945407e+01
5.838199999999999790e+01,2.160034238095237669e+01
6.013340000000000174e+01,1.957926254761904872e+01
6.198349999999999937e+01,1.507162604761904667e+01
