2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	22.508, 	-60, 	26.1534, 	1, 	1.52
2, 	20.5829, 	-59, 	10.1863, 	0, 	0.304
2, 	20.5829, 	-58, 	0, 	0, 	0.304
2, 	20.5829, 	-57, 	5.52448, 	0, 	0.304
2, 	35.8692, 	-56, 	8.9106, 	0, 	0.304
2, 	35.8692, 	-55, 	8.84866, 	0, 	0.304
2, 	21.5423, 	-54, 	6.74615, 	0, 	0.304
2, 	21.5423, 	-53, 	7.81512, 	0, 	0.304
2, 	21.5423, 	-52, 	7.3923, 	0, 	0.304
2, 	21.5423, 	-51, 	5.68795, 	0, 	0.304
2, 	32.6198, 	-50, 	10.0101, 	0, 	-7.10543e-17
2, 	32.6198, 	-49, 	9.09802, 	0, 	-7.10543e-17
2, 	15.8689, 	-48, 	7.95894, 	0, 	-7.10543e-17
2, 	15.8689, 	-47, 	9.66756, 	0, 	-7.10543e-17
2, 	15.8689, 	-46, 	8.09037, 	0, 	-7.10543e-17
2, 	15.8689, 	-45, 	8.47055, 	0, 	-7.10543e-17
2, 	18.6818, 	-44, 	6.89889, 	0, 	-7.10543e-17
2, 	18.6818, 	-43, 	5.44256, 	0, 	-7.10543e-17
2, 	15.8689, 	-42, 	8.43262, 	0, 	-7.10543e-17
2, 	15.8689, 	-41, 	6.77042, 	0, 	-7.10543e-17
2, 	14.9403, 	-40, 	7.19929, 	0, 	-7.10543e-17
2, 	14.9403, 	-39, 	5.73189, 	0, 	-7.10543e-17
2, 	13.0948, 	-38, 	4.22017, 	0, 	-7.10543e-17
2, 	13.0948, 	-37, 	2.71249, 	0, 	-7.10543e-17
2, 	14.9403, 	-36, 	4.17621, 	0, 	-7.10543e-17
2, 	14.9403, 	-35, 	3.44765, 	0, 	-7.10543e-17
2, 	13.0948, 	-34, 	9.07832, 	0, 	-7.10543e-17
2, 	13.0948, 	-33, 	5.96256, 	0, 	-7.10543e-17
2, 	13.0948, 	-32, 	8.1928, 	0, 	-7.10543e-17
2, 	13.0948, 	-31, 	9.41197, 	0, 	-7.10543e-17
2, 	11.263, 	-30, 	10.1144, 	0, 	-7.10543e-17
2, 	11.263, 	-29, 	9.9848, 	0, 	-7.10543e-17
2, 	11.263, 	-28, 	0, 	0, 	-7.10543e-17
2, 	10.3516, 	-27, 	10.934, 	0, 	-7.10543e-17
2, 	10.3516, 	-26, 	12.7139, 	0, 	-7.10543e-17
2, 	10.3516, 	-25, 	13.7268, 	0, 	-7.10543e-17
2, 	10.3516, 	-24, 	17.1396, 	1, 	0.304
2, 	10.3516, 	-23, 	16.0257, 	1, 	0.608
2, 	8.53639, 	-22, 	16.52, 	1, 	0.912
2, 	8.53639, 	-21, 	17.0416, 	1, 	1.216
2, 	7.63215, 	-20, 	18.3867, 	0, 	1.216
2, 	7.63215, 	-19, 	15.9608, 	1, 	1.52
2, 	4.92994, 	-18, 	17.2645, 	1, 	1.824
2, 	4.92994, 	-17, 	17.5699, 	1, 	2.128
2, 	5.82915, 	-16, 	19.9349, 	1, 	2.432
2, 	5.82915, 	-15, 	19.5779, 	1, 	2.736
2, 	6.72981, 	-14, 	18.1987, 	1, 	2.736
2, 	6.72981, 	-13, 	20.9497, 	1, 	2.736
2, 	4.92994, 	-12, 	21.7091, 	1, 	2.736
