2, 	-16.8018, 	25.5471, 	1, 	3.04
2, 	-47.9181, 	18, 	14.4038, 	1, 	0.304
2, 	-47.9181, 	18, 	14.467, 	1, 	0.608
2, 	-47.9181, 	18, 	14.9128, 	1, 	0.912
2, 	-47.9181, 	16, 	14.9843, 	1, 	1.216
2, 	-47.9181, 	15, 	14.7775, 	1, 	1.52
2, 	-47.9181, 	18, 	14.5946, 	1, 	1.824
2, 	-47.9181, 	16, 	14.6293, 	1, 	2.128
2, 	-47.9181, 	15, 	15.4968, 	1, 	2.432
2, 	-47.9181, 	15, 	14.4609, 	1, 	2.736
2, 	-47.9181, 	16, 	13.772, 	1, 	2.736
2, 	-47.9181, 	18, 	15.2477, 	1, 	0.304
2, 	-47.9181, 	18, 	15.0762, 	1, 	0.608
2, 	-47.9181, 	16, 	15.0694, 	1, 	0.912
2, 	-47.9181, 	18, 	14.718, 	1, 	1.216
2, 	-47.9181, 	16, 	14.6976, 	1, 	1.52
2, 	-47.9181, 	18, 	14.6425, 	1, 	1.824
2, 	-47.9181, 	16, 	15.5909, 	1, 	2.128
2, 	-47.9181, 	16, 	14.3616, 	1, 	2.432
2, 	-47.9181, 	18, 	14.8382, 	1, 	2.736
2, 	-47.9181, 	18, 	16.0742, 	1, 	3.04
2, 	-47.9181, 	18, 	15.2652, 	1, 	0.304
2, 	-47.9181, 	18, 	15.4416, 	1, 	0.608
2, 	-47.9181, 	18, 	14.0462, 	1, 	0.912
2, 	-47.9181, 	18, 	14.5184, 	1, 	1.216
2, 	-47.9181, 	18, 	14.5134, 	1, 	1.52
2, 	-47.9181, 	18, 	15.1933, 	1, 	1.824
2, 	-47.9181, 	18, 	14.6161, 	1, 	2.128
2, 	-47.9181, 	16, 	14.8114, 	1, 	2.432
2, 	-47.9181, 	18, 	13.8713, 	1, 	2.736
2, 	-47.9181, 	16, 	14.9296, 	1, 	3.04
2, 	-47.9181, 	16, 	13.9601, 	1, 	0.304
2, 	-47.9181, 	18, 	14.0687, 	1, 	0.608
2, 	-47.9181, 	16, 	14.4623, 	1, 	0.912
2, 	-47.9181, 	15, 	13.4714, 	1, 	1.216
2, 	-47.9181, 	18, 	14.2097, 	1, 	1.52
2, 	-47.9181, 	16, 	14.4274, 	1, 	1.824
2, 	-47.9181, 	18, 	14.6545, 	1, 	2.128
2, 	-47.9181, 	21, 	14.8527, 	1, 	2.432
2, 	-47.9181, 	16, 	14.7201, 	1, 	2.736
2, 	-47.9181, 	21, 	14.0399, 	1, 	3.04
2, 	-47.9181, 	21, 	14.4673, 	1, 	0.304
2, 	-47.9181, 	21, 	14.819, 	1, 	0.608
2, 	-47.9181, 	21, 	14.6465, 	1, 	0.912
2, 	-47.9181, 	21, 	15.4926, 	1, 	1.216
2, 	-47.9181, 	21, 	14.8737, 	1, 	1.52
2, 	-47.9181, 	18, 	15.0556, 	1, 	1.824
2, 	-47.9181, 	21, 	15.7298, 	1, 	2.128
2, 	-47.9181, 	21, 	15.0137, 	1, 	2.432
2, 	-47.9181, 	18, 	14.4335, 	1, 	2.736
2, 	-47.9181, 	21, 	14.4201, 	1, 	3.04
2, 	-47.9181, 	21, 	14.4448, 	1, 	0.304
2, 	-47.9181, 	21, 	14.9835, 	1, 	0.608
2, 	-47.9181, 	25, 	15.1628, 	1, 	0.912
2, 	-47.9181, 	25, 	14.3024, 	1, 	1.216
2, 	-47.9181, 	21, 	14.437, 	1, 	1.52
2, 	-47.9181, 	21, 	15.1297, 	1, 	1.824
2, 	-47.9181, 	25, 	15.14, 	1, 	2.128
2, 	-47.9181, 	21, 	14.4198, 	1, 	2.432
2, 	-47.9181, 	22, 	14.4198, 	1, 	2.736
2, 	-47.9181, 	25, 	14.7541, 	1, 	3.04
2, 	-47.9181, 	25, 	14.6549, 	1, 	0.304
2, 	-47.9181, 	25, 	14.9817, 	1, 	0.608
2, 	-47.9181, 	25, 	14.449, 	1, 	0.912
2, 	-47.9181, 	22, 	14.6599, 	1, 	1.216
2, 	-47.9181, 	25, 	14.8999, 	1, 	1.52
2, 	-47.9181, 	22, 	14.9451, 	1, 	1.824
2, 	-47.9181, 	22, 	13.8651, 	1, 	2.128
2, 	-47.9181, 	25, 	14.153, 	1, 	2.432
2, 	-47.9181, 	26, 	14.3086, 	1, 	2.736
2, 	-47.9181, 	24, 	15.0288, 	1, 	3.04
2, 	-47.9181, 	21, 	14.25, 	1, 	0.304
2, 	-47.9181, 	24, 	14.5968, 	1, 	0.608
2, 	-47.9181, 	25, 	14.733, 	1, 	0.912
2, 	-47.9181, 	21, 	14.6895, 	1, 	1.216
2, 	-47.9181, 	24, 	14.5525, 	1, 	1.52
2, 	-47.9181, 	25, 	14.2005, 	1, 	1.824
2, 	-47.9181, 	21, 	13.6905, 	1, 	2.128
2, 	-47.9181, 	24, 	14.5449, 	1, 	2.432
2, 	-47.9181, 	25, 	14.5892, 	1, 	2.736
2, 	-47.9181, 	24, 	14.2219, 	1, 	3.04
2, 	-47.9181, 	23, 	14.7701, 	1, 	0.304
2, 	-47.9181, 	23, 	15.0696, 	1, 	0.608
2, 	-47.9181, 	23, 	14.4658, 	1, 	0.912
2, 	-47.9181, 	22, 	14.3472, 	1, 	1.216
2, 	-47.9181, 	23, 	15.6152, 	1, 	1.52
2, 	-47.9181, 	23, 	14.6365, 	1, 	1.824
2, 	-47.9181, 	22, 	15.32, 	1, 	2.128
2, 	-47.9181, 	26, 	14.9561, 	1, 	2.432
2, 	-47.9181, 	21, 	14.75, 	1, 	2.736
2, 	-47.9181, 	25, 	14.766, 	1, 	3.04
2, 	-47.9181, 	22, 	14.9675, 	1, 	0.304
2, 	-47.9181, 	22, 	15.4983, 	1, 	0.608
2, 	-47.9181, 	22, 	15.3065, 	1, 	0.912
2, 	-47.9181, 	22, 	14.5478, 	1, 	1.216
2, 	-47.9181, 	22, 	14.8658, 	1, 	1.52
2, 	-47.9181, 	21, 	14.6926, 	1, 	1.824
2, 	-47.9181, 	22, 	14.9914, 	1, 	2.128
2, 	-47.9181, 	21, 	15.595, 	1, 	2.432
2, 	-47.9181, 	21, 	14.1583, 	1, 	2.736
2, 	-47.9181, 	22, 	15.3707, 	1, 	3.04
