(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:48:48.205, 	1, 	2, 	19.3814, 	22.3768, 	1, 	-1.38778e-15, 	3.04, 	(-0.553857,-0.123777);
15:48:48.226, 	1, 	2, 	27.7597, 	25.0245, 	1, 	-1.38778e-15, 	3.04, 	(0.449092,-0.384349);
15:48:48.246, 	1, 	2, 	24.8535, 	26.2145, 	1, 	-1.38778e-15, 	3.04, 	(0.624492,0.362085);
15:48:48.269, 	1, 	2, 	27.936, 	26.1639, 	1, 	-1.38778e-15, 	3.04, 	(0.68336,-0.073628);
15:48:48.286, 	1, 	2, 	21.6896, 	24.2806, 	1, 	-1.38778e-15, 	3.04, 	(-0.713791,0.114348);
15:48:48.306, 	1, 	2, 	24.6496, 	19.246, 	1, 	-1.38778e-15, 	3.04, 	(-0.140169,-0.160028);
15:48:48.327, 	1, 	2, 	27.6649, 	19.6175, 	1, 	-1.38778e-15, 	3.04, 	(0.160144,0.139645);
15:48:48.346, 	1, 	2, 	20.1813, 	18.3548, 	1, 	-1.38778e-15, 	3.04, 	(0.197023,0.0399731);
15:48:48.369, 	1, 	2, 	23.4646, 	25.5232, 	1, 	-1.38778e-15, 	3.04, 	(-0.501984,0.567918);
15:48:48.387, 	1, 	2, 	27.6791, 	21.7158, 	1, 	-1.38778e-15, 	3.04, 	(0.17848,0.376129);
15:48:48.407, 	1, 	2, 	19.4906, 	22.452, 	1, 	-1.38778e-15, 	3.04, 	(-0.540824,-0.0676363);
15:48:48.427, 	1, 	2, 	29.3826, 	24.7456, 	1, 	-1.38778e-15, 	3.04, 	(0.466296,-0.0184292);
15:48:48.469, 	1, 	2, 	28.8613, 	23.4876, 	1, 	-1.38778e-15, 	3.04, 	(0.00813861,0.2437);
15:48:48.469, 	1, 	2, 	31.8044, 	26.4032, 	1, 	-1.38778e-15, 	3.04, 	(-0.577691,0.623317);
15:48:48.488, 	1, 	2, 	21.9833, 	25.2215, 	1, 	-1.38778e-15, 	3.04, 	(-0.659131,-0.624045);
15:48:48.508, 	1, 	2, 	24.966, 	26.3573, 	1, 	-1.38778e-15, 	3.04, 	(0.0707426,0.934623);
15:48:48.528, 	1, 	2, 	28.5326, 	26.6833, 	1, 	-1.38778e-15, 	3.04, 	(0.225461,0.53398);
15:48:48.571, 	1, 	2, 	32.025, 	24.8948, 	1, 	-1.38778e-15, 	3.04, 	(0.477592,0.459468);
15:48:48.571, 	1, 	2, 	29.8522, 	25.0821, 	1, 	-1.38778e-15, 	3.04, 	(0.60664,0.0409144);
15:48:48.588, 	1, 	2, 	29.2239, 	25.0524, 	1, 	-1.38778e-15, 	3.04, 	(-0.419468,0.31188);
